rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon	dgp_uncertainty	eq_uncertainty
rxn37501	RXN66-26.c.metaexp.NADP_NADPH	1.14.21.6	-104.990	-104.740	-0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 7-Dehydrodesmosterol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	27	42.570	1.511
rxn07368	R07537	1.-.-.-	-90.440	-90.190	-0.250	0.250	(1) O2[0] + (1) Spheroidene[0] => (1) H2O[0] + (1) Spheroidenone[0]	h2o;o2	0.000	0.000	4	41	28.870	0.756
rxn01374	Creatinine amidohydrolase	3.5.2.10	0.540	0.790	-0.250	0.250	(1) H2O[0] + (1) Creatinine[0] <=> (1) Creatine[0]	h2o	0.000	0.000	3	4	1.510	1.007
rxn21354	3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP+)	1.2.1.77	-10.700	-10.950	0.250	0.250	(1) H2O[0] + (1) NADP[0] + (1) 3,4-dehydroadipyl-CoA semialdehyde[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 3,4-Didehydroadipyl-CoA[0]	h;h2o;nadp;nadph	2.000	18.000	6	27	12.610	0.265
rxn13958	raffinose:raffinose 3F-alpha-D-galactosyltransferase	2.4.1.166	2.280	2.530	-0.250	0.250	(2) Melitose[0] <=> (1) Sucrose[0] + (1) 3F-alpha-D-Galactosylraffinose[0]		0.000	0.000	3	24	13.410	0.794
rxn35629	delta7-sterol-C5(6)-desaturase	1.14.21.6	-104.990	-104.740	-0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Lathosterol[0] => (2) H2O[0] + (1) NADP[0] + (1) Provitamin D3[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	27	42.570	2.061
rxn26988	11-deoxycorticosterone hydroxylase	1.14.15.4	-97.040	-96.790	-0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) DOC[0] => (1) H2O[0] + (1) NADP[0] + (1) Corticosterone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	24.670	0.788
rxn04933	mannitol:NAD+ 1-oxidoreductase	1.1.1.255	3.040	3.290	-0.250	0.250	(1) NAD[0] + (1) D-Mannitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Mannose[0]	h;nad;nadh	1.000	4.000	5	21	0.930	0.358
rxn16398	3,4-didehydroadipyl-CoA semialdehyde:NADP+ oxidoreductase	1.2.1.77	-10.700	-10.950	0.250	0.250	(1) H2O[0] + (1) NADP[0] + (1) 3,4-Didehydroadipyl-CoA semialdehyde[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 3,4-Didehydroadipyl-CoA[0]	h;h2o;nadp;nadph	2.000	18.000	6	27	12.610	0.265
rxn09174	RXN0-268.c	2.8.3.-	-3.240	-3.490	0.250	0.250	(1) Succinate[0] + (1) Propionyl-CoA[0] <=> (1) Succinyl-CoA[0] + (1) Propionate[0]		0.000	6.000	4	25	1.230	0.774
rxn19239	blasticidin-S deaminase	3.5.4.23	-5.080	-4.830	-0.250	0.250	(1) H2O[0] + (1) H+[0] + (1) Blasticidin S[0] <=> (1) NH3[0] + (1) Deaminohydroxyblasticidin S[0]	h;h2o;nh3	-1.000	0.000	5	17	30.480	0.473
rxn49805	27818		3.090	2.840	0.250	0.250	(1) NAD[0] + (1) L-Idonate[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Sorbosonate[0]	h;nad;nadh	1.000	4.000	5	21	3.540	0.430
rxn00762	glycerol:NAD+ 2-oxidoreductase	1.1.1.6	5.720	5.970	-0.250	0.250	(1) NAD[0] + (1) Glycerol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone[0]	h;nad;nadh	1.000	4.000	5	21	0.970	0.431
rxn50190	33463		-104.990	-104.740	-0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Episterol[0] => (2) H2O[0] + (1) NADP[0] + (1) 5-Dehydroepisterol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	28	42.570	2.061
rxn30069	Ureidoglycolate hydrolase	3.5.1.116;3.5.3.19	-5.750	-6.000	0.250	0.250	(1) H2O[0] + (2) H+[0] + (1) Ureidoglycolate[0] => (1) CO2[0] + (2) NH3[0] + (1) Glyoxalate[0]	co2;h;h2o;nh3	-2.000	0.000	6	3	1.670	1.161
rxn03318	17alpha,21-Dihydroxypregnenolone:oxygen oxidoreductase	1.14.15.4	-97.040	-96.790	-0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 17alpha,21-Dihydroxypregnenolone[0] => (1) H2O[0] + (1) NADP[0] + (1) 11beta,17alpha,21-Trihydroxypregnenolone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	24.670	0.788
rxn02694	Blasticidin-S aminohydrolase	3.5.4.23	-5.080	-4.830	-0.250	0.250	(1) H2O[0] + (1) H+[0] + (1) Blasticidin S[0] <=> (1) NH3[0] + (1) Deaminohydroxyblasticidin S[0]	h;h2o;nh3	-1.000	0.000	5	17	30.480	0.473
rxn01520	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase	2.1.1.45	-10.790	-10.540	-0.250	0.250	(1) 5-10-Methylenetetrahydrofolate[0] + (1) dUMP[0] => (1) dTMP[0] + (1) Dihydrofolate[0]		0.000	0.000	4	20	16.870	0.703
rxn29013	Thymidylate synthase	2.1.1.45	-10.790	-10.540	-0.250	0.250	(1) 5-10-Methylenetetrahydrofolate[0] + (1) dUMP[0] => (1) dTMP[0] + (1) Dihydrofolate[0]		0.000	0.000	4	20	16.870	0.703
rxn26986	11-deoxycortisol oxidase	1.14.15.4	-97.040	-96.790	-0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Cortodoxone[0] => (1) H2O[0] + (1) NADP[0] + (1) Cortisol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	24.670	0.788
rxn42428		1.1.1.46	-3.650	-3.900	0.250	0.250	(1) NAD[0] + (1) L-Arabinofuranose[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Arabinono-1,4-lactone[0]	h;nad;nadh	1.000	4.000	5	21	12.330	0.454
rxn32200	Mannitol dehydrogenase	1.1.1.255	3.040	3.290	-0.250	0.250	(1) NAD[0] + (1) D-Mannitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Mannose[0]	h;nad;nadh	1.000	4.000	5	21	0.930	0.358
rxn32127	Mannitol dehydrogenase	1.1.1.255	3.040	3.290	-0.250	0.250	(1) NAD[0] + (1) D-Mannitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Mannose[0]	h;nad;nadh	1.000	4.000	5	21	0.930	0.358
rxn00327	(S)-ureidoglycolate amidohydrolase (decarboxylating)	3.5.1.116;3.5.3.19	-5.750	-6.000	0.250	0.250	(1) H2O[0] + (2) H+[0] + (1) Ureidoglycolate[0] => (1) CO2[0] + (2) NH3[0] + (1) Glyoxalate[0]	co2;h;h2o;nh3	-2.000	0.000	6	3	1.670	1.161
rxn46077	D-limonene 7-hydroxylase		-93.850	-94.100	0.250	0.250	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Limonene[0] => (1) H2O[0] + (1) NAD[0] + (1) (+)-perillyl alcohol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21	18.320	0.740
rxn02084	Acetyl-CoA:aralkylamine N-acetyltransferase	2.3.1.87	-5.550	-5.290	-0.260	0.260	(1) Acetyl-CoA[0] + (1) Serotonin[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetylserotonin[0]	coa;h	1.000	0.000	5	23	23.370	0.427
rxn17201	RXN-11213.c	1.2.1.27	-8.320	-8.060	-0.260	0.260	(1) H2O[0] + (1) NAD[0] + (1) CoA[0] + (1) (S)-Methylmalonate semialdehyde[0] <=> (1) NADH[0] + (1) H+[0] + (1) Propionyl-CoA[0] + (1) H2CO3[0]	coa;h;h2o;nad;nadh	1.000	4.000	8	24	18.570	0.735
rxn56031	66144		-5.550	-5.290	-0.260	0.260	(1) Acetyl-CoA[0] + (1) 5-MeOT[0] => (1) CoA[0] + (1) H+[0] + (1) Melatonin[0]	coa;h	1.000	0.000	5	23	23.370	0.427
rxn27481	alpha-ketoisovalerate dehydrogenase	1.2.1.25	-5.290	-5.550	0.260	0.260	(1) NAD[0] + (1) CoA[0] + (1) 3-Methyl-2-oxobutanoate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Isobutyryl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	25	18.890	0.799
rxn00899	3-methyl-2-oxobutanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating)	1.2.1.25	-5.290	-5.550	0.260	0.260	(1) NAD[0] + (1) CoA[0] + (1) 3-Methyl-2-oxobutanoate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Isobutyryl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	25	18.890	0.799
rxn21404	RXN-11107.c	1.1.1.-	5.670	5.410	0.260	0.260	(1) NAD[0] + (1) D-arabitol 5-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Ribulose5-phosphate[0]	h;nad;nadh	1.000	4.000	5	21	0.990	0.421
rxn00142	S-Adenosyl-L-homocysteine aminohydrolase	3.5.4.28	-5.460	-5.720	0.260	0.260	(1) H2O[0] + (1) S-Adenosyl-homocysteine[0] + (1) H+[0] <=> (1) NH3[0] + (1) S-Inosyl-L-homocysteine[0]	h;h2o;nh3;sah	-1.000	0.000	5	14	0.890	0.689
rxn39381	(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating)		-5.290	-5.550	0.260	0.260	(1) NAD[0] + (1) CoA[0] + (1) 3MOP[0] <=> (1) NADH[0] + (1) CO2[0] + (1) (S)-2-Methylbutanoyl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	26	18.890	0.799
rxn59407	isodomoic acid A isomerization		0.780	1.040	-0.260	0.260	(1) Isodomoic acid A[0] <=> (1) Domoic acid[0]		0.000	0.000	2	15	32.490	0.324
rxn58113	sucrose-3-(2-methyl)butanoyll-4-isovaleroyl-3'-isovaleroyl-2-acetyltransferase		1.280	1.540	-0.260	0.260	(1) Acetyl-CoA[0] + (1) sucrose-3-(2-methyl)butyryl-4-isovaleroyl-3'-isovalerate[0] => (1) CoA[0] + (1) sucrose-2-acetyl-3-(2-methyl)butyryl-4-isovaleroyl-3'-isovalerate[0]	coa	0.000	0.000	4	29	14.880	0.543
rxn60207	sucrose-3-decanoyl-4-isovaleroyl-3'-isovaleroyl-2-acetyltransferase		1.280	1.540	-0.260	0.260	(1) Acetyl-CoA[0] + (1) sucrose-3-decanoyl-4-isoveleroyl-3'-isovalerate[0] => (1) CoA[0] + (1) sucrose-2-acetyl-3-decanoyl-4-isovaleroyl-3'-isovalerate[0]	coa	0.000	0.000	4	34	14.880	0.543
rxn30108	Glutamate N-acetyltransferase		-1.030	-0.770	-0.260	0.260	(1) L-Glutamate[0] + (1) N-Acetylornithine[0] <=> (1) N-Acetyl-L-glutamate[0] + (1) Ornithine[0]	glu	0.000	4.000	4	7	20.560	1.247
rxn30081	ornithine transacetylase		-1.030	-0.770	-0.260	0.260	(1) L-Glutamate[0] + (1) N-Acetylornithine[0] <=> (1) N-Acetyl-L-glutamate[0] + (1) Ornithine[0]	glu	0.000	4.000	4	7	20.560	1.247
rxn59597	sucrose-3-lauroyl-4-isovaleroyl-3'-isovaleroyl-2-acetyltransferase		1.280	1.540	-0.260	0.260	(1) Acetyl-CoA[0] + (1) sucrose-3-lauroyl-4-isovaleroyl-3'-isovalerate[0] => (1) CoA[0] + (1) sucrose-2-acetyl-3-lauroyl-4-isovaleroyl-3'-isovalerate[0]	coa	0.000	0.000	4	36	14.880	0.543
rxn01130	Propan-2-ol:NADP+ oxidoreductase	1.1.1.80	-1.580	-1.320	-0.260	0.260	(1) NADPH[0] + (1) H+[0] + (1) Acetone[0] <=> (1) NADP[0] + (1) 2-Propanol[0]	h;nadp;nadph	-1.000	-8.000	5	21	0.870	0.075
rxn00342	L-Asparagine amidohydrolase	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn29992	L-asparaginase	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn30353	L-asparaginase, extracellular	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn29950	L-asparaginase	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn34558	asparaginase	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn19208	L-asparaginase	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn30618	ASPARAGHYD-RXN	3.5.1.1;3.5.1.38	-4.160	-3.900	-0.260	0.260	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	h2o;nh3	0.000	2.000	4	4	1.350	0.844
rxn18964	2-keto-4-hydroxyglutaric aldolase	4.1.3.16;4.1.3.42	4.270	4.530	-0.260	0.260	(1) 4-Hydroxy-2-oxoglutarate[0] <=> (1) Pyruvate[0] + (1) Glyoxalate[0]		0.000	-2.000	3	5	0.970	0.363
rxn00328	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)	4.1.3.16;4.1.3.42	4.270	4.530	-0.260	0.260	(1) 4-Hydroxy-2-oxoglutarate[0] <=> (1) Pyruvate[0] + (1) Glyoxalate[0]		0.000	-2.000	3	5	0.970	0.363
rxn48038			-31.520	-31.780	0.260	0.260	(1) O2[0] + (1) H+[0] + (1) 1,6-dihydro-beta-NAD[0] => (1) NAD[0] + (1) H2O2[0]	h;h2o2;nad;o2	-1.000	-4.000	5	21	30.950	1.062
rxn45537			-94.870	-94.610	-0.260	0.260	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Aurachin D[0] => (1) H2O[0] + (1) NADP[0] + (1) 9'-hydroxy-aurachin D[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	25	22.120	0.731
rxn51545	42420		-108.220	-107.960	-0.260	0.260	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) L-Lysine[0] => (1) CO2[0] + (1) Succinate[0] + (1) (4R)-4-hydroxy-L-lysine[0]	co2;o2	0.000	0.000	6	6	16.370	1.165
rxn02808	anthranilyl-CoA,NADH:oxygen oxidoreductase (de-aromatizing)	1.14.13.40	-113.890	-113.630	-0.260	0.260	(2) NADH[0] + (1) O2[0] + (2) H+[0] + (1) Anthranilyl-CoA[0] => (1) H2O[0] + (2) NAD[0] + (1) 2-Amino-5-oxo-cyclohex-1-enecarboxy-CoA[0]	h;h2o;nad;nadh;o2	-2.000	-8.000	7	28	41.670	1.815
rxn04693	R06884	1.14.13.-	-93.850	-94.110	0.260	0.260	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Bisphenol A[0] => (1) H2O[0] + (1) NAD[0] + (1) 2,2-Bis(4-hydroxyphenyl)-1-propanol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21	18.320	0.740
rxn16775	(+)-sabinene,NADPH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.153	-97.040	-97.310	0.270	0.270	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Sabinene[0] => (1) H2O[0] + (1) NADP[0] + (1) (+)-cis-Sabinol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	28.080	0.788
rxn01302	L-homoserine:NADP+ oxidoreductase	1.1.1.3	5.350	5.080	0.270	0.270	(1) NADP[0] + (1) L-Homoserine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0]	h;nadp;nadph	1.000	8.000	5	21	1.000	0.405
rxn54770	59976		-4.320	-4.590	0.270	0.270	(1) H+[0] + (1) Phenylacetic acid[0] <=> (1) CO2[0] + (1) Toluol[0]	co2;h	-1.000	-2.000	4	8	20.250	0.828
rxn35730	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	4.910	5.180	-0.270	0.270	(1) NADP[0] + (1) (2E,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-trans,6-trans-Farnesal[0]	h;nadp;nadph	1.000	8.000	5	21	28.270	0.247
rxn27932	Homoserine dehydrogenase	1.1.1.3	5.350	5.080	0.270	0.270	(1) NADP[0] + (1) L-Homoserine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0]	h;nadp;nadph	1.000	8.000	5	21	1.000	0.405
rxn40606		1.1.1.251	4.460	4.190	0.270	0.270	(1) NAD[0] + (1) Galactitol 1-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) keto-D-tagatose 6-phosphate[0]	h;nad;nadh	1.000	4.000	5	21	4.980	0.236
rxn00617	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase	2.7.1.142	-0.880	-1.150	0.270	0.270	(1) D-Glucose[0] + (1) Glycerol-3-phosphate[0] <=> (1) D-glucose-6-phosphate[0] + (1) Glycerol[0]		0.000	0.000	4	6	1.000	0.499
rxn40235	hydrogen sulfide:NADP+ oxidoreductase (CoA-dependent)		2.840	2.570	0.270	0.270	(1) NADP[0] + (1) H2S[0] <=> (1) NADPH[0] + (1) S[0]	nadp;nadph	0.000	6.000	4	21	1.500	0.715
rxn03110	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine glucuronohydrolase	3.2.1.56	-1.960	-2.230	0.270	0.270	(1) H2O[0] + (1) 3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine[0] <=> (1) Glucuronate[0] + (1) N2,6-Disulfo-D-glucosamine[0]	h2o	0.000	-4.000	4	12	32.080	0.553
rxn30400	Isocitrate dehydrogenase (NADP+)	1.1.1.42	1.310	1.580	-0.270	0.270	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21	1.270	0.762
rxn26146	RXN0-5224.d	4.2.1.1	1.240	1.510	-0.270	0.270	(1) H+[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) CO2[0]	co2;h;h2o	-1.000	-2.000	4	1	1.250	0.740
rxn33806	Isocitrate dehydrogenase (NADP+)	1.1.1.42	1.310	1.580	-0.270	0.270	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21	1.270	0.762
rxn27740	carbonate dehydratase	4.2.1.1	1.240	1.510	-0.270	0.270	(1) H+[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) CO2[0]	co2;h;h2o	-1.000	-2.000	4	1	1.250	0.740
rxn27741	carbonate dehydratase	4.2.1.1	1.240	1.510	-0.270	0.270	(1) H+[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) CO2[0]	co2;h;h2o	-1.000	-2.000	4	1	1.250	0.740
rxn05085	D-glucitol:NADP+ oxidoreductase	1.1.1.289	2.370	2.100	0.270	0.270	(1) NADP[0] + (1) Sorbitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Sorbose[0]	h;nadp;nadph	1.000	8.000	5	21	0.990	0.515
rxn37640	RXN0-5224.w	4.2.1.1	1.240	1.510	-0.270	0.270	(1) H+[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) CO2[0]	co2;h;h2o	-1.000	-2.000	4	1	1.250	0.740
rxn38670	RXN3O-4157.e	2.6.1.58	0.060	-0.210	0.270	0.270	(1) Pyruvate[0] + (1) L-Tyrosine[0] <=> (1) L-Alanine[0] + (1) p-hydroxyphenylpyruvate[0]		0.000	0.000	4	9	0.980	0.512
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	1.1.1.42	1.310	1.580	-0.270	0.270	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21	1.270	0.762
rxn30392	HCO3 equilibrium reaction, nuclear	4.2.1.1	-1.240	-1.510	0.270	0.270	(1) H2O[0] + (1) CO2[0] <=> (1) H+[0] + (1) H2CO3[0]	co2;h;h2o	1.000	2.000	4	1	1.250	0.740
rxn15849	2'-N-acetylparomamine acetylhydrolase	3.5.1.-;3.5.1.112	-2.970	-3.240	0.270	0.270	(1) H2O[0] + (1) 2'-N-Acetylparomamine[0] <=> (1) Acetate[0] + (1) Paromamine[0]	h2o	0.000	6.000	4	14	25.310	0.435
rxn16114	L-tyrosine:pyruvate aminotransferase	2.6.1.58	0.060	-0.210	0.270	0.270	(1) Pyruvate[0] + (1) L-Tyrosine[0] <=> (1) L-Alanine[0] + (1) p-hydroxyphenylpyruvate[0]		0.000	0.000	4	9	0.980	0.512
rxn00102	carbonate hydro-lyase (carbon-dioxide-forming)	4.2.1.1	1.240	1.510	-0.270	0.270	(1) H+[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) CO2[0]	co2;h;h2o	-1.000	-2.000	4	1	1.250	0.740
rxn30399	Isocitrate dehydrogenase (NADP+)	1.1.1.42	1.310	1.580	-0.270	0.270	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21	1.270	0.762
rxn26435	4-hydroxy-L-threonine aldolase	4.1.2.-	0.680	0.410	0.270	0.270	(1) 4-Hydroxy-L-threonine[0] <=> (1) Glycine[0] + (1) Glycolaldehyde[0]		0.000	0.000	3	4	11.790	0.603
rxn03763	deoxyamidinoproclavaminate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	1.14.11.21	-107.710	-107.430	-0.280	0.280	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) Deoxyamidinoproclavaminate[0] => (1) CO2[0] + (1) Succinate[0] + (1) Amidinoproclavaminate[0]	co2;o2	0.000	0.000	6	9	20.530	1.111
rxn00197	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	1.2.1.52	-6.720	-6.440	-0.280	0.280	(1) NADP[0] + (1) CoA[0] + (1) 2-Oxoglutarate[0] <=> (1) NADPH[0] + (1) CO2[0] + (1) Succinyl-CoA[0]	co2;coa;nadp;nadph	0.000	12.000	6	25	1.380	0.931
rxn20180	D-mannose isomerase	5.3.1.7	-1.110	-1.390	0.280	0.280	(1) MANNOSE[0] <=> (1) D-Fructose[0]		0.000	0.000	2	6	1.060	0.209
rxn05014	fluoroacetaldehyde:L-threonine aldehydetransferase	2.2.1.8	2.440	2.160	0.280	0.280	(1) L-Threonine[0] + (1) Fluoroacetaldehyde[0] <=> (1) Acetaldehyde[0] + (1) 4-Fluoro-L-threonine[0]		0.000	0.000	4	4	23.300	0.656
rxn24753	RXN-8287.c	2.4.1.-	0.420	0.700	-0.280	0.280	(2) Melitose[0] <=> (1) Sucrose[0] + (1) Stachyose[0]		0.000	0.000	3	24	1.180	0.826
rxn04014	(R)-2-hydroxypropyl-CoM:2-mercaptoethanesulfonate lyase (epoxyalkane-ring-forming)	4.4.1.23	1.500	1.220	0.280	0.280	(1) 2-(R)-Hydroxypropyl-CoM[0] <=> (1) CoM[0] + (1) (R)-1,2-Epoxypropane[0]		0.000	0.000	3	5	35.450	1.041
rxn02130	(R)-pantetheine amidohydrolase	3.5.1.92	0.550	0.270	0.280	0.280	(1) H2O[0] + (1) Pantetheine[0] <=> (1) PAN[0] + (1) Cysteamine[0]	h2o	0.000	2.000	4	11	27.670	0.413
rxn51132	40251		-1.100	-0.820	-0.280	0.280	(1) H2O[0] + (1) 4-O-methylrhodomycin D[0] <=> (1) H+[0] + (1) Methanol[0] + (1) 10-carboxy-13-deoxydaunorubicin[0]	h;h2o	1.000	0.000	5	29	21.800	0.854
rxn37795	RXN-8772.d	1.1.1.21	4.910	4.630	0.280	0.280	(1) NADP[0] + (1) L-Lyxitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-ARABINOSE[0]	h;nadp;nadph	1.000	8.000	5	21	24.590	0.247
rxn08346	2,5-diketo-D-gluconate reductase (NADH)		-5.830	-6.110	0.280	0.280	(1) NADH[0] + (1) H+[0] + (1) 2,5-diketo-D-gluconate[0] <=> (1) NAD[0] + (1) 5-Dehydrogluconate[0]	h;nad;nadh	-1.000	-4.000	5	21	3.500	0.279
rxn25135	alditol:NADP oxidoreductase	1.1.1.21	4.910	4.630	0.280	0.280	(1) NADP[0] + (1) L-Lyxitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-ARABINOSE[0]	h;nadp;nadph	1.000	8.000	5	21	24.590	0.247
rxn39757	13-dihydrocarminomycin,NADPH:oxygen oxidoreductase		-104.690	-104.410	-0.280	0.280	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 13-Dihydrocarminomycin[0] => (2) H2O[0] + (1) NADP[0] + (1) Carminomycin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	26	28.090	0.798
rxn24013	5-epi-aristolochene 3-hydroxylase		-97.040	-96.760	-0.280	0.280	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5-Epiaristolochene[0] => (1) H2O[0] + (1) NADP[0] + (1) 1-deoxy-capsidiol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	20.240	0.788
rxn47432			-32.700	-32.420	-0.280	0.280	(1) O2[0] + (1) D-Glucose[0] => (1) H2O2[0] + (1) Gluconolactone[0]	h2o2;o2	0.000	0.000	4	6	1.520	1.033
rxn02617	L-Fuconate hydro-lyase	4.2.1.68	-9.800	-9.520	-0.280	0.280	(1) L-Fuconate[0] => (1) H2O[0] + (1) 2-Dehydro-3-deoxy-L-fuconate[0]	h2o	0.000	0.000	3	6	13.790	0.298
rxn25819	RXN-9758.c	1.2.1.3	-8.730	-8.450	-0.280	0.280	(1) H2O[0] + (1) NAD[0] + (1) 3-dimethylsulfoniopropionaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) DMSP[0]	h;h2o;nad;nadh	2.000	4.000	6	21	13.700	0.260
rxn25820	RXN-9758.d	1.2.1.3	-8.730	-8.450	-0.280	0.280	(1) H2O[0] + (1) NAD[0] + (1) 3-dimethylsulfoniopropionaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) DMSP[0]	h;h2o;nad;nadh	2.000	4.000	6	21	13.700	0.260
