rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon	dgp_uncertainty	eq_uncertainty
rxn01542	Barbiturate amidohydrolase	3.5.2.1	2.960	-27.720	30.680	30.680	(2) H2O[0] + (1) Malonylurea[0] <=> (1) H+[0] + (1) Urea[0] + (1) Malonate[0]	h;h2o	1.000	4.000	5	4	37.070	
rxn01874	S-Adenosyl-L-methionine:dimethyl-sulfide S-methyltransferase	2.1.1.96	0.450	31.120	-30.670	30.670	(1) S-Adenosyl-L-methionine[0] + (1) Methyl sulfide[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Trimethylsulfonium[0]	sah;sam	0.000	0.000	4	15	46.620	1.074
rxn33606	S-Adenosyl-L-methionine:dimethyl-sulfide S-methyltransferase	2.1.1.96	0.450	31.120	-30.670	30.670	(1) S-Adenosyl-L-methionine[0] + (1) Methyl sulfide[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Trimethylsulfonium[0]	sah;sam	0.000	0.000	4	15	46.620	1.074
rxn59668			-105.790	-75.190	-30.600	30.600	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Anethole[0] => (1) H2O[0] + (1) NADP[0] + (1) pseudoisoeugenol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	22.680	0.898
rxn15313	pyrimidine-nucleoside ribohydrolase	3.2.2.8	-1.290	29.150	-30.440	30.440	(1) H2O[0] + (1) N-D-Ribosylpyrimidine[0] <=> (1) H+[0] + (1) Pyrimidine[0] + (1) beta-D-Ribofuranose[0]	h;h2o	1.000	0.000	5	9	37.000	1.067
rxn44677			12.920	-17.340	30.260	30.260	(1) H2O[0] + (1) DKDI[0] <= (1) H+[0] + (1) 5-Dehydro-2-deoxy-D-gluconate[0]	h;h2o	1.000	2.000	4	6	29.410	1.717
rxn12147	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	3.7.1.-;3.7.1.22	13.400	-16.840	30.240	30.240	(1) H2O[0] + (1) DKDI[0] <= (1) H+[0] + (1) 5-Deoxy glucuronic acid[0]	h;h2o	1.000	2.000	4	6	31.250	1.723
rxn16463	malonyl-CoA:benzoyl-CoA malonyltransferase (cyclizing)	2.3.1.177	-40.610	-10.380	-30.230	30.230	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Benzoyl-CoA[0] => (4) CoA[0] + (4) CO2[0] + (1) 3,5-Dihydroxybiphenyl[0]	co2;coa;h	-3.000	-30.000	6	28	63.200	3.267
rxn02526	benzene,NADH:oxygene 1,2-oxidoreductase	1.14.12.3	-83.090	-113.290	30.200	30.200	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Benzene[0] => (1) NAD[0] + (1) cis-Benzeneglycol[0]	h;nad;nadh;o2	-1.000	-4.000	6	21	37.480	2.531
rxn06913	rxn06913	1.14.12.12	-80.640	-50.550	-30.090	30.090	(1) O2[0] + (2) Ethylenzene[0] => (2) (S)-1-Phenylethanol[0]	o2	0.000	0.000	3	8	57.240	0.738
rxn37410	RXN-9276.c.metaexp.NAD_NADH		2.670	-27.420	30.090	30.090	(1) NADH[0] + (1) Sanguinarine[0] <=> (1) NAD[0] + (1) Dihydrosanguinarine[0]	nad;nadh	0.000	-4.000	4	21	60.420	1.228
rxn03725	rxn03725	1.14.12.12	-80.640	-50.550	-30.090	30.090	(1) O2[0] + (2) Ethylenzene[0] => (2) 1-Phenylethanol[0]	o2	0.000	0.000	3	8	57.240	0.738
rxn02932	Bis(2-ethylhexyl)phthalate acylhydrolase	3.1.1.60	-4.020	-34.000	29.980	29.980	(1) H2O[0] + (1) Dioctyl phthalate[0] <=> (1) H+[0] + (1) 2-Ethyl-1-hexanol[0] + (1) 2-Ethylhexyl phthalate[0]	h;h2o	1.000	2.000	5	24	28.540	0.521
rxn24943	CsZCD	1.13.11.84;1.14.99.42	-174.770	-144.800	-29.970	29.970	(2) O2[0] + (1) Zeaxanthin[0] => (1) Crocetin dialdehyde[0] + (2) (3S)-3-Hydroxycyclocitral[0]	o2	0.000	0.000	4	40	57.360	1.562
rxn16445	zeaxanthin:oxygen oxidoreductase (7,8-cleaving)	1.13.11.84;1.14.99.42	-174.770	-144.800	-29.970	29.970	(2) O2[0] + (1) Zeaxanthin[0] => (1) Crocetin dialdehyde[0] + (2) (3S)-3-Hydroxycyclocitral[0]	o2	0.000	0.000	4	40	57.360	1.562
rxn36752	p-diphenol oxidase	1.10.3.2	-56.510	-26.590	-29.920	29.920	(1) O2[0] + (4) Quinol[0] => (2) H2O[0] + (4) p-Benzosemiquinone[0]	h2o;o2	0.000	0.000	4	6	111.000	11.425
rxn22292	RXN-11984.c		-77.930	-107.750	29.820	29.820	(1) O2[0] + (1) Dehydrorabelomycin[0] => (1) H+[0] + (1) 3-(2-formyl-6-hydroxy-4-methylphenyl)-8-hydroxy-1,4-dioxonaphthalene-2-carboxylate[0]	h;o2	1.000	2.000	4	19	63.420	3.111
rxn47302			20.670	-9.140	29.810	29.810	(1) S-Adenosyl-L-methionine[0] + (1) 6-hydroxy-7,10-diketo-3-O-methyl-pre-bikaverin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Bikaverin[0]	sah;sam	0.000	-2.000	4	20	65.570	
rxn22310	2-hydroxyethylphosphonate 1-hydroxylase	1.14.11.-	-107.860	-78.140	-29.720	29.720	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) 2-Hydroxyethylphosphonate[0] => (1) CO2[0] + (1) Succinate[0] + (1) 1,2-dihydroxyethylphosphonate[0]	co2;o2	0.000	0.000	6	5	26.650	1.111
rxn22865	RXN-12396.c		-177.380	-147.660	-29.720	29.720	(2) O2[0] + (1) Lycopene[0] => (1) Sulcatone[0] + (1) pseudoionone[0] + (1) (2E,4E,6E,8E,10E,12E,14E)-4,8,13-trimethylhexadeca-2,4,6,8,10,12,14-heptaenedial[0]	o2	0.000	0.000	5	40	41.800	1.627
rxn40748	dihydrobenzophananthridine oxidase	1.5.3.12	-34.320	-4.610	-29.710	29.710	(1) O2[0] + (1) H+[0] + (1) 12,13-dihydrochelerythrine[0] => (1) H2O2[0] + (1) Chelerythrine[0]	h;h2o2;o2	-1.000	0.000	5	21	60.430	1.573
rxn03218	Dihydrosanguinarine:oxygen oxidoreductase	1.5.3.12	-34.320	-4.610	-29.710	29.710	(1) O2[0] + (1) H+[0] + (1) Dihydrosanguinarine[0] => (1) H2O2[0] + (1) Sanguinarine[0]	h;h2o2;o2	-1.000	0.000	5	20	60.430	1.573
rxn48403			-0.120	-29.820	29.700	29.700	(1) (-)-Sympatol[0] <=> (1) H2O[0] + (1) 4-[(E)-2-(methylamino)ethenyl]phenol[0]	h2o	0.000	0.000	3	9	32.170	0.357
rxn25949	monocyclic monoterpene ketone monooxygenase	1.14.13.105	-17.780	-47.450	29.670	29.670	(1) 3-Isopropenyl-4H-hexano-lactones[0] => (1) H+[0] + (1) 3-Isopropenyl-6-oxoheptanoates[0]	h	1.000	2.000	3	10	34.660	0.932
rxn01395	oxalyl-CoA carboxy-lyase (formyl-CoA-forming)	4.1.1.8	-5.410	24.230	-29.640	29.640	(1) H+[0] + (1) Oxalyl-CoA[0] => (1) CO2[0] + (1) Formyl-CoA[0]	co2;h	-1.000	-10.000	4	23	13.970	1.588
rxn41608		3.1.1.102	-4.400	-34.020	29.620	29.620	(1) H2O[0] + (1) 4-[(2-hydroxyethoxy)carbonyl]benzoate[0] <=> (1) H+[0] + (1) 1,2-Ethanediol[0] + (1) Terephthalate[0]	h;h2o	1.000	4.000	5	10	28.020	0.521
rxn05044	formyl-CoA:oxalate CoA-transferase	2.8.3.16	1.430	-28.190	29.620	29.620	(1) Oxalate[0] + (1) Formyl-CoA[0] <=> (1) Formate[0] + (1) Oxalyl-CoA[0]		0.000	6.000	4	23	13.980	1.628
rxn44251		1.17.3.4	-40.500	-70.090	29.590	29.590	(1) O2[0] + (2) Juglone[0] => (2) H+[0] + (2) 3,5-Dihydroxy-1,4-naphthoquinone[0]	h;o2	2.000	4.000	4	10	88.070	
rxn53846	55212		0.350	29.900	-29.550	29.550	(1) (R)-2-hydroxy-hexadecanoyl-CoA[0] <=> (1) Formyl-CoA[0] + (1) Pentadecanal[0]		0.000	0.000	3	37	20.880	1.297
rxn19995	L-kynurenine-3-hydroxylase	1.14.13.9	-105.790	-76.260	-29.530	29.530	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Kynurenine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxykynurenine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	30.220	0.898
rxn19994	L-kynurenine-3-hydroxylase	1.14.13.9	-105.790	-76.260	-29.530	29.530	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Kynurenine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxykynurenine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	30.220	0.898
rxn53781	54880		-17.780	-47.300	29.520	29.520	(1) (4R,7R)-7-hydroxy-4-isopropenyl-7-methyloxepan-2-one[0] => (1) H+[0] + (1) (3R)-3-Isopropenyl-6-oxoheptanoate[0]	h	1.000	2.000	3	10	34.780	0.932
rxn07639	R07848		-34.920	-5.410	-29.510	29.510	(1) R.g.-Keto I[0] => (1) Thiothece-474[0]		0.000	0.000	2	41	41.520	1.848
rxn26506	lycopene beta-cyclase	5.5.1.19	-34.920	-5.410	-29.510	29.510	(1) gamma-Carotene[0] => (1) beta-Carotene[0]		0.000	0.000	2	40	41.520	1.848
rxn11574	carotenoid beta-end group lyase (decyclizing)	5.5.1.19	-34.920	-5.410	-29.510	29.510	(1) gamma-Carotene[0] => (1) beta-Carotene[0]		0.000	0.000	2	40	41.520	1.848
rxn03646	carotenoid beta-end group lyase (decyclizing)	5.5.1.19	-34.920	-5.410	-29.510	29.510	(1) Lycopene[0] => (1) gamma-Carotene[0]		0.000	0.000	2	40	41.520	1.848
rxn43122			-34.920	-5.410	-29.510	29.510	(1) 3,4-Dehydrorhodopin[0] => (1) Myxocoxanthin[0]		0.000	0.000	2	40	41.520	1.848
rxn22304	RXN-12001.c	2.5.1.-	-34.920	-5.410	-29.510	29.510	(1) apo-4'-lycopenoate[0] => (1) Neurosporaxanthin[0]		0.000	0.000	2	35	41.520	1.848
rxn46502		5.5.1.M8	-34.920	-5.410	-29.510	29.510	(1) Chlorobactene[0] => (1) beta-Isorenieratene[0]		0.000	0.000	2	40	41.520	1.848
rxn26505	lycopene beta-cyclase	5.5.1.19	-34.920	-5.410	-29.510	29.510	(1) Lycopene[0] => (1) gamma-Carotene[0]		0.000	0.000	2	40	41.520	1.848
rxn22285	RXN-11976.c	2.5.1.32	-34.920	-5.410	-29.510	29.510	(1) 3,4-Dehydrolycopene[0] => (1) Torulene[0]		0.000	0.000	2	40	41.520	1.848
rxn42260			-34.920	-5.410	-29.510	29.510	(1) Rhodopin[0] => (1) 1'-Hydroxy-gamma-carotene[0]		0.000	0.000	2	40	41.520	1.848
rxn04032	cyclic-imide amidohydrolase (decyclicizing)	3.5.2.16	15.720	-13.750	29.470	29.470	(1) H2O[0] + (1) Maleimide[0] <= (1) H+[0] + (1) Maleamate[0]	h;h2o	1.000	2.000	4	4	38.900	1.535
rxn16751	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, marneral-forming)	5.4.99.53	-29.410	-0.070	-29.340	29.340	(1) Squalene 2,3-oxide[0] => (1) Marneral[0]		0.000	0.000	2	30	67.070	1.757
rxn37409	RXN-9276.c.metaexp.NADP_NADPH		2.700	-26.630	29.330	29.330	(1) NADPH[0] + (1) Sanguinarine[0] <=> (1) NADP[0] + (1) Dihydrosanguinarine[0]	nadp;nadph	0.000	-8.000	4	21	60.420	1.229
rxn41522		1.17.1.-	3.330	32.440	-29.110	29.110	(1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxyquinaldic acid[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-hydroxykynurenate[0]	h;h2o;nadp;nadph	1.000	8.000	6	21	42.050	0.562
rxn20860	RXN-10108.c		12.470	-16.530	29.000	29.000	(1) H2O[0] + (1) 2-chloro-3-methyl-dienelactone[0] <= (1) H+[0] + (1) 2-chloro-3-methyl-maleylacetate[0]	h;h2o	1.000	4.000	4	7	39.260	2.320
rxn41620			-8.420	-37.380	28.960	28.960	(1) L-Glutamate[0] + (1) GDP-4-dehydro-D-rhamnose[0] => (1) H2O[0] + (1) 2-Oxoglutarate[0] + (1) H+[0] + (1) 2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol][0]	glu;h;h2o	1.000	4.000	6	16	30.590	1.244
rxn21595	RXN-11272.c		-3.990	-32.920	28.930	28.930	(1) H2O[0] + (1) Benzyl benzoate[0] <=> (1) H+[0] + (1) Benzoate[0] + (1) Phenylcarbinol[0]	h;h2o	1.000	2.000	5	14	28.170	0.502
rxn35915	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	-23.750	5.090	-28.840	28.840	(1) NAD[0] + (1) Geraniol[0] => (1) NADH[0] + (1) H+[0] + (1) 4-isopropylcyclohexenecarbaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	43.610	1.514
rxn12037	R08311		5.330	-23.490	28.820	28.820	(1) H2O[0] + (1) 5-Phenyl-1,3-oxazinane-2,4-dione[0] <=> (1) H+[0] + (1) 3-Carbamoyl-2-phenylpropionic acid[0]	h;h2o	1.000	2.000	4	10	34.490	1.198
rxn35909	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	-23.110	5.600	-28.710	28.710	(1) NAD[0] + (1) (-)-Linalool[0] => (1) NADH[0] + (1) H+[0] + (1) 4-isopropylcyclohexenecarbaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	44.990	1.404
rxn42899	benzene-1,4-diol synthase	3.5.4.-	-4.990	23.590	-28.580	28.580	(1) H2O[0] + (1) H+[0] + (1) p-Aminophenol[0] <=> (1) NH3[0] + (1) Quinol[0]	h;h2o;nh3	-1.000	0.000	5	6	25.550	0.473
rxn03018	2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)	5.5.1.11	3.660	-24.910	28.570	28.570	(1) 3,5-Dichloro-2,5-dihydro-2-oxofuran-5-acetate[0] <=> (1) H+[0] + (1) 2,4-Dichloro-cis,cis-muconate[0]	h	1.000	4.000	3	6	44.910	1.160
rxn20871	RXN-10123.c		-3.660	24.910	-28.570	28.570	(1) H+[0] + (1) 2-chloro-4-fluoromuconate[0] <=> (1) 2-chloro-4-fluoromuconolactone[0]	h	-1.000	-4.000	3	6	41.170	1.160
rxn39457	L-Mimosine amidohydrolase	3.5.1.61	-0.260	28.290	-28.550	28.550	(1) H2O[0] + (1) L-Mimosine[0] <=> (1) L-Serine[0] + (1) 3,4-Dihydroxypyridine[0]	h2o	0.000	0.000	4	8	38.850	0.510
rxn47666			-13.710	14.830	-28.540	28.540	(1) (2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoate[0] => (1) 2-hydroxy-3-[(1E)-3-oxoprop-1-en-1-yl]-2H-pyran-6-carboxylate[0]		0.000	0.000	2	9	38.870	
rxn03032	4-Nitrophenyl-3-ketovalidamine 4-nitroaniline-lyase	4.3.3.1	-8.300	20.220	-28.520	28.520	(1) p-Nitrophenyl-3-ketovalidamine[0] => (1) p-Nitroaniline[0] + (1) 5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one[0]		0.000	0.000	3	13	41.330	
rxn16429	pyrrole-2-carboxylate,NADH:oxygen oxidoreductase (5-hydroxylating)	1.14.13.130	-116.040	-87.530	-28.510	28.510	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Pyrrole-2-carboxylate[0] => (1) H2O[0] + (1) NAD[0] + (1) 5-Hydroxypyrrole-2-carboxylate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21	38.870	
rxn22716	RXN-12257.c	1.14.13.-	-89.290	-60.780	-28.510	28.510	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Benzoate[0] => (1) NADP[0] + (1) 6-hydroxy-2-cyclohexen-one-carboxylate[0]	h;nadp;nadph;o2	-1.000	-8.000	6	21	33.670	2.062
rxn48829	13373		-0.260	28.200	-28.460	28.460	(1) H2O[0] + (1) 3-(3,4-Dihydroxypyridin-1-yl)-L-alanine[0] <=> (1) L-Serine[0] + (1) 3,4-Dihydroxypyridine[0]	h2o	0.000	0.000	4	8	38.850	0.510
rxn00050	rxn00050	1.14.13.-	108.910	80.610	28.300	28.300	(2) Hydantoin-propionate[0] <= (1) O2[0] + (2) 4-Imidazolone-5-propanoate[0]	o2	0.000	0.000	3	6	46.100	3.037
rxn58527			-106.620	-134.760	28.140	28.140	(1) O2[0] + (4) Hemigossypol[0] => (2) H2O[0] + (2) Gossypol[0]	h2o;o2	0.000	0.000	4	30	93.260	1.605
rxn35914	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	-23.790	4.310	-28.100	28.100	(1) NADP[0] + (1) Geraniol[0] => (1) NADPH[0] + (1) H+[0] + (1) 4-isopropylcyclohexenecarbaldehyde[0]	h;nadp;nadph	1.000	8.000	5	21	43.610	1.515
rxn00963	4-hydroxybenzoate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	1.14.13.64	-108.330	-80.240	-28.090	28.090	(1) NADPH[0] + (1) O2[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NADP[0] + (1) CO2[0] + (1) Quinol[0]	co2;h;h2o;nadp;nadph;o2	-2.000	-10.000	8	21	19.820	1.181
rxn01864	4-aminobenzoate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	1.14.13.27	-108.340	-80.250	-28.090	28.090	(1) NADPH[0] + (1) O2[0] + (2) H+[0] + (1) ABEE[0] => (1) H2O[0] + (1) NADP[0] + (1) CO2[0] + (1) p-Aminophenol[0]	co2;h;h2o;nadp;nadph;o2	-2.000	-10.000	8	21	19.820	1.181
rxn01438	L-Kynurenine,NADPH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.9	-105.790	-77.720	-28.070	28.070	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) L-Kynurenine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxy-L-kynurenine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	20.160	0.898
rxn13171	Kynurenine 3-monooxygenase	1.14.13.9	-105.790	-77.720	-28.070	28.070	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) L-Kynurenine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxykynurenine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	20.160	0.898
rxn03505	Methylenediurea aminohydrolase	3.5.3.21	-7.950	20.060	-28.010	28.010	(2) H2O[0] + (2) H+[0] + (1) Methylenediurea[0] => (1) CO2[0] + (2) NH3[0] + (1) N-(Hydroxymethyl)urea[0]	co2;h;h2o;nh3	-2.000	0.000	6	3	29.000	1.145
rxn35908	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	-23.140	4.820	-27.960	27.960	(1) NADP[0] + (1) (-)-Linalool[0] => (1) NADPH[0] + (1) H+[0] + (1) 4-isopropylcyclohexenecarbaldehyde[0]	h;nadp;nadph	1.000	8.000	5	21	44.990	1.405
rxn16641	R09800	3.5.4.44	-5.320	22.620	-27.940	27.940	(1) H2O[0] + (1) Ectoine[0] <=> (1) N-alpha-Acetyl-L-2,4-diaminobutyrate[0]	h2o	0.000	0.000	3	6	33.410	2.136
rxn03850	R05564	1.14.15.-	-100.720	-72.800	-27.920	27.920	(1) O2[0] + (2) Atrazine[0] => (2) Acetone[0] + (2) Deisopropylatrazine[0]	o2	0.000	0.000	4	8	59.780	1.926
rxn24297	L-mimosine synthase	2.5.1.52	-5.920	-33.820	27.900	27.900	(1) O-Acetyl-L-serine[0] + (1) 3,4-Dihydroxypyridine[0] <=> (1) Acetate[0] + (1) H+[0] + (1) L-Mimosine[0]	h	1.000	2.000	5	8	38.860	0.876
rxn00521	L-tyrosine phenol-lyase (deaminating; pyruvate-forming)	4.1.99.2	-6.550	21.210	-27.760	27.760	(1) H2O[0] + (1) L-Tyrosine[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) Phenol[0]	h2o;nh3	0.000	2.000	5	9	18.310	1.056
rxn15113	uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming)	4.2.1.70	-8.050	-35.710	27.660	27.660	(1) Uracil[0] + (1) alpha-D-Ribose 5-phosphate[0] <=> (1) H2O[0] + (1) Pseudouridine 5'-phosphate[0]	h2o	0.000	0.000	4	9	26.060	
rxn03456	cyclohexane-1,2-dione acylhydrolase (decyclizing)	3.7.1.11	-6.890	20.710	-27.600	27.600	(1) H+[0] + (1) 6-Oxohexanoate[0] <=> (1) H2O[0] + (1) Cyclohexan-1,2-dione[0]	h;h2o	-1.000	-2.000	4	6	26.610	1.721
rxn44432			-13.710	13.700	-27.410	27.410	(1) (2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate[0] => (1) 2-hydroxy-4-[(1E)-3-oxoprop-1-en-1-yl]-2H-pyran-6-carboxylate[0]		0.000	0.000	2	9	33.300	
rxn48171			0.350	27.760	-27.410	27.410	(1) 2-hydroxy-3-methylhexadecanoyl-CoA[0] <=> (1) Formyl-CoA[0] + (1) 2-methylpentadecanal[0]		0.000	0.000	3	38	27.800	1.297
rxn41783			0.350	27.760	-27.410	27.410	(1) 2-Hydroxyphytanoyl-CoA[0] <=> (1) Formyl-CoA[0] + (1) 2,6,10,14-tetramethylpentadecanal[0]		0.000	0.000	3	41	27.800	1.297
rxn00961	4-hydroxybenzoate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	1.14.13.64	-108.360	-81.020	-27.340	27.340	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) Quinol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21	19.820	1.180
rxn01863	4-aminobenzoate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	1.14.13.27	-108.380	-81.040	-27.340	27.340	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) ABEE[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) p-Aminophenol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21	19.820	1.180
rxn15749	R08569	1.4.1.-;1.4.1.24	-15.420	11.870	-27.290	27.290	(1) H2O[0] + (1) NAD[0] + (1) 2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid[0] => (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 5-Dehydroquinate[0]	h;h2o;nad;nadh;nh3	1.000	6.000	7	21	26.330	1.505
rxn20818	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate dehydrogenase (cyclyzing)	1.4.1.-;1.4.1.24	-15.420	11.870	-27.290	27.290	(1) H2O[0] + (1) NAD[0] + (1) 2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid[0] => (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 5-Dehydroquinate[0]	h;h2o;nad;nadh;nh3	1.000	6.000	7	21	26.330	1.505
rxn11822	R08294	1.14.14.1	-105.790	-78.510	-27.280	27.280	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Lidocaine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxylidocaine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	19.040	0.898
rxn11578	5-Methylbarbiturate amidohydrolase	3.5.2.1	4.980	-22.300	27.280	27.280	(2) H2O[0] + (1) 5-Methylbarbiturate[0] <=> (1) H+[0] + (1) Urea[0] + (1) Methylmalonate[0]	h;h2o	1.000	4.000	5	5	39.190	
rxn02540	Toluene,NADPH:oxogen oxidoreductase (2-hydroxylating)	1.14.13.7	-105.790	-78.510	-27.280	27.280	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Toluol[0] => (1) H2O[0] + (1) NADP[0] + (1) o-Cresol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	19.040	0.898
rxn05099	isoflavone,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.89	-105.810	-78.540	-27.270	27.270	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Isoflavone[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxyisoflavone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	20.510	0.898
rxn04788	Ectoine hydro-lyase	4.2.1.108	5.420	-21.780	27.200	27.200	(1) N-gamma-Acetyldiaminobutyrate[0] <=> (1) H2O[0] + (1) Ectoine[0]	h2o	0.000	0.000	3	6	32.730	2.136
rxn56008	66052		-19.530	7.670	-27.200	27.200	(1) L-Kynurenine[0] + (1) Indolepyruvate[0] => (1) H2O[0] + (1) L-Tryptophan[0] + (1) Kynurenate[0]	h2o	0.000	0.000	5	11	44.090	1.080
rxn51417	41664		-2.670	24.440	-27.110	27.110	(1) NAD[0] + (1) Dihydrochelirubine[0] <=> (1) NADH[0] + (1) Chelirubine[0]	nad;nadh	0.000	4.000	4	21	58.380	1.228
rxn03149	R04593		6.680	33.730	-27.050	27.050	(1) H+[0] + (1) 5-Pyridoxate[0] <=> (1) H2O[0] + (1) 5-Pyridoxolactone[0]	h;h2o	-1.000	-2.000	4	8	35.690	1.752
rxn04076	R05844		3.810	-23.220	27.030	27.030	(1) Strictosidine aglycone[0] <=> (1) Dialdehyde[0]		0.000	0.000	2	21	42.240	
rxn11674	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.13.11.46	-120.400	-93.480	-26.920	26.920	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) (S)-4-Hydroxymandelate[0]	co2;o2	0.000	0.000	4	9	22.290	1.483
rxn15552	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.13.11.46	-120.400	-93.480	-26.920	26.920	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) (R)-4-Hydroxymandelate[0]	co2;o2	0.000	0.000	4	9	22.290	1.483
rxn04029	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.13.11.46	-120.400	-93.480	-26.920	26.920	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) 4-Hydroxymandelate[0]	co2;o2	0.000	0.000	4	9	22.290	1.483
rxn35911	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	-23.110	3.800	-26.910	26.910	(1) NAD[0] + (1) (+)-Linalool[0] => (1) NADH[0] + (1) H+[0] + (1) 4-isopropylcyclohexenecarbaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	44.990	1.404
rxn33657	QUINOLINATE-SYNTHE-MULTI-RXN		-68.960	-95.860	26.900	26.900	(1) O2[0] + (1) L-Aspartate[0] + (1) Glycerone-phosphate[0] => (2) H2O[0] + (1) Phosphate[0] + (1) H2O2[0] + (1) H+[0] + (1) Quinolinate[0]	h;h2o;h2o2;o2;pi	1.000	4.000	8	7	32.860	1.415
