compound	name	formula	charge	n_reactions	offset_eq_minus_dgp
cpd00718	Dihydroxyfumarate	C4H2O6	-2	6	-3.506
cpd23281	(S)-3-Hydroxyisobutyric acid	C4H7O3	-1	6	-3.500
cpd00227	L-Homoserine	C4H9NO3	0	10	-3.495
cpd03115	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	-4	6	-3.488
cpd04501	Sulcatone	C8H14O	0	5	-3.486
cpd01447	Benzoylformate	C8H5O3	-1	7	3.481
cpd00454	Dinoprostone	C20H31O5	-1	7	-3.479
cpd00276	GLUM	C6H14NO5	1	12	3.479
cpd00116	Methanol	CH4O	0	59	-3.464
cpd00123	3-Methyl-2-oxobutanoate	C5H7O3	-1	38	-3.419
cpd00540	BET	C5H11NO2	0	11	-3.391
cpd24610	1-(3-aminopropyl)-4-aminobutanal	C7H18N2O	2	6	3.332
cpd00571	Glucarate	C6H8O8	-2	14	-3.319
cpd09079	Decanal	C10H20O	0	5	-3.309
cpd01859	(2-Naphthyl)methanol	C11H10O	0	5	-3.305
cpd09801	2-Methylnaphthalene	C11H10	0	5	3.305
cpd05196	Docosanoate	C22H43O2	-1	6	-3.295
cpd00916	Ins(1,4,5)P3	C6H9O15P3	-6	8	3.295
cpd00460	Sulfoacetaldehyde	C2H3O4S	-1	10	3.293
cpd00536	Oleate	C18H33O2	-1	73	3.284
cpd01861	(R)-1,2-Propanediol	C3H8O2	0	6	-3.270
cpd00311	Guanosine	C10H13N5O5	0	14	-3.265
cpd25393	neoabietadienal	C20H30O	0	8	3.257
cpd01647	2-Phenylacetamide	C8H9NO	0	8	3.238
cpd00867	Inositol 1-phosphate	C6H11O9P	-2	9	3.238
cpd00480	2-Dehydro-D-gluconate	C6H9O7	-1	6	3.236
cpd05497	Zeinoxanthin	C40H56O	0	6	3.234
cpd00458	Coniferol	C10H12O3	0	14	3.228
cpd27109	GLUCURONATE	C6H9O7	-1	6	3.219
cpd19009	alpha-D-Mannose	C6H12O6	0	6	-3.201
cpd03564	3-Oxopropionyl-CoA	C24H34N7O18P3S	-4	5	3.186
cpd24261	(15Z)-tetracos-15-enal	C24H46O	0	5	3.185
cpd05238	Nervonic acid	C24H45O2	-1	5	-3.185
cpd15621	pentanal	C5H10O	0	5	3.183
cpd00597	Valerate	C5H9O2	-1	6	-3.183
cpd00626	dTDPglucose	C16H24N2O16P2	-2	8	3.182
cpd25391	neoabietadienol	C20H32O	0	9	-3.158
cpd12862	Hydroxycinnamoyl-CoA	C30H40N7O18P3S	-4	9	3.148
cpd00836	S-Acetyldihydrolipoamide	C10H19NO2S2	0	9	3.108
cpd00249	Uridine	C9H12N2O6	0	18	-3.093
cpd14589	7,9,7',9'-Tetra-cis-lycopene	C40H56	0	13	3.088
cpd24937	docosanal	C22H44O	0	5	3.082
cpd00259	D-Lyxulose	C5H10O5	0	13	3.062
cpd00481	Isobutyryl-CoA	C25H38N7O17P3S	-4	14	-3.021
cpd00395	L-Cysteate	C3H6NO5S	-1	5	-3.011
cpd09690	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	C39H76NO8P	0	10	-3.000
cpd00491	D-glucitol 6-phosphate	C6H13O9P	-2	15	-2.938
cpd10162	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	C6H9O4	-1	10	-2.925
cpd03122	(S)-Hydroxyhexanoyl-CoA	C27H42N7O18P3S	-4	6	2.915
cpd00284	6-Phospho-D-gluconate	C6H10O10P	-3	21	-2.912
cpd16277	Fructoselysine 6-phosphate	C12H24N2O10P	-1	5	2.906
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	38	-2.891
cpd00526	Cholate	C24H39O5	-1	13	-2.888
cpd02351	Glucosaminate	C6H13NO6	0	8	-2.886
cpd07946	4-Hydroxybutyryl-CoA	C25H38N7O18P3S	-4	6	-2.865
cpd00702	Estradiol	C18H24O2	0	11	-2.860
cpd00362	Estrone	C18H22O2	0	13	2.860
cpd03124	Hexanoyl-CoA	C27H42N7O17P3S	-4	27	-2.858
cpd40680	2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	C26H50NO7P	0	7	-2.843
cpd00079	D-glucose-6-phosphate	C6H11O9P	-2	37	2.823
cpd14935	3-Oxostearoyl-CoA	C39H64N7O18P3S	-4	10	-2.817
cpd00001	H2O	H2O	0	4874	-2.811
cpd02961	Dihydroneopterin	C9H13N5O4	0	6	-2.799
cpd00136	4-Hydroxybenzoate	C7H5O3	-1	21	2.789
cpd01499	2-Methylbutanal	C5H10O	0	7	2.778
cpd00413	Glutaryl-CoA	C26H37N7O19P3S	-5	9	-2.773
cpd03058	17alpha-Hydroxypregnenolone	C21H32O3	0	8	2.738
cpd02091	Imidazole pyruvate	C6H5N2O3	-1	6	2.717
cpd03126	(2E)-Hexadecenoyl-CoA	C37H60N7O17P3S	-4	14	-2.707
cpd00264	Spermidine	C7H22N3	3	22	-2.706
cpd00752	6-Hydroxynicotinate	C6H4NO3	-1	6	2.670
cpd00396	L-Rhamnose	C6H12O5	0	13	2.666
cpd00642	L-Rhamnulose	C6H12O5	0	5	2.644
cpd00070	Malonyl-CoA	C24H33N7O19P3S	-5	160	-2.634
cpd21484	1-Keto-D-chiro-inositol	C6H10O6	0	5	-2.601
cpd02434	1-Oleoylglycerophosphocholine	C26H52NO7P	0	17	-2.598
cpd00728	4-Hydroxybutanoate	C4H7O3	-1	9	-2.589
cpd24696	3-hydroxypropyl methyl sulfide	C4H10OS	0	5	2.586
cpd00044	3-phosphoadenylylsulfate	C10H11N5O13P2S	-4	5	-2.584
cpd00242	H2CO3	CHO3	-1	25	-2.537
cpd00909	1-Aminocyclopropane-1-carboxylate	C4H7NO2	0	6	-2.530
cpd00312	Histamine	C5H10N3	1	8	-2.511
cpd00904	DHA	C19H28O2	0	11	2.477
cpd02851	AICAR	C9H13N4O8P	-2	7	-2.467
cpd18011	L-Fucono-1,5-lactone	C6H10O5	0	5	2.419
cpd00751	L-Fucose	C6H12O5	0	7	-2.419
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	9	2.414
cpd00337	Hydrouracil	C4H6N2O2	0	6	2.382
cpd03129	(2E)-Decenoyl-CoA	C31H48N7O17P3S	-4	17	2.375
cpd00129	L-Proline	C5H9NO2	0	24	2.373
cpd00224	L-Arabinose	C5H10O5	0	6	2.356
cpd11932	D-Ribonate	C5H9O6	-1	5	-2.355
cpd00520	2-Dehydro-3-deoxy-D-pentonate	C5H7O5	-1	8	2.350
cpd19020	(S)(+)-Allantoin	C4H6N4O3	0	5	-2.349
cpd01562	beta-L-Rhamnose	C6H12O5	0	6	2.331
cpd00870	gamma-butyrobetaine	C7H15NO2	0	7	-2.319
cpd00324	MTTL	CH4S	0	14	-2.312
cpd24653	1D-myo-inositol (1,2,6) trisphosphate	C6H9O15P3	-6	6	-2.284
cpd01454	Dihydrolipoate	C8H15O2S2	-1	6	-2.284
cpd14958	(R)-Lipoic acid	C8H13O2S2	-1	5	2.284
cpd23280	(S)-3-Hydroxy-2-methylpropionyl-CoA	C25H38N7O18P3S	-4	6	2.284
cpd07586	4'-Hydroxyacetophenone	C8H8O2	0	7	-2.253
cpd03117	3-Oxododecanoyl-CoA	C33H52N7O18P3S	-4	8	2.225
cpd03529	N4-Acetylaminobutanal	C6H11NO2	0	9	-2.214
cpd00348	D-Galactose 1-phosphate	C6H11O9P	-2	12	2.194
cpd00393	Folate	C19H17N7O6	-2	5	2.176
cpd19047	(S)-2-Acetolactate	C5H7O4	-1	13	2.173
cpd04535	3-Methylbut-2-enal	C5H8O	0	9	2.172
cpd00790	O-Acetyl-L-homoserine	C6H11NO4	0	6	-2.152
cpd00408	Pantoate	C6H11O4	-1	7	2.121
cpd00280	D-Galacturonate	C6H9O7	-1	10	2.109
cpd00338	5-Aminolevulinate	C5H9NO3	0	10	2.106
cpd00437	D-Tagaturonate	C6H9O7	-1	7	2.099
cpd00119	L-Histidine	C6H9N3O2	0	20	-2.090
cpd00833	N-Acetyl-D-glucosaminate	C8H14NO7	-1	7	-2.068
cpd00857	Provitamin D3	C27H44O	0	14	-2.056
cpd27436	D-mannitol, 1-(dihydrogenphosphate)	C6H13O9P	-2	13	-2.050
cpd00650	Crotonyl-CoA	C25H36N7O17P3S	-4	30	2.048
cpd00371	Propanal	C3H6O	0	15	2.038
cpd02305	HPL	C9H9O4	-1	5	2.037
cpd00690	Sinapine	C16H24NO5	1	5	-2.031
cpd00865	1-O-Sinapoyl-beta-D-glucose	C17H22O10	0	16	2.031
cpd01882	Isovaleryl-CoA	C26H40N7O17P3S	-4	18	-2.018
cpd00403	D-Mannonate	C6H11O7	-1	9	-2.004
cpd27042	FRUCTURONATE	C6H9O7	-1	6	1.997
cpd39877	N-(acetyl)-sphing-4-enine	C20H39NO3	0	29	-1.988
cpd01502	Citraconate	C5H4O4	-2	8	-1.959
cpd02605	2-isopropyl-3-oxosuccinate	C7H8O5	-2	6	-1.948
cpd00048	Sulfate	O4S	-2	6	-1.929
cpd02465	tetrahydrodipicolinate	C7H7NO4	-2	13	-1.859
cpd03375	3-Hydroxypropanoyl-CoA	C24H36N7O18P3S	-4	8	-1.841
cpd00807	L-histidinol-phosphate	C6H11N3O4P	-1	7	-1.836
cpd00594	Gulonate	C6H11O7	-1	9	-1.825
cpd01307	D-Lyxitol	C5H12O5	0	6	1.822
cpd03284	3-Sulfinopyruvate	C3H2O5S	-2	5	1.819
cpd00467	3-Sulfinoalanine	C3H6NO4S	-1	6	-1.819
cpd19024	(S)-Propane-1,2-diol	C3H8O2	0	9	1.818
cpd02100	L-Xylulose 5-phosphate	C5H9O8P	-2	8	1.818
cpd03116	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	-4	6	-1.809
cpd19003	Carnitine	C7H15NO3	0	5	-1.806
cpd00012	PPi	HO7P2	-3	26	-1.806
cpd09084	Indolin-2-one	C8H7NO	0	7	1.803
cpd00484	p-Hydroxybenzaldehyde	C7H6O2	0	11	-1.793
cpd00106	Fumarate	C4H2O4	-2	62	-1.785
cpd00122	N-Acetyl-D-glucosamine	C8H15NO6	0	20	1.768
cpd00509	deoxyribose-1-phosphate	C5H9O7P	-2	7	1.762
cpd14883	alpha-Linolenoyl-CoA	C39H60N7O17P3S	-4	5	1.754
cpd03164	Chenodeoxycholoyl-CoA	C45H70N7O19P3S	-4	6	1.754
cpd01663	Chenodiol	C24H39O4	-1	8	-1.754
cpd03850	Linolenate	C18H29O2	-1	6	-1.754
cpd00331	cis-Aconitate	C6H3O6	-3	19	-1.747
cpd16331	trans-Zeatin riboside monophosphate	C15H20N5O8P	-2	6	-1.704
cpd00527	Prostaglandin D2	C20H31O5	-1	7	-1.700
cpd00145	Hydroxypyruvate	C3H3O4	-1	26	1.682
cpd03187	Oxalosuccinate	C6H3O7	-3	12	-1.677
cpd00125	5-10-Methylenetetrahydrofolate	C20H21N7O6	-2	35	-1.652
cpd00843	Tartronate semialdehyde	C3H3O4	-1	8	1.627
cpd02857	DAHP	C7H10O10P	-3	7	1.622
cpd00262	Oxalyl-CoA	C23H31N7O19P3S	-5	5	-1.619
cpd00522	dTDP-4-oxo-L-rhamnose	C16H22N2O15P2	-2	11	-1.606
cpd01726	6-Acetyl-D-glucose	C8H14O7	0	5	1.599
cpd00321	Feruloyl-CoA	C31H40N7O19P3S	-4	18	1.597
cpd00817	D-Arabinose5-phosphate	C5H9O8P	-2	8	1.565
cpd02597	cis-2-Methylaconitate	C7H5O6	-3	11	1.559
cpd00434	4-Aminobutanal	C4H10NO	1	18	1.558
cpd01217	Xanthosine	C10H12N4O6	0	11	-1.557
cpd02526	N6-Dimethylallyladenine	C10H13N5	0	9	-1.554
cpd00314	D-Mannitol	C6H14O6	0	20	1.553
cpd19001	alpha-D-Glucose	C6H12O6	0	85	-1.540
cpd03120	(S)-Hydroxyoctanoyl-CoA	C29H46N7O18P3S	-4	6	1.525
cpd00498	2-Aceto-2-hydroxybutanoate	C6H9O4	-1	16	1.524
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	23	-1.498
cpd24695	2-methyl-n-butanol	C5H12O	0	8	-1.460
cpd04167	TCE	C2HCl3	0	6	-1.457
cpd04661	Trichloroethanol	C2H3Cl3O	0	5	1.457
cpd02074	2-Oxo-6-aminocaproate	C6H11NO3	0	8	-1.446
cpd00101	ribose-5-phosphate	C5H9O8P	-2	42	1.408
cpd22923	2-dehydro-3-deoxy-L-arabinonate	C5H7O5	-1	6	-1.406
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	5	-1.399
cpd03237	3alpha,7alpha,12alpha-Trihydroxycoprostane	C27H48O3	0	5	1.384
cpd03235	5beta-Cholestane-3alpha,7alpha-diol	C27H48O2	0	6	-1.384
cpd09844	(3S)-3-Hydroxyadipyl-CoA	C27H39N7O20P3S	-5	7	1.374
cpd00078	Succinyl-CoA	C25H35N7O19P3S	-5	47	-1.357
cpd00200	4MOP	C6H9O3	-1	27	-1.347
cpd01675	Methylmalonyl-CoA	C25H35N7O19P3S	-5	6	1.346
cpd00025	H2O2	H2O2	0	449	-1.342
cpd00055	Formaldehyde	CH2O	0	69	1.341
cpd00222	GLCN	C6H11O7	-1	10	-1.340
cpd00201	10-Formyltetrahydrofolate	C20H21N7O7	-2	12	1.339
cpd00588	Sorbitol	C6H14O6	0	22	1.332
cpd14532	22alpha-Hydroxy-campest-4-en-3-one	C28H46O2	0	5	-1.327
cpd00346	L-Aspartate4-semialdehyde	C4H7NO3	0	17	1.325
cpd00521	dTDP-4-oxo-6-deoxy-D-glucose	C16H22N2O15P2	-2	20	1.324
cpd00641	L-Histidinol	C6H12N3O	1	7	-1.321
cpd00120	Butyryl-CoA	C25H38N7O17P3S	-4	34	-1.311
cpd00306	Xylitol	C5H12O5	0	16	1.307
cpd00808	L-ribulose-5-phosphate	C5H9O8P	-2	5	1.274
cpd00198	D-Xylulose5-phosphate	C5H9O8P	-2	16	1.268
cpd01122	Linoleate	C18H31O2	-1	28	1.262
cpd00847	Ribose 1,5-bisphosphate	C5H8O11P2	-4	5	1.256
cpd00050	FMN	C17H19N4O9P	-2	22	-1.256
cpd00288	D-Glucosamine phosphate	C6H13NO8P	-1	23	1.253
cpd00203	1,3-Bisphospho-D-glycerate	C3H4O10P2	-4	11	-1.249
cpd00996	Maleate	C4H2O4	-2	5	-1.243
cpd02625	3-Hydroxy-L-1-pyrroline-5-carboxylate	C5H6NO3	-1	16	1.237
cpd00435	Phenylcarbinol	C7H8O	0	11	1.218
cpd00190	beta-D-Glucose	C6H12O6	0	164	-1.216
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	10	-1.206
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	30	1.202
cpd00196	Acetylphosphate	C2H3O5P	-2	17	-1.200
cpd03671	D-Glucosamine1-phosphate	C6H13NO8P	-1	6	1.194
cpd14516	5-Dehydroepisterol	C28H44O	0	6	-1.184
cpd00891	L-methylmalonyl-CoA	C25H35N7O19P3S	-5	12	-1.166
cpd01088	1-Octanal	C8H16O	0	11	-1.162
cpd03439	2-Hexaprenyl-6-methoxyphenol	C37H56O2	0	6	-1.154
cpd03114	3-Oxopalmitoyl-CoA	C37H60N7O18P3S	-4	9	-1.148
cpd03279	Deoxyinosine	C10H12N4O4	0	13	-1.147
cpd21005	7,9,9'-tricis-Neurosporene	C40H58	0	11	1.147
cpd00229	Glycolaldehyde	C2H4O2	0	19	1.140
cpd24405	1-methyl-1-propanol	C4H10O	0	8	-1.136
cpd00914	Inositol 1,3,4-trisphosphate	C6H9O15P3	-6	7	-1.115
cpd00213	Lipoamide	C8H15NOS2	0	12	1.112
cpd02733	Deoxycholate	C24H39O4	-1	7	-1.104
cpd24484	3-methyl-4-trans-hydroxy-2-butenal	C5H8O2	0	8	1.088
cpd03346	5-Hydroxyindoleacetate	C10H8NO3	-1	6	1.087
cpd00489	4-Hydroxyphenylacetate	C8H7O3	-1	15	-1.081
cpd00830	4-Hydroxy-2-oxoglutarate	C5H4O6	-2	7	1.069
cpd00349	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	-4	8	1.067
cpd00164	Glucuronate	C6H9O7	-1	14	1.059
cpd00330	Dihydrofolate	C19H19N7O6	-2	12	-1.034
cpd00098	Choline	C5H14NO	1	19	1.019
cpd03127	(2E)-Tetradecenoyl-CoA	C35H56N7O17P3S	-4	14	-0.990
cpd00287	3-Oxo-2-methylpropanoate	C4H5O3	-1	25	-0.972
cpd19041	D-4-Hydroxy-2-oxoglutarate	C5H4O6	-2	9	0.966
cpd00558	Spermine	C10H30N4	4	8	-0.948
cpd00191	3-Oxopropanoate	C3H3O3	-1	22	0.945
cpd24654	1D-myo-inositol (1,2,3) trisphosphate	C6H9O15P3	-6	11	-0.937
cpd00210	Taurine	C2H7NO3S	0	13	-0.914
cpd24656	1D-myo-inositol (1,2) biphosphate	C6H10O12P2	-4	12	-0.904
cpd19044	(S)-Methylmalonate semialdehyde	C4H5O3	-1	18	0.900
cpd02069	3-Phosphonooxypyruvate	C3H2O7P	-3	8	-0.867
cpd00236	D-Erythrose4-phosphate	C4H7O7P	-2	30	0.867
cpd02097	L-Glutamyl 5-phosphate	C5H8NO7P	-2	6	-0.821
cpd00100	Glycerol	C3H8O3	0	61	-0.820
cpd00842	(S)-3-Hydroxybutyryl-CoA	C25H38N7O18P3S	-4	14	-0.819
cpd00954	6-hydroxymethyl dihydropterin	C7H9N5O2	0	6	-0.799
cpd00040	Glyoxalate	C2HO3	-1	107	0.790
cpd01504	3-Aminopropanal	C3H8NO	1	20	0.777
cpd00022	Acetyl-CoA	C23H34N7O17P3S	-4	374	-0.773
cpd00332	Mevalonic acid	C6H11O4	-1	11	-0.767
cpd15136	trans-Zeatin riboside	C15H21N5O5	0	12	0.761
cpd04385	Acetophenone	C8H8O	0	13	-0.730
cpd04386	Benzoyl acetate	C9H7O3	-1	7	0.730
cpd03043	3-Hydroxybutanoyl-CoA	C25H38N7O18P3S	-4	8	0.723
cpd00573	L-Idonate	C6H11O7	-1	6	-0.713
cpd02405	Cholesteryl-beta-D-glucoside	C33H56O6	0	9	-0.712
cpd00559	Supraene	C30H50	0	5	0.702
cpd00776	Squalene 2,3-oxide	C30H50O	0	7	-0.702
cpd02060	(2E)-Dodecenoyl-CoA	C33H52N7O17P3S	-4	16	0.683
cpd01011	Butanal	C4H8O	0	14	0.682
cpd00714	3-Hydroxypropanal	C3H6O2	0	5	0.670
cpd00290	D-fructose-1,6-bisphosphate	C6H10O12P2	-4	7	0.665
cpd02503	3-Hydroxyisobutyryl-CoA	C25H38N7O18P3S	-4	9	-0.661
cpd11640	H2	H2	0	19	-0.638
cpd01042	p-Cresol	C7H8O	0	6	-0.636
cpd03285	3-Sulfopyruvate	C3H2O6S	-2	13	0.633
cpd00246	Inosine	C10H12N4O5	0	29	0.626
cpd01237	Choloyl-CoA	C45H70N7O20P3S	-4	12	0.619
cpd15132	Isopentenyl adenosine	C15H21N5O4	0	9	-0.618
cpd00032	Oxaloacetate	C4H2O5	-2	90	0.615
cpd12689	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	-4	9	0.549
cpd00722	O-Acetyl-L-serine	C5H9NO4	0	11	0.540
cpd09206	5-Aminopentanal	C5H12NO	1	5	0.533
cpd00453	1,2-Propanediol	C3H8O2	0	8	-0.529
cpd00024	2-Oxoglutarate	C5H4O5	-2	365	-0.527
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	60	0.526
cpd00508	3MOP	C6H9O3	-1	29	0.518
cpd00060	L-Methionine	C5H11NO2S	0	44	-0.498
cpd03737	2-Oxovalerate	C5H7O3	-1	8	-0.478
cpd04534	3-Methylbutanal	C5H10O	0	8	0.463
cpd00269	2-Oxoadipate	C6H6O5	-2	17	-0.463
cpd10719	D-Carnitine	C7H15NO3	0	7	-0.448
cpd40671	2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C26H52NO7P	0	5	0.441
cpd19031	N-Acetyl-alpha-D-glucosamine 1-phosphate	C8H14NO9P	-2	7	-0.428
cpd00266	Carnitine	C7H15NO3	0	35	-0.424
cpd02345	L-Glutamate1-semialdehyde	C5H9NO3	0	5	0.416
cpd11215	cis-Zeatin	C10H13N5O	0	6	-0.415
cpd15153	cis-Zeatin riboside	C15H21N5O5	0	6	0.415
cpd00095	Glycerone-phosphate	C3H5O6P	-2	89	0.397
cpd00743	L-Citramalyl-CoA	C26H37N7O20P3S	-5	6	-0.382
cpd00815	2-Oxo-5-aminovalerate	C5H9NO3	0	7	-0.364
cpd01046	Allysine	C6H11NO3	0	14	-0.363
cpd24655	1D-myo-inositol (2) monophosphate	C6H11O9P	-2	10	-0.362
cpd00178	Acetone	C3H6O	0	9	-0.328
cpd02569	2-Oxo-3-hydroxyisovalerate	C5H7O4	-1	9	-0.299
cpd02143	D-Galactono-1,4-lactone	C6H10O6	0	5	0.290
cpd00094	2-Oxobutyrate	C4H5O3	-1	50	0.280
cpd00071	Acetaldehyde	C2H4O	0	76	0.278
cpd01150	Acrylamide	C3H5NO	0	5	0.264
cpd01607	L-Rhamnofuranose	C6H12O5	0	6	-0.263
cpd03530	L-4-Hydroxyglutamatesemialdehyde	C5H9NO4	0	6	0.222
cpd16343	Behenoyl-CoA	C43H74N7O17P3S	-4	10	0.213
cpd00858	L-Glutamate5-semialdehyde	C5H9NO3	0	25	0.212
cpd00015	FAD	C27H31N9O15P2	-2	121	0.199
cpd02089	5-Oxopentanoate	C5H7O3	-1	5	0.170
cpd00383	Shikimate	C7H9O5	-1	28	-0.155
cpd00302	Zeatin	C10H13N5O	0	12	-0.145
cpd00760	2-Methylbutyryl-CoA	C26H40N7O17P3S	-4	19	0.134
cpd00142	Acetoacetate	C4H5O3	-1	22	-0.134
cpd00102	Glyceraldehyde3-phosphate	C3H5O6P	-2	68	-0.131
cpd01831	4-Imidazoleacetate	C5H5N2O2	-1	6	0.129
cpd03218	alpha-Carotene	C40H56	0	6	0.128
cpd03118	(S)-Hydroxydecanoyl-CoA	C31H50N7O18P3S	-4	6	-0.125
cpd00292	HMG-CoA	C27H39N7O20P3S	-5	22	0.109
cpd00293	N-Acetyl-D-glucosamine 6-phosphate	C8H14NO9P	-2	13	-0.087
cpd02234	(R)-3-Hydroxybutanoyl-CoA	C25H38N7O18P3S	-4	6	-0.076
cpd00199	4-Oxobutanoate	C4H5O3	-1	31	-0.072
cpd14521	Campest-4-en-3-one	C28H46O	0	7	0.047
cpd00644	PAN	C9H16NO5	-1	5	0.046
cpd24269	(3R)-3-hydroxy-cerotoyl-CoA	C47H82N7O18P3S	-4	5	-0.031
cpd00885	Phytate	C6H6O24P6	-12	22	-0.031
cpd00515	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	10	0.028
cpd00020	Pyruvate	C3H3O3	-1	354	-0.019
cpd24683	isobutanal	C4H8O	0	17	0.012
cpd15611	hexanal	C6H12O	0	9	-0.005
cpd18009	Ethylmalonyl-CoA	C26H37N7O19P3S	-5	6	0.003
cpd00903	12-OPDA	C18H27O3	-1	5	0.000
cpd00882	Melilotate	C9H9O3	-1	5	0.000
cpd00895	H4MPT	C30H42N6O16P	-3	9	0.000
cpd26585	D-mannopyranosyl-1-phosphoheptaprenol	C41H68O9P	-1	5	0.000
cpd40651	1-O-hexadecyl-2-acetyl-sn-glycerol	C21H42O4	0	9	0.000
cpd40518	1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	C46H80NO8P	0	5	0.000
cpd40493	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine	C24H45NO9P	-1	6	0.000
cpd25373	1-O-coumaroyl-beta-D-glucose	C15H18O8	0	5	0.000
cpd25884	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	C57H88O3	0	5	0.000
cpd25885	2-methoxy-6-all trans-nonaprenyl-2-methoxy-1,4-benzoquinol	C52H80O3	0	5	0.000
cpd25887	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol	C53H82O3	0	5	0.000
cpd25117	1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	C38H74O10P	-1	6	0.000
cpd25140	1-18:0-2-18:1-phosphatidylethanolamine	C41H80NO8P	0	6	0.000
cpd24943	tetratriacontanal	C34H68O	0	5	0.000
cpd24944	triacontanal	C30H60O	0	5	0.000
cpd24941	octacosanal	C28H56O	0	5	0.000
cpd02862	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H62N9O26P2	-3	7	0.000
cpd02738	5-Methyltetrahydropteroyltri-L-glutamate	C30H35N9O12	-4	5	0.000
cpd02791	methylthioribulose-1-phosphate	C6H11O7PS	-2	5	0.000
cpd05399	Jasmonate	C12H17O3	-1	5	0.000
cpd04810	5-FU	C4H3FN2O2	0	5	0.000
cpd05444	Amaranthin	C30H31N2O19	-3	5	0.000
cpd02638	CDP-4-dehydro-3,6-dideoxy-D-glucose	C15H21N3O14P2	-2	5	0.000
cpd17401	2-Oxo-5-methylthiopentanoic acid	C6H9O3S	-1	7	0.000
cpd15440	Carnitinyl-CoA	C28H46N8O18P3S	-3	5	0.000
cpd40172	1-O-hexadecyl-sn-glycero-3-phosphocholine	C24H52NO6P	0	12	0.000
cpd40482	1-heptadecanoyl-sn-glycero-3-phosphate	C20H39O7P	-2	6	0.000
cpd03136	Adrenosterone	C19H24O3	0	5	0.000
cpd01586	4-Chlorocatechol	C6H5ClO2	0	5	0.000
cpd01565	Fenchyl alcohol	C10H18O	0	6	0.000
cpd01518	Anthranilyl-CoA	C28H37N8O17P3S	-4	6	0.000
cpd11189	Glyceocarpin	C20H20O5	0	5	0.000
cpd10089	Heptanal	C7H14O	0	6	0.000
cpd14537	6-Deoxotyphasterol	C28H50O3	0	6	0.000
cpd02939	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C29H47O3	-1	8	0.000
cpd17856	1-Feruloyl-D-glucose	C16H20O9	0	8	0.000
cpd00232	Neu5Ac	C11H18NO9	-1	5	0.000
cpd03107	(R)-N-Methylcoclaurine	C18H22NO3	1	5	0.000
cpd03089	Dihydrochelirubine	C21H17NO5	0	5	0.000
cpd01722	p-Coumaryl alcohol	C9H10O2	0	8	0.000
cpd01706	2,4-Dichlorophenol	C6H4Cl2O	0	5	0.000
cpd01757	N-Acetylmuramate	C11H18NO8	-1	5	0.000
cpd01871	3-Methylcatechol	C7H8O2	0	10	0.000
cpd02893	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole	C9H12N3O9P	-2	5	0.000
cpd03087	Dihydrosanguinarine	C20H15NO4	0	6	0.000
cpd35865	(Z)-11-octadecenoic acyl-CoA	C39H64N7O17P3S	-4	6	0.000
cpd24938	dotriacontanal	C32H64O	0	5	0.000
cpd24791	artemisinic aldehyde	C15H22O	0	6	0.000
cpd02365	5beta-Androstane-3,17-dione	C19H28O2	0	5	0.000
cpd07983	HMF	C6H6O3	0	6	0.000
cpd05447	Betanin	C24H24N2O13	-2	5	0.000
cpd02475	Lithocholate	C24H39O3	-1	6	0.000
cpd01188	Lanosterol	C30H50O	0	6	0.000
cpd01194	Mesaconate	C5H4O4	-2	5	0.000
cpd01129	Phthalate	C8H4O4	-2	6	0.000
cpd19245	di-trans,poly-cis-Undecaprenyl phosphate	C55H89O4P	-2	20	0.000
cpd01210	Sitosterol	C29H50O	0	5	0.000
cpd01138	Threonate	C4H7O5	-1	5	0.000
cpd01124	Melatonin	C13H16N2O2	0	5	0.000
cpd03505	Ephdine	C15H9O7	-1	7	0.000
