rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn04474	R06625		MI:C:-43/H:-59/N:-14/O:-37/P:-6/S:-2|CI:11	(3) Malonyl-CoA[0] <= (1) H2O[0] + (1) 3,5-Dihydroxyphenylacetyl-CoA[0]	1706.370	1092.320	-1.140	1707.510	h2o	3	29	C;H;N;O;P;S	R06625	R06625	1	2	0	7	10	1706.370	614.050	1707.510	1093.460
rxn07706	geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	2.5.1.-;2.5.1.32	MI:C:20/H:30/O:-7/P:-2|CI:2	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]	585.490	873.990	-37.190	911.180		2	40	C;H;O;P	R07916	R07916	1	9	0	0	3	873.990	288.500	622.680	911.180
rxn31355	PSY (PHYTOENE SYNTHASE); geranylgeranyl-diphosphate geranylgeranyltransferase	2.5.1.-;2.5.1.32	MI:C:20/H:30/O:-7/P:-2|CI:2	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]	585.490	873.990	-37.190	911.180		2	40	C;H;O;P	R07916	R07916	1	9	0	0	3	873.990	288.500	622.680	911.180
rxn04305	R06443		MI:C:-10/H:-14/N:-2/O:-11/P:-2|CI:2	(1) dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran[0] <= (1) Maltol[0]	555.270	414.140	33.250	522.020		2	16	C;H;N;O;P	R06443	R06443	1	1	0	4	7	555.270	141.130	522.020	380.890
rxn15678	R07456		MI:H:-8/O:-7/P:-1|CI:1	(1) L-Glutamine[0] + (1) Glyceraldehyde3-phosphate[0] + (1) D-Ribulose5-phosphate[0] <= (1) Pyridoxal phosphate[0] + (1) L-Glutamate[0]	398.260	293.010	-75.630	473.890	gln;glu;pydx5p	5	8	C;H;N;O;P	R07456	R07456	1	84	0	1	7	398.260	105.250	473.890	368.640
rxn04283	R06421	4.2.3.-	MI:O:-6/P:-2|CI:2	(1) Geranyldiphosphate[0] <= (1) (L)-alpha-Terpineol[0]	400.300	389.300	-8.050	408.350		2	10	C;H;O;P	R06421	R06421	1	10	0	1	4	400.300	11.000	408.350	397.350
rxn40257	ATP:L-threonyl,bicarbonate adenylyltransferase	2.7.7.87	OK	(1) ATP[0] + (1) L-Threonine[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) PPi[0] + (1) H+[0] + (1) L-Threonylcarbamoyladenylate[0]	-17.740	289.390	26.390	307.130	atp;h;h2o;ppi	7	15	C;H;N;O;P	R10463	R10463	1	1	0	6	5	289.390	307.130	44.130	263.000
rxn33029	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	OK	(1) PPi[0] + (1) Propionyladenylate[0] <= (1) ATP[0] + (1) Propionate[0]	11.130	-281.990	19.010	301.000	atp;ppi	4	13	C;H;N;O;P	R01354	R01354	1	5	0	6	2	281.990	293.120	7.880	301.000
rxn31998	Propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0] <=> (1) CoA[0] + (1) Propionyladenylate[0]	10.420	280.570	-17.510	298.080	amp;coa;h	5	24	C;H;N;O;P;S	R00926	R00926	1	4	0	12	2	280.570	270.150	27.930	298.080
rxn35418	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	OK	(1) ATP[0] + (1) Propionate[0] => (1) PPi[0] + (1) Propionyladenylate[0]	-11.130	281.990	19.010	293.120	atp;ppi	4	13	C;H;N;O;P	R01354	R01354	1	5	0	6	2	281.990	293.120	30.140	262.980
rxn00986	ATP:propanoate adenylyltransferase	6.2.1.1;6.2.1.17	OK	(1) ATP[0] + (1) Propionate[0] => (1) PPi[0] + (1) Propionyladenylate[0]	-11.130	281.990	19.010	293.120	atp;ppi	4	13	C;H;N;O;P	R01354	R01354	1	5	0	6	2	281.990	293.120	30.140	262.980
rxn31212	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	atp;ppi	4	12	C;H;N;O;P	R00316	R00316	1	4	0	6	2	281.500	291.090	23.530	267.560
rxn00226	ATP:acetate adenylyltransferase	6.2.1.1	OK	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	atp;ppi	4	12	C;H;N;O;P	R00316	R00316	1	4	0	6	2	281.500	291.090	23.530	267.560
rxn32413	ATP:acetate adenylyltransferase	6.2.1.1	OK	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	atp;ppi	4	12	C;H;N;O;P	R00316	R00316	1	4	0	6	2	281.500	291.090	23.530	267.560
rxn15699	ATP:lipoate adenylyltransferase	2.7.7.63	OK	(1) ATP[0] + (1) (R)-Lipoic acid[0] => (1) PPi[0] + (1) Lipoyl-AMP[0]	-11.130	278.680	13.820	289.810	atp;ppi	4	18	C;H;N;O;P;S	R07770	R07770	1	2	0	8	2	278.680	289.810	24.950	264.860
rxn00792	biotin:CoA ligase (AMP-forming)	6.2.1.11;6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9	OK	(1) ATP[0] + (1) BIOT[0] => (1) PPi[0] + (1) Biotinyl-5-AMP[0]	-11.130	278.680	13.820	289.810	atp;ppi	4	20	C;H;N;O;P;S	R01074	R01074	1	1	0	10	2	278.680	289.810	24.950	264.860
rxn07584	ATP:lipoate adenylyltransferase	2.7.7.63	OK	(1) ATP[0] + (1) Lipoate[0] => (1) PPi[0] + (1) Lipoyl-AMP[0]	-11.130	278.680	13.820	289.810	atp;ppi	4	18	C;H;N;O;P;S	R07770	R07770	1	2	0	8	2	278.680	289.810	24.950	264.860
rxn19466	ATP:2,3-dihydroxybenzoate adenylyltransferase	2.7.7.58	OK	(1) ATP[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) PPi[0] + (1) (2,3-Dihydroxybenzoyl)adenylate[0]	-11.130	278.670	34.110	289.800	atp;ppi	4	17	C;H;N;O;P	R01504	R01504	1	20	0	8	2	278.670	289.800	45.240	244.560
rxn01093	ATP:2,3-dihydroxybenzoate adenylyltransferase	2.7.7.58	OK	(1) ATP[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) PPi[0] + (1) (2,3-Dihydroxybenzoyl)adenylate[0]	-11.130	278.670	34.110	289.800	atp;ppi	4	17	C;H;N;O;P	R01504	R01504	1	20	0	8	2	278.670	289.800	45.240	244.560
rxn40312		6.1.2.2	OK	(1) H2O[0] + (1) ATP[0] + (1) Carbamoylphosphate[0] => (1) Phosphate[0] + (1) PPi[0] + (1) H+[0] + (1) O-Carbamoyladenylate[0]	-11.040	273.940	5.700	284.980	atp;h;h2o;pi;ppi	7	11	C;H;N;O;P	R10541	R10541	1	1	0	6	1	273.940	284.980	16.740	268.240
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	3.6.1.20	OK	(1) H2O[0] + (1) Acetyl adenylate[0] => (1) AMP[0] + (1) Acetate[0] + (2) H+[0]	-17.710	-289.930	-22.270	272.220	amp;h;h2o	5	12	C;H;N;O;P	R00322	R00322	1	1	0	6	1	289.930	272.220	4.560	267.660
rxn31208	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	amp;coa;h	5	23	C;H;N;O;P;S	R00236	R00236	1	3	0	12	2	282.630	272.210	4.610	267.600
rxn33484	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	amp;coa;h	5	23	C;H;N;O;P;S	R00236	R00236	1	3	0	12	2	282.630	272.210	4.610	267.600
rxn00176	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	amp;coa;h	5	23	C;H;N;O;P;S	R00236	R00236	1	3	0	12	2	282.630	272.210	4.610	267.600
rxn00675	Propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) CoA[0] + (1) Propionyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-10.420	-280.570	-17.510	270.150	amp;coa;h	5	24	C;H;N;O;P;S	R00926	R00926	1	4	0	12	2	280.570	270.150	7.090	263.060
rxn35424	propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) CoA[0] + (1) Propionyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-10.420	-280.570	-17.510	270.150	amp;coa;h	5	24	C;H;N;O;P;S	R00926	R00926	1	4	0	12	2	280.570	270.150	7.090	263.060
rxn02224	L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase	1.2.1.31	OK	(1) ATP[0] + (1) L-2-Aminoadipate[0] <=> (1) PPi[0] + (1) alpha-Aminoadipoyl-C6-AMP[0]	12.570	279.420	13.820	266.850	atp;ppi	4	16	C;H;N;O;P	R03098	R03098	1	2	0	6	2	279.420	266.850	1.250	265.600
rxn00721	ATP:anthranilate N-adenylyltransferase	2.7.7.55	OK	(1) ATP[0] + (1) Anthranilate[0] => (1) PPi[0] + (1) H+[0] + (1) N-Adenylylanthranilate[0]	-20.000	194.760	70.270	214.760	atp;h;ppi	5	17	C;H;N;O;P	R00979	R00979	1	1	0	8	3	194.760	214.760	90.270	124.490
rxn00486	ATP:L-phenylalanine adenylyltransferase	2.7.7.54	OK	(1) ATP[0] + (1) L-Phenylalanine[0] => (1) PPi[0] + (2) H+[0] + (1) N-Adenylyl-L-phenylalanine[0]	-21.240	191.630	72.890	212.870	atp;h;ppi	5	19	C;H;N;O;P	R00687	R00687	1	1	0	8	3	191.630	212.870	94.130	118.740
rxn01030	ATP:agmatine N4-phosphotransferase	2.7.3.10	OK	(1) ATP[0] + (1) Agmatine[0] <=> (1) ADP[0] + (1) H+[0] + (1) N4-Phosphoagmatine[0]	10.220	210.510	108.260	200.290	adp;atp;h	5	10	C;H;N;O;P	R01417	R01417	1	1	0	6	3	210.510	200.290	98.040	102.250
rxn40315	kanamycin A:carbamoyl phosphate ligase (AMP,phosphate-forming)		OK	(1) Kanamycin A[0] + (1) O-Carbamoyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) 6''-O-Carbamoylkanamycin A[0]	-14.030	-210.020	-13.030	196.990	amp;h	5	19	C;H;N;O;P	R10544	R10544	1	1	0	12	2	210.020	195.990	1.000	196.990
rxn40314	tobramycin:carbamoyl phosphate ligase (AMP,phosphate-forming)		OK	(1) Tobramycin[0] + (1) O-Carbamoyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Nebramycin factor 5'[0]	-14.030	-210.020	-15.850	195.990	amp;h	5	19	C;H;N;O;P	R10543	R10543	1	1	0	12	2	210.020	195.990	1.820	194.170
rxn20834	GTP cyclohydrolase IV	3.5.4.39	OK	(1) H2O[0] + (1) GTP[0] => (1) PPi[0] + (1) Formate[0] + (2) H+[0] + (1) 7,8-dihydroneopterin 2',3'-cyclic phosphate[0]	-21.130	63.930	-44.080	108.010	h;h2o;ppi	6	10	C;H;N;O;P	R10348	R10348	1	4	0	6	7	63.930	85.060	22.950	108.010
rxn19830	GLUTAMIDOTRANS-RXN.d	2.4.2.-;4.1.3.-;4.3.2.10	OK	(1) L-Glutamine[0] + (1) phosphoribulosylformimino-AICAR-phosphate[0] => (1) L-Glutamate[0] + (1) H+[0] + (1) D-erythro-imidazol-glycerol-phosphate[0] + (1) AICAR[0]	-25.530	58.350	-3.010	83.880	gln;glu;h	6	15	C;H;N;O;P	R04558	R04558	1	2	0	5	7	58.350	83.880	22.520	61.360
rxn03135	R04558	2.4.2.-;4.1.3.-;4.3.2.10	OK	(1) L-Glutamate[0] + (1) H+[0] + (1) D-erythro-imidazol-glycerol-phosphate[0] + (1) AICAR[0] <= (1) L-Glutamine[0] + (1) phosphoribulosylformimino-AICAR-phosphate[0]	25.530	-58.350	-3.010	83.880	gln;glu;h	6	15	C;H;N;O;P	R04558	R04558	1	2	0	5	7	58.350	83.880	28.540	55.340
rxn02640	Choloyl-CoA:glycine N-choloyltransferase	2.3.1.65	OK	(1) Taurine[0] + (1) Choloyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Taurocholate[0]	-5.290	-6.640	-86.810	81.520	coa;h	5	45	C;H;N;O;P;S	R03720	R03720	1	6	0	14	4	86.810	1.350	81.520	80.170
rxn25846	RXN-9800.x	2.3.1.65	OK	(1) Taurine[0] + (1) Choloyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Taurocholate[0]	-5.290	-6.640	-86.810	81.520	coa;h	5	45	C;H;N;O;P;S	R03720	R03720	1	6	0	14	4	86.810	1.350	81.520	80.170
rxn10475	R08217	2.7.1.-	OK	(1) ATP[0] + (1) 7-mercaptoheptanoylthreonine[0] <=> (1) ADP[0] + (1) H+[0] + (1) HTP[0]	-14.030	-2.080	66.150	80.180	adp;atp;h	5	11	C;H;N;O;P;S	R08217	R08217	1	1	0	6	2	66.150	11.950	80.180	68.230
rxn07217	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing, thioester-hydrolysing)	2.3.1.161	OK	(11) NADPH[0] + (1) S-Adenosyl-L-methionine[0] + (1) Acetyl-CoA[0] + (18) H+[0] + (8) Malonyl-CoA[0] => (6) H2O[0] + (11) NADP[0] + (9) CoA[0] + (8) CO2[0] + (1) S-Adenosyl-homocysteine[0] + (1) Dihydromonacolin L[0]	-101.270	-181.210	-151.610	79.940	co2;coa;h;h2o;nadp;nadph;sah;sam	11	24	C;H;N;O;P;S	R07251	R07251	1	1	0	28	9	181.210	79.940	50.340	29.600
rxn07777	malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing)	2.3.1.-;2.3.1.74	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Cinnamoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Pinocembrin chalcone[0]	8.920	-42.950	35.100	78.050	co2;coa;h	6	30	C;H;N;O;P;S	R07987	R07987	1	1	0	12	6	42.950	51.870	26.180	78.050
rxn07778	malonyl-CoA:caffeoyl-CoA malonyltransferase (cyclizing)	2.3.1.74	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Caffeoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Eriodictyol chalcone[0]	8.920	-42.880	35.120	78.000	co2;coa;h	6	30	C;H;N;O;P;S	R07988	R07988	1	1	0	12	6	42.880	51.800	26.200	78.000
rxn07779	malonyl-CoA:feruloyl-CoA malonyltransferase (cyclizing)	2.3.1.74	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Feruloyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Homoeriodictyol chalcone[0]	8.920	-42.940	31.950	74.890	co2;coa;h	6	31	C;H;N;O;P;S	R07989	R07989	1	1	0	12	6	42.940	51.860	23.030	74.890
rxn39771			OK	(1) ATP[0] + (2) S-Adenosyl-L-methionine[0] + (1) 3-Amino-4,7-dihydroxycoumarin[0] + (1) 5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate[0] => (1) PPi[0] + (1) AMP[0] + (2) S-Adenosyl-homocysteine[0] + (3) H+[0] + (1) Coumermic acid[0]	-66.880	-78.640	-3.960	74.680	amp;atp;h;ppi;sah;sam	9	27	C;H;N;O;P;S	R06778	R06778	1	3	0	22	4	78.640	11.760	62.920	74.680
rxn02405	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase	2.7.7.38	OK	(1) CTP[0] + (1) KDO[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-KDO[0]	-15.610	56.410	18.420	72.020	h;ppi	5	17	C;H;N;O;P	R03351	R03351	1	1	0	5	4	56.410	72.020	34.030	37.990
rxn33059	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Benzoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2,4,6-Trihydroxybenzophenone[0]	8.920	-42.940	28.870	71.810	co2;coa;h	6	28	C;H;N;O;P;S	R02447	R02447	1	5	0	12	6	42.940	51.860	19.950	71.810
rxn01770	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Benzoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2,4,6-Trihydroxybenzophenone[0]	8.920	-42.940	28.870	71.810	co2;coa;h	6	28	C;H;N;O;P;S	R02447	R02447	1	5	0	12	6	42.940	51.860	19.950	71.810
rxn33064	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Benzoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2,4,6-Trihydroxybenzophenone[0]	8.920	-42.940	28.870	71.810	co2;coa;h	6	28	C;H;N;O;P;S	R02447	R02447	1	5	0	12	6	42.940	51.860	19.950	71.810
rxn33060	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Benzoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2,4,6-Trihydroxybenzophenone[0]	8.920	-42.940	28.870	71.810	co2;coa;h	6	28	C;H;N;O;P;S	R02447	R02447	1	5	0	12	6	42.940	51.860	19.950	71.810
rxn33065	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Benzoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2,4,6-Trihydroxybenzophenone[0]	8.920	-42.940	28.870	71.810	co2;coa;h	6	28	C;H;N;O;P;S	R02447	R02447	1	5	0	12	6	42.940	51.860	19.950	71.810
rxn03223	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151	CI:-1	(3) H+[0] + (3) Malonyl-CoA[0] + (1) 3-Hydroxybenzoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2,3',4,6-Tetrahydroxybenzophenone[0]	8.920	-42.890	28.900	71.790	co2;coa;h	6	28	C;H;N;O;P;S	R04709	R04709	1	1	0	12	6	42.890	51.810	19.980	71.790
rxn02943	CTP:N-glycoloylneuraminate cytidylyltransferase	2.7.7.43	OK	(1) CTP[0] + (1) NeuNGc[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-NeuNGc[0]	-12.960	55.750	11.680	68.710	h;ppi	5	20	C;H;N;O;P	R04215	R04215	1	1	0	6	2	55.750	68.710	24.640	44.070
rxn25965	RXN-9990.n	2.7.7.43	OK	(1) CTP[0] + (1) Neu5Ac[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-N-acetylneuraminate[0]	-12.960	55.690	11.350	68.650	h;ppi	5	20	C;H;N;O;P	R01117	R01117	1	9	0	6	2	55.690	68.650	24.310	44.340
rxn15146	CTP:N-acetylneuraminate cytidylyltransferase	2.7.7.43	OK	(1) CTP[0] + (1) N-Acetyl-beta-neuraminate[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-N-acetylneuraminate[0]	-12.960	55.690	11.350	68.650	h;ppi	5	20	C;H;N;O;P	R01117	R01117	1	9	0	6	2	55.690	68.650	24.310	44.340
rxn25964	RXN-9990.c	2.7.7.43	OK	(1) CTP[0] + (1) Neu5Ac[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-N-acetylneuraminate[0]	-12.960	55.690	11.350	68.650	h;ppi	5	20	C;H;N;O;P	R01117	R01117	1	9	0	6	2	55.690	68.650	24.310	44.340
rxn00827	CTP:N-acetylneuraminate cytidylyltransferase	2.7.7.43	OK	(1) CTP[0] + (1) Neu5Ac[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-N-acetylneuraminate[0]	-12.960	55.690	11.350	68.650	h;ppi	5	20	C;H;N;O;P	R01117	R01117	1	9	0	6	2	55.690	68.650	24.310	44.340
rxn16684	CTP:pseudaminate cytidylyltransferase	2.7.7.81	OK	(1) CTP[0] + (1) Pseudaminic acid[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-pseudaminic acid[0]	-12.960	55.640	-0.680	68.600	h;ppi	5	22	C;H;N;O;P	R09843	R09843	1	1	0	6	2	55.640	68.600	12.280	56.320
rxn22648	CMP-legionaminate synthase	2.7.7.82	OK	(1) CTP[0] + (1) 5,7-diacetamido-3,5,7,9-tetradeoxy-D-glycero-D-galacto-nonulopyranosonic acid[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-legionaminate[0]	-12.960	55.640	-0.470	68.600	h;ppi	5	22	C;H;N;O;P	R10182	R10182	1	3	0	6	2	55.640	68.600	12.490	56.110
rxn15145	CTP:N-acetylneuraminate cytidylyltransferase	2.7.7.43	OK	(1) CTP[0] + (1) N-Acetyl-alpha-neuraminate[0] => (1) PPi[0] + (1) H+[0] + (1) CMP-N-acetylneuraminate[0]	-12.960	55.620	11.350	68.580	h;ppi	5	20	C;H;N;O;P	R01117	R01117	1	9	0	6	2	55.620	68.580	24.310	44.270
rxn40258	CDP-2,3-bis-(O-phytanyl)-sn-glycerol:1L-myo-inositol 1-phosphate 1-sn-archaetidyltransferase	2.7.8.39	OK	(1) Inositol 3-phosphate[0] + (1) CDP-2,3-bis-(O-phytanyl)-sn-glycerol[0] <=> (1) CMP[0] + (1) H+[0] + (1) 1-Archaetidyl-1D-myo-inositol 3-phosphate[0]	-14.030	53.870	11.430	67.900	h	5	52	C;H;N;O;P	R10464	R10464	1	1	0	6	2	53.870	67.900	25.460	42.440
rxn16513	CDP-1L-myo-inositol:1L-myo-inositol 1-phosphate myo-inositolphosphotransferase	2.7.8.34	OK	(1) Inositol 3-phosphate[0] + (1) CDP-1L-myo-inositol[0] => (1) CMP[0] + (1) H+[0] + (1) Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate[0]	-14.030	53.870	7.180	67.900	h	5	15	C;H;N;O;P	R09670	R09670	1	1	0	8	2	53.870	67.900	21.210	46.690
rxn40060	malonyl-CoA:2-hydroxybenzoyl-CoA malonyltransferase	2.3.1.208	OK	(1) Malonyl-CoA[0] + (1) 2-hydroxybenzoyl-CoA[0] => (2) CoA[0] + (1) CO2[0] + (1) 4-Hydroxycoumarin[0]	2.280	45.630	69.710	67.430	co2;coa	5	28	C;H;N;O;P;S	R10173	R10173	1	1	0	12	5	69.710	43.350	67.430	24.080
rxn16486	UDP-D-xylose:3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase	2.7.8.32	OK	(1) UDP-xylose[0] + (1) 3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose[0] <=> (1) H+[0] + (1) UMP[0] + (1) 3-O-(6-O-alpha-D-Xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose[0]	-14.030	53.000	-3.180	67.030	h	5	17	C;H;N;O;P	R09642	R09642	1	1	0	10	2	53.000	67.030	10.850	56.180
rxn16235	(2S)-lactyl-2-diphospho-5'-guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin lactylphosphotransferase	2.7.8.28	OK	(1) 7,8-didemethyl-8-hydroxy-5-deazariboflavin[0] + (1) lactyl-(2)-diphospho-(5')-guanosine[0] <=> (1) H+[0] + (1) GMP[0] + (1) Coenzyme F420-0[0]	-14.030	52.820	-1.150	66.850	h	5	19	C;H;N;O;P	R09398	R09398	1	1	0	12	2	52.820	66.850	12.880	53.970
rxn39728	(3R)-3-isopropenyl-6-oxoheptanoate:CoA ligase (AMP-forming)		MI:H:1/O:1|CI:-1	(1) ATP[0] + (1) CoA[0] + (1) (3R)-3-Isopropenyl-6-oxoheptanoate[0] => (1) H2O[0] + (1) PPi[0] + (1) AMP[0] + (1) (3R)-3-Isopropenyl-6-oxoheptanoyl-CoA[0]	-68.710	-40.160	-2.070	66.640	amp;atp;coa;h2o;ppi	7	31	C;H;N;O;P;S	R06515	R06515	1	3	0	12	4	68.710	28.550	66.640	38.090
rxn25971	RXN-9996.c	2.7.8.38	OK	(1) L-Serine[0] + (1) CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol[0] <=> (1) CMP[0] + (1) H+[0] + (1) archaetidylserine[0]	-14.030	52.590	-1.910	66.620	h	5	52	C;H;N;O;P	R10255	R10255	1	1	0	4	2	52.590	66.620	12.120	54.500
rxn40238	CDP-2,3-bis-(O-phytanyl)-sn-glycerol:L-serine 2,3-bis-(O-phytanyl)-sn-glycerol phosphotransferase		OK	(1) L-Serine[0] + (1) CDP-2,3-bis-(O-phytanyl)-sn-glycerol[0] <=> (1) CMP[0] + (1) H+[0] + (1) 2,3-Bis-(O-phytanyl)-sn-glycero-1-phospho-L-serine[0]	-14.030	52.590	-1.930	66.620	h	5	52	C;H;N;O;P	R10441	R10441	1	1	0	4	2	52.590	66.620	12.100	54.520
rxn38133	GMP-SYN-GLUT-RXN.d	6.3.5.2	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) XMP[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (3) H+[0] + (1) GMP[0]	-23.140	-76.770	-10.440	66.330	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R01231	R01231	1	4	0	12	4	76.770	53.630	12.700	66.330
rxn27918	GMP synthetase (glutamine-hydrolysing)	6.3.5.2	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) XMP[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (3) H+[0] + (1) GMP[0]	-23.140	-76.770	-10.440	66.330	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R01231	R01231	1	4	0	12	4	76.770	53.630	12.700	66.330
rxn00917	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)	6.3.5.2	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) XMP[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (3) H+[0] + (1) GMP[0]	-23.140	-76.770	-10.440	66.330	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R01231	R01231	1	4	0	12	4	76.770	53.630	12.700	66.330
rxn38134	GMP-SYN-GLUT-RXN.w	6.3.5.2	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) XMP[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (3) H+[0] + (1) GMP[0]	-23.140	-76.770	-10.440	66.330	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R01231	R01231	1	4	0	12	4	76.770	53.630	12.700	66.330
