rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	is_redox	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn04478	R06629		OK	(1) NADPH[0] + (1) H+[0] + (1) dTDP-L-4-oxovancosamine[0] <=> (1) NADP[0] + (1) dTDP-L-epivancosamine[0]	-2.300	0.460	-3.850	4.310	h;nadp;nadph	5	21	C;H;N;O;P	R06629	R06629	1	1	0	16	5	1	3.850	2.760	1.550	4.310
rxn15661	D-arabinitol:NADP+ oxidoreductase	1.1.1.287	OK	(1) NADP[0] + (1) D-Lyxitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) alpha-D-Ribulose[0]	3.810	-0.890	3.840	4.730	h;nadp;nadph	5	21	C;H;N;O;P	R07144	R07144	1	2	0	11	5	1	3.840	4.700	0.030	4.730
rxn15047	UDP-galactose:D-glucose 4-beta-D-galactosyltransferase	2.4.1.22	OK	(1) UDP-galactose[0] + (1) beta-D-Glucose[0] <=> (1) UDP[0] + (1) beta-Lactose[0]	-1.700	-3.840	-2.540	2.140		4	15	C;H;N;O;P	R00503	R00503	1	3	0	8	2	0	3.840	2.140	0.840	1.300
rxn15048	UDP-galactose:D-glucose 4-beta-D-galactosyltransferase	2.4.1.22	OK	(1) UDP-galactose[0] + (1) alpha-D-Glucose[0] <=> (1) UDP[0] + (1) beta-Lactose[0]	-1.700	-3.840	-2.540	2.140		4	15	C;H;N;O;P	R00503	R00503	1	3	0	8	2	0	3.840	2.140	0.840	1.300
rxn04641	UDP-L-rhamnose:apigenin 7-O-beta-D-glucoside 2''-O-beta-L-rhamnosyltransferase	2.4.1.236	OK	(1) UDP-L-rhamnose[0] + (1) Cosmetin[0] <=> (1) UDP[0] + (1) Rhoifolin[0]	-1.700	-3.830	-2.260	2.130		4	27	C;H;N;O;P	R06826	R06826	1	1	0	14	2	0	3.830	2.130	0.560	1.570
rxn16600	UDP-rhamnose:soyasaponin III rhamnosyltransferase	2.4.1.273	OK	(1) UDP-L-rhamnose[0] + (1) Soyasaponin III[0] <=> (1) UDP[0] + (1) Soyasaponin I[0]	-1.700	-3.830	-3.210	2.130		4	48	C;H;N;O;P	R09754	R09754	1	1	0	20	2	0	3.830	2.130	1.510	0.620
rxn07812	UDP-L-rhamnose:hesperetin-7-O-glucoside 2''-O-alpha-L-rhamnosyltransferase	2.4.1.236	OK	(1) UDP-L-rhamnose[0] + (1) Hesperetin 7-O-glucoside[0] <=> (1) UDP[0] + (1) Neohesperidin[0]	-1.700	-3.830	-1.430	2.400		4	28	C;H;N;O;P	R08022	R08022	1	1	0	14	2	0	3.830	2.130	0.270	2.400
rxn04635	UDP-L-rhamnose:flavanone-7-O-glucoside 2''-O-alpha-L-rhamnosyltransferase	2.4.1.236	OK	(1) UDP-L-rhamnose[0] + (1) Prunin[0] <=> (1) UDP[0] + (1) Naringin[0]	-1.700	-3.830	-2.260	2.130		4	27	C;H;N;O;P	R06820	R06820	1	1	0	14	2	0	3.830	2.130	0.560	1.570
rxn05078	UDP-L-rhamnose:flavanone-7-O-glucoside 2''-O-beta-L-rhamnosyltransferase	2.4.1.236	OK	(1) UDP-L-rhamnose[0] + (1) Flavanone 7-O-glucoside[0] <=> (1) UDP[0] + (1) Flavanone 7-O-[beta-L-rhamnosyl-(1->2)-beta-D-glucoside][0]	-1.700	-3.830	0.230	4.060		4	27	C;H;N;O;P	R07337	R07337	1	1	0	14	2	0	3.830	2.130	1.930	4.060
rxn15491	(S)-2-Acetolactate pyruvate-lyase (carboxylating)	2.2.1.6	OK	(1) TPP[0] + (1) (S)-2-Acetolactate[0] <=> (1) Pyruvate[0] + (1) 2-Hydroxyethyl-ThPP[0]	3.660	1.040	3.810	2.770		4	14	C;H;N;O;P;S	R04672	R04672	1	4	0	4	0	0	3.810	2.620	0.150	2.770
rxn04941	D-arabinitol:NADP+ oxidoreductase	1.1.1.287	OK	(1) NADP[0] + (1) D-Lyxitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Lyxulose[0]	3.810	2.810	3.770	1.000	h;nadp;nadph	5	21	C;H;N;O;P	R07143	R07143	1	1	0	11	5	1	3.810	1.000	0.040	0.960
rxn32917	hypoxanthine:NAD+ oxidoreductase	1.17.1.4	OK	(1) H2O[0] + (1) NAD[0] + (1) HYXN[0] <=> (1) NADH[0] + (1) H+[0] + (1) XAN[0]	1.580	3.800	1.450	2.350	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01768	R01768	1	4	0	14	4	1	3.800	2.220	0.130	2.350
rxn01297	hypoxanthine:NAD+ oxidoreductase	1.17.1.4	OK	(1) H2O[0] + (1) NAD[0] + (1) HYXN[0] <=> (1) NADH[0] + (1) H+[0] + (1) XAN[0]	1.580	3.800	1.450	2.350	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01768	R01768	1	4	0	14	4	1	3.800	2.220	0.130	2.350
rxn16151	(2R)-ethylmalonyl-CoA CoA-carbonylmutase	5.4.99.63	OK	(1) (2R)-Ethylmalonyl-CoA[0] <=> (1) (2S)-Methylsuccinyl-CoA[0]	0.000	0.000	3.800	3.800		2	26	C;H;N;O;P;S	R09292	R09292	1	1	0	6	0	0	3.800	0.000	3.800	3.800
rxn01894	4-Oxalocrotonate carboxy-lyase	4.1.1.77	OK	(1) H+[0] + (1) 4-Oxalocrotonate[0] => (1) CO2[0] + (1) Oxopent-4-enoate[0]	0.940	-3.780	-2.500	4.720	co2;h	4	6	C;H;O	R02602	R02602	1	1	0	0	1	0	3.780	4.720	3.440	1.280
rxn39373	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	1.1.1.4	OK	(1) NAD[0] + (1) BDOH[0] <=> (1) NADH[0] + (1) H+[0] + (1) (R)-Acetoin[0]	3.760	3.640	3.770	0.130	h;nad;nadh	5	21	C;H;N;O;P	R02946	R02946	1	2	0	10	5	1	3.770	0.120	0.010	0.130
rxn27539	3-hydroxybutyrate dehydrogenase	1.1.1.30	OK	(1) NAD[0] + (1) (R)-3-Hydroxybutanoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetate[0]	3.760	2.600	2.720	1.160	h;nad;nadh	5	21	C;H;N;O;P	R01361	R01361	1	11	0	10	5	1	3.760	1.160	1.040	0.120
rxn00992	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase	1.1.1.30	OK	(1) NAD[0] + (1) (R)-3-Hydroxybutanoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetate[0]	3.760	2.600	2.720	1.160	h;nad;nadh	5	21	C;H;N;O;P	R01361	R01361	1	11	0	10	5	1	3.760	1.160	1.040	0.120
rxn02623	R03694		OK	(1) H2O[0] + (1) Mesaconate[0] <=> (1) L-threo-3-Methylmalate[0]	-0.050	1.330	3.760	3.810	h2o	3	5	C;H;O	R03694	R03694	1	1	0	0	2	0	3.760	1.380	3.810	2.430
rxn34633	3-Hydroxybutanoate:NAD+ oxidoreductase, glyoxysome	1.1.1.30	OK	(1) NAD[0] + (1) (R)-3-Hydroxybutanoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetate[0]	3.760	2.600	2.720	1.160	h;nad;nadh	5	21	C;H;N;O;P	R01361	R01361	1	11	0	10	5	1	3.760	1.160	1.040	0.120
rxn16473	acetyl-CoA:(3Z)-hex-3-en-1-ol acetyltransferase	2.3.1.195	OK	(1) Acetyl-CoA[0] + (1) 3-Hexenol[0] <=> (1) CoA[0] + (1) (Z)-3-Hexen-1-ol acetate[0]	-3.610	-0.280	-3.750	3.470	coa	4	23	C;H;N;O;P;S	R09631	R09631	1	1	0	6	5	0	3.750	3.330	0.140	3.470
rxn15876	ADP-glucose: D-glucose 1-alpha-D-glucosyltransferase	2.4.1.245	OK	(1) beta-D-Glucose[0] + (1) ADPglucose[0] <=> (1) ADP[0] + (1) TRHL[0]	-1.700	-2.400	-3.730	2.030	adp	4	16	C;H;N;O;P	R08946	R08946	1	3	0	10	2	0	3.730	0.700	2.030	1.330
rxn13954	ADP-glucose: D-glucose 1-alpha-D-glucosyltransferase	2.4.1.245	OK	(1) D-Glucose[0] + (1) ADPglucose[0] <=> (1) ADP[0] + (1) TRHL[0]	-1.700	-1.990	-3.730	2.030	adp	4	16	C;H;N;O;P	R08946	R08946	1	3	0	10	2	0	3.730	0.290	2.030	1.740
rxn15877	ADP-glucose: D-glucose 1-alpha-D-glucosyltransferase	2.4.1.245	OK	(1) ADPglucose[0] + (1) alpha-D-Glucose[0] <=> (1) ADP[0] + (1) TRHL[0]	-1.700	-2.400	-3.730	2.030	adp	4	16	C;H;N;O;P	R08946	R08946	1	3	0	10	2	0	3.730	0.700	2.030	1.330
rxn03329	R04875		OK	(1) H2O[0] + (1) Hydantoin-propionate[0] <=> (1) H+[0] + (1) N-Carbamyl-L-glutamate[0]	-3.720	-0.220	0.130	3.850	h;h2o	4	6	C;H;N;O	R04875	R04875	1	1	0	1	2	0	3.720	3.500	3.850	0.350
rxn15125	D-Galactose:NAD+ 1-oxidoreductase	1.1.1.48	OK	(1) NAD[0] + (1) alpha-D-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]	-1.760	-3.720	-3.480	1.960	h;nad;nadh	5	21	C;H;N;O;P	R01094	R01094	1	4	0	12	6	1	3.720	1.960	1.720	0.240
rxn01638	L-5-Carboxymethylhydantoin amidohydrolase	3.5.2.4	OK	(1) H2O[0] + (1) L-5-Carboxymethylhydantoin[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	-3.720	-0.550	-0.340	3.380	h;h2o	4	5	C;H;N;O	R02284	R02284	1	1	0	1	2	0	3.720	3.170	3.380	0.210
rxn02000	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase	5.1.3.13	OK	(1) dTDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) dTDP-4-oxo-L-rhamnose[0]	0.000	-3.700	-2.350	3.700		2	16	C;H;N;O;P	R06514	R06514	1	3	0	6	0	0	3.700	3.700	2.350	1.350
rxn03806	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose:dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose isomerase	5.3.2.4	OK	(1) dTDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) dTDP-3-oxo-6-deoxy-alpha-D-glucose[0]	0.000	-3.700	-1.520	3.700		2	16	C;H;N;O;P	R06424	R06424	1	1	0	6	0	0	3.700	3.700	1.520	2.180
rxn14263	futalosine ribohydrolase	3.2.2.26	OK	(1) H2O[0] + (1) Futalosine[0] => (1) HYXN[0] + (1) Dehypoxanthine futalosine[0]	-0.730	-3.700	-2.380	2.970	h2o	4	19	C;H;N;O	R08587	R08587	1	1	0	8	2	0	3.700	2.970	1.650	1.320
rxn16742	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose:dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose isomerase	5.3.2.3	OK	(1) dTDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose[0]	0.000	-3.700	0.570	4.270		2	16	C;H;N;O;P	R09904	R09904	1	1	0	6	0	0	3.700	3.700	0.570	4.270
rxn19641	dTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	OK	(1) dTDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) dTDP-4-oxo-L-rhamnose[0]	0.000	-3.700	-2.350	3.700		2	16	C;H;N;O;P	R06514	R06514	1	3	0	6	0	0	3.700	3.700	2.350	1.350
rxn00669	Propanoate:CoA ligase (ADP-forming)	6.2.1.13	OK	(1) ATP[0] + (1) CoA[0] + (1) Propionate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Propionyl-CoA[0]	-1.060	3.690	3.430	4.750	adp;atp;coa;pi	6	24	C;H;N;O;P;S	R00920	R00920	1	1	0	12	4	0	3.690	4.750	4.490	0.260
rxn28390	RXN-8042.d	5.2.1.-;5.2.1.13	OK	(1) 7,9,7',9'-Tetra-cis-lycopene[0] <=> (1) Lycopene[0]	0.000	0.000	-3.680	3.680		2	40	C;H	R07512	R07512	1	9	0	0	0	0	3.680	0.000	3.680	3.680
rxn07343	7,9,7',9'-tetracis-lycopene cis-trans-isomerase	5.2.1.-;5.2.1.13	OK	(1) 7,9,7',9'-Tetra-cis-lycopene[0] <=> (1) Lycopene[0]	0.000	0.000	-3.680	3.680		2	40	C;H	R07512	R07512	1	9	0	0	0	0	3.680	0.000	3.680	3.680
rxn02887	3-Hydroxybenzyl-alcohol:NADP+ oxidoreductase	1.1.1.97	OK	(1) NADP[0] + (1) 3-Hydroxybenzyl alcohol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-Hydroxybenzaldehyde[0]	3.670	2.100	2.480	1.570	h;nadp;nadph	5	21	C;H;N;O;P	R04136	R04136	1	1	0	12	5	1	3.670	1.570	1.190	0.380
rxn33016	retinol: NADP+ oxidoreductase	1.1.1.-;1.1.1.300	OK	(1) NADP[0] + (1) Retinol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.140	1.530	h;nadp;nadph	5	21	C;H;N;O;P	R08379	R08379	1	50	0	12	5	1	3.670	1.090	1.530	0.440
rxn23378	RXN-13093.c		OK	(1) H+[0] + (1) 2,5-furan dicarboxylate[0] => (1) CO2[0] + (1) 2-Furoate[0]	-1.320	-2.280	-3.670	2.350	co2;h	4	6	C;H;O	R10213	R10213	1	5	0	2	1	0	3.670	0.960	2.350	1.390
rxn20774	retinene reductase	1.1.1.1;1.1.1.105	OK	(1) NAD[0] + (1) Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.720	1.090	h;nad;nadh	5	21	C;H;N;O;P	R02124	R02124	1	6	0	12	5	1	3.670	1.090	0.950	0.140
rxn01887	coniferyl alcohol:NADP+ oxidoreductase	1.1.1.194;1.1.1.195	OK	(1) NADP[0] + (1) Coniferol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Ferulaldehyde[0]	3.670	2.420	2.770	1.250	h;nadp;nadph	5	21	C;H;N;O;P	R02593	R02593	1	1	0	12	5	1	3.670	1.250	0.900	0.350
rxn21153	NADP-retinol dehydrogenase	1.1.1.-;1.1.1.300	OK	(1) NADP[0] + (1) Retinol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.140	1.530	h;nadp;nadph	5	21	C;H;N;O;P	R08379	R08379	1	50	0	12	5	1	3.670	1.090	1.530	0.440
rxn21152	NADP-retinol dehydrogenase	1.1.1.-;1.1.1.300	OK	(1) NADP[0] + (1) Retinol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.140	1.530	h;nadp;nadph	5	21	C;H;N;O;P	R08379	R08379	1	50	0	12	5	1	3.670	1.090	1.530	0.440
rxn11890	retinol: NADP+ oxidoreductase	1.1.1.-;1.1.1.300	OK	(1) NADP[0] + (1) Retinol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.140	1.530	h;nadp;nadph	5	21	C;H;N;O;P	R08379	R08379	1	50	0	12	5	1	3.670	1.090	1.530	0.440
rxn01530	retinol:NAD+ oxidoreductase	1.1.1.1;1.1.1.105	OK	(1) NAD[0] + (1) Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.720	1.090	h;nad;nadh	5	21	C;H;N;O;P	R02124	R02124	1	6	0	12	5	1	3.670	1.090	0.950	0.140
rxn32074	Retinol dehydrogenase	1.1.1.1;1.1.1.105	OK	(1) NAD[0] + (1) Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Retinal[0]	3.670	2.580	2.720	1.090	h;nad;nadh	5	21	C;H;N;O;P	R02124	R02124	1	6	0	12	5	1	3.670	1.090	0.950	0.140
rxn33391	2-Acetolactate pyruvate-lyase (carboxylating)	2.2.1.6	OK	(1) Pyruvate[0] + (1) 2-Hydroxyethyl-ThPP[0] <=> (1) TPP[0] + (1) ALCTT[0]	-3.660	-1.040	-1.610	2.620		4	14	C;H;N;O;P;S	R03050	R03050	1	2	0	4	0	0	3.660	2.620	2.050	0.570
rxn00199	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	1.1.1.42;4.1.1.-	OK	(1) H+[0] + (1) Oxalosuccinate[0] => (1) CO2[0] + (1) 2-Oxoglutarate[0]	-3.090	-3.330	-3.650	0.560	co2;h	4	6	C;H;O	R00268	R00268	1	19	0	0	1	1	3.650	0.240	0.560	0.320
rxn03644	D-arabino-hex-3-ulose-6-phosphate isomerase	5.3.1.27	OK	(1) D-arabino-6-Phospho-hex-3-ulose[0] <=> (1) D-fructose-6-phosphate[0]	-1.750	-2.580	-3.650	1.900		2	6	C;H;O;P	R05339	R05339	1	2	0	1	2	0	3.650	0.830	1.900	1.070
rxn25051	IDP1	1.1.1.42;4.1.1.-	OK	(1) H+[0] + (1) Oxalosuccinate[0] => (1) CO2[0] + (1) 2-Oxoglutarate[0]	-3.090	-3.330	-3.650	0.560	co2;h	4	6	C;H;O	R00268	R00268	1	19	0	0	1	1	3.650	0.240	0.560	0.320
rxn25050	IDP1	1.1.1.42;4.1.1.-	OK	(1) H+[0] + (1) Oxalosuccinate[0] => (1) CO2[0] + (1) 2-Oxoglutarate[0]	-3.090	-3.330	-3.650	0.560	co2;h	4	6	C;H;O	R00268	R00268	1	19	0	0	1	1	3.650	0.240	0.560	0.320
rxn03003	2-Amino-3-carboxymuconate semialdehyde carboxy-lyase	4.1.1.45	OK	(1) H+[0] + (1) 2-Amino-3-carboxymuconate semialdehyde[0] => (1) CO2[0] + (1) 2-Aminomuconate semialdehyde[0]	-0.980	-3.630	-2.210	2.650	co2;h	4	7	C;H;N;O	R04323	R04323	1	1	0	0	1	0	3.630	2.650	1.230	1.420
rxn03352	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase	1.1.1.234	OK	(1) NADP[0] + (1) Luteoforol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Eriodictyol[0]	0.750	-0.410	-3.630	4.380	h;nadp;nadph	5	21	C;H;N;O;P	R04901	R04901	1	1	0	16	5	1	3.630	1.160	4.380	3.220
rxn04462	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase	1.1.1.234	OK	(1) NADPH[0] + (1) H+[0] + (1) Naringenin[0] <=> (1) NADP[0] + (1) Apiforol[0]	-0.750	0.410	3.630	4.380	h;nadp;nadph	5	21	C;H;N;O;P	R06610	R06610	1	1	0	16	5	1	3.630	1.160	4.380	3.220
rxn01881	(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 9-oxidoreductase	1.1.1.184;1.1.1.189	OK	(1) NADP[0] + (1) PGF2a[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dinoprostone[0]	2.300	-0.280	3.630	3.910	h;nadp;nadph	5	21	C;H;N;O;P	R02581	R02581	1	3	0	12	5	1	3.630	2.580	1.330	3.910
rxn02770	L-Rhamnofuranose:NAD+ 1-oxidoreductase	1.1.1.173	OK	(1) NAD[0] + (1) L-Rhamnofuranose[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Rhamno-1,4-lactone[0]	-2.000	-3.620	-3.330	1.620	h;nad;nadh	5	21	C;H;N;O;P	R03942	R03942	1	1	0	12	6	1	3.620	1.620	1.330	0.290
rxn34792	glutamate---ammonia ligase, mitochondria	6.3.1.2	OK	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]	-2.090	-3.340	-3.620	1.530	adp;atp;gln;glu;h;nh3;pi	7	10	C;H;N;O;P	R00253	R00253	1	10	0	6	4	0	3.620	1.250	1.530	0.280
rxn19835	glutamate-ammonia ligase	6.3.1.2	OK	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]	-2.090	-3.340	-3.620	1.530	adp;atp;gln;glu;h;nh3;pi	7	10	C;H;N;O;P	R00253	R00253	1	10	0	6	4	0	3.620	1.250	1.530	0.280
rxn15128	D-Galactose:NADP+ 1-oxidoreductase	1.1.1.120	OK	(1) NADP[0] + (1) beta D-Galactose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]	-2.000	-3.620	-0.790	2.830	h;nadp;nadph	5	21	C;H;N;O;P	R01096	R01096	1	3	0	12	6	1	3.620	1.620	1.210	2.830
rxn19836	glutamate-ammonia ligase	6.3.1.2	OK	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]	-2.090	-3.340	-3.620	1.530	adp;atp;gln;glu;h;nh3;pi	7	10	C;H;N;O;P	R00253	R00253	1	10	0	6	4	0	3.620	1.250	1.530	0.280
rxn34791	glutamate---ammonia ligase, chloroplast	6.3.1.2	OK	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]	-2.090	-3.340	-3.620	1.530	adp;atp;gln;glu;h;nh3;pi	7	10	C;H;N;O;P	R00253	R00253	1	10	0	6	4	0	3.620	1.250	1.530	0.280
rxn02324	Gallate carboxy-lyase	4.1.1.59	OK	(1) H+[0] + (1) Gallate[0] => (1) CO2[0] + (1) Pyrogallol[0]	-0.100	-2.660	-3.620	3.520	co2;h	4	7	C;H;O	R03247	R03247	1	1	0	2	1	0	3.620	2.560	3.520	0.960
rxn15742	D-Galactose:NAD+ 1-oxidoreductase	1.1.1.121	OK	(1) NAD[0] + (1) beta D-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]	-2.000	-3.620	-0.200	3.420	h;nad;nadh	5	21	C;H;N;O;P	R08544	R08544	1	3	0	12	6	1	3.620	1.620	1.800	3.420
rxn30022	glutamine synthetase	6.3.1.2	OK	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]	-2.090	-3.340	-3.620	1.530	adp;atp;gln;glu;h;nh3;pi	7	10	C;H;N;O;P	R00253	R00253	1	10	0	6	4	0	3.620	1.250	1.530	0.280
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)	6.3.1.2	OK	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]	-2.090	-3.340	-3.620	1.530	adp;atp;gln;glu;h;nh3;pi	7	10	C;H;N;O;P	R00253	R00253	1	10	0	6	4	0	3.620	1.250	1.530	0.280
rxn07535	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase	2.3.1.115	OK	(1) Malonyl-CoA[0] + (1) Daidzin[0] <=> (1) CoA[0] + (1) Malonyldaidzin[0]	-3.610	-0.700	-1.510	2.910	coa	4	24	C;H;N;O;P;S	R07721	R07721	1	2	0	14	5	0	3.610	2.910	2.100	0.810
rxn07533	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase	2.3.1.115	OK	(1) Malonyl-CoA[0] + (1) Glycitin[0] <=> (1) CoA[0] + (1) Malonylglycitin[0]	-3.610	-0.700	-2.340	2.910	coa	4	25	C;H;N;O;P;S	R07719	R07719	1	1	0	14	5	0	3.610	2.910	1.270	1.640
rxn01409	Palmitoyl-CoA:L-carnitine O-palmitoyltransferase	2.3.1.21	OK	(1) Palmitoyl-CoA[0] + (1) Carnitine[0] <=> (1) CoA[0] + (1) L-Palmitoylcarnitine[0]	-3.610	0.430	0.450	4.060	coa	4	37	C;H;N;O;P;S	R01923	R01923	1	1	0	6	5	0	3.610	4.040	4.060	0.020
rxn07545	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase	2.3.1.115	OK	(1) Malonyl-CoA[0] + (1) Ononin[0] <=> (1) CoA[0] + (1) Formononetin 7-O-glucoside-6''-O-malonate[0]	-3.610	-0.680	-2.330	2.930	coa	4	25	C;H;N;O;P;S	R07731	R07731	1	1	0	14	5	0	3.610	2.930	1.280	1.650
rxn12171	Acetyl-CoA:monoterpenol O-acetyltransferase	2.3.1.69	OK	(1) Acetyl-CoA[0] + (1) L-Menthol[0] <=> (1) CoA[0] + (1) Menthyl acetate[0]	-3.610	1.240	-1.200	4.850	coa	4	23	C;H;N;O;P;S	R08530	R08530	1	1	0	8	5	0	3.610	4.850	2.410	2.440
rxn19259	carnitine O-acetyltransferase	2.3.1.7	OK	(1) Acetyl-CoA[0] + (1) Carnitine[0] <=> (1) CoA[0] + (1) O-Acetylcarnitine[0]	-3.610	-0.290	-1.570	3.320	coa	4	23	C;H;N;O;P;S	R02396	R02396	1	6	0	6	5	0	3.610	3.320	2.040	1.280
rxn05018	acetyl-CoA:taxan-10beta-ol O-acetyltransferase	2.3.1.163	OK	(1) Acetyl-CoA[0] + (1) 10-Desacetyltaxuyunnanin C[0] <=> (1) CoA[0] + (1) Taxuyunnanin C[0]	-3.610	1.240	-0.900	4.850	coa	4	28	C;H;N;O;P;S	R07252	R07252	1	3	0	12	5	0	3.610	4.850	2.710	2.140
rxn03651	R05349	1.1.1.256	OK	(1) NAD[0] + (1) 9-Fluorenol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 9-Fluorenone[0]	-0.800	-0.280	-3.610	3.330	h;nad;nadh	5	21	C;H;N;O;P	R05349	R05349	1	1	0	16	5	1	3.610	0.520	2.810	3.330
rxn01430	Caffeoyl-CoA:isocitrate 3-O-(3,4-dihydroxycinnamoyl)transferase	2.3.1.126	OK	(1) Isocitrate[0] + (1) Caffeoyl-CoA[0] <=> (1) CoA[0] + (1) 2-Caffeoylisocitrate[0]	-3.610	-0.420	0.570	4.180	coa	4	30	C;H;N;O;P;S	R01946	R01946	1	3	0	8	5	0	3.610	3.190	4.180	0.990
rxn04180	Acetyl-CoA:taxa-4(20),11-dien-5alpha-ol O-acetyltransferase	2.3.1.162	OK	(1) Acetyl-CoA[0] + (1) Taxa-4(20),11(12)-dien-5alpha-ol[0] <=> (1) CoA[0] + (1) Taxa-4(20),11(12)-dien-5alpha-yl acetate[0]	-3.610	1.240	0.280	4.850	coa	4	23	C;H;N;O;P;S	R06307	R06307	1	1	0	12	5	0	3.610	4.850	3.890	0.960
rxn12172	Acetyl-CoA:monoterpenol O-acetyltransferase	2.3.1.69	OK	(1) Acetyl-CoA[0] + (1) (+)-Neomenthol[0] <=> (1) CoA[0] + (1) Neomenthyl acetate[0]	-3.610	1.240	-2.410	4.850	coa	4	23	C;H;N;O;P;S	R08531	R08531	1	1	0	8	5	0	3.610	4.850	1.200	3.650
rxn12173	Acetyl-CoA:monoterpenol O-acetyltransferase	2.3.1.69	OK	(1) Acetyl-CoA[0] + (1) d-Borneol[0] <=> (1) CoA[0] + (1) Bornyl acetate[0]	-3.610	1.240	-1.200	4.850	coa	4	23	C;H;N;O;P;S	R08532	R08532	1	1	0	10	5	0	3.610	4.850	2.410	2.440
