rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	is_redox	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn16995	D-glucose:D-fructose oxidoreductase	1.1.99.28	OK	(1) D-Fructose[0] + (1) beta-D-Glucose[0] <=> (1) Gluconolactone[0] + (1) Sorbitol[0]	-4.010	-5.100	-3.330	1.770		4	6	C;H;O	R00874	R00874	1	9	0	3	3	1	5.100	1.090	0.680	1.770
rxn19714	formaldehyde transketolase	2.2.1.3	OK	(1) Formaldehyde[0] + (1) D-Xylulose5-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0] + (1) Glycerone[0]	-2.660	-4.450	-5.090	2.430		4	5	C;H;O;P	R01440	R01440	1	7	0	0	1	0	5.090	1.790	2.430	0.640
rxn01048	D-Xylulose-5-phosphate:formaldehyde glycolaldehydetransferase	2.2.1.3	OK	(1) Formaldehyde[0] + (1) D-Xylulose5-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0] + (1) Glycerone[0]	-2.660	-4.450	-5.090	2.430		4	5	C;H;O;P	R01440	R01440	1	7	0	0	1	0	5.090	1.790	2.430	0.640
rxn00255	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)	4.1.3.17	OK	(1) 4-Carboxy-4-hydroxy-2-oxoadipate[0] <=> (1) Pyruvate[0] + (1) Oxaloacetate[0]	3.170	5.060	2.840	2.220		3	7	C;H;O	R00350	R00350	1	1	0	0	2	0	5.060	1.890	0.330	2.220
rxn28121	Pyruvate formate-lyase	2.3.1.54	OK	(1) Acetyl-CoA[0] + (1) Formate[0] <=> (1) CoA[0] + (1) Pyruvate[0]	5.050	4.940	5.020	0.110	coa	4	23	C;H;N;O;P;S	R00212	R00212	1	20	0	6	3	0	5.050	0.110	0.030	0.080
rxn35425	propanoyl-CoA:formate C-propanoyltransferase, chloroplast	2.3.1.-;2.3.1.54	OK	(1) CoA[0] + (1) 2-Oxobutyrate[0] <=> (1) Formate[0] + (1) Propionyl-CoA[0]	-5.050	-0.450	-0.460	4.600	coa	4	24	C;H;N;O;P;S	R06987	R06987	1	5	0	6	3	0	5.050	4.600	4.590	0.010
rxn04794	propanoyl-CoA:formate C-propanoyltransferase	2.3.1.-;2.3.1.54	OK	(1) CoA[0] + (1) 2-Oxobutyrate[0] <=> (1) Formate[0] + (1) Propionyl-CoA[0]	-5.050	-0.450	-0.460	4.600	coa	4	24	C;H;N;O;P;S	R06987	R06987	1	5	0	6	3	0	5.050	4.600	4.590	0.010
rxn00157	Acetyl-CoA:formate C-acetyltransferase	2.3.1.54	OK	(1) Acetyl-CoA[0] + (1) Formate[0] <=> (1) CoA[0] + (1) Pyruvate[0]	5.050	4.940	5.020	0.110	coa	4	23	C;H;N;O;P;S	R00212	R00212	1	20	0	6	3	0	5.050	0.110	0.030	0.080
rxn27959	formate C-acetyltransferase	2.3.1.-;2.3.1.54	OK	(1) CoA[0] + (1) 2-Oxobutyrate[0] <=> (1) Formate[0] + (1) Propionyl-CoA[0]	-5.050	-0.450	-0.460	4.600	coa	4	24	C;H;N;O;P;S	R06987	R06987	1	5	0	6	3	0	5.050	4.600	4.590	0.010
rxn32064	RXN-6383.x	4.2.1.116;4.2.1.17	OK	(1) 3-Hydroxypropanoyl-CoA[0] <=> (1) H2O[0] + (1) Acrylyl-CoA[0]	-0.310	-0.520	-5.040	4.730	h2o	3	24	C;H;N;O;P;S	R03045	R03045	1	6	0	6	2	0	5.040	0.210	4.730	4.520
rxn00473	L-tryptophan indole-lyase (deaminating; pyruvate-forming)	4.1.99.1	OK	(1) H2O[0] + (1) L-Tryptophan[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) indol[0]	4.440	4.950	5.040	0.600	h2o;nh3	5	11	C;H;N;O	R00673	R00673	1	4	0	4	1	0	5.040	0.510	0.600	0.090
rxn02181	3-Hydroxypropionyl-CoA hydro-lyase	4.2.1.116;4.2.1.17	OK	(1) 3-Hydroxypropanoyl-CoA[0] <=> (1) H2O[0] + (1) Acrylyl-CoA[0]	-0.310	-0.520	-5.040	4.730	h2o	3	24	C;H;N;O;P;S	R03045	R03045	1	6	0	6	2	0	5.040	0.210	4.730	4.520
rxn30065	Tryptophanase (L-tryptophan)	4.1.99.1	OK	(1) H2O[0] + (1) L-Tryptophan[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) indol[0]	4.440	4.950	5.040	0.600	h2o;nh3	5	11	C;H;N;O	R00673	R00673	1	4	0	4	1	0	5.040	0.510	0.600	0.090
rxn02523	maleamate amidohydrolase	3.5.1.107	OK	(1) NH3[0] + (1) Maleate[0] <= (1) H2O[0] + (1) Maleamate[0]	4.720	1.660	5.030	3.370	h2o;nh3	4	4	C;H;N;O	R03540	R03540	1	5	0	0	3	0	5.030	3.060	0.310	3.370
rxn33532	Isocitrate lyase	4.1.3.1	OK	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	2.250	2.010	3.010		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	2.770	3.010	0.240
rxn38159	ISOCIT-CLEAV-RXN.d	4.1.3.1	OK	(1) D-threo-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	1.950	2.010	3.070		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	3.070	3.010	0.060
rxn00336	isocitrate glyoxylate-lyase (succinate-forming)	4.1.3.1	OK	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	2.250	2.010	3.010		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	2.770	3.010	0.240
rxn15045	isocitrate glyoxylate-lyase (succinate-forming)	4.1.3.1	OK	(1) D-threo-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	1.950	2.010	3.070		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	3.070	3.010	0.060
rxn15046	isocitrate glyoxylate-lyase (succinate-forming)	4.1.3.1	OK	(1) D-erythro-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	1.950	2.010	3.070		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	3.070	3.010	0.060
rxn33534	Isocitrate lyase	4.1.3.1	OK	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	2.250	2.010	3.010		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	2.770	3.010	0.240
rxn01385	Xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming)	1.1.1.9	OK	(1) NAD[0] + (1) Xylitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Lyxulose[0]	3.810	4.650	5.020	1.210	h;nad;nadh	5	21	C;H;N;O;P	R01896	R01896	1	11	0	11	5	1	5.020	0.840	1.210	0.370
rxn33880	Isocitrate Lyase	4.1.3.1	OK	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	2.250	2.010	3.010		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	2.770	3.010	0.240
rxn37675	D-XYLULOSE-REDUCTASE-RXN.r	1.1.1.9	OK	(1) NAD[0] + (1) Xylitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Lyxulose[0]	3.810	4.650	5.020	1.210	h;nad;nadh	5	21	C;H;N;O;P	R01896	R01896	1	11	0	11	5	1	5.020	0.840	1.210	0.370
rxn27953	glyoxylate-succinate condensation	4.1.3.1	OK	(1) D-threo-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	1.950	2.010	3.070		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	3.070	3.010	0.060
rxn19941	isocitrate glyoxylate-lyase	4.1.3.1	OK	(1) D-threo-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]	5.020	1.950	2.010	3.070		3	6	C;H;O	R00479	R00479	1	14	0	0	2	0	5.020	3.070	3.010	0.060
rxn03610	R05298	4.1.3.-;4.1.3.39;4.1.3.43	OK	(1) Pyruvate[0] + (1) Propanal[0] <=> (1) 4-Hydroxy-2-oxohexanoate[0]	-0.750	-2.950	-5.000	4.250		3	6	C;H;O	R05298	R05298	1	1	0	0	2	0	5.000	2.200	4.250	2.050
rxn35545	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	1.1.1.178;1.1.1.35	OK	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]	3.760	4.440	4.990	1.230	h;nad;nadh	5	26	C;H;N;O;P;S	R04203	R04203	1	4	0	16	5	1	4.990	0.680	1.230	0.550
rxn03649	R05347	1.1.1.90	OK	(1) NAD[0] + (1) 3-methylbenzylalcohol[0] <=> (1) NADH[0] + (1) H+[0] + (1) m-Tolualdehyde[0]	3.670	4.890	4.990	1.320	h;nad;nadh	5	21	C;H;N;O;P	R05347	R05347	1	1	0	12	5	1	4.990	1.220	1.320	0.100
rxn04736	(2-naphthyl)methanol:NAD+ oxidoreductase	1.1.1.1	OK	(1) NAD[0] + (1) (2-Naphthyl)methanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Naphthaldehyde[0]	3.670	4.890	4.990	1.320	h;nad;nadh	5	21	C;H;N;O;P	R06927	R06927	1	2	0	14	5	1	4.990	1.220	1.320	0.100
rxn31891	alcohol:NAD+ oxidoreductase	1.1.1.1	OK	(1) NAD[0] + (1) (2-Naphthyl)methanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Naphthaldehyde[0]	3.670	4.890	4.990	1.320	h;nad;nadh	5	21	C;H;N;O;P	R06927	R06927	1	2	0	14	5	1	4.990	1.220	1.320	0.100
rxn31839	3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.178;1.1.1.35	OK	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]	3.760	4.440	4.990	1.230	h;nad;nadh	5	26	C;H;N;O;P;S	R04203	R04203	1	4	0	16	5	1	4.990	0.680	1.230	0.550
rxn00754	Acetylcholine aectylhydrolase	3.1.1.7;3.1.1.8	OK	(1) H2O[0] + (1) Acetylcholine[0] => (1) Acetate[0] + (1) H+[0] + (1) Choline[0]	-3.680	-4.990	-4.920	1.310	h;h2o	5	7	C;H;N;O	R01026	R01026	1	1	0	0	4	0	4.990	1.310	1.240	0.070
rxn02933	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	1.1.1.178;1.1.1.35	OK	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]	3.760	4.440	4.990	1.230	h;nad;nadh	5	26	C;H;N;O;P;S	R04203	R04203	1	4	0	16	5	1	4.990	0.680	1.230	0.550
rxn30406	methylisocitrate lyase	4.1.3.30	OK	(1) Methylisocitrate[0] <=> (1) Pyruvate[0] + (1) Succinate[0]	4.980	2.270	4.960	2.710		3	7	C;H;O	R00409	R00409	1	6	0	0	2	0	4.980	2.710	0.020	2.690
rxn03547	p-cumic alcohol:NAD+ oxidoreductase	1.1.1.90;1.1.1.M33	OK	(1) NAD[0] + (1) p-Cumic alcohol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Cuminaldehyde[0]	3.670	4.890	4.980	1.310	h;nad;nadh	5	21	C;H;N;O;P	R05232	R05232	1	3	0	12	5	1	4.980	1.220	1.310	0.090
rxn00987	2,3-Dimethylmalate pyruvate-lyase	4.1.3.32	OK	(1) 2,3-Dimethylmalate[0] <=> (1) Pyruvate[0] + (1) Propionate[0]	4.980	0.410	0.340	4.640		3	6	C;H;O	R01355	R01355	1	1	0	0	2	0	4.980	4.570	4.640	0.070
rxn00289	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)	4.1.3.30	OK	(1) Methylisocitrate[0] <=> (1) Pyruvate[0] + (1) Succinate[0]	4.980	2.270	4.960	2.710		3	7	C;H;O	R00409	R00409	1	6	0	0	2	0	4.980	2.710	0.020	2.690
rxn01293	Aromatic alcohol:NAD+ oxidoreductase	1.1.1.90	OK	(1) NAD[0] + (1) Phenylcarbinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Benzaldehyde[0]	3.670	4.870	4.980	1.310	h;nad;nadh	5	21	C;H;N;O;P	R01487;R01763	R01487;R01763	1	1	0	12	5	1	4.980	1.200	1.310	0.110
rxn01124	2-Dehydro-3-deoxy-D-gluconate:NAD+ 5-oxidoreductase	1.1.1.125;1.1.1.127	OK	(1) NAD[0] + (1) 2-keto-3-deoxygluconate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketo-3-deoxy-D-gluconate[0]	3.760	2.700	4.980	2.280	h;nad;nadh	5	21	C;H;N;O;P	R01542	R01542	1	1	0	10	5	1	4.980	1.060	1.220	2.280
rxn03594	4-Methylbenzyl alcohol:NAD+ oxidoreductase	1.1.1.90	OK	(1) NAD[0] + (1) 4-Tolylcarbinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) p-Tolualdehyde[0]	3.670	4.890	4.980	1.310	h;nad;nadh	5	21	C;H;N;O;P	R05282	R05282	1	1	0	12	5	1	4.980	1.220	1.310	0.090
rxn03583	4-(hydroxymethyl)benzenesulfonate:NAD+ oxidoreductase	1.1.1.257	OK	(1) NAD[0] + (1) 4-Sulfobenzyl alcohol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 4-Sulfobenzaldehyde[0]	3.670	4.890	4.980	1.310	h;nad;nadh	5	21	C;H;N;O;P;S	R05271	R05271	1	1	0	12	5	1	4.980	1.220	1.310	0.090
rxn31857	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase	4.1.3.30	OK	(1) Methylisocitrate[0] <=> (1) Pyruvate[0] + (1) Succinate[0]	4.980	2.270	4.960	2.710		3	7	C;H;O	R00409	R00409	1	6	0	0	2	0	4.980	2.710	0.020	2.690
rxn31866	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase	4.1.3.30	OK	(1) Methylisocitrate[0] <=> (1) Pyruvate[0] + (1) Succinate[0]	4.980	2.270	4.960	2.710		3	7	C;H;O	R00409	R00409	1	6	0	0	2	0	4.980	2.710	0.020	2.690
rxn00716	uracil-5-carboxylate carboxy-lyase (uracil-forming)	4.1.1.66	OK	(1) H+[0] + (1) Uracil 5-carboxylate[0] => (1) CO2[0] + (1) Uracil[0]	-1.320	-4.970	-1.760	3.650	co2;h	4	5	C;H;N;O	R00973	R00973	1	2	0	2	1	0	4.970	3.650	0.440	3.210
rxn33735	uracil-5-carboxylate carboxy-lyase (uracil-forming)	4.1.1.66	OK	(1) H+[0] + (1) Uracil 5-carboxylate[0] => (1) CO2[0] + (1) Uracil[0]	-1.320	-4.970	-1.760	3.650	co2;h	4	5	C;H;N;O	R00973	R00973	1	2	0	2	1	0	4.970	3.650	0.440	3.210
rxn00784	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)	4.1.2.4	OK	(1) deoxyribose-5-phosphate[0] <=> (1) Acetaldehyde[0] + (1) Glyceraldehyde3-phosphate[0]	1.680	0.150	4.970	4.820		3	5	C;H;O;P	R01066	R01066	1	1	0	1	4	0	4.970	1.530	3.290	4.820
rxn07630	R07839	5.3.3.10	OK	(1) 4-Oxalomesaconate[0] <=> (1) 4-Carboxy-2-hydroxyhexa-2,4-dienedioate[0]	4.950	-0.000	-0.000	4.950		2	7	C;H;O	R07839	R07839	1	2	0	0	0	0	4.950	4.950	4.950	0.000
rxn04550	R06718	2.4.1.-	OK	(1) Premithramycin A2'[0] + (1) dTDP-beta-D-mycarose[0] <=> (1) dTDP[0] + (1) Premithramycin A3[0]	-1.700	-3.910	-4.950	3.250		4	40	C;H;N;O;P	R06718	R06718	1	1	0	18	2	0	4.950	2.210	3.250	1.040
rxn03092	4-Carboxy-2-oxo-3-hexenedioate delta2,delta4-2-oxo,delta3-isomerase	5.3.3.10	OK	(1) 4-Carboxy-2-oxo-3-hexenedioate[0] <=> (1) 4-Carboxy-2-hydroxyhexa-2,4-dienedioate[0]	4.950	-0.000	-0.000	4.950		2	7	C;H;O	R04482	R04482	1	2	0	0	0	0	4.950	4.950	4.950	0.000
rxn16552	4-oxalomesaconate keto-enol-isomerase	5.3.2.8;5.3.3.16	OK	(1) 4-Oxalomesaconate[0] <=> (1) 4-Carboxy-2-hydroxy-cis,cis-muconate[0]	4.950	-0.000	-0.000	4.950		2	7	C;H;O	R07839	R07839;R09706	1	2	0	0	0	0	4.950	4.950	4.950	0.000
rxn02788	R03966	5.3.2.-;5.3.2.6	OK	(1) 2-Hydroxymuconate[0] <=> (1) 4-Oxalocrotonate[0]	-4.950	0.000	0.000	4.950		2	6	C;H;O	R03966	R03966	1	1	0	0	0	0	4.950	4.950	4.950	0.000
rxn02885	R04134	5.3.2.M1;5.3.3.-	OK	(1) 2-Oxohept-3-enedioate[0] <=> (1) 2-Hydroxyhepta-2,4-dienedioate[0]	4.950	-0.000	-0.000	4.950		2	7	C;H;O	R04134	R04134	1	1	0	0	0	0	4.950	4.950	4.950	0.000
rxn39466	4-Carboxy-2-oxo-3-hexenedioate delta2,delta4-2-oxo,delta3-isomerase		OK	(1) 4-Carboxy-2-oxo-3-hexenedioate[0] <=> (1) 4-Carboxy-2-hydroxy-cis,cis-muconate[0]	4.950	-0.000	-0.000	4.950		2	7	C;H;O	R04482	R04482	1	2	0	0	0	0	4.950	4.950	4.950	0.000
rxn33066	L-xylulose reductase	1.1.1.10	OK	(1) NADP[0] + (1) Xylitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Lyxulose[0]	3.810	4.570	4.940	1.130	h;nadp;nadph	5	21	C;H;N;O;P	R01904	R01904	1	2	0	11	5	1	4.940	0.760	1.130	0.370
rxn01278	D-Gluconate:NADP+ 5-oxidoreductase	1.1.1.69	OK	(1) NADP[0] + (1) GLCN[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 5-Dehydrogluconate[0]	3.760	4.940	1.810	3.130	h;nadp;nadph	5	21	C;H;N;O;P	R01740	R01740	1	1	0	10	5	1	4.940	1.180	1.950	3.130
rxn01392	Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming)	1.1.1.10	OK	(1) NADP[0] + (1) Xylitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Lyxulose[0]	3.810	4.570	4.940	1.130	h;nadp;nadph	5	21	C;H;N;O;P	R01904	R01904	1	2	0	11	5	1	4.940	0.760	1.130	0.370
rxn07466	D-Ala-D-Ala dipeptidase	3.4.13.22;3.4.17.14	OK	(1) H2O[0] + (1) Ala-Ala[0] <=> (2) D-Alanine[0]	-0.460	-0.080	-4.940	4.860	h2o	3	6	C;H;N;O	R07651	R07651	1	2	0	0	3	0	4.940	0.380	4.480	4.860
rxn01014	hydroxypyruvate carboxy-lyase (glycolaldehyde-forming)	4.1.1.40	OK	(1) H+[0] + (1) Hydroxypyruvate[0] => (1) CO2[0] + (1) Glycolaldehyde[0]	-4.090	-4.930	-4.290	0.840	co2;h	4	3	C;H;O	R01393	R01393	1	1	0	0	3	0	4.930	0.840	0.200	0.640
rxn01276	D-Gluconate:NAD+ 5-oxidoreductase	1.1.1.69	OK	(1) NAD[0] + (1) GLCN[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-Dehydrogluconate[0]	3.760	4.930	2.390	2.540	h;nad;nadh	5	21	C;H;N;O;P	R01738	R01738	1	1	0	10	5	1	4.930	1.170	1.370	2.540
rxn02725	R03864		OK	(1) NADP[0] + (1) Leukotriene B4[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 12-Keto-LTB4[0]	2.210	4.440	4.930	2.720	h;nadp;nadph	5	21	C;H;N;O;P	R03864	R03864	1	1	0	10	5	1	4.930	2.230	2.720	0.490
rxn03957	dTDP-4-keto-6-Deoxyglucose reductase	1.1.1.266	OK	(1) NADP[0] + (1) dTDP-D-fucose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) dTDP-4-oxo-6-deoxy-D-glucose[0]	2.300	3.420	4.910	2.610	h;nadp;nadph	5	21	C;H;N;O;P	R05687	R05687	1	1	0	16	5	1	4.910	1.120	2.610	1.490
rxn00162	oxaloacetate carboxy-lyase (pyruvate-forming)	1.1.1.38;1.1.1.40;4.1.1.112;4.1.1.3	OK	(1) Oxaloacetate[0] + (1) H+[0] => (1) CO2[0] + (1) Pyruvate[0]	-4.900	-3.960	-4.030	0.940	co2;h	4	4	C;H;O	R00217	R00217	1	1	0	0	1	1	4.900	0.940	0.870	0.070
rxn01728	Carnitine carboxy-lyase	4.1.1.42	OK	(1) H+[0] + (1) Carnitine[0] => (1) CO2[0] + (1) 2-Methylcholine[0]	-4.900	-4.320	-2.310	2.590	co2;h	4	7	C;H;N;O	R02398	R02398	1	4	0	0	1	0	4.900	0.580	2.590	2.010
rxn00279	L-aspartate 4-carboxy-lyase (L-alanine-forming)	4.1.1.12	OK	(1) L-Aspartate[0] + (1) H+[0] => (1) CO2[0] + (1) L-Alanine[0]	-4.900	-3.340	-3.470	1.560	co2;h	4	4	C;H;N;O	R00397	R00397	1	1	0	0	1	0	4.900	1.560	1.430	0.130
rxn39340	Carnitine carboxy-lyase		OK	(1) H+[0] + (1) Carnitine[0] => (1) CO2[0] + (1) 2-Methylcholine[0]	-4.900	-4.320	-2.310	2.590	co2;h	4	7	C;H;N;O	R02398	R02398	1	4	0	0	1	0	4.900	0.580	2.590	2.010
rxn15331	Carnitine carboxy-lyase	4.1.1.42	OK	(1) H+[0] + (1) Carnitine[0] => (1) CO2[0] + (1) 2-Methylcholine[0]	-4.900	-4.320	-2.310	2.590	co2;h	4	7	C;H;N;O	R02398	R02398	1	4	0	0	1	0	4.900	0.580	2.590	2.010
rxn02661	3-Oxododecanoate carboxy-lyase	4.1.1.56	OK	(1) H+[0] + (1) 3-Oxododecanoate[0] => (1) CO2[0] + (1) 2-Undecanone[0]	-4.900	-4.170	-2.960	1.940	co2;h	4	12	C;H;O	R03747	R03747	1	2	0	0	1	0	4.900	0.730	1.940	1.210
rxn15332	Carnitine carboxy-lyase	4.1.1.42	OK	(1) H+[0] + (1) D-Carnitine[0] => (1) CO2[0] + (1) 2-Methylcholine[0]	-4.900	-3.680	-2.310	2.590	co2;h	4	7	C;H;N;O	R02398	R02398	1	4	0	0	1	0	4.900	1.220	2.590	1.370
rxn02337	2-trans,6-trans-farnesol:NADP+ 1-oxidoreductase	1.1.1.216	OK	(1) NADP[0] + (1) 2-trans,6-trans-Farnesol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-trans,6-trans-Farnesal[0]	3.670	4.890	3.150	1.740	h;nadp;nadph	5	21	C;H;N;O;P	R03264	R03264	1	1	0	10	5	1	4.890	1.220	0.520	1.740
rxn07872	R08083	1.1.1.183	OK	(1) NADP[0] + (1) Nerol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Neral[0]	3.670	4.890	1.710	3.180	h;nadp;nadph	5	21	C;H;N;O;P	R08083	R08083	1	1	0	10	5	1	4.890	1.220	1.960	3.180
rxn16769	(6E)-8-oxogeraniol:NADP+ oxidoreductase	1.1.1.-;1.1.1.324	OK	(1) NADP[0] + (1) (6E)-8-oxogeraniol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 8-Oxogeranial[0]	3.670	4.890	1.710	3.180	h;nadp;nadph	5	21	C;H;N;O;P	R09929	R09929	1	1	0	10	5	1	4.890	1.220	1.960	3.180
rxn02189	cinnamyl-alcohol:NADP+ oxidoreductase	1.1.1.195	OK	(1) NADPH[0] + (1) H+[0] + (1) Cinnamaldehyde[0] <=> (1) NADP[0] + (1) Styrylcarbinol[0]	-3.670	-4.890	-2.780	2.110	h;nadp;nadph	5	21	C;H;N;O;P	R03054	R03054	1	1	0	12	5	1	4.890	1.220	0.890	2.110
rxn02036	Acetyl-CoA:cortisol O-acetyltransferase	2.3.1.27	OK	(1) Acetyl-CoA[0] + (1) Cortisol[0] <=> (1) CoA[0] + (1) Cortell[0]	-3.610	-0.900	-4.890	3.990	coa	4	23	C;H;N;O;P;S	R02837	R02837	1	1	0	14	5	0	4.890	2.710	1.280	3.990
rxn02557	geraniol:NADP+ oxidoreductase	1.1.1.183	OK	(1) NADP[0] + (1) Geraniol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Geranial[0]	3.670	4.890	3.150	1.740	h;nadp;nadph	5	21	C;H;N;O;P	R03581	R03581	1	1	0	10	5	1	4.890	1.220	0.520	1.740
rxn21092	hydroxymethylfurfural reductase (NADH) activity		OK	(1) NADH[0] + (1) H+[0] + (1) HMF[0] <=> (1) NAD[0] + (1) 2,5-Di(hydroxymethyl)furan[0]	-3.670	-4.890	-2.590	2.300	h;nad;nadh	5	21	C;H;N;O;P	R10218	R10218	1	2	0	12	5	1	4.890	1.220	1.080	2.300
rxn16766	(6E)-8-hydroxygeraniol:NADP+ oxidoreductase	1.1.1.-;1.1.1.324	OK	(1) NADP[0] + (1) 8-Hydroxygeraniol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (6E)-8-Hydroxygeranial[0]	3.670	4.890	3.150	1.740	h;nadp;nadph	5	21	C;H;N;O;P	R09926	R09926	1	1	0	10	5	1	4.890	1.220	0.520	1.740
rxn19092	geraniol dehydrogenase	1.1.1.347	OK	(1) NAD[0] + (1) Geraniol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Geranial[0]	3.670	4.890	3.730	1.220	h;nad;nadh	5	21	C;H;N;O;P	R10308	R10308	1	24	0	10	5	1	4.890	1.220	0.060	1.160
rxn35719	alcohol dehydrogenase [NAD(P)+]	1.1.1.354;1.1.1.71	OK	(1) NAD[0] + (1) 2-trans,6-trans-Farnesol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-trans,6-trans-Farnesal[0]	3.670	4.890	3.730	1.220	h;nad;nadh	5	21	C;H;N;O;P	R10412	R10412	1	207	0	10	5	1	4.890	1.220	0.060	1.160
rxn04726	1-hydroxymethylnaphthalene:NAD+ oxidoreductase	1.1.1.1	OK	(1) NAD[0] + (1) 1-Naphthalenemethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 1-Naphthaldehyde[0]	3.670	4.890	4.330	1.220	h;nad;nadh	5	21	C;H;N;O;P	R06917	R06917	1	1	0	14	5	1	4.890	1.220	0.660	0.560
rxn14054	trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase	1.1.1.1	OK	(1) NAD[0] + (1) trans-3-Chloro-2-propene-1-ol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Chloroallyl aldehyde[0]	3.670	4.890	3.810	1.220	h;nad;nadh	5	21	C;Cl;H;N;O;P	R05233	R05233	1	1	0	10	5	1	4.890	1.220	0.140	1.080
rxn11565	R02993	1.1.1.-	OK	(1) NAD[0] + (1) 4-Pyridoxate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-Formyl-3-hydroxy-2-methylpyridine-4-carboxylate[0]	3.670	4.890	1.100	3.790	h;nad;nadh	5	21	C;H;N;O;P	R02993	R02993	1	1	0	12	5	1	4.890	1.220	2.570	3.790
