radius	group	feature_index	coefficient_kJ_per_mol	used_in_training	n_training_compounds	n_all_modelseed_compounds
2	CCC(CC)[N+](C)=C	12664	0	0	0	1
2	CCC(CC)[NH+](C)C	12665	0	0	0	31
2	CCC(CC)[NH2+]C	12666	0	0	0	9
2	CCC(CC)c(c)c	12667	0	0	0	2
2	CCC(CN)(CC)CC	12668	0	0	0	1
2	CCC(CN)C(=O)C	12669	0	0	0	2
2	CCC(CN)C(C)[NH+]	12670	0	0	0	2
2	CCC(CN)C(C)[NH2+]	12671	0	0	0	2
2	CCC(CN)CC	12672	0	0	0	2
2	CCC(CN)CO	12673	0	0	0	1
2	CCC(CN)C[NH+]	12674	0	0	0	1
2	CCC(CN)N=N	12675	0	0	0	1
2	CCC(CN)[NH+](C)C	12676	0	0	0	2
2	CCC(CN)[NH2+]C	12677	0	0	0	1
2	CCC(CN)c(c)c	12678	0	0	0	1
2	CCC(CO)(C(=O)N)C(=O)N	12679	0	0	0	1
2	CCC(CO)(CO)CO	12680	0	0	0	2
2	CCC(CO)=C(C)C	12681	0	0	0	2
2	CCC(CO)=CC	12682	0	0	0	1
2	CCC(CO)=CO	12683	0	0	0	1
2	CCC(CO)C(=C)C	12684	0	0	0	1
2	CCC(CO)C(=O)C	12685	0	0	0	1
2	CCC(CO)C(=O)[O-]	12686	0	0	0	2
2	CCC(CO)C(C)C	12687	0	0	0	1
2	CCC(CO)C(C)O	12688	0	0	0	1
2	CCC(CO)C(C)[NH+]	12689	0	0	0	1
2	CCC(CO)CC	12690	0	0	0	2
2	CCC(CO)CO	12691	0	0	0	3
2	CCC(CO)CS	12692	0	0	0	1
2	CCC(CO)OC	12693	0	0	0	3
2	CCC(CO)[C@@H](C)C	12694	0	0	0	2
2	CCC(CO)[NH2+]C	12695	0	0	0	1
2	CCC(CS)OC	12696	0	0	0	1
2	CCC(C[N+])OC	12697	-6.750148777	1	1	3
2	CCC(C[NH+])C(C)C	12698	0	0	0	1
2	CCC(C[NH+])C(C)N	12699	0	0	0	2
2	CCC(C[NH+])[C@H](C)N	12700	0	0	0	1
2	CCC(C[NH2+])CC	12701	0	0	0	1
2	CCC(C[NH3+])(CC)CC	12702	0	0	0	1
2	CCC(C[NH3+])=NC	12703	0	0	0	1
2	CCC(C[NH3+])[NH2+]C	12704	0	0	0	1
2	CCC(Cc)(c(c)c)c(c)c	12705	0	0	0	1
2	CCC(Cc)C(=O)S	12706	0	0	0	1
2	CCC(Cc)C(=O)[O-]	12707	0	0	0	2
2	CCC(Cc)c(c)c	12708	0	0	0	1
2	CCC(Cl)(C=C)OC	12709	0	0	0	2
2	CCC(Cl)(Cl)Cl	12710	0	0	0	1
2	CCC(Cl)=NO	12711	0	0	0	1
2	CCC(Cl)C(=O)N	12712	0	0	0	1
2	CCC(Cl)C(=O)[O-]	12713	0	0	0	3
2	CCC(Cl)C(C)=O	12714	0	0	0	1
2	CCC(Cl)C(C)O	12715	0	0	0	1
2	CCC(Cl)C(Cl)C	12716	0	0	0	1
2	CCC(Cl)CC	12717	0	0	0	1
2	CCC(F)(C=C)OC	12718	0	0	0	1
2	CCC(F)(F)CC	12719	0	0	0	2
2	CCC(F)(F)F	12720	0	0	0	3
2	CCC(F)(F)[C@@](O)(C)O	12721	0	0	0	1
2	CCC(F)C(=O)[O-]	12722	0	0	0	1
2	CCC(N(C)C)C(N)C	12723	0	0	0	1
2	CCC(N)(C(=O)[O-])C(F)F	12724	0	0	0	3
2	CCC(N)=O	12725	-12.87558876	1	5	296
2	CCC(N)=[NH2+]	12726	0	0	0	1
2	CCC(N)C#N	12727	0	0	0	2
2	CCC(N)C(=O)O	12728	0	0	0	2
2	CCC(N)N	12729	0	0	0	1
2	CCC(NC)C(=O)N	12730	0	0	0	9
2	CCC(NC)C(=O)[O-]	12731	11.89748604	1	1	6
2	CCC(NC)C(C)=C	12732	0	0	0	5
2	CCC(NC)C(C)C	12733	0	0	0	1
2	CCC(NC)C(N)=O	12734	0	0	0	11
2	CCC(NC)[NH+](C)C	12735	0	0	0	1
2	CCC(NC)c(n)s	12736	0	0	0	2
2	CCC(NO)C(=O)[O-]	12737	0	0	0	2
2	CCC(NS)C(N)=O	12738	0	0	0	1
2	CCC(NS)CC	12739	0	0	0	2
2	CCC(Nc)C(=N)C	12740	0	0	0	1
2	CCC(Nc)C(=O)[O-]	12741	0	0	0	2
2	CCC(Nc)[C@H](C)[NH2+]	12742	0	0	0	1
2	CCC(O)(C(=O)C)c(c)c	12743	0	0	0	1
2	CCC(O)(C(=O)N)c(c)c	12744	0	0	0	2
2	CCC(O)(C(=O)[O-])C(=O)[O-]	12745	0	0	0	1
2	CCC(O)(C(=O)[O-])C(C)C	12746	0	0	0	2
2	CCC(O)(C(=O)[O-])C(C)F	12747	0	0	0	1
2	CCC(O)(C(=O)[O-])C(C)O	12748	0	0	0	1
2	CCC(O)(C(=O)[O-])CO	12749	0	0	0	1
2	CCC(O)(C(=O)[O-])OC	12750	-3.271175101	1	2	12
2	CCC(O)(C(=O)[O-])[C@H](C)O	12751	0	0	0	1
2	CCC(O)(C(=O)c)C(C)C	12752	0	0	0	1
2	CCC(O)(C(C)(C)C)[C@@](C)(C)C	12753	0	0	0	1
2	CCC(O)(C(C)=O)CC	12754	0	0	0	1
2	CCC(O)(C(C)=[N+])C(=O)c	12755	0	0	0	1
2	CCC(O)(C(C)C)C(C)(C)C	12756	0	0	0	3
2	CCC(O)(C(C)C)CC	12757	0	0	0	1
2	CCC(O)(C(C)O)CC	12758	0	0	0	1
2	CCC(O)(C(Cl)(C)C)C(Cl)(C)C	12759	0	0	0	1
2	CCC(O)(C(O)C)C(C)(C)C	12760	0	0	0	1
2	CCC(O)(C=C)C(S)C	12761	0	0	0	1
2	CCC(O)(CC)C(=O)N	12762	0	0	0	1
2	CCC(O)(CC)C(=O)O	12763	0	0	0	1
2	CCC(O)(CC)C(=O)[O-]	12764	-3.396674212	1	1	55
2	CCC(O)(CC)C(C)(C)C	12765	0	0	0	2
2	CCC(O)(CC)C(N)=O	12766	0	0	0	2
2	CCC(O)(CC)CC	12767	0	0	0	4
2	CCC(O)(CC)[NH+](C)C	12768	0	0	0	1
2	CCC(O)(CO)C(=O)C	12769	0	0	0	1
2	CCC(O)(CO)C(O)C	12770	0	0	0	1
2	CCC(O)(CO)CC	12771	0	0	0	3
2	CCC(O)(CO)CO	12772	0	0	0	2
2	CCC(O)(C[PH])C(=O)[O-]	12773	0	0	0	1
2	CCC(O)(Cc)C(=O)[O-]	12774	0	0	0	1
2	CCC(O)(Cc)C(C)(O)C	12775	0	0	0	1
2	CCC(O)(Cc)C(O)(C)C	12776	0	0	0	1
2	CCC(O)(Cc)C(O)C	12777	0	0	0	1
2	CCC(O)(Cc)Oc	12778	0	0	0	1
2	CCC(O)(Cn)C(C)(C)C	12779	0	0	0	1
2	CCC(O)(Cn)OC	12780	0	0	0	1
2	CCC(O)(O)[C@](C)(N)N	12781	0	0	0	1
2	CCC(O)(O)[C@](C)(N)[NH+]	12782	0	0	0	4
2	CCC(O)(OC)[C@@H](C)C	12783	0	0	0	3
2	CCC(O)(OP)C(=O)[O-]	12784	0	0	0	1
2	CCC(O)(P(=O)([O-])O)P(=O)([O-])O	12785	0	0	0	2
2	CCC(O)([C@@H](C)C)CO	12786	0	0	0	1
2	CCC(O)([NH2+]C)C(C)N	12787	0	0	0	1
2	CCC(O)([NH2+]C)[C@H](O)C	12788	0	0	0	2
2	CCC(O)(c(c)c)C(O)C	12789	0	0	0	1
2	CCC(O)(c(c)c)Oc	12790	0	0	0	6
2	CCC(O)/C(C)=C	12791	0	0	0	4
2	CCC(O)/C=C	12792	0	0	0	9
2	CCC(O)=C(C)C	12793	0	0	0	1
2	CCC(O)=NC	12794	0	0	0	1
2	CCC(O)C(=C)C	12795	0	0	0	2
2	CCC(O)C(=O)C	12796	0	0	0	3
2	CCC(O)C(=O)N	12797	0	0	0	1
2	CCC(O)C(=O)O	12798	0	0	0	4
2	CCC(O)C(=O)S	12799	0	0	0	15
2	CCC(O)C(=O)[O-]	12800	-7.845321892	1	1	31
2	CCC(O)C(C)(C)C	12801	0	0	0	4
2	CCC(O)C(C)(C)O	12802	0	0	0	8
2	CCC(O)C(C)(O)C	12803	0	0	0	3
2	CCC(O)C(C)(O)O	12804	0	0	0	4
2	CCC(O)C(C)(c)C	12805	0	0	0	1
2	CCC(O)C(C)=C	12806	0	0	0	1
2	CCC(O)C(C)=O	12807	0	0	0	5
2	CCC(O)C(C)C	12808	0	0	0	25
2	CCC(O)C(C)Cl	12809	0	0	0	1
2	CCC(O)C(C)O	12810	0	0	0	35
2	CCC(O)C(C)S	12811	0	0	0	4
2	CCC(O)C(C)[NH2+]	12812	0	0	0	1
2	CCC(O)C(C)[NH3+]	12813	0	0	0	3
2	CCC(O)C(N)=O	12814	0	0	0	34
2	CCC(O)C(N)C	12815	0	0	0	1
2	CCC(O)C(O)(C)O	12816	0	0	0	1
2	CCC(O)C(O)C	12817	0	0	0	7
2	CCC(O)C(S)C	12818	0	0	0	1
2	CCC(O)C=C	12819	0	0	0	8
2	CCC(O)C=N	12820	0	0	0	1
2	CCC(O)C=O	12821	0	0	0	2
2	CCC(O)CC	12822	-0.6654247978	1	1	121
2	CCC(O)CCl	12823	0	0	0	1
2	CCC(O)CN	12824	0	0	0	5
2	CCC(O)CO	12825	0	0	0	9
2	CCC(O)CP	12826	0	0	0	4
2	CCC(O)C[N+]	12827	0	0	0	2
2	CCC(O)C[NH2+]	12828	0	0	0	4
2	CCC(O)C[NH3+]	12829	0	0	0	4
2	CCC(O)Cc	12830	0	0	0	2
2	CCC(O)N(C)N	12831	0	0	0	2
2	CCC(O)N(C)P	12832	0	0	0	1
2	CCC(O)NP	12833	0	0	0	1
2	CCC(O)Nc	12834	0	0	0	1
2	CCC(O)O	12835	0	0	0	1
2	CCC(O)OC	12836	-9.257590317	1	1	26
2	CCC(O)OP	12837	0	0	0	1
2	CCC(O)P(C)(=O)[O-]	12838	0	0	0	1
2	CCC(O)SC	12839	0	0	0	1
2	CCC(O)[C@@H](C)C	12840	0	0	0	1
2	CCC(O)[C@@H](C)[NH3+]	12841	0	0	0	1
2	CCC(O)[C@@](C)(C)C	12842	0	0	0	5
2	CCC(O)[C@H](C)C	12843	0	0	0	16
2	CCC(O)[C@H](C)O	12844	0	0	0	18
2	CCC(O)[C@H](O)C	12845	0	0	0	2
2	CCC(O)[C@H]([NH3+])C	12846	0	0	0	1
2	CCC(O)[C@](C)(C)C	12847	0	0	0	2
2	CCC(O)[NH+](C)C	12848	0	0	0	2
2	CCC(O)[O][Ti]	12849	0	0	0	1
2	CCC(O)c([n+])s	12850	0	0	0	2
2	CCC(O)c(c)c	12851	0	0	0	10
2	CCC(OC)(C(=O)C)[C@@](C)(C)O	12852	0	0	0	2
2	CCC(OC)(C(=O)N)c(c)c	12853	0	0	0	3
2	CCC(OC)(C(=O)[O-])OC	12854	0	0	0	2
2	CCC(OC)(C(C)C)C(C)C	12855	0	0	0	1
2	CCC(OC)(OC)C(C)C	12856	0	0	0	1
2	CCC(OC)(OC)OC	12857	0	0	0	6
2	CCC(OC)(OC)[C@@H](C)C	12858	0	0	0	4
2	CCC(OC)(OC)[C@H](C)C	12859	0	0	0	1
2	CCC(OC)=CC	12860	0	0	0	2
2	CCC(OC)C(=C)C	12861	0	0	0	4
2	CCC(OC)C(=O)C	12862	0	0	0	8
2	CCC(OC)C(=O)[O-]	12863	0	0	0	5
2	CCC(OC)C(C)(C)C	12864	0	0	0	1
2	CCC(OC)C(C)=C	12865	0	0	0	4
2	CCC(OC)C(C)C	12866	0	0	0	15
2	CCC(OC)C(C)N	12867	0	0	0	1
2	CCC(OC)C(C)O	12868	0	0	0	6
2	CCC(OC)C(C)[NH2+]	12869	0	0	0	1
2	CCC(OC)C(O)C	12870	0	0	0	4
2	CCC(OC)C([NH2+])C	12871	0	0	0	1
2	CCC(OC)CC	12872	0	0	0	7
2	CCC(OC)C[N+]	12873	0	0	0	1
2	CCC(OC)OC	12874	0	0	0	10
2	CCC(OC)[C@@H](C)C	12875	0	0	0	1
2	CCC(OC)[C@@H](C)O	12876	0	0	0	4
2	CCC(OC)[C@@H](N)C	12877	0	0	0	2
2	CCC(OC)[C@@H](O)C	12878	0	0	0	2
2	CCC(OC)[C@@](C)(C)C	12879	0	0	0	1
2	CCC(OC)[C@H](C)O	12880	0	0	0	1
2	CCC(OC)[C@H](N)C	12881	0	0	0	1
2	CCC(ON)OC	12882	0	0	0	1
2	CCC(OO)C(C)C	12883	0	0	0	1
2	CCC(OO)CC	12884	0	0	0	1
2	CCC(OP)C(=O)[O-]	12885	0	0	0	2
2	CCC(OP)C(C)O	12886	0	0	0	1
2	CCC(OP)OC	12887	0	0	0	2
2	CCC(OS)C(O)C	12888	0	0	0	1
2	CCC(OS)CC	12889	0	0	0	1
2	CCC(Oc)(C(=O)c)C(O)(c)O	12890	0	0	0	2
2	CCC(Oc)(c(c)c)C(O)(C)O	12891	0	0	0	2
2	CCC(Oc)C(C)(C)c	12892	0	0	0	1
2	CCC(P(=O)([O])[O])P(=O)([O])[O]	12893	0	0	0	1
2	CCC(P(=O)([O])[O])S(=O)(=O)[O]	12894	0	0	0	3
2	CCC(P(C)(=O)[O-])CC	12895	0	0	0	1
2	CCC(S(=O)(=O)[O-])(C=C)OC	12896	0	0	0	1
2	CCC(S(N)(=O)=O)C=C	12897	0	0	0	1
2	CCC(S)C(=O)[O-]	12898	0	0	0	2
2	CCC(S)CC	12899	0	0	0	7
2	CCC(SC)C(=O)[O-]	12900	0	0	0	4
2	CCC(SC)C(C)N	12901	0	0	0	1
2	CCC(SC)C(C)O	12902	0	0	0	4
2	CCC(SC)NP	12903	0	0	0	1
2	CCC(SC)[C@H](C)C	12904	0	0	0	2
2	CCC(SP)C(=O)O	12905	0	0	0	2
2	CCC(SS)(C(=O)N)N(C)C	12906	0	0	0	2
2	CCC([C@@H](C)C)=CC	12907	0	0	0	2
2	CCC([C@@H](C)C)=CO	12908	0	0	0	5
2	CCC([C@@H](C)C)C=C	12909	0	0	0	1
2	CCC([C@@H](C)C)CC	12910	0	0	0	2
2	CCC([C@@H](C)C)CO	12911	0	0	0	2
2	CCC([C@@H](C)C)N(C)C	12912	0	0	0	2
2	CCC([C@@H](C)C)OC	12913	0	0	0	1
2	CCC([C@@H](C)C)[C@@](C)(C)C	12914	0	0	0	1
2	CCC([C@@H](C)C)[C@](C)(C)C	12915	0	0	0	6
2	CCC([C@@H](C)C)[N+](=C)[Ni-2]	12916	0	0	0	2
2	CCC([C@@H](C)C)[N+](=C)[Ni-3]	12917	0	0	0	1
2	CCC([C@@H](C)C)[N](C)[Ni]	12918	0	0	0	1
2	CCC([C@@H](C)O)=NC	12919	0	0	0	1
2	CCC([C@@H](C)[NH2+])=CN	12920	0	0	0	2
2	CCC([C@@H](O)C)N(C)C	12921	0	0	0	1
2	CCC([C@@H](O)N)N(C)C	12922	0	0	0	1
2	CCC([C@@](C)(C)C)[C@@](C)(C)C	12923	0	0	0	22
2	CCC([C@@](C)(C)C)[C@@](C)(C)O	12924	0	0	0	3
2	CCC([C@@](C)(C)C)[C@](C)(C)C	12925	0	0	0	1
2	CCC([C@@](C)(C)C)[C@](C)(C)O	12926	0	0	0	1
2	CCC([C@@](C)(C)C)[C@](C)(O)C	12927	0	0	0	2
2	CCC([C@@](C)(C)O)[C@](O)(C)C	12928	0	0	0	1
2	CCC([C@H](C)C)=C(C)C	12929	0	0	0	2
2	CCC([C@H](C)C)=CC	12930	0	0	0	3
2	CCC([C@H](C)C)C(C)(C)C	12931	0	0	0	2
2	CCC([C@H](C)C)C(O)(C)C	12932	0	0	0	1
2	CCC([C@H](C)C)[C@@H](S)C	12933	0	0	0	1
2	CCC([C@H](C)C)[C@@](C)(C)C	12934	0	0	0	7
2	CCC([C@H](C)C)[C@@](C)(O)C	12935	0	0	0	1
2	CCC([C@H](C)C)[C@H](C)C	12936	0	0	0	3
2	CCC([C@H](C)C)[C@](C)(C)C	12937	0	0	0	9
2	CCC([C@H](C)C)[NH+](C)C	12938	0	0	0	1
2	CCC([C@H](C)O)=NC	12939	0	0	0	1
2	CCC([C@H](C)O)OC	12940	0	0	0	1
2	CCC([C@H](C)[NH2+])=CN	12941	0	0	0	1
2	CCC([C@H](C)[NH3+])=CC	12942	0	0	0	2
2	CCC([C@H](O)C)C(C)(C)C	12943	0	0	0	1
2	CCC([C@H](O)C)[NH+](C)C	12944	0	0	0	1
2	CCC([C@](C)(C)C)[C@@](C)(C)C	12945	0	0	0	7
2	CCC([C@](C)(C)C)[C@](C)(C)C	12946	0	0	0	8
2	CCC([N+](=O)[O-])=C([O-])C	12947	0	0	0	1
2	CCC([N+](=O)[O-])CC	12948	0	0	0	2
2	CCC([N-])=O	12949	0	0	0	1
2	CCC([NH+](C)C)C(C)(C)C	12950	0	0	0	1
2	CCC([NH+](C)C)C(O)C	12951	0	0	0	2
2	CCC([NH+](C)C)C(c)(C)C	12952	0	0	0	2
2	CCC([NH+](C)C)CC	12953	0	0	0	5
2	CCC([NH+](C)C)[C@@](C)(O)C	12954	0	0	0	1
2	CCC([NH+](C)C)[C@H](O)C	12955	0	0	0	1
2	CCC([NH2+]C)C(=O)[O-]	12956	0	0	0	5
2	CCC([NH2+]C)C(C)(N)O	12957	0	0	0	1
2	CCC([NH2+]C)CC	12958	0	0	0	3
2	CCC([NH2+]C)[C@H](O)C	12959	0	0	0	1
2	CCC([NH2+][NH-])C(=O)[O-]	12960	0	0	0	1
2	CCC([NH3+])(C(=O)[O-])CC	12961	0	0	0	3
2	CCC([NH3+])(C(N)=O)CC	12962	0	0	0	1
2	CCC([NH3+])(CC)CC	12963	0	0	0	3
2	CCC([NH3+])(CF)C(=O)[O-]	12964	0	0	0	2
2	CCC([NH3+])(CO)CO	12965	0	0	0	1
2	CCC([NH3+])C(=O)O	12966	0	0	0	3
2	CCC([NH3+])C(=O)[O-]	12967	0	0	0	90
2	CCC([NH3+])C(C)C	12968	0	0	0	1
2	CCC([NH3+])C(C)O	12969	0	0	0	1
2	CCC([NH3+])C(N)=O	12970	0	0	0	8
2	CCC([NH3+])C(O)C	12971	0	0	0	4
2	CCC([NH3+])C(O)O	12972	0	0	0	2
2	CCC([NH3+])C=C	12973	0	0	0	1
2	CCC([NH3+])CC	12974	0	0	0	15
2	CCC([NH3+])CF	12975	0	0	0	1
2	CCC([NH3+])P	12976	0	0	0	1
2	CCC([NH3+])P(=O)([O-])[O-]	12977	0	0	0	2
2	CCC([NH3+])c(c)c	12978	0	0	0	2
2	CCC([O-])=C([N+])C	12979	0	0	0	1
2	CCC([O-])=NC	12980	0	0	0	3
2	CCC([S-])C(N)=O	12981	0	0	0	1
2	CCC([SeH])CC	12982	0	0	0	1
2	CCC(c(c)c)C(=O)N	12983	0	0	0	1
2	CCC(c(c)c)CC	12984	0	0	0	3
2	CCC(c(c)c)N(C)C	12985	0	0	0	2
2	CCC(c(c)c)N(C)c	12986	0	0	0	2
2	CCC(c(c)c)NC	12987	0	0	0	1
2	CCC(c(c)c)Oc	12988	0	0	0	20
2	CCC(c(c)c)[NH+](C)C	12989	0	0	0	1
2	CCC(c(c)c)c(c)c	12990	0	0	0	2
2	CCC(c(c)c)c(c)o	12991	0	0	0	1
2	CCC(c(n)[nH])CC	12992	0	0	0	1
2	CCC(c(n)s)=NC	12993	0	0	0	1
2	CCC(n)=O	12994	0	0	0	1
2	CCC/C(=C)C	12995	0	0	0	980
2	CCC/C(=N)S	12996	0	0	0	47
2	CCC/C(=N)[S-]	12997	0	0	0	6
2	CCC/C(C)=C	12998	0	0	0	75
2	CCC/C(C)=N	12999	0	0	0	1
2	CCC/C=C	13000	0	0	0	1099
2	CCC/C=N	13001	0	0	0	8
2	CCC/C=[NH+]	13002	0	0	0	2
2	CCC1(C(=O)O)OC1(C)N	13003	0	0	0	1
2	CCC1(C(C)C)CC1C	13004	0	0	0	2
2	CCC1(C(N)=O)C(C)C1(Cl)Cl	13005	0	0	0	1
2	CCC1(C)CO1	13006	0	0	0	1
2	CCC1(C)N=N1	13007	0	0	0	1
2	CCC1(C)OC1C	13008	0	0	0	8
2	CCC1(C=C)OC1C	13009	0	0	0	1
2	CCC1(CC1(C)C)C(C)C	13010	0	0	0	1
2	CCC1(CC1(C)C)[C@@H](C)C	13011	0	0	0	6
2	CCC1(CO1)[C@@](C)(C)C	13012	0	0	0	2
2	CCC1(CS)CC1	13013	0	0	0	1
2	CCC1(OC1(C)C)C(=O)c	13014	0	0	0	1
2	CCC1(OC1(C)N)C(=O)c	13015	0	0	0	1
2	CCC1=C(C)C1	13016	0	0	0	2
2	CCC1C(=O)CC1(C)C	13017	0	0	0	1
2	CCC1C(=O)CC1C	13018	0	0	0	1
2	CCC1C(=O)NC1C	13019	0	0	0	1
2	CCC1C(=O)OC1C	13020	0	0	0	4
2	CCC1C(C)C1(C)C	13021	0	0	0	11
2	CCC1C(C)CC1(C)C	13022	0	0	0	2
2	CCC1C(C)CN1C	13023	0	0	0	5
2	CCC1C(O)=CC1C	13024	0	0	0	1
2	CCC1CC1	13025	0	0	0	1
2	CCC1CC1(C)C	13026	0	0	0	2
2	CCC1CC1=C	13027	0	0	0	2
2	CCC1CC1C	13028	0	0	0	44
2	CCC1CCC1(C)C	13029	0	0	0	9
2	CCC1CO1	13030	0	0	0	3
2	CCC1CS1	13031	0	0	0	1
2	CCC1OC1(C)C	13032	0	0	0	6
2	CCC1OC1C	13033	0	0	0	61
2	CCC1OCC1C	13034	0	0	0	4
2	CCC1O[C@]1(C)C	13035	0	0	0	1
2	CCC=C	13036	0	0	0	22
2	CCC=C(Br)C	13037	0	0	0	1
2	CCC=C(C)C	13038	-0.3057061177	1	2	1432
2	CCC=C(C)Cl	13039	0	0	0	3
2	CCC=C(C)N	13040	0	0	0	5
2	CCC=C(C)O	13041	0	0	0	4
2	CCC=C(C)S	13042	0	0	0	1
2	CCC=C(C)[N+]	13043	0	0	0	1
2	CCC=C(C)[NH2+]	13044	0	0	0	1
2	CCC=C(O)C	13045	0	0	0	3
2	CCC=C([N+])C	13046	0	0	0	1
2	CCC=CC	13047	0	0	0	32
2	CCC=CN	13048	3.710135131	1	2	14
2	CCC=CO	13049	0	0	0	2
2	CCC=CS	13050	0	0	0	1
2	CCC=C[N+]	13051	0	0	0	1
2	CCC=NC	13052	13.12113488	1	2	10
2	CCC=NN	13053	0	0	0	1
2	CCC=NO	13054	0	0	0	1
2	CCC=O	13055	-1.579479037	1	7	178
2	CCC=S	13056	0	0	0	1
2	CCC=S=O	13057	0	0	0	2
2	CCC=[N+](C)C	13058	0	0	0	4
2	CCC=[N+]([O-])[O-]	13059	0	0	0	1
2	CCC=[NH+]C	13060	0	0	0	2
2	CCC=[NH2+]	13061	0	0	0	2
2	CCCBr	13062	0	0	0	3
2	CCCC	13063	4.786343723	1	18	3508
2	CCCC#N	13064	0	0	0	12
2	CCCC(=C)C	13065	0	0	0	226
2	CCCC(=C)c	13066	0	0	0	10
2	CCCC(=N)C	13067	0	0	0	7
2	CCCC(=N)N	13068	0	0	0	1
2	CCCC(=N)O	13069	0	0	0	2
2	CCCC(=N)S	13070	0	0	0	4
2	CCCC(=N)[O-]	13071	0	0	0	1
2	CCCC(=N)c	13072	0	0	0	1
2	CCCC(=O)C	13073	1.3308496	1	1	191
2	CCCC(=O)N	13074	-1.471965001	1	1	149
2	CCCC(=O)O	13075	-5.310394283	1	1	1546
2	CCCC(=O)S	13076	-0.825727281	1	2	277
2	CCCC(=O)[O-]	13077	2.375361754	1	40	1336
2	CCCC(=O)[O]	13078	0	0	0	2
2	CCCC(=O)[S-]	13079	0	0	0	1
2	CCCC(=O)c	13080	0	0	0	2
2	CCCC(=[N+])N	13081	0	0	0	1
2	CCCC(=[NH+])N	13082	0	0	0	2
2	CCCC(=[NH2+])O	13083	0	0	0	2
2	CCCC(=[O])N	13084	0	0	0	1
2	CCCC(C)(C)C	13085	0	0	0	275
2	CCCC(C)(C)O	13086	0	0	0	89
2	CCCC(C)(C)S	13087	0	0	0	4
2	CCCC(C)(C)[NH3+]	13088	0	0	0	1
2	CCCC(C)(Cl)Cl	13089	0	0	0	4
2	CCCC(C)(F)F	13090	0	0	0	1
2	CCCC(C)(N)O	13091	0	0	0	1
2	CCCC(C)(O)C	13092	0	0	0	17
2	CCCC(C)(O)N	13093	0	0	0	7
2	CCCC(C)(O)O	13094	0	0	0	9
2	CCCC(C)(c)C	13095	0	0	0	3
2	CCCC(C)=C	13096	6.595072698	1	1	37
2	CCCC(C)=N	13097	0	0	0	4
2	CCCC(C)=O	13098	1.629984004	1	4	315
2	CCCC(C)=S	13099	0	0	0	1
2	CCCC(C)C	13100	0	0	0	1017
2	CCCC(C)Cl	13101	0	0	0	1
2	CCCC(C)N	13102	-2.095199805	1	1	57
2	CCCC(C)O	13103	0	0	0	270
2	CCCC(C)S	13104	-0.1674814623	1	1	16
2	CCCC(C)[N+]	13105	0	0	0	1
2	CCCC(C)[NH+]	13106	0	0	0	39
2	CCCC(C)[NH2+]	13107	0	0	0	17
2	CCCC(C)[NH3+]	13108	0	0	0	21
2	CCCC(C)[S+]	13109	0	0	0	1
2	CCCC(C)[SeH]	13110	0	0	0	1
2	CCCC(C)c	13111	0	0	0	1
2	CCCC(C)n	13112	0	0	0	2
2	CCCC(F)(F)F	13113	0	0	0	1
2	CCCC(N)=C	13114	0	0	0	1
2	CCCC(N)=O	13115	-6.328973998	1	14	1038
2	CCCC(N)=S	13116	0	0	0	4
2	CCCC(N)=[NH2+]	13117	0	0	0	1
2	CCCC(N)C	13118	0	0	0	21
2	CCCC(N)O	13119	0	0	0	2
2	CCCC(N)S	13120	0	0	0	1
2	CCCC(N)[NH+]	13121	0	0	0	1
2	CCCC(O)(C)C	13122	0	0	0	4
2	CCCC(O)(C)O	13123	0	0	0	4
2	CCCC(O)(C)[NH+]	13124	0	0	0	1
2	CCCC(O)(C)[NH2+]	13125	0	0	0	2
2	CCCC(O)(O)O	13126	0	0	0	4
2	CCCC(O)(P)P	13127	0	0	0	1
2	CCCC(O)C	13128	-1.330849597	1	1	57
2	CCCC(O)N	13129	0	0	0	11
2	CCCC(O)O	13130	0	0	0	9
2	CCCC(O)[NH+]	13131	0	0	0	2
2	CCCC(P)C	13132	0	0	0	1
2	CCCC(P)P	13133	0	0	0	1
2	CCCC(P)S	13134	0	0	0	3
2	CCCC([N+])C	13135	0	0	0	3
2	CCCC([N-])=O	13136	0	0	0	3
2	CCCC([NH+])C	13137	0	0	0	1
2	CCCC([NH+])O	13138	0	0	0	1
2	CCCC([NH2+])C	13139	0	0	0	2
2	CCCC([NH3+])C	13140	0	0	0	3
2	CCCC([NH3+])P	13141	0	0	0	1
2	CCCC([O-])=C	13142	0	0	0	4
2	CCCC(c)(C)C	13143	0	0	0	3
2	CCCC(c)(O)O	13144	0	0	0	1
2	CCCC(c)(c)C	13145	0	0	0	1
2	CCCC(c)(c)O	13146	0	0	0	2
2	CCCC(c)=C	13147	0	0	0	1
2	CCCC(c)=O	13148	0	0	0	10
2	CCCC(c)C	13149	0	0	0	4
2	CCCC(c)O	13150	0	0	0	6
2	CCCC(n)C	13151	0	0	0	3
2	CCCC(n)O	13152	0	0	0	1
2	CCCC=C	13153	15.87823992	1	1	886
2	CCCC=N	13154	13.66087512	1	1	9
2	CCCC=O	13155	-1.571864261	1	3	100
2	CCCC=S	13156	0	0	0	1
2	CCCC=[N+]	13157	0	0	0	4
2	CCCC=[NH+]	13158	0	0	0	1
2	CCCC=[NH2+]	13159	0	0	0	2
2	CCCCBr	13160	0	0	0	1
2	CCCCC	13161	8.388987687	1	29	5702
2	CCCCCl	13162	0	0	0	1
