radius	group	feature_index	coefficient_kJ_per_mol	used_in_training	n_training_compounds	n_all_modelseed_compounds
2	O=P([O-])(O)O	27652	-125.3384295	1	77	3190
2	O=P([O-])(O)OCO	27653	0	0	0	1
2	O=P([O-])(O)OP	27654	1.063587895	1	20	244
2	O=P([O-])(O)OP(=O)(O)O	27655	-39.00188439	1	2	21
2	O=P([O-])(O)OP(=O)(O)[S-]	27656	0	0	0	1
2	O=P([O-])(O)OP(=O)([O-])O	27657	-22.46323803	1	66	2165
2	O=P([O-])(O)OP(=O)([O-])S	27658	0	0	0	2
2	O=P([O-])(O)OP([O-])([O-])=S	27659	0	0	0	2
2	O=P([O-])(O)OS(=O)(=O)[O-]	27660	-25.81944801	1	1	3
2	O=P([O-])(O)O[Se](=O)(=O)[O-]	27661	0	0	0	2
2	O=P([O-])(O)S	27662	0	0	0	2
2	O=P([O-])(O)[NH+]=P([O-])([O-])[O-]	27663	0	0	0	2
2	O=P([O-])(O)[O]	27664	0	0	0	1
2	O=P([O-])(O)[O][Cu+]	27665	0	0	0	1
2	O=P([O-])(OP)OP	27666	-24.68339311	1	7	97
2	O=P([O-])(S)S	27667	0	0	0	2
2	O=P([O-])([NH+]=P)OP	27668	0	0	0	1
2	O=P([O-])([NH+]=P)[NH+]=P	27669	0	0	0	1
2	O=P([O-])([O-])O	27670	-93.53021455	1	112	2349
2	O=P([O-])([O-])OCO	27671	0	0	0	2
2	O=P([O-])([O-])OP	27672	-41.37109492	1	5	42
2	O=P([O-])([O-])OP(=O)(O)O	27673	-64.66185281	1	4	25
2	O=P([O-])([O-])OP(=O)([O-])O	27674	23.29075788	1	1	16
2	O=P([O-])([O-])S	27675	0	0	0	2
2	O=P([O-])([O-])[NH+]=P	27676	0	0	0	1
2	O=P([O-])([O-])[NH+]=P([O-])([O-])[O-]	27677	0	0	0	1
2	O=P[O-]	27678	0	0	0	1
2	O=S(=O)(N=P)C(F)(F)F	27679	0	0	0	1
2	O=S(=O)(O)O	27680	0	0	0	4
2	O=S(=O)([N-]P)C(F)(F)F	27681	0	0	0	1
2	O=S(=O)([O-])CCBr	27682	0	0	0	1
2	O=S(=O)([O-])CCO	27683	0	0	0	1
2	O=S(=O)([O-])CCS	27684	0	0	0	15
2	O=S(=O)([O-])CO	27685	0	0	0	2
2	O=S(=O)([O-])NP	27686	0	0	0	3
2	O=S(=O)([O-])O	27687	-77.45834404	1	1	316
2	O=S(=O)([O-])OO	27688	0	0	0	2
2	O=S(=O)([O-])OOS	27689	0	0	0	1
2	O=S(=O)([O-])OP	27690	-25.81944801	1	1	3
2	O=S(=O)([O-])S	27691	0	0	0	8
2	O=S(=O)([O-])SS	27692	0	0	0	2
2	O=S(=O)([O-])SS(=O)(=O)[O-]	27693	0	0	0	1
2	O=S(=O)([O-])SSS	27694	0	0	0	1
2	O=S(=O)([O-])[O-]	27695	-70.23694797	1	1	23
2	O=S(O)O	27696	0	0	0	3
2	O=S([O-])O	27697	-75.78910641	1	1	1
2	O=S([O-])S	27698	0	0	0	3
2	O=S([O-])S(=O)(=O)[O-]	27699	0	0	0	1
2	O=S([O-])S(=O)[O-]	27700	0	0	0	1
2	O=S=C=S	27701	0	0	0	1
2	O=S=O	27702	-10.67787179	1	1	1
2	O=[As]([O-])(O)S	27703	0	0	0	2
2	O=[As]([O-])([O-])O	27704	0	0	0	5
2	O=[As][O-]	27705	0	0	0	1
2	O=[As][O]	27706	0	0	0	1
2	O=[As][O][Na]	27707	0	0	0	1
2	O=[B-](O)O	27708	0	0	0	1
2	O=[B-](O)OB(O)O	27709	0	0	0	1
2	O=[N+]([O-])C(Br)(CO)CO	27710	0	0	0	1
2	O=[N+]([O-])C(Cl)(Cl)Cl	27711	0	0	0	1
2	O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	27712	0	0	0	1
2	O=[N+]([O-])CCO	27713	0	0	0	1
2	O=[N+]([O-])O	27714	0	0	0	13
2	O=[N+]([O-])[O-]	27715	-31.42266487	1	1	9
2	O=[N+]([O-])[O]	27716	0	0	0	1
2	O=[N+]([O-])[O][Bi]	27717	0	0	0	1
2	O=[N+]([O-])[O][Bi]([O])[O]	27718	0	0	0	1
2	O=[N+]=O	27719	0	0	0	1
2	O=[N][Fe-2]	27720	0	0	0	2
2	O=[O+][O-]	27721	0	0	0	1
2	O=[PH](O)O	27722	0	0	0	1
2	O=[PH]([O-])O	27723	0	0	0	3
2	O=[Se](=O)([O-])O	27724	0	0	0	2
2	O=[Se](=O)([O-])OP	27725	0	0	0	2
2	O=[Se](=O)([O-])[O-]	27726	0	0	0	1
2	O=[Se]([O-])[O-]	27727	0	0	0	2
2	O=[Se]=O	27728	0	0	0	1
2	O=[Si]([O-])O	27729	0	0	0	1
2	O=[Te](=O)([O-])[O-]	27730	0	0	0	1
2	O=[Te]([O-])[O-]	27731	0	0	0	1
2	O=c(s)s	27732	0	0	0	1
2	O=c1cc([O-])c1	27733	0	0	0	1
2	O=c1cc([O-])c1=O	27734	0	0	0	1
2	O=c1ccc1=O	27735	0	0	0	1
2	O=c1ccc1[O-]	27736	0	0	0	1
2	OB(O)O	27737	0	0	0	1
2	OB(O)OB(O)O	27738	0	0	0	1
2	OC(=S)S	27739	0	0	0	2
2	OC(=S)[S-]	27740	0	0	0	2
2	OC(Br)C(Cl)(Cl)Br	27741	0	0	0	1
2	OC(CCS)O	27742	0	0	0	2
2	OC(CCl)CCl	27743	0	0	0	1
2	OC(Cl)C(Cl)(Cl)Cl	27744	0	0	0	1
2	OC(Cl)C(F)(F)F	27745	0	0	0	1
2	OC(Cl)CCl	27746	0	0	0	1
2	OC(Cl)CS	27747	0	0	0	1
2	OC(F)(F)C(Cl)Cl	27748	0	0	0	1
2	OC(F)(F)C(F)C(F)(F)F	27749	0	0	0	2
2	OC(F)(F)C(F)Cl	27750	0	0	0	2
2	OC(F)(F)C(F)F	27751	0	0	0	2
2	OC(F)(F)F	27752	0	0	0	9
2	OC(F)(F)O	27753	0	0	0	1
2	OC(F)C(F)(F)F	27754	0	0	0	1
2	OC(F)F	27755	0	0	0	9
2	OC(O)C(Cl)(Cl)Cl	27756	0	0	0	1
2	OC(O)C(Cl)Cl	27757	0	0	0	1
2	OC(O)CCl	27758	0	0	0	1
2	OC(P)C(Cl)(Cl)Cl	27759	0	0	0	2
2	OC(P)COP	27760	0	0	0	1
2	OC(S)C(Cl)Cl	27761	0	0	0	1
2	OC/C=C/Cl	27762	0	0	0	3
2	OC/C=C\Cl	27763	0	0	0	1
2	OC=C(Cl)Cl	27764	0	0	0	1
2	OCC(Br)CBr	27765	0	0	0	2
2	OCC(CO)(CBr)CBr	27766	0	0	0	1
2	OCC(CO)(CO)CO	27767	0	0	0	1
2	OCC(CO)OP	27768	0	0	0	5
2	OCC(CS)S[As]	27769	0	0	0	1
2	OCC(Cl)(Cl)Cl	27770	0	0	0	4
2	OCC(F)(F)C(F)(F)F	27771	0	0	0	1
2	OCC(F)(F)F	27772	0	0	0	3
2	OCC(F)F	27773	0	0	0	1
2	OCC(O)CCl	27774	0	0	0	1
2	OCC(O)CO	27775	-8.09348353	1	1	73
2	OCC(O)CS	27776	0	0	0	3
2	OCC(O)P	27777	0	0	0	1
2	OCC(S)CS	27778	0	0	0	1
2	OCC1(CO)C[NH+]C1	27779	0	0	0	1
2	OCC1CC1	27780	0	0	0	3
2	OCC1CO1	27781	0	0	0	9
2	OCC=C(Cl)Cl	27782	0	0	0	1
2	OCCC(O)O	27783	0	0	0	2
2	OCCCO	27784	0	0	0	15
2	OCCCS	27785	0	0	0	5
2	OCCCl	27786	0	0	0	5
2	OCCF	27787	0	0	0	1
2	OCCO	27788	0	0	0	24
2	OCCOP	27789	0	0	0	3
2	OCCOS	27790	0	0	0	1
2	OCCO[Si]	27791	0	0	0	1
2	OCCP	27792	0	0	0	2
2	OCCS	27793	0	0	0	10
2	OCCSO	27794	0	0	0	1
2	OCCSS	27795	0	0	0	1
2	OCC[As+]	27796	0	0	0	1
2	OCCl	27797	0	0	0	5
2	OCF	27798	0	0	0	1
2	OCO	27799	0	0	0	4
2	OCP	27800	0	0	0	1
2	OCS	27801	0	0	0	4
2	OC[C@@H](CS)OP	27802	0	0	0	1
2	OC[C@@H](O)CO	27803	0	0	0	163
2	OC[C@@H](O)CS	27804	0	0	0	1
2	OC[C@H](CO)OP	27805	0	0	0	3
2	OC[C@H](O)CO	27806	-3.82152461	1	1	58
2	OC[C@H](O)CS	27807	0	0	0	1
2	OC[C@H](O)S	27808	0	0	0	2
2	ON(O)[O][Bi]	27809	0	0	0	1
2	ON(O)[O][Bi]([O])[O]	27810	0	0	0	1
2	ONS	27811	0	0	0	1
2	OOS	27812	0	0	0	1
2	OP(=S)(O)O	27813	0	0	0	2
2	OP(O)(=S)S	27814	0	0	0	34
2	OP(O)(=S)SCCl	27815	0	0	0	1
2	OP(O)(=S)SCS	27816	0	0	0	6
2	OP(O)(O)=S	27817	0	0	0	42
2	OP(O)O	27818	0	0	0	1
2	O[As](=S)([S-])[S-]	27819	0	0	0	1
2	O[As](S)S	27820	0	0	0	1
2	O[As]([O])[O]	27821	0	0	0	1
2	O[As]([O])[O][Sb]([OH])[O]	27822	0	0	0	1
2	O[As]([O][Sb])[O][Sb]	27823	0	0	0	1
2	O[B-](O)(O)O	27824	0	0	0	3
2	O[C@H](C(Cl)(Cl)Cl)O	27825	0	0	0	1
2	O[PH](O)(O)O	27826	0	0	0	1
2	O[Si](O)(O)CCCl	27827	0	0	0	1
2	O[Si](O)(O)O	27828	0	0	0	2
2	P	27829	8.468739609	1	1	19
2	PCCCl	27830	0	0	0	1
2	PN1CC1	27831	0	0	0	4
2	PN=C1SCS1	27832	0	0	0	1
2	PNCCCl	27833	0	0	0	8
2	POC(Br)C(Cl)(Cl)Br	27834	0	0	0	1
2	POC(Cl)C(Cl)(Cl)Cl	27835	0	0	0	1
2	POC=C(Cl)Cl	27836	0	0	0	1
2	POCC(Cl)(Cl)Cl	27837	0	0	0	1
2	POCCCl	27838	0	0	0	1
2	POCCS	27839	0	0	0	2
2	POCOP	27840	0	0	0	1
2	PSCCS	27841	0	0	0	9
2	PSCCl	27842	0	0	0	1
2	PSCSP	27843	0	0	0	1
2	P[O][Cu+]	27844	0	0	0	1
2	P[O][K]	27845	0	0	0	4
2	S	27846	-48.16120836	1	5	45
2	S/C(Cl)=C\Cl	27847	0	0	0	2
2	S/C=C/CS	27848	0	0	0	1
2	S/C=C\CS	27849	0	0	0	1
2	S=C(Cl)CCl	27850	0	0	0	1
2	S=C(Cl)Cl	27851	0	0	0	1
2	S=C=S	27852	0	0	0	2
2	S=[As]([S-])([S-])[S-]	27853	0	0	0	1
2	S=c(s)s	27854	0	0	0	1
2	SC(Cl)(Cl)C(Cl)Cl	27855	0	0	0	1
2	SC(Cl)(Cl)Cl	27856	0	0	0	3
2	SC/C(Cl)=C/Cl	27857	0	0	0	1
2	SC=CCS	27858	0	0	0	1
2	SCC(Cl)=C(Cl)Cl	27859	0	0	0	1
2	SCC(S)CS	27860	0	0	0	1
2	SCCBr	27861	0	0	0	1
2	SCCCBr	27862	0	0	0	1
2	SCCCS	27863	0	0	0	1
2	SCCCl	27864	0	0	0	2
2	SCCNS	27865	0	0	0	1
2	SCCOS	27866	0	0	0	3
2	SCCS	27867	0	0	0	1
2	SCCl	27868	0	0	0	1
2	SCS	27869	0	0	0	2
2	SCSSS	27870	0	0	0	1
2	SOCCCl	27871	0	0	0	1
2	SSCCS	27872	0	0	0	2
2	SSCSS	27873	0	0	0	1
2	SSSSS	27874	0	0	0	1
2	S[O][K]	27875	0	0	0	3
2	[222Rn]	27876	0	0	0	1
2	[228RaH2]	27877	0	0	0	1
2	[232Th]	27878	0	0	0	1
2	[32PH3]	27879	0	0	0	1
2	[Ag+2]	27880	0	0	0	1
2	[Ag+]	27881	0	0	0	2
2	[Ag]	27882	0	0	0	1
2	[Al+3]	27883	0	0	0	5
2	[Al-3]	27884	0	0	0	1
2	[Al-]	27885	0	0	0	1
2	[Al]	27886	0	0	0	1
2	[As-]	27887	0	0	0	1
2	[AsH2]	27888	0	0	0	3
2	[AsH3]	27889	0	0	0	1
2	[AsH6+3]	27890	0	0	0	1
2	[AsH8+5]	27891	0	0	0	1
2	[AsH]	27892	0	0	0	1
2	[As]	27893	0	0	0	21
2	[As]C[As](C[As])O[As]	27894	0	0	0	2
2	[As]C[As](C[As])S[As]	27895	0	0	0	1
2	[As]C[As](O[As])O[As]	27896	0	0	0	1
2	[As]C[As](O[As])S[As]	27897	0	0	0	1
2	[As]C[As](S[As])S[As]	27898	0	0	0	1
2	[B-]	27899	0	0	0	1
2	[B-]C#N	27900	0	0	0	1
2	[B-]O[C@@](C)(OC)[C@@](O)(C)O	27901	0	0	0	2
2	[B-]O[C@](O)([C@@H](O)C)[C@](C)(O)O	27902	0	0	0	2
2	[B-]c(c)ccc	27903	0	0	0	1
2	[BH3-]C#N	27904	0	0	0	1
2	[BH4-]	27905	0	0	0	2
2	[Ba+2]	27906	0	0	0	3
2	[Be+2]	27907	0	0	0	2
2	[BeH2]	27908	0	0	0	1
2	[BiH3]	27909	0	0	0	1
2	[Br+2]	27910	0	0	0	1
2	[Br-]	27911	0	0	0	16
2	[C+]C(=O)C	27912	0	0	0	1
2	[C+]C=C(C)CC	27913	0	0	0	1
2	[C+]C=C([C@@H](C)C)[NH+](C)[Co-2]	27914	0	0	0	1
2	[C+]N(C)[O][Fe-3]([O])([O])([O])([O+])[O+]	27915	0	0	0	2
2	[C+]N([O])CCC	27916	0	0	0	2
2	[C+][C@@](C)(C)C	27917	0	0	0	2
2	[C+][C@@](C)(CC(=O)[O-])C	27918	0	0	0	1
2	[C+][C@@](C)(CC(N)=O)C	27919	0	0	0	1
2	[C-]C#N	27920	0	0	0	1
2	[C-]C(=O)C	27921	0	0	0	1
2	[C-]C(=O)N	27922	0	0	0	2
2	[C-]C(=O)O	27923	0	0	0	1
2	[C-]C(=O)OCC	27924	0	0	0	1
2	[C-]C(=O)[O-]	27925	0	0	0	2
2	[C-]CC(=O)[O-]	27926	0	0	0	2
2	[C-]CC(C)=O	27927	0	0	0	2
2	[C-]CCC(=O)[C-]	27928	0	0	0	1
2	[C-]CCC(=O)[O-]	27929	0	0	0	1
2	[C-]CCCC	27930	0	0	0	1
2	[C-]CC[N+](=O)[O-]	27931	0	0	0	1
2	[C-]COC(C)=O	27932	0	0	0	1
2	[C-]C[C-]([N+](=O)[O-])C(=O)C	27933	0	0	0	1
2	[C-]C[C-]([N+](=O)[O-])CC	27934	0	0	0	1
2	[C-][C@@H](C)O	27935	0	0	0	1
2	[C-][N+]#N	27936	0	0	0	2
2	[C-][N+](=O)[O-]	27937	0	0	0	7
2	[CH+]=C(C)c	27938	0	0	0	1
2	[CH+]=C(C)c(cc)c(c)N	27939	0	0	0	1
2	[CH+]=C(C=N)c(c)c	27940	0	0	0	1
2	[CH+]=C(c)C=Nc	27941	0	0	0	1
2	[CH-]C(N)=O	27942	0	0	0	1
2	[CH-]P(=O)(O)CCC	27943	0	0	0	1
2	[CH-]P(C)(=O)O	27944	0	0	0	1
2	[CH-]P(C)(=O)O[C@@H](C)O	27945	0	0	0	1
2	[CH2]CC(=O)[O-]	27946	0	0	0	1
2	[CH2]CCC	27947	0	0	0	2
2	[CH2]CCCC	27948	0	0	0	1
2	[CH2][C@@H](O)[C@@H](O)[C@@H](O)C	27949	0	0	0	28
2	[CH2][C@@H](OC)[C@@H](O)C	27950	0	0	0	1
2	[CH2][C@H](C)O	27951	0	0	0	1
2	[CH2][C@H](C)O[C@@H](n)C	27952	0	0	0	28
2	[CH2][Ge](=[O])[O]	27953	0	0	0	1
2	[CH2][Ge](=[O])[O][Ge]([CH2])=[O]	27954	0	0	0	1
2	[CH2][Hg][Cl]	27955	0	0	0	1
2	[CH2][Hg][I]	27956	0	0	0	1
2	[CH2][Sn]([CH2])([CH2])[Cl]	27957	0	0	0	1
2	[CH2][Sn]([CH2])([CH2])[O][Sn]([CH2])([CH2])[CH2]	27958	0	0	0	2
2	[CH3]	27959	0	0	0	2
2	[CH3][Co+][N]	27960	0	0	0	1
2	[CH3][Co-2]([N])([N+])([N+])[N+]	27961	0	0	0	3
2	[CH3][Co-3]([N])([N])([n])([N+])[N+]	27962	0	0	0	7
2	[CH3][Co-3]([n])([N])([N])([N+])[N+]	27963	0	0	0	2
2	[CH3][Hg][Cl]	27964	0	0	0	1
2	[CH3][Hg][S]	27965	0	0	0	3
2	[CH3][Hg][S]CC	27966	0	0	0	3
2	[CH]	27967	0	0	0	1
2	[CH]/C=C(/C=C)C=C	27968	0	0	0	1
2	[CH]12[CH]3[CH]4[CH]5[CH]1[Fe+]23451678[CH]2[CH]1[CH]6[CH]7[CH]28	27969	0	0	0	1
2	[CH]12[CH]3[CH]4[CH]5[CH]1[Fe]23451678[CH]2[CH]1[CH]6[CH]7[CH]28	27970	0	0	0	1
2	[CH]CCCC	27971	0	0	0	2
2	[CH]CO	27972	0	0	0	1
2	[CH][Fe+]1234([CH])([CH])([CH])([CH])[CH][CH]1[CH]2[CH]3[CH]4	27973	0	0	0	1
2	[CH][Fe]1234([CH])([CH])([CH])([CH])[CH][CH]1[CH]2[CH]3[CH]4	27974	0	0	0	1
2	[CH][Hg][Br]	27975	0	0	0	1
2	[CH][Sn]([CH])([CH])[OH]	27976	0	0	0	1
2	[C]	27977	0	0	0	2
2	[C]/C=C/C	27978	0	0	0	1
2	[C]=C\C	27979	0	0	0	1
2	[C][Co-2]([N])([N+])([N+])[N](C(=C)C)C(=C)C	27980	0	0	0	2
2	[C][Co-2]([N])([N+])([N+])[N](C(=C)C)[C@@H](C)C	27981	0	0	0	2
2	[C][Co-2]([N])([N])([N+])[N+](=C(C)C)C(=C)C	27982	0	0	0	2
2	[C][Co-2]([N])([N])([N+])[N+](=C(C)C)[C@](C)(C)C	27983	0	0	0	2
2	[C][Co-3]([N])([N+])([N+])[N](C(=C)C)C(=C)C	27984	0	0	0	1
2	[C][Co-3]([N])([N+])([N+])[N](C(=C)C)[C@@H](C)C	27985	0	0	0	1
2	[C][Co-3]([N])([N])([N+])[N+](=C(C)C)C(=C)C	27986	0	0	0	1
2	[C][Co-3]([N])([N])([N+])[N+](=C(C)C)[C@](C)(C)C	27987	0	0	0	1
2	[C][Co-3]([N])([N])([N])([N+])[n+](cn)c(c)c	27988	0	0	0	6
2	[C][Co-3]([N])([N])([N])([N+])[n+](cn)c(c)n	27989	0	0	0	3
2	[C][Co-3]([N])([N])([N])([n+])[N+](=C(C)C)[C@](C)(C)C	27990	0	0	0	9
2	[C][Co-3]([N])([N])([n+])([N+])[N](C(=C)C)C(=C)C	27991	0	0	0	9
2	[C][Co-3]([N])([N])([n+])([N+])[N](C(=C)C)[C@@H](C)C	27992	0	0	0	9
2	[C][Co-3]([OH])([N])([N])([NH+])[N](C(=C)C)C(=C)C	27993	0	0	0	1
2	[C][Co-3]([OH])([N])([N])([NH+])[N](C(=C)C)[C@](C)(C)C	27994	0	0	0	1
2	[C][Co-3]([OH])([N])([N])([N])[NH+]	27995	0	0	0	1
2	[C][Co-3]([OH])([N])([N])([N])[NH+](C(=C)C)[C@@H](C)C	27996	0	0	0	1
2	[C][Fe-2]([C])([C])([C])([C])[N]=O	27997	0	0	0	2
2	[C][Fe-2]([C])([C])([C])([N])[C]#N	27998	0	0	0	2
2	[C][Fe-3]([C])([C])([C])([C])[C]#N	27999	0	0	0	1
2	[C][Fe-4]([C])([C])([C])([C])[C]#N	28000	0	0	0	1
2	[C][Fe]([C])[C]#N	28001	0	0	0	1
2	[C][Fe][C]#N	28002	0	0	0	1
2	[C][Hg][Br]	28003	0	0	0	1
2	[C][Hg][Cl]	28004	0	0	0	1
2	[C]c(c)ccn	28005	0	0	0	1
2	[Ca+2]	28006	0	0	0	27
2	[CaH2]	28007	0	0	0	1
2	[Cd+2]	28008	0	0	0	2
2	[Cd]	28009	0	0	0	1
2	[Cl+2]	28010	0	0	0	2
2	[Cl+3]	28011	0	0	0	1
2	[Cl+]	28012	0	0	0	2
2	[Cl-]	28013	0	0	0	123
2	[Cl-]~[Ba+2]~[Cl-]	28014	0	0	0	1
2	[Cl-]~[Ca+2]~[Cl-]	28015	0	0	0	1
2	[ClH+2]	28016	0	0	0	1
2	[Cl][Cu][Cl]	28017	0	0	0	1
2	[Cl][Fe]([Cl])[Cl]	28018	0	0	0	1
2	[Cl][Fe][Cl]	28019	0	0	0	1
2	[Cl][Hg][Cl]	28020	0	0	0	1
2	[Cl][Pt][Cl]	28021	0	0	0	1
2	[Cl][Sb]([Cl])[Cl]	28022	0	0	0	1
2	[Co+2]	28023	0	0	0	8
2	[Co+3]	28024	0	0	0	1
2	[Co+]	28025	0	0	0	1
2	[Co]	28026	0	0	0	1
2	[Cr+2]	28027	0	0	0	1
2	[Cr+3]	28028	0	0	0	1
2	[Cr+4]	28029	0	0	0	1
2	[Cr+5]	28030	0	0	0	1
2	[Cr+6]	28031	0	0	0	1
2	[Cr]	28032	0	0	0	2
2	[Cs+]	28033	0	0	0	1
2	[Cu+2]	28034	0	0	0	5
2	[Cu+]	28035	0	0	0	2
2	[Cu]	28036	0	0	0	2
2	[F-]	28037	0	0	0	3
2	[F-]~[Be+2]~[F-]	28038	0	0	0	1
2	[F][Al-3]([F])([F])([F])([F])[F]	28039	0	0	0	1
2	[F][Al-]([F])([F])[F]	28040	0	0	0	1
2	[F][Al]([F])[F]	28041	0	0	0	1
2	[Fe+2]	28042	-39.29137094	1	1	4
2	[Fe+3]	28043	-2.298243858	1	1	9
2	[Fe+3][O][Fe+3]1([O][Fe+3])[O][Fe+3][O]1	28044	0	0	0	1
2	[Fe+4]	28045	0	0	0	1
2	[Fe+]1[SH]2[Fe+][SH]3[Fe+][SH]1[Fe]23	28046	0	0	0	1
2	[Fe]	28047	-9.834107162e-10	1	1	5
2	[Fe]1[SH]2[Fe+][SH]3[Fe+][SH]1[Fe+]23	28048	0	0	0	1
2	[Fe]1[SH]2[Fe+][SH]3[Fe+][SH]1[Fe]23	28049	0	0	0	1
2	[Fe]1[SH]2[Fe][SH]3[Fe+][SH]1[Fe+]23	28050	0	0	0	1
2	[Fe]1[SH]2[Fe][SH]3[Fe+][SH]1[Fe]23	28051	0	0	0	1
2	[Fe]1[SH]2[Fe][SH]3[Fe][SH]1[Fe+]23	28052	0	0	0	1
2	[Fe]1[SH]2[Fe][SH]3[Fe][SH]1[Fe]23	28053	0	0	0	1
2	[Fe][SH]1[Fe][S][Fe]1	28054	0	0	0	1
2	[GeH4]	28055	0	0	0	1
2	[H+]	28056	0	0	1	1
2	[H]	28057	0	0	1	1
2	[Hg+2]	28058	0	0	0	3
2	[Hg+]	28059	0	0	0	1
2	[Hg]	28060	0	0	0	3
2	[I+2]	28061	0	0	0	2
2	[I-]	28062	0	0	0	11
2	[K+]	28063	0	0	0	23
2	[KH]	28064	0	0	0	1
2	[La+3]	28065	0	0	0	1
2	[Li+]	28066	0	0	0	2
2	[LiH]	28067	0	0	0	1
2	[Mg+2]	28068	-226.8267568	1	1	11
2	[Mn+2]	28069	0	0	0	3
2	[Mn+3]	28070	0	0	0	1
2	[Mn]	28071	-5.6080937e-10	1	1	2
2	[Mo+2]	28072	0	0	0	1
2	[Mo+6]	28073	0	0	0	1
2	[Mo]	28074	0	0	0	3
2	[N+]	28075	9.182937503	1	3	20
2	[N+]=CCC(=O)[O-]	28076	0	0	0	1
2	[N+]=N/CO	28077	0	0	0	1
2	[N+]=NCCS	28078	0	0	0	1
2	[N+]C(Cl)(Cl)Cl	28079	0	0	0	1
2	[N+]C([N+])([N+])[N+](=O)[O-]	28080	0	0	0	1
2	[N+]C=CC(=O)[O-]	28081	0	0	0	1
2	[N+]CB(O)O	28082	0	0	0	1
2	[N+]CC(=O)[O-]	28083	0	0	0	1
2	[N+]CC(O)C(=O)[O-]	28084	0	0	0	1
2	[N+]CC(O)O	28085	0	0	0	1
2	[N+]CC=O	28086	0	0	0	1
2	[N+]CCC(=O)O	28087	0	0	0	4
2	[N+]CCC(=O)[O-]	28088	0	0	0	3
2	[N+]CCCO	28089	0	0	0	3
2	[N+]CCCS	28090	0	0	0	3
2	[N+]CCC[NH3+]	28091	0	0	0	3
2	[N+]CCCl	28092	0	0	0	2
2	[N+]CCO	28093	3.231256158	1	1	2
2	[N+]CCOP	28094	-1.704013357	1	2	195
2	[N+]CCOS	28095	0	0	0	1
2	[N+]CCP(=O)([O-])O	28096	0	0	0	3
2	[N+]CCSP	28097	0	0	0	1
2	[N+]C[C@H](O)P(=O)([O-])O	28098	0	0	0	1
2	[N+]OC(CO)CO	28099	0	0	0	2
2	[N+]OCC[NH+]	28100	0	0	0	1
2	[N+]O[C@H](CO)CO	28101	0	0	0	1
2	[N-]=[N+]=C(C=N)C(=O)N	28102	0	0	0	1
2	[N-]=[N+]=N	28103	0	0	0	13
2	[N-]=[N+]=NO	28104	0	0	0	1
2	[N-]=[N+]=Nc(n)n	28105	0	0	0	1
2	[N-]=[N+]=[N-]	28106	0	0	0	1
2	[N-]C(=O)C(=O)C(=O)N	28107	0	0	0	1
2	[N-]C(=O)C([NH3+])CO	28108	0	0	0	1
2	[N-]C(=O)N	28109	0	0	0	4
2	[N-]C(=O)NC(=O)[O-]	28110	0	0	0	1
2	[N-]C(=O)NC(N)=O	28111	0	0	0	1
2	[N-]C(=O)O	28112	0	0	0	1
2	[N-]C(=O)[C@@H]([NH3+])CO	28113	0	0	0	1
2	[N-]C(=O)[C@H]([NH3+])CO	28114	0	0	0	1
2	[N-]C(=S)S	28115	0	0	0	1
2	[N-]C(N)=O	28116	0	0	0	37
2	[N-]C([O-])=[NH+]	28117	0	0	0	1
2	[N-]C(n)=O	28118	0	0	0	1
2	[N-]OS(=O)(=O)[O-]	28119	0	0	0	6
2	[N-]S(=O)(=O)C(F)(F)F	28120	0	0	0	3
2	[N-]S(=O)(=O)N	28121	0	0	0	2
2	[N-]S(=O)(=O)O	28122	0	0	0	4
2	[N-]S(=O)(=O)OP(=O)([O-])O	28123	0	0	0	1
2	[N-]S(N)(=O)=O	28124	0	0	0	3
2	[N-][N+](=O)[O-]	28125	0	0	0	2
2	[NH+]	28126	1.85671881	1	1	1
2	[NH+]=P([O-])([O-])[O-]	28127	0	0	0	4
2	[NH+]C(=O)[O-]	28128	0	0	0	2
2	[NH+]CC(=O)[O-]	28129	0	0	0	5
2	[NH+]CC([NH3+])C(=O)[O-]	28130	0	0	0	1
2	[NH+]CC1(O)CC1	28131	0	0	0	1
2	[NH+]CC1CC1	28132	0	0	0	10
2	[NH+]CC1CCC1	28133	0	0	0	2
2	[NH+]CCC(=O)O	28134	0	0	0	1
2	[NH+]CCC(=O)[O-]	28135	0	0	0	1
2	[NH+]CCCO	28136	0	0	0	11
2	[NH+]CCCS	28137	0	0	0	2
2	[NH+]CCC[NH3+]	28138	0	0	0	1
2	[NH+]CCCl	28139	0	0	0	3
2	[NH+]CCO	28140	0	0	0	10
2	[NH+]CCOP	28141	0	0	0	7
2	[NH+]CCP(=O)([O-])O	28142	0	0	0	1
2	[NH+]CCS(=O)(=O)[O-]	28143	0	0	0	1
2	[NH+]CP(=O)([O-])[O-]	28144	0	0	0	1
2	[NH+]N=O	28145	0	0	0	1
2	[NH+]P(=O)([O-])O	28146	0	0	0	2
2	[NH+]P(=O)([O-])OP(=O)([O-])O	28147	0	0	0	1
2	[NH+]P(=O)([O-])[NH+]=P([O-])([O-])[O-]	28148	0	0	0	1
2	[NH+]P(=O)([O-])[O-]	28149	-25.77651549	1	4	8
2	[NH+]P([NH+])(=O)[O-]	28150	0	0	0	1
2	[NH2+]	28151	-0.9560327978	1	1	2
