rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn01692	Estradiol-17beta:NAD+ 17-oxidoreductase	1.1.1.51;1.1.1.62	1.070	0.850	0.220	0.220	(1) NAD[0] + (1) Estradiol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Estrone[0]	h;nad;nadh	1.000	4.000	5	21
rxn32562	Estradiol 17 beta-dehydrogenase-(NAD)	1.1.1.51;1.1.1.62	1.070	0.850	0.220	0.220	(1) NAD[0] + (1) Estradiol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Estrone[0]	h;nad;nadh	1.000	4.000	5	21
rxn15726	R08198	1.1.1.95;1.1.99.2	6.520	6.740	-0.220	0.220	(1) NAD[0] + (1) (R)-2-Hydroxyglutarate[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21
rxn03294	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase	1.3.1.3;1.3.99.6	4.520	4.740	-0.220	0.220	(1) NADP[0] + (1) 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 7alpha,12alpha-Dihydroxycholest-4-en-3-one[0]	h;nadp;nadph	1.000	8.000	5	27
rxn11858	R08331	4.1.3.-	-7.690	-7.470	-0.220	0.220	(1) H2O[0] + (1) Acetyl-CoA[0] + (1) 2-Oxoadipate[0] => (1) CoA[0] + (1) H+[0] + (1) (R)-(homo)2citrate[0]	coa;h;h2o	1.000	6.000	6	23
rxn04945	D-glucose:NADP+ 1-oxidoreductase	1.1.1.119;1.1.1.360	-1.020	-0.790	-0.230	0.230	(1) NADP[0] + (1) D-Glucose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Gluconolactone[0]	h;nadp;nadph	1.000	8.000	5	21
rxn15226	Maltose alpha-D-glucosylmutase	5.4.99.16	-0.650	-0.880	0.230	0.230	(1) Maltose[0] <=> (1) TRHL[0]		0.000	0.000	2	12
rxn20068	malic dehydrogenase	1.1.1.299;1.1.1.37	7.090	7.320	-0.230	0.230	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21
rxn27976	MAL-DEH-GLYOX-RXN.x	1.1.1.299;1.1.1.37	7.090	7.320	-0.230	0.230	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21
rxn00248	(S)-malate:NAD+ oxidoreductase	1.1.1.299;1.1.1.37	7.090	7.320	-0.230	0.230	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21
rxn23652	RXN-13408.d	1.1.1.299;1.1.1.37	7.090	7.320	-0.230	0.230	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21
rxn34245	malate dehydrogenase (NAD)	1.1.1.299;1.1.1.37	7.090	7.320	-0.230	0.230	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21
rxn07874	R08085	1.1.1.183;1.1.1.71	4.890	4.650	0.240	0.240	(1) NADP[0] + (1) (-)-Citronellol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (S)-(-)-Citronellal[0]	h;nadp;nadph	1.000	8.000	5	21
rxn01161	N-Methyl-2-oxoglutaramate methylamidohydrolase	3.5.1.36	2.450	2.690	-0.240	0.240	(1) H2O[0] + (1) N-Methyl-2-oxoglutaramate[0] <=> (1) 2-Oxoglutarate[0] + (1) Methanamine[0]	h2o	0.000	4.000	4	6
rxn16442	2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate 2-epimerase	5.1.3.23	0.000	-0.240	0.240	0.240	(1) UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate[0] <=> (1) UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate[0]		0.000	0.000	2	19
rxn15029	D-Glucose-6-phosphate phosphohydrolase	3.1.3.58;3.1.3.9	-3.200	-2.960	-0.240	0.240	(1) H2O[0] + (1) beta-D-Glucose 6-phosphate[0] => (1) Phosphate[0] + (1) beta-D-Glucose[0]	h2o;pi	0.000	0.000	4	6
rxn08459	FADH2:NADP+ oxidoreductase	1.5.1.30;1.5.1.45	-3.610	-3.850	0.240	0.240	(1) NADPH[0] + (1) FAD[0] + (1) H+[0] <=> (1) NADP[0] + (1) FADH2[0]	fad;fadh2;h;nadp;nadph	-1.000	-8.000	5	27
rxn00769	Glycerol hydro-lyase	4.2.1.30	-9.240	-9.000	-0.240	0.240	(1) Glycerol[0] => (1) H2O[0] + (1) Lactaldehyde[0]	h2o	0.000	0.000	3	3
rxn00336	isocitrate glyoxylate-lyase (succinate-forming)	4.1.3.1	2.250	2.010	0.240	0.240	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]		0.000	-4.000	3	6
rxn33534	Isocitrate lyase	4.1.3.1	2.250	2.010	0.240	0.240	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]		0.000	-4.000	3	6
rxn33532	Isocitrate lyase	4.1.3.1	2.250	2.010	0.240	0.240	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]		0.000	-4.000	3	6
rxn33880	Isocitrate Lyase	4.1.3.1	2.250	2.010	0.240	0.240	(1) Isocitrate[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]		0.000	-4.000	3	6
rxn03677	R05376	4.1.1.-	4.700	4.460	0.240	0.240	(1) CO2[0] + (1) DDM[0] <= (1) H+[0] + (1) DDA[0]	co2;h	1.000	2.000	4	14
rxn00779	D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase	1.2.1.9	-9.330	-9.570	0.240	0.240	(1) H2O[0] + (1) NADP[0] + (1) Glyceraldehyde3-phosphate[0] => (1) NADPH[0] + (2) H+[0] + (1) 3-Phosphoglycerate[0]	h;h2o;nadp;nadph	2.000	14.000	6	21
rxn15125	D-Galactose:NAD+ 1-oxidoreductase	1.1.1.48	-3.720	-3.480	-0.240	0.240	(1) NAD[0] + (1) alpha-D-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]	h;nad;nadh	1.000	4.000	5	21
rxn19814	D-glucose-6-phosphate phosphohydrolase	3.1.3.58;3.1.3.9	-3.200	-2.960	-0.240	0.240	(1) H2O[0] + (1) beta-D-Glucose 6-phosphate[0] => (1) Phosphate[0] + (1) beta-D-Glucose[0]	h2o;pi	0.000	0.000	4	6
rxn15107	Glycerol hydro-lyase	4.2.1.30	-9.240	-9.000	-0.240	0.240	(1) Glycerol[0] => (1) H2O[0] + (1) D-Lactaldehyde[0]	h2o	0.000	0.000	3	3
rxn20161	malate oxidase	1.1.3.3	-24.630	-24.880	0.250	0.250	(1) O2[0] + (1) L-Malate[0] => (1) H2O2[0] + (1) Oxaloacetate[0]	h2o2;o2	0.000	0.000	4	4
rxn07873	R08084	1.1.1.183;1.1.1.71	4.890	5.140	-0.250	0.250	(1) NADP[0] + (1) beta-Citronellol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (R)-(+)-Citronellal[0]	h;nadp;nadph	1.000	8.000	5	21
rxn15033	cellobiose glucohydrolase	3.2.1.21	-2.630	-2.880	0.250	0.250	(1) H2O[0] + (1) alpha-Cellobiose[0] => (2) alpha-D-Glucose[0]	h2o	0.000	0.000	3	12
rxn00844	methane,NADPH:oxygen oxidoreductase (hydroxylating)	1.14.13.25	-90.390	-90.640	0.250	0.250	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Methane[0] => (1) H2O[0] + (1) NADP[0] + (1) Methanol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn34191	Acylphosphatase	3.6.1.7	-10.580	-10.830	0.250	0.250	(1) H2O[0] + (1) 1,3-Bisphospho-D-glycerate[0] => (1) Phosphate[0] + (1) H+[0] + (1) 3-Phosphoglycerate[0]	h;h2o;pi	1.000	-2.000	5	3
rxn01103	3-Phospho-D-glyceroyl phosphate phosphohydrolase	3.6.1.7	-10.580	-10.830	0.250	0.250	(1) H2O[0] + (1) 1,3-Bisphospho-D-glycerate[0] => (1) Phosphate[0] + (1) H+[0] + (1) 3-Phosphoglycerate[0]	h;h2o;pi	1.000	-2.000	5	3
rxn00201	R00270		10.040	9.790	0.250	0.250	(1) NH3[0] + (1) 2-Oxoglutarate[0] <= (1) H2O[0] + (1) 4-Oxoglutaramate[0]	h2o;nh3	0.000	-4.000	4	5
rxn00264	(S)-Malate:oxygen oxidoreductase	1.1.3.3	-24.630	-24.880	0.250	0.250	(1) O2[0] + (1) L-Malate[0] => (1) H2O2[0] + (1) Oxaloacetate[0]	h2o2;o2	0.000	0.000	4	4
rxn02683	Nonane-4,6-dione acylhydrolase	3.7.1.7	-11.500	-11.250	-0.250	0.250	(1) H2O[0] + (1) Nonane-4,6-dione[0] => (1) H+[0] + (1) Butyrate[0] + (1) 2-Pentanone[0]	h;h2o	1.000	2.000	5	9
rxn15546	sn-Glycerol-1-phosphate:NADP 2-oxidoreductase	1.1.1.261	4.130	3.880	0.250	0.250	(1) NADP[0] + (1) DL-Glyceryl 1-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Glycerone-phosphate[0]	h;nadp;nadph	1.000	8.000	5	21
rxn02095	Galactitol:NAD+ 2-oxidoreductase	1.1.1.16	2.570	2.820	-0.250	0.250	(1) NAD[0] + (1) Dulcose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Tagatose[0]	h;nad;nadh	1.000	4.000	5	21
rxn03507	N-(Carboxyaminomethyl)urea aminohydrolase	3.5.3.21	-4.600	-4.350	-0.250	0.250	(2) H+[0] + (1) N-(Carboxyaminomethyl)urea[0] => (1) CO2[0] + (1) N-(Aminomethyl)urea[0]	co2;h	-2.000	-2.000	4	3
rxn15547	Mannitol:oxygen oxidoreductase (cyclizing)	1.1.3.40	-28.950	-28.690	-0.260	0.260	(1) O2[0] + (1) D-Mannitol[0] => (1) H2O2[0] + (1) alpha-D-Mannose[0]	h2o2;o2	0.000	0.000	4	6
rxn15548	Mannitol:oxygen oxidoreductase (cyclizing)	1.1.3.40	-28.950	-28.690	-0.260	0.260	(1) O2[0] + (1) D-Mannitol[0] => (1) H2O2[0] + (1) beta-D-Mannose[0]	h2o2;o2	0.000	0.000	4	6
rxn01181	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase (CoA-hydroxycinnamoylating)	1.2.1.44	2.900	2.640	0.260	0.260	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	coa;h;nadp;nadph	-1.000	-8.000	6	30
rxn15167	L-serine hydro-lyase (adding homocysteine; L-cystathionine-forming)	4.2.1.22	-7.790	-7.530	-0.260	0.260	(1) L-Serine[0] + (1) Homocysteine[0] <=> (1) H2O[0] + (1) L-Cystathionine[0]	h2o	0.000	0.000	4	7
rxn32688	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase	1.2.1.44	2.900	2.640	0.260	0.260	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	coa;h;nadp;nadph	-1.000	-8.000	6	30
rxn32687	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase	1.2.1.44	2.900	2.640	0.260	0.260	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	coa;h;nadp;nadph	-1.000	-8.000	6	30
rxn32686	4-Hydroxycinnamyl aldehyde:NADP+ oxidoreductase	1.2.1.44	2.900	2.640	0.260	0.260	(1) NADPH[0] + (1) H+[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) p-Coumaraldehyde[0]	coa;h;nadp;nadph	-1.000	-8.000	6	30
rxn30635	CYSTATHIONINE-BETA-SYNTHASE-RXN	4.2.1.22	-7.790	-7.530	-0.260	0.260	(1) L-Serine[0] + (1) Homocysteine[0] <=> (1) H2O[0] + (1) L-Cystathionine[0]	h2o	0.000	0.000	4	7
rxn01436	L-Kynurenine:glyoxylote aminotransferase (cyclizing)	2.6.1.63	-3.900	-3.640	-0.260	0.260	(1) Glyoxalate[0] + (1) L-Kynurenine[0] <=> (1) Glycine[0] + (1) 4-(2-Aminophenyl)-2,4-dioxobutanoate[0]		0.000	0.000	4	10
rxn00559	D-mannose-6-phosphate aldose-ketose-isomerase	5.3.1.8	-0.210	0.050	-0.260	0.260	(1) D-mannose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]		0.000	0.000	2	6
rxn33575	Mannose-6-phosphate isomerase	5.3.1.8	-0.210	0.050	-0.260	0.260	(1) D-mannose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]		0.000	0.000	2	6
rxn33213	Testosterone 17-beta-dehydrogenase (NADP+)	1.1.1.51;1.1.1.64	0.530	0.270	0.260	0.260	(1) NADP[0] + (1) Testosterone[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Androstenedione[0]	h;nadp;nadph	1.000	8.000	5	21
rxn00286	succinyl-CoA:malate CoA-transferase	2.8.3.-;2.8.3.22	-1.040	-0.780	-0.260	0.260	(1) Succinyl-CoA[0] + (1) L-Malate[0] <=> (1) Succinate[0] + (1) Malyl-CoA[0]		0.000	0.000	4	25
rxn03087	N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase	2.6.1.17	0.090	-0.170	0.260	0.260	(1) 2-Oxoglutarate[0] + (1) N-Succinyl-L-2,6-diaminopimelate[0] <=> (1) L-Glutamate[0] + (1) N-Succinyl-L-2-amino-6-oxopimelate[0]	glu	0.000	2.000	4	11
rxn05112	(7R)-7-(4-carboxybutanamido)cephalosporanate amidohydrolase	3.5.1.93	1.150	1.410	-0.260	0.260	(1) H2O[0] + (1) 7-Glutarylaminocephalosporanate[0] <=> (1) Glutarate[0] + (1) 7-ACA[0]	h2o	0.000	0.000	4	15
rxn33558	Mannose-6-phosphate isomerase	5.3.1.8	-0.210	0.050	-0.260	0.260	(1) D-mannose-6-phosphate[0] <=> (1) D-fructose-6-phosphate[0]		0.000	0.000	2	6
rxn01338	Testosterone:NADP+ 17-oxidoreductase	1.1.1.51;1.1.1.64	0.530	0.270	0.260	0.260	(1) NADP[0] + (1) Testosterone[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Androstenedione[0]	h;nadp;nadph	1.000	8.000	5	21
rxn04565	pseudotropine:NADP+ 3-oxidoreductase	1.1.1.236	0.290	0.550	-0.260	0.260	(1) NADPH[0] + (1) H+[0] + (1) Tropinone[0] <=> (1) NADP[0] + (1) Pseudotropine[0]	h;nadp;nadph	-1.000	-8.000	5	21
rxn02344	(3S)-3,6-Diaminohexanoate 5,6-aminomutase	5.4.3.3	1.120	0.860	0.260	0.260	(1) L-beta-Lysine[0] <=> (1) (3S,5S)-3,5-Diaminocaproate[0]		0.000	0.000	2	6
rxn03990	nitric oxide, NAD(P)H2:oxygen oxidoreductase	1.14.12.17	-116.780	-117.040	0.260	0.260	(1) NADH[0] + (2) O2[0] + (2) NO[0] => (1) NAD[0] + (1) H+[0] + (2) Nitrate[0]	h;nad;nadh;o2	1.000	0.000	6	21
rxn12206	malonate carboxy-lyase (biotin-independent/biotin-dependent)	4.1.1.88;4.1.1.89	-6.580	-6.850	0.270	0.270	(1) H+[0] + (1) Malonate[0] => (1) CO2[0] + (1) Acetate[0]	co2;h	-1.000	-4.000	4	3
rxn00256	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	2.3.3.1;2.3.3.16;2.3.3.3;4.1.3.7	8.600	8.330	0.270	0.270	(1) CoA[0] + (1) H+[0] + (1) Citrate[0] <= (1) H2O[0] + (1) Acetyl-CoA[0] + (1) Oxaloacetate[0]	coa;h;h2o	-1.000	-6.000	6	23
rxn31214	(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative	1.1.3.15	-21.190	-21.460	0.270	0.270	(1) O2[0] + (1) Glycolate[0] => (1) H2O2[0] + (1) Glyoxalate[0]	h2o2;o2	0.000	0.000	4	2
rxn34231	(S)-2-hydroxy-acid oxidase	1.1.3.15	-21.190	-21.460	0.270	0.270	(1) O2[0] + (1) Glycolate[0] => (1) H2O2[0] + (1) Glyoxalate[0]	h2o2;o2	0.000	0.000	4	2
rxn25769	RXN-969.d	1.1.3.15	-21.190	-21.460	0.270	0.270	(1) O2[0] + (1) Glycolate[0] => (1) H2O2[0] + (1) Glyoxalate[0]	h2o2;o2	0.000	0.000	4	2
rxn01802	Glutaryl-CoA:(acceptor) 2,3-oxidoreductase (decarboxylating)	1.3.99.7	6.880	6.610	0.270	0.270	(1) FAD[0] + (1) H+[0] + (1) Glutaryl-CoA[0] <=> (1) CO2[0] + (1) Crotonyl-CoA[0] + (1) FADH2[0]	co2;fad;fadh2;h	-1.000	-10.000	6	27
rxn32255	Glycolate:oxygen 2-oxidoreductase	1.1.3.15	-21.190	-21.460	0.270	0.270	(1) O2[0] + (1) Glycolate[0] => (1) H2O2[0] + (1) Glyoxalate[0]	h2o2;o2	0.000	0.000	4	2
rxn00333	Glycolate:oxygen 2-oxidoreductase	1.1.3.15	-21.190	-21.460	0.270	0.270	(1) O2[0] + (1) Glycolate[0] => (1) H2O2[0] + (1) Glyoxalate[0]	h2o2;o2	0.000	0.000	4	2
rxn15092	propanoyl-CoA:glyoxylate C-propanoyltransferase (thioester-hydrolysing, 2-carboxyethyl-forming)	2.3.3.11	10.700	10.430	0.270	0.270	(1) CoA[0] + (1) H+[0] + (1) (R)-2-Hydroxyglutarate[0] <= (1) H2O[0] + (1) Glyoxalate[0] + (1) Propionyl-CoA[0]	coa;h;h2o	-1.000	-4.000	6	24
rxn29956	5'-nucleotidase (dUMP)	3.1.3.5	-3.090	-2.820	-0.270	0.270	(1) H2O[0] + (1) dUMP[0] => (1) Phosphate[0] + (1) Deoxyuridine[0]	h2o;pi	0.000	0.000	4	9
rxn01521	2'-Deoxyuridine 5'-monophosphate phosphohydrolase	3.1.3.5	-3.090	-2.820	-0.270	0.270	(1) H2O[0] + (1) dUMP[0] => (1) Phosphate[0] + (1) Deoxyuridine[0]	h2o;pi	0.000	0.000	4	9
rxn02112	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	1.1.1.4	4.040	3.770	0.270	0.270	(1) NAD[0] + (1) BDOH[0] <=> (1) NADH[0] + (1) H+[0] + (1) ACTN[0]	h;nad;nadh	1.000	4.000	5	21
rxn12204	alpha-D-glucose 1,6-phosphomutase	5.4.2.2	-1.260	-1.530	0.270	0.270	(1) Glucose-1-phosphate[0] <=> (1) beta-D-Glucose 6-phosphate[0]		0.000	0.000	2	6
rxn03131	(13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-13-enoate:NADP+ 15-oxidoreductase	1.1.1.197	0.130	-0.140	0.270	0.270	(1) NADP[0] + (1) Alprostadil[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate[0]	h;nadp;nadph	1.000	8.000	5	21
rxn01136	Succinyl-CoA:oxalate CoA-transferase	2.8.3.2	-2.200	-1.930	-0.270	0.270	(1) Succinyl-CoA[0] + (1) Oxalate[0] <=> (1) Succinate[0] + (1) Oxalyl-CoA[0]		0.000	0.000	4	25
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	2.3.1.9	6.020	6.290	-0.270	0.270	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]	coa	0.000	0.000	3	25
rxn19031	beta-acetoacetyl coenzyme A thiolase	2.3.1.9	6.020	6.290	-0.270	0.270	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]	coa	0.000	0.000	3	25
rxn31210	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	2.3.1.9	6.020	6.290	-0.270	0.270	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]	coa	0.000	0.000	3	25
rxn31209	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	2.3.1.9	6.020	6.290	-0.270	0.270	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]	coa	0.000	0.000	3	25
rxn01617	Propane-1,2-diol:NADP+ oxidoreductase	1.1.1.55	7.720	7.990	-0.270	0.270	(1) NADP[0] + (1) 1,2-Propanediol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Lactaldehyde[0]	h;nadp;nadph	1.000	8.000	5	21
rxn00244	Oxaloacetate acetylhydrolase	3.7.1.1	-12.310	-12.040	-0.270	0.270	(1) H2O[0] + (1) Oxaloacetate[0] => (1) Acetate[0] + (1) H+[0] + (1) Oxalate[0]	h;h2o	1.000	2.000	5	4
rxn40296	NADPH:oxygen oxidoreductase (H2O-forming)		-109.520	-109.790	0.270	0.270	(2) NADPH[0] + (1) O2[0] + (2) H+[0] => (2) H2O[0] + (2) NADP[0]	h;h2o;nadp;nadph;o2	-2.000	-16.000	5	21
rxn03643	D-arabino-hex-3-ulose-6-phosphate formaldehyde-lyase (D-ribulose-5-phosphate-forming)	4.1.2.43	-6.320	-6.600	0.280	0.280	(1) Formaldehyde[0] + (1) D-Ribulose5-phosphate[0] <=> (1) D-arabino-6-Phospho-hex-3-ulose[0]		0.000	0.000	3	6
rxn01589	sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating)	1.2.1.44	2.920	2.640	0.280	0.280	(1) NADPH[0] + (1) H+[0] + (1) Sinapoyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) Sinapaldehyde[0]	coa;h;nadp;nadph	-1.000	-8.000	6	32
rxn33760	sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating)	1.2.1.44	2.920	2.640	0.280	0.280	(1) NADPH[0] + (1) H+[0] + (1) Sinapoyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) Sinapaldehyde[0]	coa;h;nadp;nadph	-1.000	-8.000	6	32
rxn01359	(S)-dihydroorotate:NADP+ oxidoreductase	1.3.1.15	2.800	2.520	0.280	0.280	(1) NADP[0] + (1) S-Dihydroorotate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Orotate[0]	h;nadp;nadph	1.000	8.000	5	21
rxn01423	L-2-aminoadipate:2-oxoglutarate aminotransferase	2.6.1.39	-0.170	0.110	-0.280	0.280	(1) 2-Oxoglutarate[0] + (1) L-2-Aminoadipate[0] <=> (1) L-Glutamate[0] + (1) 2-Oxoadipate[0]	glu	0.000	0.000	4	6
rxn17384	2-aminoadipic aminotransferase	2.6.1.39	-0.170	0.110	-0.280	0.280	(1) 2-Oxoglutarate[0] + (1) L-2-Aminoadipate[0] <=> (1) L-Glutamate[0] + (1) 2-Oxoadipate[0]	glu	0.000	0.000	4	6
rxn00895	Acetyl-CoA:D-glucosamine N-acetyltransferase	2.3.1.3	-5.170	-5.450	0.280	0.280	(1) Acetyl-CoA[0] + (1) GLUM[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-D-glucosamine[0]	coa;h	1.000	0.000	5	23
rxn19801	glucosamine acetyltransferase	2.3.1.3	-5.170	-5.450	0.280	0.280	(1) Acetyl-CoA[0] + (1) GLUM[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-D-glucosamine[0]	coa;h	1.000	0.000	5	23
rxn15669	1D-myo-inositol-3-phosphate lyase (isomerizing)	5.5.1.4	-15.820	-16.100	0.280	0.280	(1) beta-D-Glucose 6-phosphate[0] => (1) Inositol 3-phosphate[0]		0.000	0.000	2	6
rxn32550	myo-inositol-1-phosphate synthase	5.5.1.4	-15.820	-16.100	0.280	0.280	(1) beta-D-Glucose 6-phosphate[0] => (1) Inositol 3-phosphate[0]		0.000	0.000	2	6
rxn00153	Phosphoenolpyruvate phosphohydrolase	3.1.3.60	-12.690	-12.970	0.280	0.280	(1) H2O[0] + (1) Phosphoenolpyruvate[0] => (1) Phosphate[0] + (1) Pyruvate[0]	h2o;pi	0.000	-4.000	4	3
rxn30979	RXN0-2382	4.2.1.122;4.2.1.20	-11.880	-12.170	0.290	0.290	(1) L-Serine[0] + (1) indol[0] => (1) H2O[0] + (1) L-Tryptophan[0]	h2o	0.000	0.000	4	11
rxn01050	Cellobiose:oxygen 1-oxidoreductase	1.1.99.18	-35.350	-35.640	0.290	0.290	(1) O2[0] + (1) CELB[0] => (1) H2O2[0] + (1) Cellobiose-1,5-lactone[0]	h2o2;o2	0.000	0.000	4	12
rxn26013	L-serine hydro-lyase [adding indole, L-tryptophan-forming]	4.2.1.122;4.2.1.20	-11.880	-12.170	0.290	0.290	(1) L-Serine[0] + (1) indol[0] => (1) H2O[0] + (1) L-Tryptophan[0]	h2o	0.000	0.000	4	11
rxn00474	L-serine hydro-lyase (adding indole; L-tryptophan-forming)	4.2.1.122;4.2.1.20	-11.880	-12.170	0.290	0.290	(1) L-Serine[0] + (1) indol[0] => (1) H2O[0] + (1) L-Tryptophan[0]	h2o	0.000	0.000	4	11
rxn15197	Cellobiose:oxygen 1-oxidoreductase	1.1.99.18	-35.350	-35.640	0.290	0.290	(1) O2[0] + (1) alpha-Cellobiose[0] => (1) H2O2[0] + (1) Cellobiose-1,5-lactone[0]	h2o2;o2	0.000	0.000	4	12
rxn04936	3beta-hydroxy-5alpha-steroid:NADP+ 3-oxidoreductase	1.1.1.278	-0.280	-0.570	0.290	0.290	(1) NADP[0] + (1) 3beta-Hydroxy-5alpha-pregnane-20-one[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 5alpha-Pregnane-3,20-dione[0]	h;nadp;nadph	1.000	8.000	5	21
rxn16866	3beta(or 20alpha)-hydroxysteroid dehydrogenase	1.1.1.210	-0.280	-0.570	0.290	0.290	(1) NADP[0] + (1) 5alpha-Androstan-3beta,17beta-diol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Androstanolone[0]	h;nadp;nadph	1.000	8.000	5	21
rxn03017	3beta-Hydroxysteroid:NADP+ oxidoreductase	1.1.1.210	-0.280	-0.570	0.290	0.290	(1) NADP[0] + (1) 5alpha-Androstan-3beta,17beta-diol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Androstanolone[0]	h;nadp;nadph	1.000	8.000	5	21
rxn02770	L-Rhamnofuranose:NAD+ 1-oxidoreductase	1.1.1.173	-3.620	-3.330	-0.290	0.290	(1) NAD[0] + (1) L-Rhamnofuranose[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Rhamno-1,4-lactone[0]	h;nad;nadh	1.000	4.000	5	21
rxn00402	N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase (L-arginine-forming)	1.5.1.11	7.530	7.820	-0.290	0.290	(1) H2O[0] + (1) NAD[0] + (1) Octopine[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) L-Arginine[0] + (1) H+[0]	h;h2o;nad;nadh	1.000	6.000	7	21
