rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn07286	5alpha-Campestan-3-one,NADPH:brassinosteroid C22alpha-hydroxylase	1.14.13.-	-95.070	-95.080	0.010	0.010	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5alpha-Campestan-3-one[0] => (1) H2O[0] + (1) NADP[0] + (1) 22alpha-Hydroxy-5alpha-campestan-3-one[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	28
rxn33439	Arginine deiminase	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn33852	Pyruvate Decarboxylase	1.2.1.51	-8.470	-8.490	0.020	0.020	(1) NADP[0] + (1) CoA[0] + (1) Pyruvate[0] <=> (1) NADPH[0] + (1) CO2[0] + (1) Acetyl-CoA[0]	co2;coa;nadp;nadph	0.000	6.000	6	23
rxn33851	Pyruvate Decarboxylase	1.2.1.51	-8.470	-8.490	0.020	0.020	(1) NADP[0] + (1) CoA[0] + (1) Pyruvate[0] <=> (1) NADPH[0] + (1) CO2[0] + (1) Acetyl-CoA[0]	co2;coa;nadp;nadph	0.000	6.000	6	23
rxn03968	Mannitol:oxygen oxidoreductase (cyclizing)	1.1.3.40	-28.710	-28.690	-0.020	0.020	(1) O2[0] + (1) D-Mannitol[0] => (1) H2O2[0] + (1) D-Mannose[0]	h2o2;o2	0.000	0.000	4	6
rxn33434	Arginine deiminase	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn00155	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)	1.2.1.51	-8.470	-8.490	0.020	0.020	(1) NADP[0] + (1) CoA[0] + (1) Pyruvate[0] <=> (1) NADPH[0] + (1) CO2[0] + (1) Acetyl-CoA[0]	co2;coa;nadp;nadph	0.000	6.000	6	23
rxn33441	Arginine deiminase	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn33448	Arginine deiminase	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn30071	arginine deiminase	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn30617	ARGININE-DEIMINASE-RXN	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn00395	L-Arginine iminohydrolase	3.5.3.6	-8.340	-8.320	-0.020	0.020	(1) H2O[0] + (1) L-Arginine[0] => (1) NH3[0] + (1) Citrulline[0]	h2o;nh3	0.000	0.000	4	6
rxn00643	GDP-mannose 3,5-epimerase	5.1.3.18	0.400	0.420	-0.020	0.020	(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0]		0.000	0.000	2	16
rxn31751	GDP-mannose 3,5-epimerase	5.1.3.18	0.400	0.420	-0.020	0.020	(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0]		0.000	0.000	2	16
rxn31753	GDP-mannose 3,5-epimerase	5.1.3.18	0.400	0.420	-0.020	0.020	(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0]		0.000	0.000	2	16
rxn01080	D-glucuronate aldose-ketose-isomerase	5.3.1.12	0.130	0.150	-0.020	0.020	(1) Glucuronate[0] <=> (1) D-Fructuronate[0]		0.000	0.000	2	6
rxn00223	D-glucose aldose-ketose-isomerase	5.3.1.5	0.190	0.210	-0.020	0.020	(1) D-Glucose[0] <=> (1) D-Fructose[0]		0.000	0.000	2	6
rxn03876	Cyclohexa-1,5-dienecarbonyl-CoA hydro-lyase	4.2.1.100	0.000	0.020	-0.020	0.020	(1) H2O[0] + (1) Cyclohexa-1,5-dienecarbonyl-CoA[0] <=> (1) 6-Hydroxycyclohex-1-enecarbonyl-CoA[0]	h2o	0.000	0.000	3	28
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	1.1.1.42	1.410	1.430	-0.020	0.020	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21
rxn32234	Beta-alanine--pyruvate aminotransferase	2.6.1.18	0.960	0.940	0.020	0.020	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]		0.000	0.000	4	3
rxn32229	Beta-alanine--pyruvate aminotransferase	2.6.1.18	0.960	0.940	0.020	0.020	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]		0.000	0.000	4	3
rxn00459	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn00782	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)	1.2.1.13;1.2.1.59	1.250	1.270	-0.020	0.020	(1) NADP[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADPH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nadp;nadph;pi	1.000	16.000	6	21
rxn00656	L-Alanine:3-oxopropanoate aminotransferase	2.6.1.18	0.960	0.940	0.020	0.020	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]		0.000	0.000	4	3
rxn37953	2PGADEHYDRAT-RXN.n	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn02275	4-Guanidinobutanamide amidohydrolase	3.5.1.4	-2.460	-2.480	0.020	0.020	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	h2o;nh3	0.000	0.000	4	5
rxn01409	Palmitoyl-CoA:L-carnitine O-palmitoyltransferase	2.3.1.21	0.430	0.450	-0.020	0.020	(1) Palmitoyl-CoA[0] + (1) Carnitine[0] <=> (1) CoA[0] + (1) L-Palmitoylcarnitine[0]	coa	0.000	0.000	4	37
rxn11539	R08153		3.960	3.940	0.020	0.020	(1) H2O[0] + (1) Juvenile hormone III[0] <=> (1) (10S)-Juvenile hormone III diol[0]	h2o	0.000	0.000	3	16
rxn02900	(2-Aminoethyl)phosphonate:pyruvate aminotransferase	2.6.1.37	0.650	0.670	-0.020	0.020	(1) Pyruvate[0] + (1) Ciliatine[0] <=> (1) L-Alanine[0] + (1) Phosphonoacetaldehyde[0]		0.000	0.000	4	3
rxn00805	Acetyl-CoA:L-leucine N-acetyltransferase	2.3.1.66	-3.660	-3.680	0.020	0.020	(1) Acetyl-CoA[0] + (1) L-Leucine[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-L-leucine[0]	coa;h	1.000	2.000	5	23
rxn01906	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	2.6.1.1	-2.240	-2.220	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) 3-Sulfinoalanine[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfinopyruvate[0]	glu	0.000	0.000	4	5
rxn01757	L-cysteate:2-oxoglutarate aminotransferase	2.6.1.1	-2.230	-2.210	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) L-Cysteate[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfopyruvate[0]	glu	0.000	0.000	4	5
rxn02914	3-Phosphoserine:2-oxoglutarate aminotransferase	2.6.1.52	2.650	2.670	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) phosphoserine[0] <=> (1) L-Glutamate[0] + (1) 3-Phosphonooxypyruvate[0]	glu	0.000	2.000	4	5
rxn28202	RXN-11737.m	2.6.1.1	-2.230	-2.210	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) L-Cysteate[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfopyruvate[0]	glu	0.000	0.000	4	5
rxn28201	RXN-11737.d	2.6.1.1	-2.230	-2.210	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) L-Cysteate[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfopyruvate[0]	glu	0.000	0.000	4	5
rxn01106	2-Phospho-D-glycerate 2,3-phosphomutase	5.4.2.1;5.4.2.11;5.4.2.12	-1.000	-0.980	-0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) 3-Phosphoglycerate[0]		0.000	0.000	2	3
rxn33740	L-Cysteate:2-oxoglutarate aminotransferase	2.6.1.1	-2.230	-2.210	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) L-Cysteate[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfopyruvate[0]	glu	0.000	0.000	4	5
rxn33295	3-Sulfino-L-alanine:2-oxoglutarate aminotransferase	2.6.1.1	-2.240	-2.220	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) 3-Sulfinoalanine[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfinopyruvate[0]	glu	0.000	0.000	4	5
rxn27547	3-SULFINOALANINE-AMINOTRANSFERASE-RXN.d	2.6.1.1	-2.240	-2.220	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) 3-Sulfinoalanine[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfinopyruvate[0]	glu	0.000	0.000	4	5
rxn30576	2PGADEHYDRAT-RXN	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn33498	Phosphopyruvate hydratase	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn33806	Isocitrate dehydrogenase (NADP+)	1.1.1.42	1.410	1.430	-0.020	0.020	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21
rxn37952	2PGADEHYDRAT-RXN.e	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn27548	3-SULFINOALANINE-AMINOTRANSFERASE-RXN.m	2.6.1.1	-2.240	-2.220	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) 3-Sulfinoalanine[0] <=> (1) L-Glutamate[0] + (1) 3-Sulfinopyruvate[0]	glu	0.000	0.000	4	5
rxn20630	3PHP transaminase	2.6.1.52	2.650	2.670	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) phosphoserine[0] <=> (1) L-Glutamate[0] + (1) 3-Phosphonooxypyruvate[0]	glu	0.000	2.000	4	5
rxn17748	phosphoenolpyruvate hydratase	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn30400	Isocitrate dehydrogenase (NADP+)	1.1.1.42	1.410	1.430	-0.020	0.020	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21
rxn30399	Isocitrate dehydrogenase (NADP+)	1.1.1.42	1.410	1.430	-0.020	0.020	(1) NADP[0] + (1) Isocitrate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nadp;nadph	0.000	2.000	5	21
rxn17199	dehydrogenase, glyceraldehyde phosphate (nicotinamide adenine dinucleotide phosphate) (phosphorylating)	1.2.1.13;1.2.1.59	1.250	1.270	-0.020	0.020	(1) NADP[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADPH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nadp;nadph;pi	1.000	16.000	6	21
rxn17652	L-alanine:3-oxopropanoate aminotransferase	2.6.1.18	0.960	0.940	0.020	0.020	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]		0.000	0.000	4	3
rxn38141	GUANIDINOBUTANAMIDE-NH3-RXN.d	3.5.1.4	-2.460	-2.480	0.020	0.020	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	h2o;nh3	0.000	0.000	4	5
rxn01630	5-Aminopentanamide amidohydrolase	3.5.1.30	-2.460	-2.480	0.020	0.020	(1) H2O[0] + (1) 5-Aminopentanamide[0] => (1) NH3[0] + (1) 5-Aminopentanoate[0]	h2o;nh3	0.000	0.000	4	5
rxn38142	GUANIDINOBUTANAMIDE-NH3-RXN.e	3.5.1.4	-2.460	-2.480	0.020	0.020	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	h2o;nh3	0.000	0.000	4	5
rxn01485	D-Glucosamine 1-phosphate 1,6-phosphomutase	5.4.2.10	-0.680	-0.660	-0.020	0.020	(1) D-Glucosamine1-phosphate[0] <=> (1) D-Glucosamine phosphate[0]		0.000	0.000	2	6
rxn37888	1.2.1.13-RXN.e	1.2.1.13;1.2.1.59	1.250	1.270	-0.020	0.020	(1) NADP[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADPH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nadp;nadph;pi	1.000	16.000	6	21
rxn35218	enolase, mitochondria	4.2.1.11	-0.980	-1.000	0.020	0.020	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	h2o	0.000	0.000	3	3
rxn30347	amidase	3.5.1.4	-2.460	-2.480	0.020	0.020	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]	h2o;nh3	0.000	0.000	4	5
rxn11538	R08152		3.960	3.940	0.020	0.020	(1) H2O[0] + (1) Juvenile hormone III acid[0] <=> (1) (10S)-Juvenile hormone III acid diol[0]	h2o	0.000	0.000	3	15
rxn01620	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	4.730	4.710	0.020	0.020	(1) L-Fuculose1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) L-Lactaldehyde[0]		0.000	0.000	3	6
rxn31851	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	4.730	4.710	0.020	0.020	(1) L-Fuculose1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) L-Lactaldehyde[0]		0.000	0.000	3	6
rxn01901	5alpha-cholestan-3-one:NADP+ delta4-oxidoreductase	1.3.1.22	4.520	4.540	-0.020	0.020	(1) NADP[0] + (1) 5alpha-Cholestan-3-one[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Cholestenone[0]	h;nadp;nadph	1.000	8.000	5	27
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.11	-23.010	-22.990	-0.020	0.020	(1) H2O[0] + (1) O2[0] + (1) L-Glutamate[0] => (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H2O2[0]	glu;h2o;h2o2;nh3;o2	0.000	4.000	6	5
rxn01745	(R)-Malate hydro-lyase	4.2.1.31	4.520	4.490	0.030	0.030	(1) D-Malate[0] <=> (1) H2O[0] + (1) Maleate[0]	h2o	0.000	0.000	3	4
rxn34196	Acylphosphatase	3.6.1.7	-9.570	-9.600	0.030	0.030	(1) H2O[0] + (1) Acetylphosphate[0] => (1) Phosphate[0] + (1) Acetate[0] + (1) H+[0]	h;h2o;pi	1.000	2.000	5	2
rxn00227	Acetyl phosphate phosphohydrolase	3.6.1.7	-9.570	-9.600	0.030	0.030	(1) H2O[0] + (1) Acetylphosphate[0] => (1) Phosphate[0] + (1) Acetate[0] + (1) H+[0]	h;h2o;pi	1.000	2.000	5	2
rxn32635	Acetyl phosphate phosphohydrolase	3.6.1.7	-9.570	-9.600	0.030	0.030	(1) H2O[0] + (1) Acetylphosphate[0] => (1) Phosphate[0] + (1) Acetate[0] + (1) H+[0]	h;h2o;pi	1.000	2.000	5	2
rxn33463	Cytidine deaminase	3.5.4.5	-3.800	-3.770	-0.030	0.030	(1) H2O[0] + (1) H+[0] + (1) Cytidine[0] => (1) NH3[0] + (1) Uridine[0]	h;h2o;nh3	-1.000	0.000	5	9
rxn01368	Cytidine aminohydrolase	3.5.4.5	-3.800	-3.770	-0.030	0.030	(1) H2O[0] + (1) H+[0] + (1) Cytidine[0] => (1) NH3[0] + (1) Uridine[0]	h;h2o;nh3	-1.000	0.000	5	9
rxn30003	cytidine deaminase	3.5.4.5	-3.800	-3.770	-0.030	0.030	(1) H2O[0] + (1) H+[0] + (1) Cytidine[0] => (1) NH3[0] + (1) Uridine[0]	h;h2o;nh3	-1.000	0.000	5	9
rxn16507	alpha-D-glucosyl-3-phospho-D-glycerate phosphohydrolase	3.1.3.85	-2.600	-2.630	0.030	0.030	(1) H2O[0] + (1) 2-O-(alpha-D-Glucopyranosyl)-3-phospho-D-glycerate[0] => (1) Phosphate[0] + (1) 2-O-(alpha-D-Glucopyranosyl)-D-glycerate[0]	h2o;pi	0.000	-4.000	4	9
rxn03250	(S)-Hydroxyhexanoyl-CoA hydro-lyase	4.2.1.-;4.2.1.17;4.2.1.74	0.250	0.220	0.030	0.030	(1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) H2O[0] + (1) (2E)-Hexenoyl-CoA[0]	h2o	0.000	0.000	3	27
rxn34728	enoyl-CoA hydratase (C6:0)	4.2.1.-;4.2.1.17;4.2.1.74	0.250	0.220	0.030	0.030	(1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) H2O[0] + (1) (2E)-Hexenoyl-CoA[0]	h2o	0.000	0.000	3	27
rxn19666	enoyl-CoA hydratase/isomerase family protein	4.2.1.-;4.2.1.17;4.2.1.74	0.250	0.220	0.030	0.030	(1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) H2O[0] + (1) (2E)-Hexenoyl-CoA[0]	h2o	0.000	0.000	3	27
rxn02263	L-fucose aldose-ketose-isomerase	5.3.1.25;5.3.1.3	1.310	1.280	0.030	0.030	(1) L-Fucose[0] <=> (1) L-Fuculose[0]		0.000	0.000	2	6
rxn27720	glutamic-aspartic aminotransferase	2.6.1.1	0.690	0.720	-0.030	0.030	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	2.6.1.1	0.690	0.720	-0.030	0.030	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5
rxn27719	glutamic-aspartic aminotransferase	2.6.1.1	0.690	0.720	-0.030	0.030	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5
rxn30355	aspartate transaminase, peroxisomal	2.6.1.1	0.690	0.720	-0.030	0.030	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5
rxn19738	L-fucose isomerase	5.3.1.25;5.3.1.3	1.310	1.280	0.030	0.030	(1) L-Fucose[0] <=> (1) L-Fuculose[0]		0.000	0.000	2	6
rxn00677	Acetyl-CoA:propanoate CoA-transferase	2.8.3.1	2.550	2.580	-0.030	0.030	(1) Acetyl-CoA[0] + (1) Propionate[0] <=> (1) Acetate[0] + (1) Propionyl-CoA[0]		0.000	0.000	4	24
rxn16491	beta-Alaninamide amidohydrolase	3.5.1.100	-3.910	-3.880	-0.030	0.030	(1) H2O[0] + (1) beta-Alaninamide[0] => (1) NH3[0] + (1) beta-Alanine[0]	h2o;nh3	0.000	0.000	4	3
rxn15030	D-Glucose-1-phosphate phosphohydrolase	3.1.3.10	-4.460	-4.490	0.030	0.030	(1) H2O[0] + (1) Glucose-1-phosphate[0] => (1) Phosphate[0] + (1) beta-D-Glucose[0]	h2o;pi	0.000	0.000	4	6
rxn35448	aspartate carbamoyltransferase, mitochondria	2.1.3.2	-5.070	-5.040	-0.030	0.030	(1) L-Aspartate[0] + (1) Carbamoylphosphate[0] => (1) Phosphate[0] + (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	h;pi	1.000	4.000	5	5
rxn27725	ASPCARBTRANS-RXN.d	2.1.3.2	-5.070	-5.040	-0.030	0.030	(1) L-Aspartate[0] + (1) Carbamoylphosphate[0] => (1) Phosphate[0] + (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	h;pi	1.000	4.000	5	5
rxn33382	Xanthosine:orthophosphate ribosyltransferase	2.4.2.-;2.4.2.1	2.570	2.600	-0.030	0.030	(1) Phosphate[0] + (1) Xanthosine[0] <= (1) XAN[0] + (1) Ribose 1-phosphate[0]	pi	0.000	0.000	4	10
rxn01649	Xanthosine:orthophosphate ribosyltransferase	2.4.2.-;2.4.2.1	2.570	2.600	-0.030	0.030	(1) Phosphate[0] + (1) Xanthosine[0] <= (1) XAN[0] + (1) Ribose 1-phosphate[0]	pi	0.000	0.000	4	10
rxn01018	carbamoyl-phosphate:L-aspartate carbamoyltransferase	2.1.3.2	-5.070	-5.040	-0.030	0.030	(1) L-Aspartate[0] + (1) Carbamoylphosphate[0] => (1) Phosphate[0] + (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	h;pi	1.000	4.000	5	5
rxn01985	Deoxyinosine:orthophosphate ribosyltransferase	2.4.2.1;2.4.2.4	2.320	2.350	-0.030	0.030	(1) Phosphate[0] + (1) Deoxyinosine[0] <= (1) HYXN[0] + (1) deoxyribose-1-phosphate[0]	pi	0.000	0.000	4	10
rxn01022	S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase	2.4.2.28	2.690	2.720	-0.030	0.030	(1) Phosphate[0] + (1) 5-Methylthioadenosine[0] <= (1) Adenine[0] + (1) methylthioribose-1-phosphate[0]	pi	0.000	0.000	4	11
rxn20190	Methanol oxidase	1.1.3.13	-23.700	-23.730	0.030	0.030	(1) O2[0] + (1) Methanol[0] => (1) H2O2[0] + (1) Formaldehyde[0]	h2o2;o2	0.000	0.000	4	1
rxn00432	Methanol:oxygen oxidereductase	1.1.3.13	-23.700	-23.730	0.030	0.030	(1) O2[0] + (1) Methanol[0] => (1) H2O2[0] + (1) Formaldehyde[0]	h2o2;o2	0.000	0.000	4	1
rxn07745	R07955	1.13.12.-;1.14.13.178	-99.910	-99.880	-0.030	0.030	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	8	21
rxn15668	1D-myo-inositol-3-phosphate lyase (isomerizing)	5.5.1.4	-16.140	-16.100	-0.040	0.040	(1) alpha-D-Glucose 6-phosphate[0] => (1) Inositol 3-phosphate[0]		0.000	0.000	2	6
rxn38174	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN.e.maizeexp.ALPHA-GLC-6-P	5.5.1.4	-16.140	-16.100	-0.040	0.040	(1) alpha-D-Glucose 6-phosphate[0] => (1) Inositol 3-phosphate[0]		0.000	0.000	2	6
rxn33135	RXN0-5240	2.6.1.54	-0.430	-0.470	0.040	0.040	(1) Pyruvate[0] + (1) Pyridoxamine phosphate[0] <=> (1) Pyridoxal phosphate[0] + (1) D-Alanine[0]	pydx5p	0.000	2.000	4	8
rxn30620	AconHydr	4.2.1.3	0.140	0.180	-0.040	0.040	(1) H2O[0] + (1) cis-Aconitate[0] <=> (1) D-threo-Isocitric acid[0]	h2o	0.000	0.000	3	6
rxn00848	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase	2.6.1.54	-0.430	-0.470	0.040	0.040	(1) Pyruvate[0] + (1) Pyridoxamine phosphate[0] <=> (1) Pyridoxal phosphate[0] + (1) D-Alanine[0]	pydx5p	0.000	2.000	4	8
rxn19040	aconitase	4.2.1.3	0.140	0.180	-0.040	0.040	(1) H2O[0] + (1) cis-Aconitate[0] <=> (1) D-threo-Isocitric acid[0]	h2o	0.000	0.000	3	6
rxn39443	Penicillin amidohydrolase		0.390	0.430	-0.040	0.040	(1) H2O[0] + (1) Penicillin G[0] <=> (1) 6-Aminopenicillanate[0] + (1) Phenylacetic acid[0]	h2o	0.000	0.000	4	16
rxn31226	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3	0.140	0.180	-0.040	0.040	(1) H2O[0] + (1) cis-Aconitate[0] <=> (1) D-threo-Isocitric acid[0]	h2o	0.000	0.000	3	6
rxn19831	L-glutaminase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	-2.820	-2.780	-0.040	0.040	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	gln;glu;h2o;nh3	0.000	2.000	4	5
rxn33134	Serine--glyoxylate aminotransferase	2.6.1.45	-1.030	-1.070	0.040	0.040	(1) Glyoxalate[0] + (1) L-Serine[0] <=> (1) Glycine[0] + (1) Hydroxypyruvate[0]		0.000	0.000	4	3
rxn28986	serine-glyoxylate transaminase	2.6.1.45	-1.030	-1.070	0.040	0.040	(1) Glyoxalate[0] + (1) L-Serine[0] <=> (1) Glycine[0] + (1) Hydroxypyruvate[0]		0.000	0.000	4	3
rxn34787	glutaminase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	-2.820	-2.780	-0.040	0.040	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	gln;glu;h2o;nh3	0.000	2.000	4	5
rxn07721	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	2.3.1.153	-2.150	-2.190	0.040	0.040	(1) Caffeoyl-CoA[0] + (1) Cyanin[0] => (1) CoA[0] + (1) Cyanidin 3-glucoside 5-caffeoylglucoside[0]	coa	0.000	0.000	4	36
rxn07734	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	2.3.1.153	-2.150	-2.190	0.040	0.040	(1) Caffeoyl-CoA[0] + (1) Delphin[0] => (1) CoA[0] + (1) Delphinidin 3-glucoside 5-caffoyl-glucoside[0]	coa	0.000	0.000	4	36
rxn00189	L-Glutamine amidohydrolase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	-2.820	-2.780	-0.040	0.040	(1) H2O[0] + (1) L-Glutamine[0] => (1) NH3[0] + (1) L-Glutamate[0]	gln;glu;h2o;nh3	0.000	2.000	4	5
