rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel
rxn16523	S-adenosyl-L-methionine:tricetin 3',4',5'-O-trimethyltransferase	OK	0	0	=	(3) cpd00017[0] + (1) cpd07081[0] <=> (3) cpd00019[0] + (3) cpd00067[0] + (1) cpd21050[0]	(3) S-Adenosyl-L-methionine[0] + (1) Tricetin[0] <=> (3) S-Adenosyl-homocysteine[0] + (3) H+[0] + (1) 3',4',5'-O-Trimethyltricetin[0]	2.1.1.169	2	1	-13.0800	-5.4200	-71.0900	3	1	R09679	R09679	1	1	1	0	0.0000	2	3	5	11.0000	3.0000	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	18	399.0000	27	12	10	h;sah;sam	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	60.0000	0.0000	24.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	3.0000	0.0000	0.0000	0.0000	0.0000	17.0000	-3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-7.6600	58.0100	65.6700	65.6700	-29.8633	65.6700	1	1	0	0	3.0000	0.0000	71701.7209	1
rxn16524	(S)-piperidine-2-carboxamide amidohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd21052[0] => (1) cpd00013[0] + (1) cpd00323[0]	(1) H2O[0] + (1) (S)-Piperidine-2-carboxamide[0] => (1) NH3[0] + (1) L-Pipecolate[0]	3.5.1.101	3	1	-4.7200	-2.3100	-2.2100	3	1	R09680	R09680	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	6	128.0000	9	2	0	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-2.4100	-2.5100	-0.1000	2.5100	-3.0800	2.5100	1	1	0	0	0.0000	0.0000	0.6334	0
rxn16525	ent-copalyl-diphosphate diphosphate-lyase [ent-pimara-9(11),15-diene-forming]	OK	0	0	>	(1) cpd03629[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd21053[0]	(1) Copalyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) ent-Pimara-9(11),15-diene[0]	4.2.3.31	4	1	-40.9900	-106.9300	-23.2100	3	1	R09681	R09681	1	1	1	0	0.0000	1	3	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	20	448.0000	29	5	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	65.9400	-17.7800	-83.7200	83.7200	-57.0433	83.7200	2	0	0	0	1.0000	6.0000	15009.2216	1
rxn16527	threo-3-hydroxy-D-aspartate ammonia-lyase (oxaloacetate-forming)	OK	0	0	>	(1) cpd21056[0] => (1) cpd00013[0] + (1) cpd00032[0]	(1) threo-3-Hydroxy-D-aspartate[0] => (1) NH3[0] + (1) Oxaloacetate[0]	4.3.1.27	4	1	-5.7000	-6.2800	-9.5100	3	1	R09683	R09683	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	4	149.0000	10	0	0	nh3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	0.5800	3.8100	3.2300	3.8100	-7.1633	3.8100	1	1	0	0	0.0000	4.0000	0.5180	0
rxn16528	terpentedienyl-diphosphate diphosphate-lyase (terpentetriene-forming)	OK	0	0	>	(1) cpd21058[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd21057[0]	(1) Terpentedienyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Terpentetriene[0]	4.2.3.36	4	1	-13.8300	-6.1700	-3.5200	3	1	R09684	R09684	1	1	1	0	0.0000	1	3	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	20	450.0000	29	4	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-7.6600	-10.3100	-2.6500	10.3100	-7.8400	10.3100	2	0	0	0	1.0000	6.0000	0.8716	0
rxn16529	geranylgeranyl-diphosphate diphosphate-lyase (elisabethatriene-forming)	OK	0	0	>	(1) cpd00289[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd21059[0]	(1) Geranylgeranyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Elisabethatriene[0]	4.2.3.41	4	1	-25.3400	-144.2600	-21.1900	3	1	R09685	R09685	1	1	1	0	0.0000	1	3	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	20	448.0000	29	2	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	7.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	118.9200	-4.1500	-123.0700	123.0700	-63.5967	123.0700	2	0	0	0	1.0000	6.0000	15009.2217	1
rxn16531	neryl-diphosphate diphosphate-lyase [cyclizing; beta-phellandrene-forming]	OK	0	0	>	(1) cpd01681[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd21061[0]	(1) Neryl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) beta-Phellandrene[0]	4.2.3.51	4	1	-15.6400	-39.2500	-8.5600	3	1	R09687	R09687	1	3	1	0	0.0000	1	3	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	10	312.0000	19	1	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	23.6100	-7.0800	-30.6900	30.6900	-21.1500	30.6900	2	0	0	0	1.0000	6.0000	1.7409	0
rxn16532	neryl-diphosphate diphosphate-lyase [cyclizing; beta-phellandrene-forming]	OK	0	0	>	(1) cpd01681[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd06767[0]	(1) Neryl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (+)-beta-Phellandrene[0]	4.2.3.51	4	1	-15.6400	-39.2500	-8.5600	3	1	R09687	R09687	1	3	1	0	0.0000	1	3	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	10	312.0000	19	1	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	23.6100	-7.0800	-30.6900	30.6900	-21.1500	30.6900	2	0	0	0	1.0000	6.0000	1.7409	0
rxn16533	neryl-diphosphate diphosphate-lyase [cyclizing; beta-phellandrene-forming]	OK	0	0	>	(1) cpd01681[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd08246[0]	(1) Neryl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (-)-beta-Phellandrene[0]	4.2.3.51	4	1	-15.6400	-39.2500	-8.5600	3	1	R09687	R09687	1	3	1	0	0.0000	1	3	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	10	312.0000	19	1	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	23.6100	-7.0800	-30.6900	30.6900	-21.1500	30.6900	2	0	0	0	1.0000	6.0000	1.7409	0
rxn16534	(S)-2,3-epoxysqualene mutase (cyclizing, cucurbitadienol-forming)	OK	0	0	>	(1) cpd00776[0] => (1) cpd21062[0]	(1) Squalene 2,3-oxide[0] => (1) Cucurbitadienol[0]	5.4.99.33	5	1	-95.3900	-196.4800	-27.9900	3	1	R09688	R09688	1	1	1	0	0.0000	1	1	2	2.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	30	426.0000	31	5	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	7.0000	-3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	101.0900	-67.4000	-168.4900	168.4900	-106.6200	168.4900	1	1	0	0	0.0000	0.0000	75153.2396	1
rxn16536	4,4'-diapophytoene:FAD oxidoreductase	OK	0	0	<	(4) cpd00015[0] + (1) cpd14865[0] <= (4) cpd00982[0] + (1) cpd21041[0]	(4) FAD[0] + (1) Dehydrosqualene[0] <= (4) FADH2[0] + (1) 4,4'-Diapolycopene[0]	1.3.8.2	1	1	-41.5600	42.6500	25.1600	3	1	R09690	R09690	1	1	1	0	0.0000	2	2	4	10.0000	4.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	30	785.0000	53	12	8	fad;fadh2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	18.0000	4.0000	0.0000	0.0000	8.0000	8.0000	104.0000	-16.0000	48.0000	-16.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.0000	0.0000	4.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	8.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-84.2100	-66.7200	17.4900	84.2100	8.7500	84.2100	1	1	0	0	0.0000	0.0000	3.1071	0
rxn16540	1,5-anhydro-D-fructose hydro-lyase (ascopyrone-M-forming)	OK	0	0	>	(1) cpd03896[0] => (1) cpd00001[0] + (1) cpd21065[0]	(1) 1,5-Anhydro-D-fructose[0] => (1) H2O[0] + (1) 1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose[0]	4.2.1.110;4.2.1.111	4	2	-6.2600	-12.6500	-13.0500	3	1	R09694	R09694	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	162.0000	11	2	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	-2.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	6.3900	6.7900	0.4000	6.7900	-10.6533	6.7900	1	1	0	0	0.0000	0.0000	0.5410	0
rxn16541	R09695	OK	0	0	<	(1) cpd21065[0] <= (1) cpd21064[0]	(1) 1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose[0] <= (1) 2-Hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one[0]	4.2.1.110;4.2.1.111	4	2	-0.9100	5.6300	4.6200	3	1	R09695	R09695	1	1	1	0	0.0000	1	1	2	2.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	144.0000	10	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-6.5400	-5.5300	1.0100	6.5400	3.1133	6.5400	1	1	0	0	0.0000	0.0000	0.9976	0
rxn16542	1,5-anhydro-D-fructose hydro-lyase (microthecin-forming)	OK	0	0	>	(1) cpd03896[0] => (1) cpd00001[0] + (1) cpd21064[0]	(1) 1,5-Anhydro-D-fructose[0] => (1) H2O[0] + (1) 2-Hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one[0]	4.2.1.110	4	1	-7.1700	-7.0200	-8.4300	3	1	R09696	R09696	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	162.0000	11	2	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-0.1500	1.2600	1.4100	1.4100	-7.5400	1.4100	1	1	0	0	0.0000	0.0000	0.8699	0
rxn16543	UDP-N-acetylglucosamine hydro-lyase (inverting; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose-forming)	OK	0	0	>	(1) cpd00037[0] => (1) cpd00001[0] + (1) cpd21066[0]	(1) UDP-N-acetylglucosamine[0] => (1) H2O[0] + (1) UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose[0]	4.2.1.115	4	1	-13.9000	-15.9000	-12.3600	3	1	R09697	R09697	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	17	605.0000	39	6	2	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	8.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	-2.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	2.0000	-1.5400	-3.5400	3.5400	-14.0533	3.5400	1	1	0	0	0.0000	0.0000	0.8199	0
rxn16546	(S)-squalene-2,3-epoxide hydro-lyase (arabidiol forming)	OK	0	0	<	(1) cpd21071[0] <= (1) cpd00001[0] + (1) cpd00776[0]	(1) Arabidiol[0] <= (1) H2O[0] + (1) Squalene 2,3-oxide[0]	4.2.1.124	4	1	70.8700	129.8600	1.9000	3	1	R09700	R09700	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	30	444.0000	32	4	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	7.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-58.9900	68.9700	127.9600	127.9600	67.5433	127.9600	1	1	0	0	0.0000	0.0000	50102.1598	1
rxn16547	(S)-squalene-2,3-epoxide hydro-lyase (dammarenediol-II forming)	OK	0	0	<	(1) cpd21072[0] <= (1) cpd00001[0] + (1) cpd00776[0]	(1) Dammarenediol II[0] <= (1) H2O[0] + (1) Squalene 2,3-oxide[0]	4.2.1.125	4	1	97.5400	188.1100	11.6800	3	1	R09701	R09701	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	30	444.0000	32	5	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	6.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-90.5700	85.8600	176.4300	176.4300	99.1100	176.4300	1	1	0	0	0.0000	0.0000	75153.2397	1
rxn16548	linalool hydro-lyase (myrcene-forming)	OK	0	0	=	(1) cpd08243[0] <=> (1) cpd00001[0] + (1) cpd03619[0]	(1) (+)-Linalool[0] <=> (1) H2O[0] + (1) Myrcene[0]	4.2.1.127	4	1	2.7700	0.9800	2.0600	3	1	R09702	R09702	1	2	1	0	0.0000	1	2	3	3.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	10	154.0000	11	0	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	1.7900	0.7100	-1.0800	1.7900	1.9367	1.7900	1	1	0	0	0.0000	0.0000	0.3889	0
rxn16551	1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose Delta3-Delta1-isomerase	OK	0	0	=	(1) cpd21065[0] <=> (1) cpd21069[0]	(1) 1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose[0] <=> (1) 1,5-Anhydro-4-deoxy-D-glycero-hex-1-en-3-ulose[0]	5.3.2.7;5.3.3.15	5	2	0.0000	-0.0300	-0.0200	3	1	R09705	R09705	1	1	1	0	0.0000	1	1	2	2.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	144.0000	10	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	0.0300	0.0200	-0.0100	0.0300	-0.0167	0.0300	1	1	0	0	0.0000	0.0000	0.0000	0
