rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel
rxn00012	sucrose:sucrose 1'-beta-D-fructosyltransferase	OK	0	0	=	(2) cpd00076[0] <=> (1) cpd00027[0] + (1) cpd02298[0]	(2) Sucrose[0] <=> (1) D-Glucose[0] + (1) 1F-beta-D-Fructosylsucrose[0]	2.4.1.99	2	1	0.0000	-1.3600	-5.1200	3	1	R00015	R00015	1	37	1	0	0.0000	1	2	3	4.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	18	504.0000	34	6	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	1.3600	5.1200	3.7600	5.1200	-2.1600	5.1200	1	1	0	0	0.0000	0.0000	1.3193	0
rxn00015	putrescine:putrescine 4-aminobutyltransferase (ammonia-forming)	OK	0	0	=	(2) cpd00118[0] <=> (1) cpd00013[0] + (1) cpd03802[0]	(2) Putrescine[0] <=> (1) NH3[0] + (1) Homospermidine[0]	2.5.1.44	2	1	-0.5200	-1.2000	-4.6000	3	1	R00018	R00018	1	2	1	0	0.0000	1	2	3	4.0000	2.0000	3	C;H;N	0	0	1	0	0	0	0	0	0	1	8	162.0000	11	0	0	nh3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0.6800	4.0800	3.4000	4.0800	-2.1067	4.0800	1	1	0	0	0.0000	2.0000	1.0801	0
rxn00016	chitobiose N-acetylglucosaminohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd01157[0] => (2) cpd00122[0]	(1) H2O[0] + (1) Chitobiose[0] => (2) N-Acetyl-D-glucosamine[0]	3.2.1.52	3	1	-3.1100	-3.2000	2.5100	3	1	R00022	R00022	1	5	1	0	0.0000	2	1	3	4.0000	2.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	16	424.0000	29	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	14.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	0.0900	-5.6200	-5.7100	5.7100	-1.2667	5.7100	1	1	0	0	0.0000	0.0000	0.8620	0
rxn00018	3-phospho-D-glycerate carboxy-lyase (dimerizing; D-ribulose-1,5-bisphosphate-forming)	OK	0	0	=	(1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00871[0] <=> (2) cpd00067[0] + (2) cpd00169[0]	(1) H2O[0] + (1) CO2[0] + (1) D-Ribulose 1,5-bisphosphate[0] <=> (2) H+[0] + (2) 3-Phosphoglycerate[0]	4.1.1.39	4	1	-7.9100	-6.2400	-8.6300	3	1	R00024	R00024	1	41	1	0	0.0000	3	2	5	7.0000	2.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	5	308.0000	18	0	0	co2;h;h2o	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-1.6700	0.7200	2.3900	2.3900	-7.5933	2.3900	1	1	0	0	2.0000	4.0000	0.9171	0
rxn00020	cellobiose glucohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00158[0] => (2) cpd00190[0]	(1) H2O[0] + (1) CELB[0] => (2) beta-D-Glucose[0]	3.2.1.21	3	1	-3.1100	-2.6300	6.1300	3	2	R00026	R00026;R06092	1	9	1	1	0.0000	2	1	3	4.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	12	342.0000	23	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	18.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-0.4800	-9.2400	-8.7600	9.2400	0.1300	9.2400	1	1	0	0	0.0000	0.0000	0.4184	0
rxn00021	2-hydroxy-1,2-diphenylethanone benzaldehyde-lyase (benzaldehyde-forming)	OK	0	0	=	(1) cpd01008[0] <=> (2) cpd00225[0]	(1) Benzoin[0] <=> (2) Benzaldehyde[0]	4.1.2.38	4	1	2.4700	2.8100	2.3700	3	1	R00027	R00027	1	3	1	0	0.0000	1	1	2	3.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	14	212.0000	16	3	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-0.3400	0.1000	0.4400	0.4400	2.5500	0.4400	1	1	0	0	0.0000	0.0000	0.4388	0
rxn00022	maltose glucohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00179[0] => (2) cpd00027[0]	(1) H2O[0] + (1) Maltose[0] => (2) D-Glucose[0]	3.2.1.20	3	1	-3.1100	-3.4800	5.8100	3	2	R00028	R00028;R06084	1	31	1	1	0.0000	2	1	3	4.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	12	342.0000	23	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	18.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	0.3700	-8.9200	-9.2900	9.2900	-0.2600	9.2900	1	1	0	0	0.0000	0.0000	0.3846	0
rxn00024	1,2-Benzenediol:oxygen oxidoreductase	OK	0	0	>	(1) cpd00007[0] + (2) cpd00069[0] => (2) cpd00291[0]	(1) O2[0] + (2) L-Tyrosine[0] => (2) L-Dopa[0]	1.10.3.1	1	1	-82.8800	-125.9800	-48.6900	3	1	R00031	R00031	1	1	1	0	0.0000	2	1	3	5.0000	2.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	9	197.0000	14	2	2	o2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	43.1000	-34.1900	-77.2900	77.2900	-85.8500	77.2900	1	1	0	0	0.0000	0.0000	2.5921	0
rxn00025	beta-Carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)	OK	0	0	>	(1) cpd00007[0] + (1) cpd01420[0] => (2) cpd00304[0]	(1) O2[0] + (1) beta-Carotene[0] => (2) Retinal[0]	1.13.11.63;1.14.99.36	1	2	-87.4600	-86.4600	-72.6800	3	1	R00032	R00032	1	11	1	0	0.0000	2	1	3	4.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	40	536.0000	40	3	0	o2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	2.0000	2.0000	21.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-1.0000	-14.7800	-13.7800	14.7800	-82.2000	14.7800	1	1	0	0	0.0000	0.0000	1.2243	0
rxn00026	thiamine:oxygen 5-oxidoreductase	OK	0	0	>	(1) cpd00007[0] + (1) cpd00305[0] => (1) cpd00025[0] + (1) cpd03484[0]	(1) O2[0] + (1) Thiamin[0] => (1) H2O2[0] + (1) Thiamine aldehyde[0]	1.1.3.23	1	1	-26.4900	-26.8400	-29.0700	3	1	R00033	R00033	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	12	265.0000	18	4	4	h2o2;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	0.3500	2.5800	2.2300	2.5800	-27.4667	2.5800	1	1	0	0	0.0000	0.0000	1.0298	0
rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	OK	0	0	>	(2) cpd00338[0] => (2) cpd00001[0] + (1) cpd00067[0] + (1) cpd00689[0]	(2) 5-Aminolevulinate[0] => (2) H2O[0] + (1) H+[0] + (1) Porphobilinogen[0]	4.2.1.24	4	1	-15.3100	-24.5800	-38.9500	3	1	R00036	R00036	1	2	1	0	0.0000	1	3	4	6.0000	2.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	225.0000	16	1	1	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	1.0000	1.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	9.2700	23.6400	14.3700	23.6400	-26.2800	23.6400	1	1	0	0	1.0000	2.0000	0.9716	0
rxn00030	4-hydroxy-3-hexanone propanal-lyase (propanal-forming)	OK	0	0	=	(2) cpd00371[0] <=> (1) cpd01891[0]	(2) Propanal[0] <=> (1) Propioin[0]	4.1.2.35	4	1	-4.0200	-2.8300	-8.4400	3	1	R00038	R00038	1	1	1	0	0.0000	1	1	2	3.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	116.0000	8	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-1.1900	4.4200	5.6100	5.6100	-5.0967	5.6100	1	1	0	0	0.0000	0.0000	0.2632	0
rxn00033	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	OK	0	0	>	(1) cpd00007[0] + (2) cpd00868[0] => (2) cpd00011[0] + (2) cpd00489[0]	(1) O2[0] + (2) p-hydroxyphenylpyruvate[0] => (2) CO2[0] + (2) 4-Hydroxyphenylacetate[0]	1.2.3.13	1	1	-136.5600	-159.9200	-128.6200	3	1	R00042	R00042	1	1	1	0	0.0000	2	2	4	7.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	9	179.0000	13	2	2	co2;o2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	23.3600	-7.9400	-31.3000	31.3000	-141.7000	31.3000	1	1	0	0	0.0000	0.0000	2.7476	0
rxn00034	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alpha-beta-bond-cleaving)	OK	0	0	>	(1) cpd00007[0] + (1) cpd02768[0] => (2) cpd00561[0]	(1) O2[0] + (1) 1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene[0] => (2) Vanillin[0]	1.13.11.43	1	1	-83.7800	-87.9200	-61.9900	3	1	R00043	R00043	1	1	1	0	0.0000	2	1	3	4.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	16	272.0000	20	3	3	o2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	2.0000	2.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	4.1400	-21.7900	-25.9300	25.9300	-77.8967	25.9300	1	1	0	0	0.0000	0.0000	0.7919	0
rxn00035	columbamine:oxygen oxidoreductase (cyclizing)	OK	0	0	>	(1) cpd00007[0] + (2) cpd01238[0] => (2) cpd00001[0] + (2) cpd00563[0]	(1) O2[0] + (2) Columbamine[0] => (2) H2O[0] + (2) Berberine[0]	1.21.3.2	1	1	-121.3600	-119.2500	-28.3300	3	1	R00044	R00044	1	1	1	0	0.0000	2	2	4	7.0000	2.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	20	338.0000	25	9	6	h2o;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	60.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0000	2.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-2.1100	-93.0300	-90.9200	93.0300	-89.6467	93.0300	1	1	0	0	0.0000	0.0000	1.8547	0
rxn00036	3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase	OK	0	0	>	(1) cpd00007[0] + (2) cpd00291[0] => (2) cpd00001[0] + (2) cpd00612[0]	(1) O2[0] + (2) L-Dopa[0] => (2) H2O[0] + (2) Dopaquinone[0]	1.10.3.1	1	1	-79.7400	-82.4100	-148.1900	3	1	R00045	R00045	1	2	1	0	0.0000	2	2	4	7.0000	2.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	9	197.0000	14	2	1	h2o;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	0.0000	0.0000	0.0000	0.0000	12.0000	-12.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	-4.0000	0.0000	0.0000	4.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	2.6700	68.4500	65.7800	68.4500	-103.4467	68.4500	1	1	0	0	0.0000	0.0000	3.4131	0
rxn00038	(R)-3-((R)-3-Hydroxybutanoyloxy)-butanoate hydroxybutanoylhydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd02767[0] => (1) cpd00067[0] + (2) cpd00797[0]	(1) H2O[0] + (1) (R)-3-((R)-3-Hydroxybutanoyloxy)butanoate[0] => (1) H+[0] + (2) (R)-3-Hydroxybutanoate[0]	3.1.1.22	3	1	-2.1400	-11.9800	-8.6000	3	1	R00048	R00048	1	1	1	0	0.0000	2	2	4	5.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	8	189.0000	13	0	0	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	9.8400	6.4600	-3.3800	9.8400	-7.5733	9.8400	1	1	0	0	1.0000	2.0000	1.1904	0
rxn00039	1-O-galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose O-galloyltransferase	OK	0	0	=	(2) cpd00852[0] <=> (1) cpd00027[0] + (1) cpd02532[0]	(2) beta-Glucogallin[0] <=> (1) D-Glucose[0] + (1) 1-O,6-O-Digalloyl-beta-D-glucose[0]	2.3.1.90	2	1	0.0000	-2.5500	-10.9300	3	1	R00049	R00049	1	3	1	0	0.0000	1	2	3	4.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	20	484.0000	34	6	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	28.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	2.5500	10.9300	8.3800	10.9300	-4.4933	10.9300	1	1	0	0	0.0000	0.0000	0.3451	0
rxn00040	digallate acylhydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd01108[0] => (1) cpd00067[0] + (2) cpd01020[0]	(1) H2O[0] + (1) Digallate[0] => (1) H+[0] + (2) Gallate[0]	3.1.1.20	3	1	-2.1400	-13.7700	-17.9300	3	1	R00053	R00053	1	1	1	0	0.0000	2	2	4	5.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	14	321.0000	23	3	3	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	11.6300	15.7900	4.1600	15.7900	-11.2800	15.7900	1	1	0	0	1.0000	2.0000	0.7954	0
