rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn15460	1-O-trans-Cinnamoyl-beta-D-glucopyranose:alcohol O-cinnamoyltransferase	2.3.1.152	-4.580	-28.960	24.380	24.380	(1) Methanol[0] + (1) trans-Cinnamoyl beta-D-glucoside[0] <=> (1) beta-D-Glucose[0] + (1) Methyl cinnamate[0]		0.000	0.000	4	15
rxn19253	L-arogenate hydro-lyase (decarboxylating)	4.2.1.51;4.2.1.91	-19.050	5.280	-24.330	24.330	(1) H+[0] + (1) Pretyrosine[0] => (1) H2O[0] + (1) CO2[0] + (1) L-Phenylalanine[0]	co2;h;h2o	-1.000	-2.000	5	10
rxn00490	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	4.2.1.51;4.2.1.91	-19.050	5.280	-24.330	24.330	(1) H+[0] + (1) Pretyrosine[0] => (1) H2O[0] + (1) CO2[0] + (1) L-Phenylalanine[0]	co2;h;h2o	-1.000	-2.000	5	10
rxn16090	R09228	1.3.1.-	-8.540	15.730	-24.270	24.270	(1) NAD[0] + (1) Phthalate 3,4-cis-dihydrodiol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3,4-Dihydroxyphthalate[0]	h;nad;nadh	1.000	4.000	5	21
rxn00960	4-hydroxybenzoate,NADH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.33	-105.960	-81.740	-24.220	24.220	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NAD[0] + (1) Protocatechuate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn40455	3-methyl-L-tyrosine:hydrogen-peroxide oxidoreductase (3-hydroxy-5-methyl-L-tyrosine-forming)	1.11.2.5	-74.240	-50.050	-24.190	24.190	(1) H2O2[0] + (1) 3-Methyl-L-tyrosine[0] => (1) H2O[0] + (1) 3-Hydroxy-5-methyl-L-tyrosine[0]	h2o;h2o2	0.000	0.000	4	10
rxn02554	R07440	1.14.13.-	-105.970	-81.800	-24.170	24.170	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Ferulate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-Hydroxyferulate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn31789	RXN-1121	1.14.13.-	-105.970	-81.800	-24.170	24.170	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Ferulate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-Hydroxyferulate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn21497	RXN-1121.v	1.14.13.-	-105.970	-81.800	-24.170	24.170	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Ferulate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-Hydroxyferulate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01724	Bilirubin:oxygen oxidoreductase	1.3.3.5	-120.110	-95.960	-24.150	24.150	(1) O2[0] + (2) Bilirubin[0] => (2) H2O[0] + (2) Biliverdin[0]	h2o;o2	0.000	0.000	4	33
rxn40372	gamma-tocotrienol lyase (decyclizing)		14.920	-9.210	24.130	24.130	(1) gamma-Tocotrienol[0] <= (1) 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol[0]		0.000	0.000	2	28
rxn40371	delta-tocotrienol lyase (decyclizing)	5.5.1.24	14.920	-9.210	24.130	24.130	(1) delta-Tocotrienol[0] <= (1) 2-methyl-6-geranylgeranyl-1,4-benzoquinol[0]		0.000	0.000	2	27
rxn33082	hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;	1.3.1.38;1.3.1.8	-14.740	9.370	-24.110	24.110	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Hexadecenoyl-CoA[0] => (1) NADP[0] + (1) Palmitoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	37
rxn33068	hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;	1.3.1.38;1.3.1.8	-14.740	9.370	-24.110	24.110	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Hexadecenoyl-CoA[0] => (1) NADP[0] + (1) Palmitoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	37
rxn06683	1-O-trans-Cinnamoyl-beta-D-glucopyranose:alcohol O-cinnamoyltransferase	2.3.1.152	-4.990	-28.960	23.970	23.970	(1) Methanol[0] + (1) trans-Cinnamoyl beta-D-glucoside[0] <=> (1) D-Glucose[0] + (1) Methyl cinnamate[0]		0.000	0.000	4	15
rxn03786	R05493	1.14.11.-	-80.420	-104.340	23.920	23.920	(1) O2[0] + (2) 4-CPA[0] => (2) Glyoxalate[0] + (2) p-Chlorophenol[0]	o2	0.000	0.000	4	8
rxn01268	Prephenate:NAD+ oxidoreductase(decarboxylating)	1.3.1.12	-3.010	20.850	-23.860	23.860	(1) NAD[0] + (1) Prephenate[0] => (1) NADH[0] + (1) CO2[0] + (1) p-hydroxyphenylpyruvate[0]	co2;nad;nadh	0.000	0.000	5	21
rxn33078	Prephenate dehydrogenase	1.3.1.12	-3.010	20.850	-23.860	23.860	(1) NAD[0] + (1) Prephenate[0] => (1) NADH[0] + (1) CO2[0] + (1) p-hydroxyphenylpyruvate[0]	co2;nad;nadh	0.000	0.000	5	21
rxn28086	Prephenate dehydrogenase	1.3.1.12	-3.010	20.850	-23.860	23.860	(1) NAD[0] + (1) Prephenate[0] => (1) NADH[0] + (1) CO2[0] + (1) p-hydroxyphenylpyruvate[0]	co2;nad;nadh	0.000	0.000	5	21
rxn39750	aklavinone,NADPH:oxygen oxidoreductase (12-hydroxylating)	1.14.13.180	-105.990	-82.210	-23.780	23.780	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Aklavinone[0] => (1) H2O[0] + (1) NADP[0] + (1) epsilon-Rhodomycinone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	22
rxn03233	Phaseollidin-hydrate hydro-lyase	4.2.1.97	0.380	-23.360	23.740	23.740	(1) Phaseollidin hydrate[0] <=> (1) H2O[0] + (1) Phaseollidin[0]	h2o	0.000	0.000	3	20
rxn03358	3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)	1.4.3.4	-49.360	-25.620	-23.740	23.740	(1) O2[0] + (1) 3-Hydroxykynurenamine[0] => (1) NH3[0] + (1) H2O2[0] + (1) Quinoline-4,8-diol[0]	h2o2;nh3;o2	0.000	0.000	5	9
rxn02586	Kievitone-hydrate hydro-lyase	4.2.1.95	0.250	-23.480	23.730	23.730	(1) Kievitone hydrate[0] <=> (1) H2O[0] + (1) Kievitone[0]	h2o	0.000	0.000	3	20
rxn31837	trans-Dodec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Dodecenoyl-CoA[0] => (1) NADP[0] + (1) Lauroyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	33
rxn33327	trans-Oct-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Octenoyl-CoA[0] => (1) NADP[0] + (1) Octanoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	29
rxn32848	trans-Tetradec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Tetradecenoyl-CoA[0] => (1) NADP[0] + (1) Myristoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	35
rxn32850	trans-Tetradec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Tetradecenoyl-CoA[0] => (1) NADP[0] + (1) Myristoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	35
rxn33325	trans-Oct-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Octenoyl-CoA[0] => (1) NADP[0] + (1) Octanoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	29
rxn25652	trans-2,3-stearoyl-CoA-reductase (NADPH, B-specific)	1.3.1.-;1.3.1.38;1.3.1.93	14.270	-9.370	23.640	23.640	(1) NADP[0] + (1) strcoa[0] <= (1) NADPH[0] + (1) H+[0] + (1) (2E)-Octadecenoyl-CoA[0]	h;nadp;nadph	1.000	8.000	5	39
rxn32093	trans-Dec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Decenoyl-CoA[0] => (1) NADP[0] + (1) Decanoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	31
rxn31841	trans-Dodec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Dodecenoyl-CoA[0] => (1) NADP[0] + (1) Lauroyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	33
rxn32086	trans-Dec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	-14.270	9.370	-23.640	23.640	(1) NADPH[0] + (1) H+[0] + (1) (2E)-Decenoyl-CoA[0] => (1) NADP[0] + (1) Decanoyl-CoA[0]	h;nadp;nadph	-1.000	-8.000	5	31
rxn16136	2,2',3-trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl:oxygen 1,2-oxidoreductase (decyclizing)		-62.310	-85.900	23.590	23.590	(1) O2[0] + (1) 2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl[0] => (1) H+[0] + (1) 4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate[0]	h;o2	1.000	6.000	4	15
rxn16081	R09219	1.6.5.-	4.200	-19.160	23.360	23.360	(1) NADH[0] + (1) H+[0] + (1) Pyrene-4,5-dione[0] <=> (1) NAD[0] + (1) 4,5-Dihydroxypyrene[0]	h;nad;nadh	-1.000	-4.000	5	21
rxn02055	Thiamin:beta 2-methyl-4-aminopyrimidine-5-methenyltransferase	2.5.1.2	0.010	-23.290	23.300	23.300	(1) Thiamin[0] + (1) Pyridine[0] <=> (1) Heteropyrithiamine[0] + (1) 4-Methyl-5--2-hydroxyethyl-thiazole[0]		0.000	0.000	4	12
rxn27288	thiaminase I	2.5.1.2	0.010	-23.290	23.300	23.300	(1) Thiamin[0] + (1) Pyridine[0] <=> (1) Heteropyrithiamine[0] + (1) 4-Methyl-5--2-hydroxyethyl-thiazole[0]		0.000	0.000	4	12
rxn31750	Prephenate dehydrogenase (NADP+)	1.3.1.13	-3.010	20.260	-23.270	23.270	(1) NADP[0] + (1) Prephenate[0] => (1) NADPH[0] + (1) CO2[0] + (1) p-hydroxyphenylpyruvate[0]	co2;nadp;nadph	0.000	4.000	5	21
rxn01269	Prephenate:NADP+ oxidoreductase(decarboxylating)	1.3.1.13	-3.010	20.260	-23.270	23.270	(1) NADP[0] + (1) Prephenate[0] => (1) NADPH[0] + (1) CO2[0] + (1) p-hydroxyphenylpyruvate[0]	co2;nadp;nadph	0.000	4.000	5	21
rxn07608	R07801	1.13.-.-	-62.480	-85.590	23.110	23.110	(1) O2[0] + (1) 2,3-Dihydroxy-2'-carboxybiphenyl[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate[0]	h;o2	1.000	4.000	4	13
rxn04602	(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreductase (2-hydroxylating)	1.14.13.127	-105.960	-82.850	-23.110	23.110	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 3-Coumaric acid[0] => (1) H2O[0] + (1) NAD[0] + (1) 2,3-dihydroxicinnamic acid[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn04827	beta-Naphthol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)		-105.970	-82.880	-23.090	23.090	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 2-Naphthol[0] => (1) H2O[0] + (1) NADP[0] + (1) 1,2-Naphthalenediol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn30710	IMPCYCLOHYDROLASE-RXN	2.1.2.3;3.5.4.10	4.150	-18.930	23.080	23.080	(1) H2O[0] + (1) IMP[0] <=> (1) FAICAR[0]	h2o	0.000	0.000	3	10
rxn16659	1-hydroxy-2-naphthoate,NADPH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)	1.14.13.135	-108.630	-85.550	-23.080	23.080	(1) NADPH[0] + (1) O2[0] + (2) H+[0] + (1) 1-Hydroxy-2-naphthoate[0] => (1) H2O[0] + (1) NADP[0] + (1) CO2[0] + (1) 1,2-Naphthalenediol[0]	co2;h;h2o;nadp;nadph;o2	-2.000	-10.000	8	21
rxn00832	IMP 1,2-hydrolase (decyclizing)	2.1.2.3;3.5.4.10	4.150	-18.930	23.080	23.080	(1) H2O[0] + (1) IMP[0] <=> (1) FAICAR[0]	h2o	0.000	0.000	3	10
rxn27945	IMPCYCLOHYDROLASE-RXN.d	2.1.2.3;3.5.4.10	4.150	-18.930	23.080	23.080	(1) H2O[0] + (1) IMP[0] <=> (1) FAICAR[0]	h2o	0.000	0.000	3	10
rxn04032	cyclic-imide amidohydrolase (decyclicizing)	3.5.2.16	14.830	-8.230	23.060	23.060	(1) H2O[0] + (1) Maleimide[0] <= (1) H+[0] + (1) Maleamate[0]	h;h2o	1.000	2.000	4	4
rxn02863	R04092		10.640	-12.390	23.030	23.030	(1) FAD[0] + (1) 3-Dehydrosphinganine[0] <= (1) FADH2[0] + (1) 3-Ketosphingosine[0]	fad;fadh2	0.000	0.000	4	27
rxn05057	cyanuric acid amidohydrolase	3.5.2.15	-17.690	-40.700	23.010	23.010	(1) H2O[0] + (1) Cyanuric acid[0] => (1) CO2[0] + (1) Biuret[0]	co2;h2o	0.000	0.000	4	3
rxn03101	1-O-Galloyl-beta-D-glucose:1,2,3,6-tetrakis-O-galloyl-beta-D-glucose 4-O-galloyltransferase	2.3.1.143	-18.090	4.900	-22.990	22.990	(1) beta-Glucogallin[0] + (1) 1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose[0] => (1) D-Glucose[0] + (1) H+[0] + (1) Pentagalloyl-beta-D-glucose[0]	h	1.000	2.000	5	41
rxn15815	R08837		-28.690	-5.700	-22.990	22.990	(1) 4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde[0] => (1) H2O[0] + (1) Betalamic acid[0]	h2o	0.000	0.000	3	9
rxn04426	R06572	1.14.13.-	-104.730	-81.800	-22.930	22.930	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Ferulaldehyde[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-Hydroxyconiferaldehyde[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn21808	RXN-1142.v	1.14.13.-	-104.730	-81.800	-22.930	22.930	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Ferulaldehyde[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-Hydroxyconiferaldehyde[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn32872	RXN-1142	1.14.13.-	-104.730	-81.800	-22.930	22.930	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Ferulaldehyde[0] => (1) H2O[0] + (1) NADP[0] + (1) 5-Hydroxyconiferaldehyde[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03847	Cyanuric acid amidohydrolase	3.5.2.15	-18.950	-41.830	22.880	22.880	(2) H2O[0] + (1) Cyanuric acid[0] => (1) H+[0] + (1) H2CO3[0] + (1) Biuret[0]	h;h2o	1.000	2.000	5	3
rxn25069	RXN-8684.c	1.23.1.4;1.3.1.-	-8.040	14.830	-22.870	22.870	(1) NADPH[0] + (1) H+[0] + (1) Lariciresinol[0] <=> (1) NADP[0] + (1) (+)-secoisolariciresinol[0]	h;nadp;nadph	-1.000	-8.000	5	21
rxn00586	phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)	1.14.13.7	-105.970	-83.150	-22.820	22.820	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Phenol[0] => (1) H2O[0] + (1) NADP[0] + (1) Catechol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03563	Resorcinol,NADPH:oxogen oxidoreductase (2-hydroxylating)	1.14.13.219;1.14.13.7	-105.960	-83.150	-22.810	22.810	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Resorcin[0] => (1) H2O[0] + (1) NADP[0] + (1) Hydroxyquinol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01189	3-hydroxybenzoate,NADPH:oxygen oxidoreductase (4-hydroxylating)	1.14.13.23	-105.960	-83.150	-22.810	22.810	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 3-Hydroxybenzoate[0] => (1) H2O[0] + (1) NADP[0] + (1) Protocatechuate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn04601	3-(3-hydroxyphenyl)propanoate,NADH:oxygen oxidoreductase (2-hydroxylating)	1.14.13.127	-105.960	-83.240	-22.720	22.720	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Dihydro-3-coumaric acid[0] => (1) H2O[0] + (1) NAD[0] + (1) 2,3-Dihydroxyphenylpropanoate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn40472	epithienamycin-F,2-oxoglutarate:oxygen oxidoreductase (dehydrating)		-107.840	-130.550	22.710	22.710	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) Epithienamycin F[0] => (1) H2O[0] + (1) CO2[0] + (1) Succinate[0] + (1) MM13902[0]	co2;h2o;o2	0.000	0.000	7	13
rxn07663	R07873	2.3.1.-	-1.820	20.770	-22.590	22.590	(1) Caffeoyl-CoA[0] + (1) Pelargonidin 3-glucoside[0] <=> (1) CoA[0] + (1) Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)[0]	coa	0.000	0.000	4	30
rxn15472	1-O-Galloyl-beta-D-glucose:1,2,3,6-tetrakis-O-galloyl-beta-D-glucose 4-O-galloyltransferase	2.3.1.143	-17.680	4.900	-22.580	22.580	(1) beta-Glucogallin[0] + (1) 1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose[0] => (1) H+[0] + (1) Pentagalloyl-beta-D-glucose[0] + (1) alpha-D-Glucose[0]	h	1.000	2.000	5	41
rxn15471	1-O-Galloyl-beta-D-glucose:1,2,3,6-tetrakis-O-galloyl-beta-D-glucose 4-O-galloyltransferase	2.3.1.143	-17.680	4.900	-22.580	22.580	(1) beta-Glucogallin[0] + (1) 1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose[0] => (1) H+[0] + (1) beta-D-Glucose[0] + (1) Pentagalloyl-beta-D-glucose[0]	h	1.000	2.000	5	41
rxn03097	2-Hydroxy-2-hydropyrone-4,6-dicarboxylate lyase (decyclizing)	5.5.1.1	13.710	-8.840	22.550	22.550	(1) 2-Hydroxy-2-hydropyrone-4,6-dicarboxylate[0] <= (1) 4-Carboxy-2-hydroxymuconate semialdehyde[0]		0.000	0.000	2	7
rxn03906	1-hydroxy-2-naphthoate,NADH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)	1.14.13.1;1.14.13.135	-108.630	-86.130	-22.500	22.500	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) 1-Hydroxy-2-naphthoate[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) 1,2-Naphthalenediol[0]	co2;h;h2o;nad;nadh;o2	-2.000	-6.000	8	21
rxn02363	3-Hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.3;1.14.14.9	-105.960	-83.740	-22.220	22.220	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 3-Hydroxyphenylacetate[0] => (1) H2O[0] + (1) NAD[0] + (1) Homoprotocatechuate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn39979	phenol hydroxylase	1.14.13.M20	-105.960	-83.740	-22.220	22.220	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Phenol[0] => (1) H2O[0] + (1) NAD[0] + (1) Catechol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn11674	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.13.11.46	-120.270	-98.290	-21.980	21.980	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) (S)-4-Hydroxymandelate[0]	co2;o2	0.000	0.000	4	9
rxn04029	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.13.11.46	-120.270	-98.290	-21.980	21.980	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) 4-Hydroxymandelate[0]	co2;o2	0.000	0.000	4	9
rxn15552	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.13.11.46	-120.270	-98.290	-21.980	21.980	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) (R)-4-Hydroxymandelate[0]	co2;o2	0.000	0.000	4	9
rxn01188	3-dehydroshikimate hydro-lyase	4.2.1.118	-26.770	-4.890	-21.880	21.880	(1) 3-Dehydroshikimate[0] => (1) H2O[0] + (1) Protocatechuate[0]	h2o	0.000	0.000	3	7
rxn01874	S-Adenosyl-L-methionine:dimethyl-sulfide S-methyltransferase	2.1.1.96	0.480	22.230	-21.750	21.750	(1) S-Adenosyl-L-methionine[0] + (1) Methyl sulfide[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Trimethylsulfonium[0]	sah;sam	0.000	0.000	4	15
rxn33606	S-Adenosyl-L-methionine:dimethyl-sulfide S-methyltransferase	2.1.1.96	0.480	22.230	-21.750	21.750	(1) S-Adenosyl-L-methionine[0] + (1) Methyl sulfide[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Trimethylsulfonium[0]	sah;sam	0.000	0.000	4	15
rxn02545	3-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)	1.14.13.7	-105.960	-84.300	-21.660	21.660	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) m-Cresol[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Methylcatechol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03497	quinolin-2-ol, NADH:oxygen oxidoreductase (5,6-hydroxylating)	1.14.12.16	-82.170	-103.760	21.590	21.590	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 2-Quinolone[0] => (1) NAD[0] + (1) 2,5,6-Trihydroxy-5,6-dihydroquinoline[0]	h;nad;nadh;o2	-1.000	-4.000	6	21
rxn02786	2-hydroxybiphenyl,NADH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.44	-105.960	-84.380	-21.580	21.580	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 2-Biphenylol[0] => (1) H2O[0] + (1) NAD[0] + (1) 3-Phenylcatechol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn11681	R07499	1.3.1.72	-13.270	8.280	-21.550	21.550	(1) NADPH[0] + (1) H+[0] + (1) 14-Demethyllanosterol[0] => (1) NADP[0] + (1) 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol[0]	h;nadp;nadph	-1.000	-8.000	5	29
rxn11682	R07507	1.3.1.72	-13.270	8.280	-21.550	21.550	(1) NADPH[0] + (1) H+[0] + (1) 7-Dehydrodesmosterol[0] => (1) NADP[0] + (1) Provitamin D3[0]	h;nadp;nadph	-1.000	-8.000	5	27
rxn02618	lanosterol delta24-reductase	1.3.1.72	-13.270	8.280	-21.550	21.550	(1) NADPH[0] + (1) H+[0] + (1) Lanosterol[0] => (1) NADP[0] + (1) 24,25-Dihydrolanosterol[0]	h;nadp;nadph	-1.000	-8.000	5	30
rxn01063	cholesterol:NADP+ Delta24-oxidoreductase	1.3.1.72	13.270	-8.280	21.550	21.550	(1) NADP[0] + (1) Cholesterol[0] <= (1) NADPH[0] + (1) H+[0] + (1) Desmosterol[0]	h;nadp;nadph	1.000	8.000	5	27
rxn15620	R06459		-53.410	-74.840	21.430	21.430	(5) NADPH[0] + (12) H+[0] + (1) Malonyl-CoA[0] + (6) Methylmalonyl-CoA[0] => (2) H2O[0] + (5) NADP[0] + (7) CoA[0] + (7) CO2[0] + (1) Narbonolide[0]	co2;coa;h;h2o;nadp;nadph	-12.000	-110.000	9	25
rxn08659	(R)-lactate hydro-lyase	4.2.1.130	-12.370	9.010	-21.380	21.380	(1) H2O[0] + (1) 2-Oxopropanal[0] => (1) H+[0] + (1) D-Lactate[0]	h;h2o	1.000	2.000	4	3
rxn40317	N7-methyl-GMP phosphohydrolase		-4.260	17.070	-21.330	21.330	(1) H2O[0] + (1) 7-Methylguanosine 5'-phosphate[0] => (1) Phosphate[0] + (1) 7-methylguanosine[0]	h2o;pi	0.000	4.000	4	11
rxn40052	festuclavine:NAD+ oxidoreductase	1.5.1.44	18.250	-3.050	21.300	21.300	(1) NAD[0] + (1) Festuclavine[0] <= (1) NADH[0] + (1) H+[0] + (1) 6,8-Dimethyl-6,7-didehydroergoline[0]	h;nad;nadh	1.000	4.000	5	21
rxn33147	-	1.13.11.-;1.13.11.56	-86.230	-107.510	21.280	21.280	(1) O2[0] + (1) 1,2-Naphthalenediol[0] => (1) H+[0] + (1) 2-Hydroxychromene-2-carboxylate[0]	h;o2	1.000	2.000	4	10
rxn02878	naphthalene-1,2-diol:oxygen oxidoreductase	1.13.11.-;1.13.11.56	-86.230	-107.510	21.280	21.280	(1) O2[0] + (1) 1,2-Naphthalenediol[0] => (1) H+[0] + (1) 2-Hydroxychromene-2-carboxylate[0]	h;o2	1.000	2.000	4	10
rxn33146	-	1.13.11.-;1.13.11.56	-86.230	-107.510	21.280	21.280	(1) O2[0] + (1) 1,2-Naphthalenediol[0] => (1) H+[0] + (1) 2-Hydroxychromene-2-carboxylate[0]	h;o2	1.000	2.000	4	10
rxn16403	(2S)-2-amino-4-deoxychorismate:FMN oxidoreductase	1.3.99.24	-21.220	-0.110	-21.110	21.110	(1) FMN[0] + (1) 2-amino-2-deoxyisochorismic acid[0] => (1) H+[0] + (1) FMNH2[0] + (1) 3-(1-Carboxyvinyloxy)anthranilate[0]	fmn;fmnh2;h	1.000	4.000	5	17
rxn03505	Methylenediurea aminohydrolase	3.5.3.21	-8.050	13.040	-21.090	21.090	(2) H2O[0] + (2) H+[0] + (1) Methylenediurea[0] => (1) CO2[0] + (2) NH3[0] + (1) N-(Hydroxymethyl)urea[0]	co2;h;h2o;nh3	-2.000	0.000	6	3
rxn02031	orcinol,NADH:oxygen oxidoreductase (2-hydroxylating)	1.14.13.6	-105.960	-84.880	-21.080	21.080	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Orcinol[0] => (1) H2O[0] + (1) NAD[0] + (1) 2,3,5-Trihydroxytoluene[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn03851	R05565	1.14.15.-	-87.050	-65.990	-21.060	21.060	(1) O2[0] + (2) Atrazine[0] => (2) Acetaldehyde[0] + (2) Deethylatrazine[0]	o2	0.000	0.000	4	8
