rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn03585	4-Hydroxy-3-methoxybenzoate:oxygen oxidoreductase	1.2.3.9	-118.030	121.920	-239.950	239.950	(1) NADH[0] + (1) O2[0] + (1) Vanillin[0] => (1) H2O[0] + (1) NAD[0] + (1) Vanillate[0]	h2o;nad;nadh;o2	0.000	-2.000	6	21
rxn03525	(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1.14.21.3	-104.870	109.720	-214.590	214.590	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (R)-N-Methylcoclaurine[0] + (1) (S)-Coclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) 2'-Norberbamunine[0]	h;h2o;nadp;nadph;o2	-1.000	-6.000	8	35
rxn25082	RXN-8702.v	1.14.21.3	-104.860	109.720	-214.580	214.580	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (2) (R)-N-Methylcoclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) Guattegaumerine[0]	h;h2o;nadp;nadph;o2	-1.000	-6.000	7	36
rxn16896	(S)-N-methylcoclaurine,NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1.14.21.3	-104.860	109.720	-214.580	214.580	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-N-Methylcoclaurine[0] + (1) (R)-N-Methylcoclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) Berbamunine[0]	h;h2o;nadp;nadph;o2	-1.000	-6.000	8	36
rxn03530	(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1.14.21.3	-104.860	109.720	-214.580	214.580	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (2) (R)-N-Methylcoclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) Guattegaumerine[0]	h;h2o;nadp;nadph;o2	-1.000	-6.000	7	36
rxn16895	(S)-cheilanthifoline,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1.14.21.1	-114.390	69.060	-183.450	183.450	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-Cheilanthifoline[0] => (2) H2O[0] + (1) NADP[0] + (1) Stylopine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn16898	(S)-tetrahydrocolumbamine oxidase (methylenedioxy-bridge-forming)	1.14.21.5	-114.390	69.060	-183.450	183.450	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Isocorypalmine[0] => (2) H2O[0] + (1) NADP[0] + (1) (S)-Canadine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn17124	(S)-scoulerine,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1.14.21.2	-114.320	67.180	-181.500	181.500	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-Scoulerine[0] => (2) H2O[0] + (1) NADP[0] + (1) (S)-Cheilanthifoline[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn06317	flavanone,NADPH:oxygen oxidoreductase	1.14.13.88	-211.940	-64.450	-147.490	147.490	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Aromadendrin[0] => (2) H2O[0] + (2) NADP[0] + (1) Ampelopsin[0]	h;h2o;nadp;nadph;o2	-2.000	-16.000	7	21
rxn20661	quinolinate synthase	2.5.1.72	-51.410	76.600	-128.010	128.010	(1) Glycerone-phosphate[0] + (1) Iminoaspartate[0] => (2) H2O[0] + (1) Phosphate[0] + (1) H+[0] + (1) Quinolinate[0]	h;h2o;pi	1.000	4.000	6	7
rxn40158	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NADP+ oxidoreductase		106.150	-17.430	123.580	123.580	(8) NADP[0] + (1) 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate[0] <= (8) NADPH[0] + (8) H+[0] + (1) 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate[0]	h;nadp;nadph	8.000	64.000	5	43
rxn40157	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NAD+ oxidoreductase	1.3.1.101	106.130	-12.760	118.890	118.890	(8) NAD[0] + (1) 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate[0] <= (8) NADH[0] + (8) H+[0] + (1) 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate[0]	h;nad;nadh	8.000	32.000	5	43
rxn27333	NADH:trimethylamine-N-oxide oxidoreductase	1.6.6.9	-58.790	57.530	-116.320	116.320	(1) NADH[0] + (2) H+[0] + (1) (CH3)3NO[0] => (1) H2O[0] + (1) NAD[0] + (1) (CH3)3N[0]	h;h2o;nad;nadh	-2.000	-4.000	6	21
rxn15680	R07506		14.270	-98.430	112.700	112.700	(1) NADP[0] + (1) 5-Dehydroepisterol[0] <= (1) NADPH[0] + (1) H+[0] + (1) 5,7,22,24(28)-Ergostatetraenol[0]	h;nadp;nadph	1.000	8.000	5	28
rxn15616	R06449		-292.880	-198.980	-93.900	93.900	(3) NADPH[0] + (3) O2[0] + (3) H+[0] + (1) 5-O-beta-D-Mycaminosyltylactone[0] => (4) H2O[0] + (3) NADP[0] + (1) 5-O-beta-D-Mycaminosyltylonolide[0]	h;h2o;nadp;nadph;o2	-3.000	-24.000	7	31
rxn00035	columbamine:oxygen oxidoreductase (cyclizing)	1.21.3.2	-119.250	-28.330	-90.920	90.920	(1) O2[0] + (2) Columbamine[0] => (2) H2O[0] + (2) Berberine[0]	h2o;o2	0.000	0.000	4	20
rxn16314	6-hydroxy-3-succinoylpyridine hydrolase	3.7.1.-	0.890	-89.990	90.880	90.880	(1) H2O[0] + (1) 6-Hydroxy-3-succinoylpyridine[0] <=> (1) 4-Oxobutanoate[0] + (1) 2,5-Dihydroxypyridine[0]	h2o	0.000	0.000	4	9
rxn04985	lithocholate,NADPH:oxygen oxidoreductase(6alpha-hydroxylating)	1.14.13.97	-97.200	-9.220	-87.980	87.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Lithocholate[0] => (1) H2O[0] + (1) NADP[0] + (1) Hyodeoxycholate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	24
rxn03126	Coenzyme B:coenzyme M:methanophenazine oxidoreductase	1.8.98.1	-6.870	77.270	-84.140	84.140	(1) CoM-S-S-CoB[0] + (1) Dihydromethanophenazine[0] <=> (1) CoM[0] + (1) HTP[0] + (1) Methanophenazine[0]		0.000	-6.000	5	37
rxn25846	RXN-9800.x	2.3.1.65	-6.640	-86.810	80.170	80.170	(1) Taurine[0] + (1) Choloyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Taurocholate[0]	coa;h	1.000	2.000	5	45
rxn02640	Choloyl-CoA:glycine N-choloyltransferase	2.3.1.65	-6.640	-86.810	80.170	80.170	(1) Taurine[0] + (1) Choloyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Taurocholate[0]	coa;h	1.000	2.000	5	45
rxn00024	1,2-Benzenediol:oxygen oxidoreductase	1.10.3.1	-125.980	-48.690	-77.290	77.290	(1) O2[0] + (2) L-Tyrosine[0] => (2) L-Dopa[0]	o2	0.000	0.000	3	9
rxn31922	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	1.2.3.1	-40.880	33.220	-74.100	74.100	(1) H2O[0] + (1) O2[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) H2O2[0] + (1) H+[0] + (1) Methylmalonate[0]	h;h2o;h2o2;o2	1.000	4.000	6	4
rxn31931	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	1.2.3.1	-40.880	33.220	-74.100	74.100	(1) H2O[0] + (1) O2[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) H2O2[0] + (1) H+[0] + (1) Methylmalonate[0]	h;h2o;h2o2;o2	1.000	4.000	6	4
rxn31920	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	1.2.3.1	-40.880	33.220	-74.100	74.100	(1) H2O[0] + (1) O2[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) H2O2[0] + (1) H+[0] + (1) Methylmalonate[0]	h;h2o;h2o2;o2	1.000	4.000	6	4
rxn31928	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase	1.2.3.1	-40.880	33.220	-74.100	74.100	(1) H2O[0] + (1) O2[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) H2O2[0] + (1) H+[0] + (1) Methylmalonate[0]	h;h2o;h2o2;o2	1.000	4.000	6	4
rxn40405	fumarate CoM:CoB oxidoreductase (succinate forming)	1.3.4.1;1.3.98.2	-12.220	-85.000	72.780	72.780	(1) Fumarate[0] + (1) CoM[0] + (1) HTP[0] <=> (1) Succinate[0] + (1) CoM-S-S-CoB[0]		0.000	6.000	5	13
rxn02015	Taurocholate amidohydrolase	3.5.1.24	0.820	73.380	-72.560	72.560	(1) H2O[0] + (1) Taurocholate[0] <=> (1) Taurine[0] + (1) Cholate[0]	h2o	0.000	0.000	4	26
rxn16099	R09237	1.13.11.-	-59.150	-129.390	70.240	70.240	(1) O2[0] + (1) 2,4,5-Trihydroxytoluene[0] => (1) H+[0] + (1) cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate[0]	h;o2	1.000	2.000	4	7
rxn16411	dichlorochromopyrrolate,NADH:oxygen 2,5-oxidoreductase (dichloroarcyriaflavin A-forming)	1.13.12.17	-452.970	-383.360	-69.610	69.610	(4) NADH[0] + (4) O2[0] + (6) H+[0] + (1) 3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate[0] => (6) H2O[0] + (4) NAD[0] + (2) CO2[0] + (1) Dichloroarcyriaflavin A[0]	co2;h;h2o;nad;nadh;o2	-6.000	-22.000	8	22
rxn00036	3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase	1.10.3.1	-82.410	-148.190	65.780	65.780	(1) O2[0] + (2) L-Dopa[0] => (2) H2O[0] + (2) Dopaquinone[0]	h2o;o2	0.000	0.000	4	9
rxn03127	2-(Methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonine S-(2-sulfoethyl)thiotransferase	2.8.4.1	-6.140	-70.810	64.670	64.670	(1) Methyl CoM[0] + (1) HTP[0] <=> (1) Methane[0] + (1) CoM-S-S-CoB[0]		0.000	6.000	4	13
rxn03619	dihydrophloroglucinol:NADP+ oxidoreductase	1.3.1.57	-15.570	48.150	-63.720	63.720	(1) NADP[0] + (1) Dihydrophloroglucinol[0] => (1) NADPH[0] + (1) Phloroglucinol[0]	nadp;nadph	0.000	6.000	4	21
rxn02745	Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.37	-74.830	-137.350	62.520	62.520	(1) O2[0] + (1) Hydroxyquinol[0] => (2) H+[0] + (1) Maleylacetate[0]	h;o2	2.000	6.000	4	6
rxn02852	Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.37	-74.840	-137.350	62.510	62.510	(1) O2[0] + (1) Hydroxyquinol[0] => (2) H+[0] + (1) 3-Hydroxy-cis,cis-muconate[0]	h;o2	2.000	6.000	4	6
rxn16444	pratensein,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1.14.21.8	-131.190	-69.050	-62.140	62.140	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Pratensein[0] => (2) H2O[0] + (1) NADP[0] + (1) 5-Hydroxypseudobaptigenin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn11573	R03823		69.080	7.470	61.610	61.610	(1) beta-Carotene[0] <= (1) Lycopene[0]		0.000	0.000	2	40
rxn01495	3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)	1.13.11.30	-61.200	-121.970	60.770	60.770	(1) O2[0] + (1) L-Dopa[0] => (1) H+[0] + (1) 5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde[0]	h;o2	1.000	2.000	4	9
rxn06105	Barbiturate amidohydrolase	3.5.2.1	11.450	-49.300	60.750	60.750	(1) H2O[0] + (1) Malonylurea[0] <= (1) Malonuric acid[0]	h2o	0.000	0.000	3	4
rxn16409	gallate:oxygen oxidoreductase	1.13.11.57	-74.560	-134.770	60.210	60.210	(1) O2[0] + (1) Gallate[0] => (2) H+[0] + (1) 4-Oxalomesaconate[0]	h;o2	2.000	10.000	4	7
rxn39406	gallate:oxygen 4,5-oxidoreductase (decyclizing)		-74.560	-134.770	60.210	60.210	(1) O2[0] + (1) Gallate[0] => (2) H+[0] + (1) 4-Carboxy-2-hydroxy-cis,cis-muconate[0]	h;o2	2.000	10.000	4	7
rxn00043	catechol:oxygen oxidoreductase	1.10.3.1;1.14.18.1	-71.270	-131.460	60.190	60.190	(1) O2[0] + (2) Catechol[0] => (2) H2O[0] + (2) 1,2-Benzoquinone[0]	h2o;o2	0.000	0.000	4	6
rxn02413	3,4-Dihydroxy-trans-cinnamate:oxygen 3,4-oxidoreductase (decyclizing)	1.13.11.22	-75.630	-134.890	59.260	59.260	(1) O2[0] + (1) Caffeate[0] => (2) H+[0] + (1) 3-(2-Carboxyethenyl)-cis,cis-muconate[0]	h;o2	2.000	10.000	4	9
rxn03570	R05257	1.13.11.-	-61.000	-120.200	59.200	59.200	(1) O2[0] + (1) 2,3-Dihydroxy DDT[0] => (1) H+[0] + (1) 6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E- dienoate[0]	h;o2	1.000	2.000	4	14
rxn14223	dopaxanthin:oxygen oxidoreductase	1.10.3.-	-82.350	-140.910	58.560	58.560	(1) O2[0] + (2) Dopaxanthin[0] => (2) H2O[0] + (2) Dopaxanthin quinone[0]	h2o;o2	0.000	0.000	4	18
rxn03623	5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline:NAD+ oxidoreductase	1.3.1.65	-20.310	37.990	-58.300	58.300	(1) NAD[0] + (1) 5,6-Dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline[0] => (1) NADH[0] + (1) H+[0] + (1) 5,6-Dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline[0]	h;nad;nadh	1.000	4.000	5	21
rxn04721	R06912	5.3.99.-	15.590	-42.690	58.280	58.280	(1) 2-Hydroxy-8-methylchromene-2-carboxylate[0] <= (1) 2-Hydroxy-3-methylbenzalpyruvate[0]		0.000	0.000	2	11
rxn13968	dopamine:oxygen oxidoreductase	1.10.3.-	-82.420	-140.610	58.190	58.190	(1) O2[0] + (2) Dopamine[0] => (2) H2O[0] + (2) Dopamine quinone[0]	h2o;o2	0.000	0.000	4	8
rxn40109	luteolin,NADPH:oxygen oxidoreductase		-122.970	-66.340	-56.630	56.630	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Luteolin[0] => (1) H2O[0] + (1) NADP[0] + (1) Tricetin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03716	R05416	1.13.11.-	-62.110	-118.090	55.980	55.980	(1) O2[0] + (1) 3-Ethylcatechol[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxo-octa-2,4-dienoate[0]	h;o2	1.000	2.000	4	8
rxn15615	R06448		-51.630	-107.460	55.830	55.830	(7) NADPH[0] + (15) H+[0] + (2) Malonyl-CoA[0] + (5) L-methylmalonyl-CoA[0] + (1) Ethylmalonyl-CoA[0] => (3) H2O[0] + (7) NADP[0] + (8) CoA[0] + (8) CO2[0] + (1) Tylactone[0]	co2;coa;h;h2o;nadp;nadph	-15.000	-136.000	10	26
rxn02861	3-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)	1.13.11.2	-62.110	-117.740	55.630	55.630	(1) O2[0] + (1) 3-Methylcatechol[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxo-hept-2,4-dienoate[0]	h;o2	1.000	2.000	4	7
rxn03152	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione:oxygen 4,5-oxidoreductase (decyclizing)	1.13.11.25	-61.070	-116.350	55.280	55.280	(1) O2[0] + (1) 3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione[0] => (1) H+[0] + (1) 3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate[0]	h;o2	1.000	2.000	4	19
rxn07516	R07702	1.13.11.-	-83.360	-138.590	55.230	55.230	(1) O2[0] + (1) 1,2-Anthracenediol[0] => (2) H+[0] + (1) 3-(2-Carboxyvinyl)naphthalene-2-carboxylic acid[0]	h;o2	2.000	6.000	4	14
rxn03607	4-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)	1.13.11.2	-61.190	-116.320	55.130	55.130	(1) O2[0] + (1) 4-Methylcatechol[0] => (1) H+[0] + (1) 2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde[0]	h;o2	1.000	2.000	4	7
rxn02328	7,8-dihydro-7,8-dihydroxykynurenate:NAD+ oxidoreductase	1.3.1.18	-20.530	33.650	-54.180	54.180	(1) NAD[0] + (1) 7,8-Dihydro-7,8-dihydroxykynurenate[0] => (1) NADH[0] + (1) H+[0] + (1) 7,8-Dihydroxykynurenate[0]	h;nad;nadh	1.000	4.000	5	21
rxn04603	R06788	1.13.11.16	-62.490	-116.590	54.100	54.100	(1) O2[0] + (1) 2,3-dihydroxicinnamic acid[0] => (1) H+[0] + (1) 2-Hydroxy-6-ketononatrienedioate[0]	h;o2	1.000	4.000	4	9
rxn11917	Aldehyde:oxygen oxidoreductase	1.2.3.1	-27.350	26.280	-53.630	53.630	(1) H2O[0] + (1) O2[0] + (1) 1-Methylnicotinamide[0] => (1) H2O2[0] + (1) H+[0] + (1) N'-Methyl-2-pyridone-5-carboxamide[0]	h;h2o;h2o2;o2	1.000	0.000	6	7
rxn16132	3-O-methylgallate:oxygen 3,4-oxidoreductase (decyclizing)	1.13.11.-	-61.380	-114.920	53.540	53.540	(1) O2[0] + (1) 3-O-Methylgallate[0] => (1) H+[0] + (1) 4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate[0]	h;o2	1.000	4.000	4	8
rxn01096	2,3-Dihydroxybenzoate:oxygen 3,4-oxidoreductase (decyclizing)	1.13.11.14	-60.570	-113.460	52.890	52.890	(1) O2[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) H+[0] + (1) 3-Carboxy-2-hydroxymuconate semialdehyde[0]	h;o2	1.000	4.000	4	7
rxn03562	R05248	1.13.11.-	-60.460	-113.060	52.600	52.600	(1) O2[0] + (1) 2,3-Dihydroxy-p-cumate[0] => (1) H+[0] + (1) 2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate[0]	h;o2	1.000	4.000	4	10
rxn03611	4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)	1.13.11.1	-74.870	-127.030	52.160	52.160	(1) O2[0] + (1) 4-Methylcatechol[0] => (2) H+[0] + (1) 3-Methyl-cis,cis-muconate[0]	h;o2	2.000	6.000	4	7
rxn35164	glycerol-3-phosphate oxidase	1.1.3.21	25.580	-25.880	51.460	51.460	(1) H2O2[0] + (1) Glycerone-phosphate[0] <= (1) O2[0] + (1) Glycerol-3-phosphate[0]	h2o2;o2	0.000	0.000	4	3
rxn03038	R04376	1.13.11.16	-62.490	-113.730	51.240	51.240	(1) O2[0] + (1) 2,3-Dihydroxyphenylpropanoate[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate[0]	h;o2	1.000	4.000	4	9
rxn11578	5-Methylbarbiturate amidohydrolase	3.5.2.1	4.980	-46.090	51.070	51.070	(2) H2O[0] + (1) 5-Methylbarbiturate[0] <=> (1) H+[0] + (1) Urea[0] + (1) Methylmalonate[0]	h;h2o	1.000	4.000	5	5
rxn15827	(S)-2-hydroxypropylphosphonate,NADH:oxygen epoxidase	1.14.19.7	-101.700	-50.990	-50.710	50.710	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 2-Hydroxypropylphosphonate[0] => (2) H2O[0] + (1) NAD[0] + (1) Fosfomycin[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn03590	R05278	1.13.11.-;1.13.11.3	-75.610	-126.020	50.410	50.410	(1) O2[0] + (1) 4-Sulfocatechol[0] => (2) H+[0] + (1) 3-Sulfomuconate[0]	h;o2	2.000	10.000	4	6
rxn00587	Catechol:oxygen 2,3-oxidoreductase (decyclizing)	1.13.11.2	-62.220	-112.270	50.050	50.050	(1) O2[0] + (1) Catechol[0] => (1) H+[0] + (1) 2-Hydroxymuconic semialdehyde[0]	h;o2	1.000	2.000	4	6
rxn03704	R05404	1.13.11.2	-62.110	-111.970	49.860	49.860	(1) O2[0] + (1) 3-Vinylcatechol[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxoocta-2,4,7-trienoate[0]	h;o2	1.000	2.000	4	8
rxn31079	STRICTOSIDINE-SYNTHASE-RXN	4.3.3.2	-17.730	31.590	-49.320	49.320	(1) Tryptamine[0] + (1) Secologanin[0] => (1) H2O[0] + (1) Strictosidine[0]	h2o	0.000	0.000	4	27
rxn02329	7,8-Dihydroxykynurenate:oxygen 8,8a-oxidoreductase (decyclizing)	1.13.11.10	-70.740	-119.730	48.990	48.990	(1) O2[0] + (1) 7,8-Dihydroxykynurenate[0] => (1) H+[0] + (1) 5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate[0]	h;o2	1.000	4.000	4	10
rxn00724	2,3-Dihydroxyindole:oxygen 2,3-oxidoreductase (decyclizing)	1.13.11.23	-107.590	-156.350	48.760	48.760	(1) O2[0] + (1) Dihydroxyindole[0] => (1) CO2[0] + (1) H+[0] + (1) Anthranilate[0]	co2;h;o2	1.000	2.000	5	8
rxn00583	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase	1.3.1.19	-19.680	28.650	-48.330	48.330	(1) NAD[0] + (1) cis-Benzeneglycol[0] => (1) NADH[0] + (1) H+[0] + (1) Catechol[0]	h;nad;nadh	1.000	4.000	5	21
rxn01192	Protocatechuate:oxygen 3,4-oxidoreductase (decyclizing)	1.13.11.3	-75.630	-123.650	48.020	48.020	(1) O2[0] + (1) Protocatechuate[0] => (2) H+[0] + (1) 3-Carboxy-cis,cis-muconate[0]	h;o2	2.000	10.000	4	7
rxn16429	pyrrole-2-carboxylate,NADH:oxygen oxidoreductase (5-hydroxylating)	1.14.13.130	-116.040	-68.560	-47.480	47.480	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Pyrrole-2-carboxylate[0] => (1) H2O[0] + (1) NAD[0] + (1) 5-Hydroxypyrrole-2-carboxylate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn03637	Isovaleryl-CoA:malonyl-CoA acyltransferase	2.3.1.156	-25.790	21.600	-47.390	47.390	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Isovaleryl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one[0]	co2;coa;h	-3.000	-30.000	6	26
rxn02712	(S)-scoulerine, NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1.14.21.2	114.320	67.180	47.140	47.140	(2) H2O[0] + (1) NADP[0] + (1) (S)-Cheilanthifoline[0] <= (1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-Scoulerine[0]	h;h2o;nadp;nadph;o2	1.000	8.000	7	21
rxn00588	Catechol:oxygen 1,2-oxidoreductase(decyclizing)	1.13.11.1	-73.850	-120.790	46.940	46.940	(1) O2[0] + (1) Catechol[0] => (2) H+[0] + (1) cis,cis-Muconate[0]	h;o2	2.000	6.000	4	6
rxn00585	trans-1,2-dihydrobenzene-1,2-diol:NADP+ oxidoreductase	1.3.1.20	-19.680	27.150	-46.830	46.830	(1) NADP[0] + (1) trans-1,2-Dihydrobenzene-1,2-diol[0] => (1) NADPH[0] + (1) H+[0] + (1) Catechol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn04719	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	1.3.1.29	-20.250	26.450	-46.700	46.700	(1) NAD[0] + (1) cis-1,2-Dihydroxy-1,2-dihydro-8-methylnaphthalene[0] => (1) NADH[0] + (1) H+[0] + (1) 1,2-Dihydroxy-8-methylnaphthalene[0]	h;nad;nadh	1.000	4.000	5	21
rxn02899	(+)-cis-3,4-dihydrophenanthrene-3,4-diol:NAD+ 3,4-oxidoreductase	1.3.1.49	-20.250	26.440	-46.690	46.690	(1) NAD[0] + (1) (+)-cis-3,4-Dihydrophenanthrene-3,4-diol[0] => (1) NADH[0] + (1) H+[0] + (1) Phenanthrene-3,4-diol[0]	h;nad;nadh	1.000	4.000	5	21
rxn11592	Aldehyde:oxygen oxidoreductase	1.2.3.1	-27.350	18.810	-46.160	46.160	(1) H2O[0] + (1) O2[0] + (1) 1-Methylnicotinamide[0] => (1) H2O2[0] + (1) H+[0] + (1) 1-Methyl-4-pyridone-3-carboximide[0]	h;h2o;h2o2;o2	1.000	0.000	6	7
rxn01095	2,3-Dihydroxybenzoate:oxygen 2,3-oxidoreductase (decyclizing)	1.13.11.28	-75.640	-121.600	45.960	45.960	(1) O2[0] + (1) 2,3-Dihydroxybenzoate[0] => (2) H+[0] + (1) 2-Carboxy-cis,cis-muconate[0]	h;o2	2.000	10.000	4	7
rxn16045	R09183	1.3.1.29	-20.250	25.460	-45.710	45.710	(1) NAD[0] + (1) Benzo[a]pyrene-cis-9,10-dihydrodiol[0] => (1) NADH[0] + (1) H+[0] + (1) 9,10-Dihydroxybenzo[a]pyrene[0]	h;nad;nadh	1.000	4.000	5	21
rxn32545	Homogentisate 1,2-dioxygenase	1.13.11.5	-62.500	-108.130	45.630	45.630	(1) O2[0] + (1) Homogentisate[0] => (1) H+[0] + (1) 4-Maleylacetoacetate[0]	h;o2	1.000	4.000	4	8
rxn01825	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.5	-62.500	-108.130	45.630	45.630	(1) O2[0] + (1) Homogentisate[0] => (1) H+[0] + (1) 4-Maleylacetoacetate[0]	h;o2	1.000	4.000	4	8
rxn32572	Homogentisate 1,2-dioxygenase	1.13.11.5	-62.500	-108.130	45.630	45.630	(1) O2[0] + (1) Homogentisate[0] => (1) H+[0] + (1) 4-Maleylacetoacetate[0]	h;o2	1.000	4.000	4	8
rxn15614	R06448		-61.960	-107.460	45.500	45.500	(7) NADPH[0] + (15) H+[0] + (2) Malonyl-CoA[0] + (5) Methylmalonyl-CoA[0] + (1) Ethylmalonyl-CoA[0] => (3) H2O[0] + (7) NADP[0] + (8) CoA[0] + (8) CO2[0] + (1) Tylactone[0]	co2;coa;h;h2o;nadp;nadph	-15.000	-136.000	10	26
rxn07519	anthracene cis-1,2-dihydrodiol:NAD+ 1,2-oxidoreductase	1.3.1.29	-20.250	25.160	-45.410	45.410	(1) NAD[0] + (1) cis-1,2-Anthracenediol[0] => (1) NADH[0] + (1) H+[0] + (1) 1,2-Anthracenediol[0]	h;nad;nadh	1.000	4.000	5	21
rxn04740	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	1.3.1.29	-20.250	25.110	-45.360	45.360	(1) NAD[0] + (1) cis-1,2-Dihydroxy-1,2-dihydro-7-hydroxymethylnaphthalene[0] => (1) NADH[0] + (1) H+[0] + (1) 1,2-Dihydroxy-7-hydroxymethylnaphthalene[0]	h;nad;nadh	1.000	4.000	5	21
