compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd00094	2-Oxobutyrate	C4H5O3	-1	31	0.7540	0.7540	101.0000	0.8354	7	0	0	4	0.6667	0	2	-1.2846	6	0
cpd01502	Citraconate	C5H4O4	-2	5	0.7440	0.7440	128.0000	0.5863	9	0	0	7	0.8750	0	2	-2.5675	6	0
cpd00865	1-O-Sinapoyl-beta-D-glucose	C17H22O10	0	14	-0.7260	0.7260	386.0000	1.9385	27	2	6	14	0.5000	5	6	-1.2343	16	0
cpd00122	N-Acetyl-D-glucosamine	C8H15NO6	0	12	-0.7140	0.7140	221.0000	0.6142	15	1	0	2	0.1333	5	2	-3.0776	11	0
cpd00182	Adenosine	C10H13N5O4	0	27	-0.7120	0.7120	267.0000	0.3514	19	3	9	11	0.5238	4	2	-1.9800	14	0
cpd00196	Acetylphosphate	C2H3O5P	-2	14	0.6900	0.6900	139.0000	0.2681	8	0	0	2	0.2857	0	1	-1.6218	7	0
cpd00311	Guanosine	C10H13N5O5	0	9	0.6820	0.6820	283.0000	16170.4027	20	3	9	12	0.5455	4	2	-2.6867	17	0
cpd00911	6-phospho-D-glucono-1-5-lactone	C6H9O9P	-2	13	-0.6780	0.6780	257.0000	0.3577	16	1	0	2	0.1250	4	3	-4.1602	12	0
cpd16443	beta-D-Ribofuranose	C5H10O5	0	17	-0.6590	0.6590	150.0000	0.3148	10	1	0	0	0.0000	4	1	-2.5823	7	0
cpd00091	UMP	C9H11N2O9P	-2	20	-0.6550	0.6550	323.0000		21	2	6	8	0.3636	4	4	-3.9989	18	0
cpd01527	D-Xylonolactone	C5H8O5	0	6	0.6440	0.6440	148.0000	0.5133	10	1	0	2	0.2000	3	0	-2.3741	7	0
cpd00201	10-Formyltetrahydrofolate	C20H21N7O7	-2	11	-0.6360	0.6360	471.0000	16170.4027	34	3	12	26	0.7222	2	10	-3.4005	23	0
cpd00191	3-Oxopropanoate	C3H3O3	-1	21	0.6220	0.6220	87.0000	1.0188	6	0	0	2	0.4000	0	2	-1.6747	5	0
cpd27436	D-mannitol, 1-(dihydrogenphosphate)	C6H13O9P	-2	12	0.6120	0.6120	262.0000	0.3441	16	0	0	0	0.0000	4	7	-4.7324	8	0
cpd00199	4-Oxobutanoate	C4H5O3	-1	28	0.5920	0.5920	101.0000	0.3146	7	0	0	2	0.3333	0	3	-1.2846	5	0
cpd00079	D-glucose-6-phosphate	C6H11O9P	-2	25	-0.5720	0.5720	259.0000		16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00171	D-Ribulose5-phosphate	C5H9O8P	-2	27	-0.5390	0.5390	229.0000	0.2354	14	0	0	0	0.0000	2	6	-3.8851	10	0
cpd00064	Ornithine	C5H13N2O2	1	35	-0.5380	0.5380	133.0000		9	0	0	2	0.2500	1	4	-3.6311	7	0
cpd02416	N-Acetyl-beta-D-glucosamine	C8H15NO6	0	8	-0.4770	0.4770	221.0000	0.4994	15	1	0	2	0.1333	5	2	-3.0776	12	0
cpd02060	(2E)-Dodecenoyl-CoA	C33H52N7O17P3S	-4	11	-0.4740	0.4740	944.0000		61	3	9	18	0.2857	7	28	-0.1664	33	0
cpd00726	1,3-Propanediamine	C3H12N2	2	11	0.4570	0.4570	76.0000	0.6509	5	0	0	0	0.0000	0	2	-2.1397	3	0
cpd00312	Histamine	C5H10N3	1	8	0.4480	0.4480	112.0000	0.9765	8	1	5	5	0.6250	0	2	-0.8059	8	0
cpd00298	dTMP	C10H13N2O8P	-2	8	-0.4440	0.4440	321.0000	1.1193	21	2	6	8	0.3636	3	4	-2.6613	19	0
cpd00114	IMP	C10H11N4O8P	-2	15	0.4230	0.4230	347.0000	0.5122	23	3	9	11	0.4400	4	4	-3.4159	20	0
cpd00045	Adenosine 3-5-bisphosphate	C10H11N5O10P2	-4	8	-0.3620	0.3620	425.0000	0.6788	27	3	9	11	0.3793	4	6	-4.2740	18	0
cpd00135	Homocysteine	C4H9NO2S	0	29	-0.3450	0.3450	135.0000		8	0	0	2	0.2857	1	3	-2.3333	8	0
cpd19031	N-Acetyl-alpha-D-glucosamine 1-phosphate	C8H14NO9P	-2	6	-0.3420	0.3420	301.0000	0.5817	19	1	0	2	0.1053	5	4	-4.2246	15	0
cpd14532	22alpha-Hydroxy-campest-4-en-3-one	C28H46O2	0	5	-0.3400	0.3400	414.0000		30	4	0	3	0.0909	9	5	6.8137	12	0
cpd14533	22alpha-Hydroxy-5alpha-campestan-3-one	C28H48O2	0	7	0.3400	0.3400	416.0000	56445.1646	30	4	0	0	0.0000	10	5	6.8936	11	0
cpd00226	HYXN	C5H4N4O	0	16	0.3110	0.3110	136.0000	0.4427	10	2	9	11	1.0000	0	0	-0.3538	7	0
cpd00072	D-fructose-6-phosphate	C6H11O9P	-2	26	-0.2980	0.2980	259.0000	0.3023	16	1	0	0	0.0000	4	4	-4.3668	10	0
cpd00509	deoxyribose-1-phosphate	C5H9O7P	-2	7	0.2810	0.2810	213.0000	0.5410	13	1	0	0	0.0000	3	3	-2.7001	11	0
cpd02857	DAHP	C7H10O10P	-3	7	-0.2340	0.2340	286.0000	0.3253	18	0	0	4	0.2353	3	8	-5.3765	13	0
cpd00309	XAN	C5H4N4O2	0	14	0.2300	0.2300	152.0000		11	2	9	12	1.0000	0	0	-0.2359	8	0
cpd00362	Estrone	C18H22O2	0	13	-0.2200	0.2200	270.0000	32834.5866	20	4	6	7	0.3043	4	0	3.8174	12	0
cpd00702	Estradiol	C18H24O2	0	11	0.2200	0.2200	272.0000	32834.5866	20	4	6	7	0.3043	5	0	3.6092	12	0
cpd00475	Ribose 1-phosphate	C5H9O8P	-2	19	-0.2170	0.2170	229.0000	0.3538	14	1	0	0	0.0000	4	3	-3.7293	11	0
cpd00003	NAD	C21H26N7O14P2	-1	909	-0.1950	0.1950	662.0000		44	5	15	20	0.4167	10	11	-4.2799	27	0
cpd00982	FADH2	C27H33N9O15P2	-2	60	-0.1790	0.1790	785.0000		53	6	15	26	0.4483	10	13	-3.3372	34	0
cpd03468	2-Coumarinate	C9H7O3	-1	7	-0.1510	0.1510	163.0000	0.7405	12	1	6	12	1.0000	0	2	0.1553	9	0
cpd03469	beta-D-Glucosyl-2-coumarinate	C15H17O8	-1	10	0.1510	0.1510	325.0000	1.1302	23	2	6	12	0.5000	5	5	-2.3716	16	0
cpd00277	Deoxyguanosine	C10H13N5O4	0	5	-0.1480	0.1480	267.0000	16170.4026	19	3	9	12	0.5714	3	2	-1.6575	17	0
cpd00491	D-glucitol 6-phosphate	C6H13O9P	-2	10	0.1380	0.1380	261.0000	0.4361	16	0	0	0	0.0000	4	7	-4.7324	8	0
cpd00857	Provitamin D3	C27H44O	0	6	0.1150	0.1150	384.0000	56445.1646	28	4	0	3	0.0968	7	5	7.3088	10	0
cpd00690	Sinapine	C16H24NO5	1	5	0.1020	0.1020	310.0000	23900.5739	22	1	6	14	0.6364	0	7	1.6720	15	0
cpd01747	Indole-3-acetamide	C10H10N2O	0	5	-0.0630	0.0630	174.0000	1.0991	13	2	9	12	0.8571	0	2	1.1957	10	0
cpd00299	dUMP	C9H11N2O8P	-2	10	0.0540	0.0540	307.0000	1.0556	20	2	6	8	0.3810	3	4	-2.9697	18	0
cpd00019	S-Adenosyl-homocysteine	C14H20N6O5S	0	9	0.0530	0.0530	384.0000	0.9613	26	3	9	13	0.4643	5	7	-3.4886	21	0
cpd01607	L-Rhamnofuranose	C6H12O5	0	5	0.0500	0.0500	164.0000	0.3435	11	1	0	0	0.0000	5	1	-2.1938	7	0
cpd00396	L-Rhamnose	C6H12O5	0	9	-0.0500	0.0500	164.0000		11	1	0	0	0.0000	5	0	-2.1938	6	0
cpd00318	Tryptamine	C10H13N2	1	8	-0.0460	0.0460	161.0000	1.0491	12	2	9	10	0.7692	0	2	0.9523	9	0
cpd00833	N-Acetyl-D-glucosaminate	C8H14NO7	-1	5	0.0250	0.0250	236.0000	0.4614	16	0	0	4	0.2667	4	6	-4.6840	11	0
cpd00266	Carnitine	C7H15NO3	0	16	-0.0220	0.0220	161.0000	23900.5737	11	0	0	2	0.2000	1	4	-1.8065	9	0
cpd00061	Phosphoenolpyruvate	C3H2O6P	-3	29	0.0150	0.0150	166.0000	0.2001	10	0	0	5	0.5556	0	3	-2.9047	9	0
cpd15132	Isopentenyl adenosine	C15H21N5O4	0	5	0.0000	0.0000	335.0000	1.1360	24	3	9	11	0.4231	4	5	-0.1841	18	0
cpd00743	L-Citramalyl-CoA	C26H37N7O20P3S	-5	6	0.0000	0.0000	893.0000	1.8971	57	3	9	17	0.2881	8	22	-5.9723	34	0
cpd00751	L-Fucose	C6H12O5	0	5	0.0000	0.0000	164.0000		11	1	0	0	0.0000	5	0	-2.1938	7	0
cpd00037	UDP-N-acetylglucosamine	C17H25N3O17P2	-2	9	0.0000	0.0000	605.0000	1.4596	39	3	6	10	0.2439	11	10	-5.9139	25	0
cpd15136	trans-Zeatin riboside	C15H21N5O5	0	6	0.0000	0.0000	351.0000	1.0913	25	3	9	11	0.4074	4	6	-1.2117	18	0
cpd17856	1-Feruloyl-D-glucose	C16H20O9	0	6	0.0000	0.0000		1.3185	25	2	6	13	0.5000	5	5	-1.2429	16	0
cpd00776	Squalene 2,3-oxide	C30H50O	0	5	0.0000	0.0000	426.0000	3.3351	31	1	0	0	0.0000	1	15	9.8162	11	0
cpd03640	6-Oxohexanoate	C6H9O3	-1	6	0.0000	0.0000	129.0000	0.3877	9	0	0	2	0.2500	0	5	-0.5044	5	0
cpd03691	Piperideine	C5H10N	1	5	0.0000	0.0000	84.0000	2.6189	6	1	0	0	0.0000	0	0	-0.6783	4	0
cpd00417	L-Lyxitol	C5H12O5	0	7	0.0000	0.0000	152.0000	0.3245	10	0	0	0	0.0000	2	4	-2.9463	5	0
cpd00348	D-Galactose 1-phosphate	C6H11O9P	-2	6	0.0000	0.0000	259.0000		16	1	0	0	0.0000	5	3	-4.3684	10	0
cpd00461	Oxopent-4-enoate	C5H5O3	-1	12	0.0000	0.0000	113.0000	0.4271	8	0	0	4	0.5714	0	3	-1.1185	7	0
cpd00536	Oleate	C18H33O2	-1	6	0.0000	0.0000	281.0000	1.4184	20	0	0	2	0.1053	0	15	4.7738	6	0
cpd01020	Gallate	C7H5O5	-1	6	0.0000	0.0000	169.0000	1.4981	12	1	6	12	1.0000	0	1	-0.8331	7	0
cpd02193	Strictosidine	C27H35N2O9	1	5	0.0000	0.0000	530.0000	3.0826	38	5	9	15	0.3571	9	7	-0.6333	26	0
cpd00524	2-Inosose	C6H10O6	0	6	0.0000	0.0000	178.0000	1.7601	12	1	0	0	0.0000	5	0	-3.6264	5	0
cpd00275	L-Kynurenine	C10H12N2O3	0	6	0.0000	0.0000	208.0000	0.8319	15	1	6	11	0.7333	1	4	-1.7980	11	0
cpd01706	2,4-Dichlorophenol	C6H4Cl2O	0	5	0.0000	0.0000	162.0000	0.5763	9	1	6	7	0.7778	0	0	2.6990	5	0
cpd01871	3-Methylcatechol	C7H8O2	0	6	0.0000	0.0000	124.0000	1.0306	9	1	6	8	0.8889	0	0	1.4062	5	0
cpd00325	Progesterone	C21H30O2	0	6	0.0000	0.0000	314.0000	56445.1646	23	4	0	3	0.1154	6	1	4.7235	10	0
cpd00339	5-Aminopentanoate	C5H11NO2	0	5	0.0000	0.0000	117.0000	0.4074	8	0	0	2	0.2857	0	4	-1.8515	6	0
cpd02561	trans-Cinnamoyl beta-D-glucoside	C15H18O7	0	9	0.0000	0.0000	310.0000	0.9651	22	2	6	11	0.4783	5	4	-0.9571	13	0
cpd01447	Benzoylformate	C8H5O3	-1	6	0.0000	0.0000	149.0000	0.6380	11	1	6	11	1.0000	0	2	-0.3808	6	0
cpd01129	Phthalate	C8H4O4	-2	5	0.0000	0.0000	164.0000	0.6616	12	1	6	12	1.0000	0	2	-1.5864	5	0
cpd01122	Linoleate	C18H31O2	-1	6	0.0000	0.0000	279.0000		20	0	0	2	0.1053	0	14	4.5498	6	0
cpd00546	Cortisol	C21H30O5	0	5	0.0000	0.0000	362.0000		26	4	0	3	0.1034	7	2	1.7816	15	0
cpd00573	L-Idonate	C6H11O7	-1	5	0.0000	0.0000	195.0000	0.3273	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd00904	DHA	C19H28O2	0	7	0.0000	0.0000	288.0000	56445.1646	21	4	0	0	0.0000	6	0	3.8792	11	0
cpd03038	14-Demethyllanosterol	C29H48O	0	5	0.0000	0.0000	412.0000		30	4	0	0	0.0000	7	4	8.0890	11	0
cpd02939	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate	C29H47O3	-1	8	0.0000	0.0000	443.0000		32	4	0	2	0.0571	9	6	5.7548	13	0
cpd02720	5-Amino-6--5-phosphoribitylaminouracil	C9H15N4O9P	-2	5	0.0000	0.0000	355.0000		23	1	0	7	0.3043	4	7	-5.5204	17	0
cpd00852	beta-Glucogallin	C13H16O10	0	6	0.0000	0.0000	332.0000	1.6078	23	2	6	12	0.5000	5	3	-2.2399	13	0
cpd00895	H4MPT	C30H42N6O16P	-3	7	0.0000	0.0000	773.0000	23390.1825	53	4	12	21	0.3750	12	19	-5.3141	32	0
cpd00877	Lathosterol	C27H46O	0	5	0.0000	0.0000	386.0000	56445.1646	28	4	0	0	0.0000	8	5	7.3887	11	0
cpd00882	Melilotate	C9H9O3	-1	5	0.0000	0.0000	165.0000	0.6697	12	1	6	9	0.7500	0	3	0.0747	9	0
cpd00639	Formononetin	C16H11O4	-1	6	0.0000	0.0000	268.0000	23900.5739	20	3	16	21	0.9545	0	2	2.5422	13	0
cpd00844	2-Hydroxycyclohexan-1-one	C6H10O2	0	5	0.0000	0.0000	114.0000	1.6236	8	1	0	0	0.0000	1	0	0.4904	5	0
cpd03107	(R)-N-Methylcoclaurine	C18H22NO3	1	5	0.0000	0.0000	299.0000	2.8219	22	3	12	15	0.6250	2	3	1.4610	12	0
cpd03228	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	C27H46O3	0	5	0.0000	0.0000	418.0000	56445.1646	30	4	0	0	0.0000	11	6	5.6184	12	0
cpd03624	(-)-ABA	C15H19O4	-1	8	0.0000	0.0000	263.0000	2.0257	19	1	0	9	0.4737	1	3	0.9152	15	4
cpd00188	Arachidonate	C20H31O2	-1	12	0.0000	0.0000	303.0000	1.7039	22	0	0	2	0.0952	0	14	4.8820	6	0
cpd00185	D-Arabinose	C5H10O5	0	5	0.0000	0.0000	150.0000	0.3760	10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd00151	Thymine	C5H6N2O2	0	6	0.0000	0.0000	126.0000		9	1	0	6	0.6667	1	0	-0.0569	8	0
cpd03164	Chenodeoxycholoyl-CoA	C45H70N7O19P3S	-4	5	0.0000	0.0000	1138.0000		75	7	9	15	0.1852	17	23	0.5436	35	0
cpd05511	Cyanidin 3-O-glucoside	C21H20O11	0	5	0.0000	0.0000	447.0000		32	4	16	23	0.6571	5	4	-0.2929	16	0
cpd08920	Mirtillin	C21H20O12	0	5	0.0000	0.0000	462.0000		33	4	16	24	0.6667	5	4	-0.5873	16	0
cpd08243	(+)-Linalool	C10H18O	0	6	0.0000	0.0000	154.0000	0.9179	11	0	0	0	0.0000	1	4	2.6698	7	0
cpd07586	4'-Hydroxyacetophenone	C8H8O2	0	5	0.0000	0.0000	136.0000	0.6955	10	1	6	9	0.9000	0	1	1.5948	7	0
cpd07097	Daidzein	C15H9O4	-1	6	0.0000	0.0000	254.0000	23900.5739	19	3	16	21	1.0000	0	1	2.2392	12	0
cpd19245	di-trans,poly-cis-Undecaprenyl phosphate	C55H89O4P	-2	9	0.0000	0.0000	846.0000	6.3394	60	0	0	0	0.0000	0	33	17.0629	13	0
cpd20873	9,10-Epoxy-18-hydroxystearate	C18H33O4	-1	5	0.0000	0.0000	314.0000	1.5891	22	1	0	2	0.0909	2	16	2.9574	8	0
cpd20874	9,10,18-Trihydroxystearate	C18H35O5	-1	5	0.0000	0.0000	332.0000		23	0	0	2	0.0909	2	17	1.9118	7	0
cpd00017	S-Adenosyl-L-methionine	C15H23N6O5S	1	5	0.0000	0.0000	399.0000	23900.5736	27	3	9	13	0.4483	6	7	-3.9737	22	0
