compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd00873	Nicotinate ribonucleotide	C11H12NO9P	-2	7	7.3640	7.3640	334.0000	0.9360	22	2	6	9	0.3913	4	5	-4.1979	18	0
cpd03470	Iminoaspartate	C4H4NO4	-1	6	-7.3270	7.3270	129.0000		9	0	0	7	0.8750	0	2	-4.3880	6	0
cpd01890	4-Coumaroylshikimate	C16H15O7	-1	7	7.2740	7.2740	319.0000	1.8472	23	2	6	16	0.6667	3	4	-0.8810	17	0
cpd01758	N-Acetylputrescine	C6H15N2O	1	9	7.1190	7.1190	131.0000	0.7320	9	0	0	2	0.2500	0	4	-0.8554	8	0
cpd04073	Vanillate	C8H7O4	-1	8	-7.1170	7.1170	167.0000	1.0859	12	1	6	11	0.9167	0	2	-0.2357	9	0
cpd00738	phosphoserine	C3H6NO6P	-2	7	-7.1130	7.1130	184.0000	0.2722	11	0	0	2	0.2000	1	4	-4.8079	10	0
cpd03710	trans-O-Hydroxybenzylidenepyruvate	C10H7O4	-1	7	-7.1120	7.1120	191.0000	0.8352	14	1	6	14	1.0000	0	3	-0.2756	10	0
cpd00891	L-methylmalonyl-CoA	C25H35N7O19P3S	-5	11	-7.1050	7.1050	863.0000	1.9594	55	3	9	17	0.2982	8	21	-5.4773	34	0
cpd09879	S-(Hydroxymethyl)glutathione	C11H18N3O7S	-1	6	7.0750	7.0750	336.0000	1.2399	22	0	0	8	0.3810	2	11	-5.8391	14	0
cpd00759	S-Formylglutathione	C11H16N3O7S	-1	6	-7.0750	7.0750	334.0000	1.5446	22	0	0	8	0.3810	2	11	-5.5987	13	0
cpd00036	Succinate	C4H4O4	-2	101	-7.0610	7.0610	116.0000	0.4508	8	0	0	4	0.5714	0	3	-2.7336	4	0
cpd00508	3MOP	C6H9O3	-1	22	7.0610	7.0610	129.0000		9	0	0	4	0.5000	1	3	-0.6485	7	0
cpd00324	MTTL	CH4S	0	9	-6.9980	6.9980	48.0000	0.8423	2	0	0	0	0.0000	0	0	0.5460	1	0
cpd03597	Tyrosol	C8H10O2	0	5	-6.9380	6.9380	138.0000	0.6604	10	1	6	7	0.7000	0	2	0.9270	7	0
cpd19008	(R)-Acetoin	C4H8O2	0	9	6.9220	6.9220	88.0000	0.3982	6	0	0	0	0.0000	1	1	-0.0438	5	0
cpd00016	Pyridoxal phosphate	C8H8NO6P	-2	16	6.9070	6.9070	246.0000	0.9332	16	1	6	9	0.5625	0	4	-0.7466	15	0
cpd01092	Allantoin	C4H6N4O3	0	7	-6.8760	6.8760	158.0000		11	1	0	8	0.7273	1	1	-2.1798	7	0
cpd00024	2-Oxoglutarate	C5H4O5	-2	249	-6.8680	6.8680	144.0000	0.3178	10	0	0	6	0.6667	0	4	-3.1645	5	0
cpd00065	L-Tryptophan	C11H12N2O2	0	22	-6.8660	6.8660	204.0000		15	2	9	12	0.7500	1	3	-0.9292	12	0
cpd00519	D-methylmalonyl-CoA	C25H35N7O19P3S	-5	5	-6.8630	6.8630	863.0000		55	3	9	17	0.2982	8	21	-5.4773	34	0
cpd00129	L-Proline	C5H9NO2	0	14	6.8280	6.8280	114.0000	1.3392	8	1	0	2	0.2500	1	1	-2.5379	7	0
cpd01675	Methylmalonyl-CoA	C25H35N7O19P3S	-5	6	-6.7530	6.7530	863.0000	2.0722	55	3	9	17	0.2982	8	21	-5.4773	34	0
cpd00453	1,2-Propanediol	C3H8O2	0	5	6.7460	6.7460	76.0000	0.4501	5	0	0	0	0.0000	1	1	-0.6405	4	0
cpd00010	CoA	C21H32N7O16P3S	-4	447	-6.7290	6.7290	764.0000	1.8691	48	3	9	15	0.3000	7	18	-4.1933	30	0
cpd00156	L-Valine	C5H11NO2	0	12	-6.6920	6.6920	117.0000		8	0	0	2	0.2857	1	2	-1.9972	7	0
cpd01733	Ferulaldehyde	C10H10O3	0	9	6.6470	6.6470	178.0000	1.1733	13	1	6	12	0.9231	0	3	1.6129	10	0
cpd03161	Phenethylamine	C8H12N	1	6	6.6250	6.6250	122.0000	0.6840	9	1	6	6	0.6667	0	2	0.4710	5	0
cpd00371	Propanal	C3H6O	0	7	6.5600	6.5600	58.0000	0.2004	4	0	0	0	0.0000	0	1	0.5953	4	0
cpd00382	Melitose	C18H32O16	0	19	6.5220	6.5220	504.0000		34	3	0	0	0.0000	14	8	-7.5714	8	0
cpd00239	H2S	HS	-1	10	-6.5130	6.5130	34.0000		1	0	0	0	0.0000	0	0	-0.2701	1	0
cpd19042	L-erythro-4-Hydroxyglutamate	C5H8NO5	-1	11	-6.4940	6.4940	163.0000	0.3731	11	0	0	4	0.4000	2	4	-5.1523	8	0
cpd00464	alpha-Tolualdehyde	C8H8O	0	15	6.4870	6.4870	120.0000	0.6371	9	1	6	6	0.6667	0	2	1.4280	5	0
cpd00550	D-Serine	C3H7NO3	0	7	-6.3860	6.3860	105.0000	0.6640	7	0	0	2	0.3333	1	2	-3.6609	7	0
cpd00579	Serotonin	C10H13N2O	1	6	-6.3560	6.3560	177.0000		13	2	9	11	0.7857	0	2	0.6579	11	0
cpd02160	N2-Succinyl-L-ornithine	C9H15N2O5	-1	9	-6.2380	6.2380	231.0000	0.7007	16	0	0	6	0.4000	1	8	-4.2267	9	0
cpd00604	4-Coumarate	C9H7O3	-1	8	-6.1900	6.1900	163.0000		12	1	6	12	1.0000	0	2	0.1553	9	0
cpd00117	D-Alanine	C3H7NO2	0	17	-6.1320	6.1320	89.0000	0.3719	6	0	0	2	0.4000	1	1	-2.6333	6	0
cpd00869	4-methylthio 2-oxobutyrate	C5H7O3S	-1	10	6.1190	6.1190	147.0000		9	0	0	4	0.5000	0	4	-0.9415	8	0
cpd00032	Oxaloacetate	C4H2O5	-2	66	-6.0710	6.0710	130.0000	0.2566	9	0	0	6	0.7500	0	3	-3.5546	5	0
cpd14659	L-Galactonate	C6H11O7	-1	5	-6.0540	6.0540	195.0000	0.3273	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd01504	3-Aminopropanal	C3H8NO	1	16	6.0310	6.0310	74.0000		5	0	0	0	0.0000	0	2	-1.1827	5	0
cpd00693	D-Lactaldehyde	C3H6O2	0	8	5.9000	5.9000	74.0000	0.1724	5	0	0	0	0.0000	1	1	-0.4339	5	0
cpd00119	L-Histidine	C6H9N3O2	0	11	-5.8720	5.8720	155.0000	0.9763	11	1	5	7	0.6364	1	3	-2.6874	11	0
cpd00187	Methanamine	CH6N	1	14	-5.8580	5.8580	32.0000	0.7141	2	0	0	0	0.0000	0	0	-1.1419	1	0
cpd00100	Glycerol	C3H8O3	0	23	5.8360	5.8360	92.0000		6	0	0	0	0.0000	0	2	-1.6681	3	0
cpd19047	(S)-2-Acetolactate	C5H7O4	-1	10	-5.8290	5.8290	132.0000	0.4102	9	0	0	2	0.2500	1	2	-1.9237	7	0
cpd00652	D-Mucic acid	C6H8O8	-2	10	-5.8070	5.8070	208.0000	0.4033	14	0	0	4	0.3077	4	5	-6.0702	6	0
cpd01157	Chitobiose	C16H28N2O11	0	6	5.7830	5.7830	424.0000		29	2	0	4	0.1333	10	6	-5.1096	14	0
cpd04385	Acetophenone	C8H8O	0	8	-5.7610	5.7610	120.0000	0.6447	9	1	6	8	0.8889	0	1	1.8892	5	0
cpd04386	Benzoyl acetate	C9H7O3	-1	5	5.7610	5.7610	163.0000	0.6468	12	1	6	10	0.8333	0	3	0.0093	7	0
cpd00918	2-Acetamido-5-oxopentanoate	C7H10NO4	-1	6	-5.7330	5.7330	172.0000	0.4896	12	0	0	4	0.3636	1	5	-1.7799	9	0
cpd00400	Acrylate	C3H3O2	-1	7	5.6990	5.6990	71.0000	0.3913	5	0	0	4	1.0000	0	1	-1.0777	5	0
cpd02693	3-Isopropylmalate	C7H10O5	-2	7	5.6870	5.6870	174.0000	0.4670	12	0	0	4	0.3636	2	4	-2.8807	8	0
cpd00292	HMG-CoA	C27H39N7O20P3S	-5	21	5.6760	5.6760	907.0000	1.9170	58	3	9	17	0.2833	8	23	-5.5822	34	0
cpd01150	Acrylamide	C3H5NO	0	5	5.6390	5.6390	71.0000	0.5874	5	0	0	4	1.0000	0	1	-0.3423	5	0
cpd00668	ALCTT	C5H7O4	-1	8	-5.6090	5.6090	131.0000	0.4102	9	0	0	2	0.2500	1	2	-1.9237	7	0
cpd00448	D-Glyceraldehyde	C3H6O3	0	17	5.5970	5.5970	90.0000	0.3311	6	0	0	0	0.0000	1	2	-1.4615	5	0
cpd00540	BET	C5H11NO2	0	10	-5.5630	5.5630	117.0000	23900.5737	8	0	0	2	0.2857	0	2	-1.5575	6	0
cpd30321	beta-D-Fructose	C6H12O6	0	6	-5.5480	5.5480	180.0000	0.2993	12	1	0	0	0.0000	4	2	-3.2198	6	0
cpd00123	3-Methyl-2-oxobutanoate	C5H7O3	-1	26	-5.5250	5.5250	115.0000	0.3645	8	0	0	4	0.5714	0	2	-1.0386	6	0
cpd00523	Trehalose 6-phosphate	C12H21O14P	-2	8	5.5020	5.5020	421.0000	0.5245	27	2	0	0	0.0000	10	6	-6.5442	11	0
cpd00334	L-Lactaldehyde	C3H6O2	0	12	5.4790	5.4790	74.0000	0.3344	5	0	0	0	0.0000	1	1	-0.4339	5	0
cpd00251	ADPribose	C15H21N5O14P2	-2	10	-5.4770	5.4770	557.0000		36	4	9	11	0.2821	10	9	-4.5467	20	0
cpd00795	(R)-2-Hydroxyglutarate	C5H6O5	-2	5	-5.4670	5.4670	146.0000	0.5920	10	0	0	4	0.4444	1	4	-3.3727	6	0
cpd01682	O-Acetylcarnitine	C9H17NO4	0	6	5.4600	5.4600	203.0000	23900.5737	14	0	0	4	0.3077	1	5	-1.2357	11	0
cpd00349	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	-4	7	-5.4450	5.4450	368.0000	0.4892	22	0	0	0	0.0000	4	10	-6.3103	10	0
cpd00870	gamma-butyrobetaine	C7H15NO2	0	6	-5.4370	5.4370	145.0000		10	0	0	2	0.2222	0	4	-0.7773	7	0
cpd00435	Phenylcarbinol	C7H8O	0	5	-5.4290	5.4290	108.0000		8	1	6	6	0.7500	0	1	1.1789	4	0
cpd00526	Cholate	C24H39O5	-1	7	5.4280	5.4280	407.0000	56445.1646	29	4	0	2	0.0625	11	4	2.1140	11	0
cpd01237	Choloyl-CoA	C45H70N7O20P3S	-4	7	-5.4280	5.4280	1154.0000	56445.1646	76	7	9	15	0.1829	18	23	-0.4856	34	0
cpd00395	L-Cysteate	C3H6NO5S	-1	5	-5.4050	5.4050	168.0000	16900.2577	10	0	0	2	0.2222	1	3	-4.1080	9	0
cpd00478	Pyridoxine phosphate	C8H10NO6P	-2	5	5.3770	5.3770	248.0000	0.8921	16	1	6	7	0.4375	0	4	-1.0668	13	0
cpd00033	Glycine	C2H5NO2	0	68	-5.3730	5.3730	75.0000	0.3323	5	0	0	2	0.5000	0	1	-3.0218	5	0
cpd00308	Malonate	C3H2O4	-2	5	-5.3420	5.3420	102.0000	0.3206	7	0	0	4	0.6667	0	2	-3.1237	4	0
cpd03637	Zeaxanthin	C40H56O2	0	6	-5.2720	5.2720	568.0000	5.1553	42	2	0	21	0.4884	2	10	10.5474	26	18
cpd02069	3-Phosphonooxypyruvate	C3H2O7P	-3	6	-5.2490	5.2490	182.0000	0.2534	11	0	0	4	0.4000	0	4	-3.8493	9	0
cpd00561	Vanillin	C8H8O3	0	6	-5.2040	5.2040	152.0000	1.1004	11	1	6	10	0.9091	0	2	1.2133	8	0
cpd00169	3-Phosphoglycerate	C3H4O7P	-3	18	-5.1940	5.1940	184.0000	0.1873	11	0	0	2	0.2000	1	4	-4.0575	10	0
cpd03052	Imidazole acetaldehyde	C5H6N2O	0	8	5.1790	5.1790	110.0000	0.9251	8	1	5	5	0.6250	0	2	0.1511	8	0
cpd00054	L-Serine	C3H7NO3	0	48	-5.1640	5.1640	105.0000		7	0	0	2	0.3333	1	2	-3.6609	7	0
cpd19044	(S)-Methylmalonate semialdehyde	C4H5O3	-1	12	-5.0920	5.0920	102.0000	0.2662	7	0	0	2	0.3333	1	2	-1.4287	6	0
cpd00498	2-Aceto-2-hydroxybutanoate	C6H9O4	-1	9	5.0340	5.0340	145.0000	0.4097	10	0	0	2	0.2222	1	3	-1.5336	8	0
cpd02095	L-2,4-Diaminobutyrate	C4H11N2O2	1	5	-4.9930	4.9930	119.0000	0.6211	8	0	0	2	0.2857	1	3	-4.0212	7	0
cpd03345	5-Hydroxyindoleacetaldehyde	C10H9NO2	0	8	4.9630	4.9630	175.0000	1.2165	13	2	9	11	0.7857	0	2	1.6149	11	0
cpd01133	Stachyose	C24H42O21	0	10	4.9600	4.9600	666.0000	1.2052	45	4	0	0	0.0000	19	11	-9.7472	8	0
cpd00811	(CH3)3NO	C3H9NO	0	6	4.9500	4.9500	75.0000	1.0099	5	0	0	0	0.0000	0	0	0.1904	3	0
cpd00285	Phosphoethanolamine	C2H7NO4P	-1	5	-4.8860	4.8860	141.0000	0.5222	8	0	0	0	0.0000	0	3	-2.9264	7	0
cpd01831	4-Imidazoleacetate	C5H5N2O2	-1	6	-4.8500	4.8500	125.0000		9	1	5	7	0.7778	0	2	-1.2979	9	0
cpd00658	Isochorismate	C10H8O6	-2	6	4.7980	4.7980	224.0000	1.8452	16	1	0	11	0.6875	2	4	-2.7578	11	0
cpd00035	L-Alanine	C3H7NO2	0	56	-4.7440	4.7440	89.0000	0.2824	6	0	0	2	0.4000	1	1	-2.6333	6	0
cpd00288	D-Glucosamine phosphate	C6H13NO8P	-1	19	-4.6870	4.6870	259.0000	0.5743	16	1	0	0	0.0000	5	3	-5.1188	12	0
cpd02435	Androstanolone	C19H30O2	0	5	-4.6790	4.6790	290.0000	56445.1646	21	4	0	0	0.0000	7	0	3.9591	9	0
cpd03115	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	-4	6	-4.6480	4.6480	990.0000		64	3	9	15	0.2273	8	31	-0.1914	31	0
cpd00571	Glucarate	C6H8O8	-2	9	-4.6110	4.6110	208.0000		14	0	0	4	0.3077	4	5	-6.0702	6	0
cpd00460	Sulfoacetaldehyde	C2H3O4S	-1	9	4.5540	4.5540	123.0000	16900.2577	7	0	0	0	0.0000	0	2	-1.2695	6	0
cpd01889	4-Acetamidobutanoate	C6H10NO3	-1	6	4.5490	4.5490	144.0000	0.4634	10	0	0	4	0.4444	0	4	-1.3474	8	0
cpd00355	Nicotinamide ribonucleotide	C11H14N2O8P	-1	15	-4.5460	4.5460	334.0000	1.7034	22	2	6	9	0.3913	4	5	-3.4625	18	0
cpd00142	Acetoacetate	C4H5O3	-1	18	4.4900	4.4900	101.0000	0.4822	7	0	0	2	0.3333	0	2	-1.2846	6	0
cpd00909	1-Aminocyclopropane-1-carboxylate	C4H7NO2	0	5	-4.4750	4.4750	101.0000	1.6678	7	1	0	2	0.2857	0	1	-2.4892	6	0
cpd01298	Aminoacetone	C3H8NO	1	9	4.4240	4.4240	74.0000	0.3566	5	0	0	0	0.0000	0	1	-1.1827	5	0
cpd01882	Isovaleryl-CoA	C26H40N7O17P3S	-4	5	-4.4020	4.4020	848.0000	1.9716	54	3	9	15	0.2679	7	21	-2.8172	32	0
cpd01973	4-Guanidinobutanamide	C5H13N4O	1	6	-4.4000	4.4000	145.0000	1.4418	10	0	0	5	0.5556	0	4	-3.0847	8	0
cpd00164	Glucuronate	C6H9O7	-1	12	-4.3970	4.3970	193.0000		13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00218	Niacin	C6H4NO2	-1	18	4.3970	4.3970	122.0000	0.9360	9	1	6	9	1.0000	0	1	-0.5549	7	0
cpd00383	Shikimate	C7H9O5	-1	12	4.3720	4.3720	173.0000	1.4890	12	1	0	4	0.3333	3	1	-2.8509	8	0
cpd02259	4-Hydroxybenzoylformate	C8H5O4	-1	5	-4.3690	4.3690	165.0000	0.6952	12	1	6	12	1.0000	0	2	-0.6752	8	0
cpd19041	D-4-Hydroxy-2-oxoglutarate	C5H4O6	-2	9	-4.3000	4.3000	162.0000	0.3755	11	0	0	6	0.6000	1	4	-4.1937	7	0
cpd00047	Formate	CHO2	-1	59	-4.2980	4.2980	45.0000	0.3306	3	0	0	2	1.0000	0	0	-1.6339	3	0
cpd00443	ABEE	C7H6NO2	-1	7	-4.2860	4.2860	136.0000	0.6949	10	1	6	10	1.0000	0	1	-0.3677	7	0
cpd00327	strcoa	C39H66N7O17P3S	-4	9	-4.2680	4.2680	1030.0000		67	3	9	15	0.2174	7	35	2.3982	31	0
cpd01393	Icosanoyl-CoA	C41H70N7O17P3S	-4	7	4.2680	4.2680	1058.0000	2.7330	69	3	9	15	0.2113	7	37	3.1784	31	0
cpd00703	Indoleacetate	C10H8NO2	-1	11	4.2670	4.2670	174.0000	1.0195	13	2	9	12	0.8571	0	2	0.4603	10	0
cpd05264	beta-D-Glucuronic acid	C6H9O7	-1	8	-4.2670	4.2670	193.0000	0.2950	13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd01680	N1-Acetylspermine	C12H31N4O	3	5	4.2410	4.2410	247.0000	2.5152	17	0	0	2	0.1250	0	12	-2.9484	10	0
cpd00470	N1-Acetylspermidine	C9H23N3O	2	5	-4.2410	4.2410	189.0000	1.5121	13	0	0	2	0.1667	0	8	-1.9019	10	0
cpd19019	L-Cystathionine	C7H14N2O4S	0	9	-4.2130	4.2130	222.0000	0.9679	14	0	0	4	0.3077	2	7	-5.1695	8	0
cpd00176	2-keto-3-deoxygluconate	C6H9O6	-1	11	4.2080	4.2080	177.0000	0.8110	12	0	0	4	0.3636	2	5	-3.5904	9	0
cpd00401	Benzoyl-CoA	C28H36N7O17P3S	-4	16	-4.1960	4.1960	868.0000	2.0024	56	4	15	23	0.3898	7	20	-2.5495	33	0
cpd04390	Benzoyl acetyl-CoA	C30H38N7O18P3S	-4	5	4.1960	4.1960	910.0000	2.0908	59	4	15	23	0.3710	7	22	-2.5903	34	0
cpd00089	Glucose-1-phosphate	C6H11O9P	-2	26	4.1240	4.1240	259.0000		16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00215	Pyridoxal	C8H9NO3	0	11	4.0750	4.0750	167.0000	0.9148	12	1	6	9	0.7500	0	2	0.4004	12	0
cpd19036	beta-D-Fructose 1,6-bisphosphate	C6H10O12P2	-4	9	-4.0310	4.0310	340.0000	0.4789	20	1	0	0	0.0000	4	6	-5.5138	10	0
cpd00221	D-Lactate	C3H5O3	-1	8	-4.0030	4.0030	89.0000	0.5445	6	0	0	2	0.4000	1	1	-1.8829	6	0
cpd00080	Glycerol-3-phosphate	C3H7O6P	-2	19	3.9850	3.9850	171.0000		10	0	0	0	0.0000	1	4	-2.8151	7	0
cpd00802	D-fructose-1-phosphate	C6H11O9P	-2	7	3.9790	3.9790	259.0000	0.3344	16	1	0	0	0.0000	4	4	-4.3668	10	0
cpd03671	D-Glucosamine1-phosphate	C6H13NO8P	-1	5	-3.9480	3.9480	259.0000	0.7070	16	1	0	0	0.0000	5	3	-5.1188	12	0
cpd00192	4-Coumaroyl-CoA	C30H38N7O18P3S	-4	28	3.9430	3.9430	910.0000		59	4	15	26	0.4194	7	21	-2.4443	37	0
cpd00815	2-Oxo-5-aminovalerate	C5H9NO3	0	6	3.9000	3.9000	131.0000	0.3499	9	0	0	4	0.5000	0	4	-2.6725	7	0
cpd00284	6-Phospho-D-gluconate	C6H10O10P	-3	19	-3.8960	3.8960	274.0000	0.2935	17	0	0	2	0.1250	4	7	-5.9748	11	0
cpd00345	5-Methyltetrahydrofolate	C20H23N7O6	-2	13	-3.8890	3.8890	457.0000	16170.4028	33	3	12	24	0.6857	2	9	-2.9271	23	0
cpd00910	Galactinol	C12H22O11	0	11	-3.8860	3.8860	342.0000		23	2	0	0	0.0000	11	3	-6.0104	7	0
cpd19043	(S)-3-Hydroxyisobutyrate	C4H7O3	-1	5	-3.8620	3.8620	104.0000		7	0	0	2	0.3333	1	2	-1.6353	7	0
cpd03117	3-Oxododecanoyl-CoA	C33H52N7O18P3S	-4	6	3.8530	3.8530	960.0000		62	3	9	15	0.2344	7	29	-0.7634	32	0
cpd00834	Phosphopantetheine	C11H21N2O7PS	-2	5	-3.8470	3.8470	357.0000	1.4532	22	0	0	4	0.1905	1	10	-2.2289	16	0
cpd00452	Phenylacetyl-CoA	C29H38N7O17P3S	-4	5	-3.8260	3.8260	882.0000	2.0235	57	4	15	21	0.3500	7	21	-2.6206	34	0
cpd00163	UDP-xylose	C14H20N2O16P2	-2	7	3.8080	3.8080	534.0000		34	3	6	8	0.2222	10	8	-5.4186	20	0
cpd00691	UDP-L-arabinose	C14H20N2O16P2	-2	5	3.7930	3.7930	534.0000	1.2342	34	3	6	8	0.2222	10	8	-5.4186	20	0
cpd01735	Glucurone	C6H8O6	0	7	3.7550	3.7550	176.0000	0.5494	12	1	0	2	0.1667	4	2	-2.8066	9	0
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	5	-3.7050	3.7050	201.0000	1.9032	14	1	0	10	0.7143	1	1	-3.7851	11	0
cpd02113	dTDP-rhamnose	C16H24N2O15P2	-2	7	3.7020	3.7020	546.0000	1.3242	35	3	6	8	0.2162	10	8	-3.6925	24	0
cpd00013	NH3	H4N	1	396	-3.6900	3.6900	18.0000	0.2628	1	0	0	0	0.0000	0	0	0.3762	1	0
cpd00211	Butyrate	C4H7O2	-1	5	3.6680	3.6680	87.0000	0.7141	6	0	0	2	0.4000	0	2	-0.4636	5	0
cpd19035	beta-D-Fructose 6-phosphate	C6H11O9P	-2	26	-3.6620	3.6620	260.0000	0.3023	16	1	0	0	0.0000	4	4	-4.3668	10	0
cpd03124	Hexanoyl-CoA	C27H42N7O17P3S	-4	9	3.6380	3.6380	862.0000	1.9772	55	3	9	15	0.2632	7	23	-2.2830	31	0
cpd00650	Crotonyl-CoA	C25H36N7O17P3S	-4	21	3.6230	3.6230	832.0000		53	3	9	18	0.3273	7	20	-3.2872	33	0
cpd00082	D-Fructose	C6H12O6	0	34	3.6200	3.6200	180.0000	0.2993	12	1	0	0	0.0000	4	2	-3.2198	6	0
cpd00359	indol	C8H7N	0	13	-3.5760	3.5760	117.0000		9	2	9	10	1.0000	0	0	2.1679	5	0
cpd02595	p-Coumaroyl quinic acid	C16H17O8	-1	7	3.5740	3.5740	337.0000	2.0190	24	2	6	14	0.5600	4	4	-1.6862	16	0
cpd03279	Deoxyinosine	C10H12N4O4	0	5	3.5650	3.5650	252.0000	0.6973	18	3	9	11	0.5500	3	2	-1.2397	16	0
cpd00859	Pseudouridine 5'-phosphate	C9H11N2O9P	-2	5	-3.5310	3.5310	323.0000		21	2	0	6	0.2727	5	4	-3.7423	18	0
cpd00107	L-Leucine	C6H13NO2	0	8	-3.5290	3.5290	131.0000	0.5502	9	0	0	2	0.2500	1	3	-1.6071	8	0
cpd00046	CMP	C9H12N3O8P	-2	7	-3.4770	3.4770	322.0000	1.0576	21	2	6	8	0.3636	4	4	-3.7100	19	0
cpd00083	GDP-mannose	C16H23N5O16P2	-2	9	3.4650	3.4650	603.0000		39	4	9	12	0.2857	11	9	-5.8925	23	0
cpd00225	Benzaldehyde	C7H6O	0	9	-3.4450	3.4450	106.0000	0.6202	8	1	6	8	1.0000	0	1	1.4991	4	0
cpd00118	Putrescine	C4H14N2	2	30	3.4420	3.4420	90.0000	0.7265	6	0	0	0	0.0000	0	3	-1.7496	3	0
cpd03127	(2E)-Tetradecenoyl-CoA	C35H56N7O17P3S	-4	8	-3.4400	3.4400	972.0000		63	3	9	18	0.2769	7	30	0.6138	33	0
cpd00246	Inosine	C10H12N4O5	0	16	3.4370	3.4370	268.0000	0.3850	19	3	9	11	0.5238	4	2	-2.2689	16	0
cpd19069	Phenylacetic acid	C8H7O2	-1	6	-3.4080	3.4080	136.0000	0.7013	10	1	6	8	0.8000	0	2	-0.0210	6	0
cpd00144	UDPglucuronate	C15H19N2O18P2	-3	14	-3.3870	3.3870	577.0000		37	3	6	10	0.2564	11	9	-7.3001	23	0
cpd00472	UDPgalacturonate	C15H19N2O18P2	-3	7	-3.3840	3.3840	577.0000	1.2877	37	3	6	10	0.2564	11	9	-7.3001	23	0
cpd00128	Adenine	C5H5N5	0	14	-3.3720	3.3720	135.0000	0.3922	10	2	9	11	1.0000	0	0	-0.0649	8	0
cpd00347	5-10-Methenyltetrahydrofolate	C20H20N7O6	-1	11	3.3570	3.3570	454.0000		33	4	12	26	0.7222	2	7	-3.2829	25	0
cpd00408	Pantoate	C6H11O4	-1	6	3.3290	3.3290	147.0000	1.1405	10	0	0	2	0.2222	1	3	-1.8843	8	0
cpd00501	beta-D-Glucose 1-phosphate	C6H11O9P	-2	13	3.3000	3.3000	259.0000	0.3032	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00203	1,3-Bisphospho-D-glycerate	C3H4O10P2	-4	11	-3.2930	3.2930	264.0000	0.2606	15	0	0	2	0.1429	1	5	-4.4355	9	0
cpd00762	4-Guanidinobutanoate	C5H11N3O2	0	7	-3.2810	3.2810	145.0000	1.3260	10	0	0	5	0.5556	0	4	-3.8201	9	0
cpd00071	Acetaldehyde	C2H4O	0	45	3.2730	3.2730	44.0000	0.2984	3	0	0	0	0.0000	0	0	0.2052	3	0
cpd00138	D-Mannose	C6H12O6	0	5	3.2170	3.2170	180.0000		12	1	0	0	0.0000	5	1	-3.2214	6	0
cpd00210	Taurine	C2H7NO3S	0	12	3.1770	3.1770	125.0000		7	0	0	0	0.0000	0	2	-2.2265	6	0
cpd00027	D-Glucose	C6H12O6	0	60	3.1030	3.1030	180.0000		12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd02605	2-isopropyl-3-oxosuccinate	C7H8O5	-2	6	3.0980	3.0980	172.0000	0.5316	12	0	0	6	0.5455	1	4	-2.6725	7	0
cpd02096	L-3-Amino-isobutyrate	C4H9NO2	0	5	3.0950	3.0950	103.0000	0.3319	7	0	0	2	0.3333	1	2	-2.3857	7	0
cpd00216	Chorismate	C10H8O6	-2	24	3.0760	3.0760	224.0000	1.8220	16	1	0	11	0.6875	2	4	-2.7578	11	0
cpd01335	Octanoyl-CoA	C29H46N7O17P3S	-4	9	3.0680	3.0680	890.0000	2.0527	57	3	9	15	0.2542	7	25	-1.5028	31	0
cpd15069	7-Methylxanthine	C6H6N4O2	0	6	3.0360	3.0360	166.0000	0.7851	12	2	9	12	0.9231	0	0	-1.0501	10	0
cpd00222	GLCN	C6H11O7	-1	6	-3.0000	3.0000	195.0000	0.7141	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd00485	D-Mannose1-phosphate	C6H11O9P	-2	7	2.9840	2.9840	259.0000	0.3032	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd01217	Xanthosine	C10H12N4O6	0	9	2.9840	2.9840	284.0000	0.8478	20	3	9	12	0.5455	4	2	-2.9756	16	0
cpd10162	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	C6H9O4	-1	10	2.9650	2.9650	145.0000	0.4097	10	0	0	4	0.4444	1	3	-1.5336	8	0
cpd00105	D-Ribose	C5H10O5	0	16	2.9530	2.9530	150.0000	0.3600	10	1	0	0	0.0000	4	1	-2.5823	7	0
cpd00009	Phosphate	HO4P	-2	390	-2.9430	2.9430	96.0000		5	0	0	0	0.0000	0	0	-2.1926	4	0
cpd00005	NADPH	C21H26N7O17P3	-4	951	-2.9370	2.9370	742.0000	1.6248	48	5	9	18	0.3462	10	13	-5.0974	29	0
cpd00161	L-Threonine	C4H9NO3	0	18	-2.9370	2.9370	119.0000	0.5464	8	0	0	2	0.2857	2	2	-3.2724	8	0
