rxn	name	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse	vouched	participant_overlap	dg_dgpredictor	keep	reason
rxn15880	ATP:N-acetyl-D-hexosamine 1-phosphotransferase	R08962	R08962	2	1	0.500	-6.0	1	kegg_id_is_modelseed_alias
rxn15881	ATP:N-acetyl-D-galactosamine 1-phosphotransferase	R08967	R08967	3	1	0.000	-0.44	1	kegg_id_is_modelseed_alias
rxn15882	ATP:N-acetyl-D-glucosamine 1-phosphotransferase	R08968	R08968	4	1	0.500	-2.52	1	kegg_id_is_modelseed_alias
rxn15883	S-adenosyl-L-methionine:TRIBOA-glucoside 7-O-methyltransferase	R08973	R08973	2	1	0.500	-19.94	1	kegg_id_is_modelseed_alias
rxn15884	pheophorbide-a hydrolase	R08975	R08975	1	1	0.667	15.9	1	kegg_id_is_modelseed_alias
rxn15885	R08976	R08976	R08976	1	1		-5.17	1	kegg_id_is_modelseed_alias
rxn15886	7-isopropyl-4-methyloxepan-2-one lactonohydrolase	R08979	R08979	2	1	0.500	-6.42	1	kegg_id_is_modelseed_alias
rxn15887	R08983	R08983	R08983	1	1		-13.39	1	kegg_id_is_modelseed_alias
rxn15891	R08987	R08987	R08987	1	1		-23.23	1	kegg_id_is_modelseed_alias
rxn15895	R08994	R08994	R08994	1	1		8.61	1	kegg_id_is_modelseed_alias
rxn15897	(+)-columbianetin,NADPH:oxygen oxidoreductase	R09002	R09002	1	1	1.000	-89.95	1	kegg_id_is_modelseed_alias
rxn15898	UDP-L-arabinopyranose furanomutase	R09009	R09009	65	1	1.000	-0.79	1	kegg_id_is_modelseed_alias
rxn15899	D-allulose-6-phosphate 3-epimerase	R09031	R09031	8	1	1.000	-2.43	1	kegg_id_is_modelseed_alias
rxn15900	primary fluorescent chlorophyll catabolite:NADP+ oxidoreductase	R09032	R09032	4	1	1.000	2.01	1	kegg_id_is_modelseed_alias
rxn15901	chlorophyllide magnesium-lyase (pheophorbide-forming)	R09033	R09033	3	1	0.667	-109.31	1	kegg_id_is_modelseed_alias
rxn15907	4-(beta-D-glucosyloxy)benzoate glucohydrolase	R09039	R09039	3	1	1.000	5.81	1	kegg_id_is_modelseed_alias
rxn15908	4-(beta-D-glucosyloxy)benzoate glucohydrolase	R09039	R09039	3	1	0.667	5.81	1	kegg_id_is_modelseed_alias
rxn15909	4-(beta-D-glucosyloxy)benzoate glucohydrolase	R09039	R09039	3	1	0.667	5.81	1	kegg_id_is_modelseed_alias
rxn15910	geranyl-diphosphate:4-hydroxybenzoate geranyltransferase	R09040	R09040	3	1	0.667	-21.92	1	kegg_id_is_modelseed_alias
rxn15912	geranylhydroquinone,NADPH:oxygen oxidoreductase (3''-hydroxylating)	R09042	R09042	5	1	0.500	-94.82	1	kegg_id_is_modelseed_alias
rxn15916	R09046	R09046	R09046	1	1		-28.91	1	kegg_id_is_modelseed_alias
rxn15917	ATP:gentamicin-A 2''-adenylyltransferase	R09047	R09047	1	1	1.000	3.91	1	kegg_id_is_modelseed_alias
rxn15918	R09048	R09048	R09048	1	1		-47.26	1	kegg_id_is_modelseed_alias
rxn15919	R09049	R09049	R09049	1	1		-2.99	1	kegg_id_is_modelseed_alias
rxn15922	R09052	R09052	R09052	1	1		14.08	1	kegg_id_is_modelseed_alias
rxn15924	3-hydroxyethylbacteriochlorophyllide-a hydro-lyase (3-vinylbacteriochlorophyllide-a-forming)	R09054	R09054	1	1	1.000	20.29	1	kegg_id_is_modelseed_alias
rxn15925	R09055	R09055	R09055	1	1	1.000	-14.01	1	kegg_id_is_modelseed_alias
rxn15926	R09056	R09056	R09056	1	1		-1.91	1	kegg_id_is_modelseed_alias
rxn15927	R09057	R09057	R09057	1	1		-18.86	1	kegg_id_is_modelseed_alias
rxn15928	R09058	R09058	R09058	1	1		-16.3	1	kegg_id_is_modelseed_alias
rxn15929	3-hydroxyethylchlorophyllide-a hydro-lyase (chlorophyllide-a-forming)	R09059	R09059	1	1	1.000	54.88	1	kegg_id_is_modelseed_alias
rxn15937	chlorophyllide-b:phytyl-diphosphate phytyltransferase	R09067	R09067	3	1	1.000	-11.02	1	kegg_id_is_modelseed_alias
rxn15938	chlorophyll chlorophyllidohydrolase	R09068	R09068	1	1	1.000	7.96	1	kegg_id_is_modelseed_alias
rxn15939	7(1)-hydroxychlorophyll-a:NAD+ oxidoreductase	R09069	R09069	49	1	1.000	0.04	1	kegg_id_is_modelseed_alias
rxn15940	7(1)-hydroxychlorophyll-a:NADP+ oxidoreductase	R09070	R09070	2	1	1.000	-0.55	1	kegg_id_is_modelseed_alias
rxn15944	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming)	R09074	R09074	1	1	0.750	-15.9	1	kegg_id_is_modelseed_alias
rxn15945	N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming)	R09075	R09075	1	1	0.500	-15.49	1	kegg_id_is_modelseed_alias
rxn15946	spermidine:oxygen oxidoreductase (3-aminopropanal-forming)	R09077	R09077	3	1	0.750	-16.31	1	kegg_id_is_modelseed_alias
rxn15947	carboxyspermidine:NADP+ oxidoreductase	R09079	R09079	1	1	0.667	-17.69	1	kegg_id_is_modelseed_alias
rxn15948	carboxynorspermidine:NADP+ oxidoreductase	R09080	R09080	1	1	0.333	-19.27	1	kegg_id_is_modelseed_alias
rxn15949	carboxyspermidine carboxy-lyase (spermidine-forming)	R09081	R09081	1	1	1.000	-11.08	1	kegg_id_is_modelseed_alias
rxn15950	carboxynorspermidine carboxy-lyase (norspermidine-forming)	R09082	R09082	1	1	0.500	-11.06	1	kegg_id_is_modelseed_alias
rxn15952	ADP:D-fructose-6-phosphate 1-phosphotransferase	R09084	R09084	1	1	1.000	-4.34	1	kegg_id_is_modelseed_alias
rxn15953	ADP:D-glucose 6-phosphotransferase	R09085	R09085	1	1	1.000	-2.79	1	kegg_id_is_modelseed_alias
rxn15954	ADP:D-glucose 6-phosphotransferase	R09086	R09086	1	1	1.000	-2.79	1	kegg_id_is_modelseed_alias
rxn15959	Coenzyme B:coenzyme M:methanophenazine oxidoreductase	R09092	R09092	1	1		83.95	1	kegg_id_is_modelseed_alias
rxn15960	R09094	R09094	R09094	1	1		-3.46	1	kegg_id_is_modelseed_alias
rxn15961	hydrogen:2-(2,3-dihydropentaprenyloxy)phenazine oxidoreductase	R09095	R09095	1	1	0.667	-12.7	1	kegg_id_is_modelseed_alias
rxn15962	carbon monoxide dehydrogenase/acetyl-CoA synthase (CODH/ACS)	R09096	R09096	1	1	0.500	12.57	1	kegg_id_is_modelseed_alias
rxn15963	methanol:coenzyme M methyltransferase	R09098	R09098	26	1	0.333	-17.18	1	kegg_id_is_modelseed_alias
rxn15964	5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase	R09099	R09099	1	1	0.750	-2.76	1	kegg_id_is_modelseed_alias
rxn15968	R09103	R09103	R09103	1	1		-19.57	1	kegg_id_is_modelseed_alias
rxn15970	R09105	R09105	R09105	1	1		-16.86	1	kegg_id_is_modelseed_alias
rxn15971	feruloyl-CoA:16-hydroxypalmitate feruloyltransferase	R09106	R09106	1	1	1.000	0.9	1	kegg_id_is_modelseed_alias
rxn15972	N-acetyl-L-citrulline amidohydrolase	R09107	R09107	4	1	1.000	-4.56	1	kegg_id_is_modelseed_alias
rxn15974	R09109	R09109	R09109	1	1		-11.1	1	kegg_id_is_modelseed_alias
rxn15976	Copalyl diphosphate-lyase (isopimara-7,15-diene-forming)	R09111	R09111	29	1	1.000	-24.7	1	kegg_id_is_modelseed_alias
rxn15978	R09113	R09113	R09113	1	1		-11.1	1	kegg_id_is_modelseed_alias
rxn15980	9alpha-Copalyl-diphosphate diphosphate-lyase (stemar-13-ene-forming)	R09115	R09115	2	1	0.500	-31.99	1	kegg_id_is_modelseed_alias
rxn15981	9alpha-Copalyl-diphosphate diphosphate-lyase [stemod-13(17)-ene-forming]	R09116	R09116	1	1	0.500	-26.01	1	kegg_id_is_modelseed_alias
rxn15982	9alpha-Copalyl-diphosphate diphosphate-lyase (9beta-pimara-7,15-diene-forming)	R09117	R09117	8	1	0.500	-24.01	1	kegg_id_is_modelseed_alias
rxn15984	ent-Copalyl-diphosphate diphosphate-lyase (ent-cassa-12,15-diene-forming)	R09119	R09119	2	1	1.000	-16.76	1	kegg_id_is_modelseed_alias
rxn15985	ent-Copalyl-diphosphate diphosphate-lyase [ent-pimara-8(14),15-diene-forming]	R09121	R09121	1	1	1.000	-24.46	1	kegg_id_is_modelseed_alias
rxn15986	Geranylgeraniol,NADPH:oxygen oxidoreductase (18-hydroxylating)	R09122	R09122	1	1	1.000	-94.82	1	kegg_id_is_modelseed_alias
rxn15987	Geranylgeranyl diphosphate-lyase (fusicocca-2,10(14)-diene-forming)	R09123	R09123	1	1	1.000	-36.34	1	kegg_id_is_modelseed_alias
rxn15988	R09124	R09124	R09124	157	1	0.000	-9.6	1	kegg_id_is_modelseed_alias
rxn15991	S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase	R09129	R09129	1	1	1.000	6.95	1	kegg_id_is_modelseed_alias
rxn15992	R09130	R09130	R09130	1	1		-97.08	1	kegg_id_is_modelseed_alias
rxn15993	R09131	R09131	R09131	1	1		-96.49	1	kegg_id_is_modelseed_alias
rxn15994	R09132	R09132	R09132	1	1		53.64	1	kegg_id_is_modelseed_alias
rxn15995	R09133	R09133	R09133	1	1		53.06	1	kegg_id_is_modelseed_alias
rxn15996	tetrachlorocatechol:oxygen 1,2-oxidoreductase	R09134	R09134	1	1	1.000	-159.27	1	kegg_id_is_modelseed_alias
rxn15997	2,3,5-trichlorodienelactone lyase (decyclizing)	R09135	R09135	1	1	0.667	21.87	1	kegg_id_is_modelseed_alias
rxn15998	2,3,5-trichlorodienelactone lactonohydrolase	R09136	R09136	1	1	1.000	-6.61	1	kegg_id_is_modelseed_alias
rxn15999	2,4-dichloro-3-oxoadipate:NAD+ oxidoreductase	R09137	R09137	1	1	0.667	-8.88	1	kegg_id_is_modelseed_alias
rxn16000	2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase	R09138	R09138	1	1	0.667	-7.71	1	kegg_id_is_modelseed_alias
rxn16002	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming)	R09140	R09140	1	1	0.500	-13.98	1	kegg_id_is_modelseed_alias
rxn16003	R09141	R09141	R09141	1	1		-82.47	1	kegg_id_is_modelseed_alias
rxn16010	R09148	R09148	R09148	1	1		-90.71	1	kegg_id_is_modelseed_alias
rxn16011	R09149	R09149	R09149	1	1		-11.16	1	kegg_id_is_modelseed_alias
rxn16013	toluene dioxygenase	R09151	R09151	2	1	0.000	-100.33	1	kegg_id_is_modelseed_alias
rxn16014	toluene dioxygenase	R09152	R09152	2	1	0.333	-107.46	1	kegg_id_is_modelseed_alias
rxn16016	R09154	R09154	R09154	1	1		9.6	1	kegg_id_is_modelseed_alias
rxn16017	R09155	R09155	R09155	1	1		17.13	1	kegg_id_is_modelseed_alias
rxn16019	R09157	R09157	R09157	1	1		1.44	1	kegg_id_is_modelseed_alias
rxn16021	R09159	R09159	R09159	1	1		-90.11	1	kegg_id_is_modelseed_alias
rxn16022	R09160	R09160	R09160	1	1		-91.14	1	kegg_id_is_modelseed_alias
rxn16023	R09161	R09161	R09161	1	1		-58.43	1	kegg_id_is_modelseed_alias
rxn16024	cis-4,5-Dihydroxy-4,5-dihydropyrene:NAD+ 4,5-oxidoreductase	R09162	R09162	1	1	1.000	11.42	1	kegg_id_is_modelseed_alias
rxn16025	R09163	R09163	R09163	1	1		-142.05	1	kegg_id_is_modelseed_alias
rxn16026	R09164	R09164	R09164	1	1		2.56	1	kegg_id_is_modelseed_alias
rxn16027	R09165	R09165	R09165	1	1		-82.54	1	kegg_id_is_modelseed_alias
rxn16028	R09166	R09166	R09166	1	1		4.46	1	kegg_id_is_modelseed_alias
rxn16029	R09167	R09167	R09167	1	1		-69.23	1	kegg_id_is_modelseed_alias
rxn16030	R09168	R09168	R09168	1	1		11.01	1	kegg_id_is_modelseed_alias
rxn16031	R09169	R09169	R09169	1	1		-84.4	1	kegg_id_is_modelseed_alias
rxn16032	R09170	R09170	R09170	1	1		7.54	1	kegg_id_is_modelseed_alias
rxn16033	R09171	R09171	R09171	1	1		-84.41	1	kegg_id_is_modelseed_alias
rxn16034	R09172	R09172	R09172	1	1		7.55	1	kegg_id_is_modelseed_alias
rxn16035	R09173	R09173	R09173	1	1		9.82	1	kegg_id_is_modelseed_alias
rxn16036	R09174	R09174	R09174	1	1		-84.41	1	kegg_id_is_modelseed_alias
rxn16037	R09175	R09175	R09175	1	1		7.55	1	kegg_id_is_modelseed_alias
rxn16038	R09176	R09176	R09176	1	1		11.48	1	kegg_id_is_modelseed_alias
rxn16039	R09177	R09177	R09177	1	1		-23.12	1	kegg_id_is_modelseed_alias
rxn16040	R09178	R09178	R09178	1	1		-84.4	1	kegg_id_is_modelseed_alias
rxn16041	R09179	R09179	R09179	1	1		7.54	1	kegg_id_is_modelseed_alias
rxn16044	R09182	R09182	R09182	1	1		-93.17	1	kegg_id_is_modelseed_alias
rxn16045	R09183	R09183	R09183	1	1		25.46	1	kegg_id_is_modelseed_alias
rxn16046	9,10-dihydroxybenzo[a]pyrene:oxygen 10,10a-oxidoreductase (decyclizing)	R09184	R09184	1	1	1.000	-102.49	1	kegg_id_is_modelseed_alias
rxn16047	R09185	R09185	R09185	1	1		38.63	1	kegg_id_is_modelseed_alias
rxn16048	R09186	R09186	R09186	1	1	0.500	-12.38	1	kegg_id_is_modelseed_alias
rxn16051	S-adenosyl-L-methionine:pretetramid C-methyltransferase	R09189	R09189	1	1	0.750	-1.77	1	kegg_id_is_modelseed_alias
rxn16052	R09190	R09190	R09190	1	1	0.500	-218.01	1	kegg_id_is_modelseed_alias
rxn16053	S-adenosyl-L-methionine:4-amino-anhydrotetracycline N-methyltransferase	R09191	R09191	1	1	0.500	8.16	1	kegg_id_is_modelseed_alias
rxn16054	R09192	R09192	R09192	1	1	1.000	7.67	1	kegg_id_is_modelseed_alias
rxn16055	anhydrochlortetracycline,NADPH:oxygen oxidoreductase (6-hydroxylating)	R09193	R09193	1	1	1.000	-107.12	1	kegg_id_is_modelseed_alias
rxn16056	R09194	R09194	R09194	1	1		3.75	1	kegg_id_is_modelseed_alias
rxn16057	malonyl-CoA:L-glutamine amido-ligase (AMP-forming)	R09195	R09195	1	1	1.000	-5.24	1	kegg_id_is_modelseed_alias
rxn16062	S-adenosyl-L-methionine:4-aminoanhydrochlortetracycline N-methyltransferase	R09200	R09200	1	1	0.750	4.8	1	kegg_id_is_modelseed_alias
rxn16063	R09201	R09201	R09201	1	1		-94.29	1	kegg_id_is_modelseed_alias
rxn16066	R09204	R09204	R09204	1	1		-74.17	1	kegg_id_is_modelseed_alias
rxn16067	R09205	R09205	R09205	1	1		-4.22	1	kegg_id_is_modelseed_alias
rxn16068	R09206	R09206	R09206	1	1		-142.1	1	kegg_id_is_modelseed_alias
rxn16069	R09207	R09207	R09207	1	1		6.43	1	kegg_id_is_modelseed_alias
rxn16070	R09208	R09208	R09208	1	1		2.56	1	kegg_id_is_modelseed_alias
rxn16071	R09209	R09209	R09209	1	1		-74.17	1	kegg_id_is_modelseed_alias
rxn16073	R09211	R09211	R09211	1	1		10.6	1	kegg_id_is_modelseed_alias
rxn16074	R09212	R09212	R09212	1	1		-2.68	1	kegg_id_is_modelseed_alias
rxn16075	R09213	R09213	R09213	1	1		34.76	1	kegg_id_is_modelseed_alias
rxn16076	R09214	R09214	R09214	1	1		-135.18	1	kegg_id_is_modelseed_alias
rxn16077	chloromuconate chloromuconate	R09215	R09215	1	1	1.000	14.91	1	kegg_id_is_modelseed_alias
rxn16078	R09216	R09216	R09216	1	1		-2.89	1	kegg_id_is_modelseed_alias
rxn16079	chloromuconate cycloisomerase	R09217	R09217	1	1	0.667	7.29	1	kegg_id_is_modelseed_alias
rxn16081	R09219	R09219	R09219	1	1		-19.16	1	kegg_id_is_modelseed_alias
rxn16082	dienelactone hydrolase	R09220	R09220	1	1	1.000	-11.61	1	kegg_id_is_modelseed_alias
rxn16083	chloromuconate cycloisomerase	R09221	R09221	1	1	0.667	22.84	1	kegg_id_is_modelseed_alias
rxn16084	dienelactone hydrolase	R09222	R09222	1	1	1.000	-8.05	1	kegg_id_is_modelseed_alias
rxn16085	maleylacetate reductase	R09223	R09223	1	1	0.667	3.73	1	kegg_id_is_modelseed_alias
rxn16086	maleylacetate reductase	R09224	R09224	1	1	1.000	-13.76	1	kegg_id_is_modelseed_alias
rxn16087	3-methyl-5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase	R09225	R09225	1	1	1.000	0.09	1	kegg_id_is_modelseed_alias
rxn16088	R09226	R09226	R09226	1	1		-5.18	1	kegg_id_is_modelseed_alias
rxn16089	R09227	R09227	R09227	1	1		-80.42	1	kegg_id_is_modelseed_alias
rxn16090	R09228	R09228	R09228	1	1		15.73	1	kegg_id_is_modelseed_alias
rxn16091	muconate cycloisomerase	R09229	R09229	1	1	0.500	0.29	1	kegg_id_is_modelseed_alias
rxn16092	R09230	R09230	R09230	1	1		-94.41	1	kegg_id_is_modelseed_alias
rxn16093	R09231	R09231	R09231	1	1		-93.84	1	kegg_id_is_modelseed_alias
rxn16094	R09232	R09232	R09232	1	1		-94.38	1	kegg_id_is_modelseed_alias
rxn16095	R09233	R09233	R09233	1	1	0.667	-67.95	1	kegg_id_is_modelseed_alias
rxn16096	R09234	R09234	R09234	1	1	1.000	-123.56	1	kegg_id_is_modelseed_alias
rxn16097	R09235	R09235	R09235	1	1		-93.86	1	kegg_id_is_modelseed_alias
rxn16098	R09236	R09236	R09236	1	1		32.0	1	kegg_id_is_modelseed_alias
rxn16099	R09237	R09237	R09237	1	1		-129.39	1	kegg_id_is_modelseed_alias
rxn16100	R09238	R09238	R09238	1	1		-4.25	1	kegg_id_is_modelseed_alias
rxn16101	R09239	R09239	R09239	1	1		3.47	1	kegg_id_is_modelseed_alias
rxn16102	R09240	R09240	R09240	1	1		-92.66	1	kegg_id_is_modelseed_alias
rxn16103	R09241	R09241	R09241	1	1		-92.09	1	kegg_id_is_modelseed_alias
rxn16104	R09242	R09242	R09242	1	1		-92.63	1	kegg_id_is_modelseed_alias
rxn16105	R09243	R09243	R09243	1	1		-92.11	1	kegg_id_is_modelseed_alias
rxn16106	(2Z,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesylcistransferase (adding 7 isopentenyl units)	R09244	R09244	1	1	0.000	-162.05	1	kegg_id_is_modelseed_alias
rxn16107	geranylgeranyl-diphosphate:isopentenyl-diphosphate transferase (adding 2 isopentenyl units)	R09246	R09246	2	1	0.667	-44.89	1	kegg_id_is_modelseed_alias
rxn16108	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 4 isopentenyl units)	R09247	R09247	3	1	0.333	-89.78	1	kegg_id_is_modelseed_alias
rxn16110	geranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 7 isopentenyl units)	R09250	R09250	3	1	0.000	-157.11	1	kegg_id_is_modelseed_alias
rxn16111	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 5 isopentenyl units)	R09251	R09251	12	1	0.333	-112.22	1	kegg_id_is_modelseed_alias
rxn16112	R09252	R09252	R09252	2	1	0.500	4.45	1	kegg_id_is_modelseed_alias
rxn16113	2-oxo-4-hydroxy-5-aminovalerate hydro-lyase (deaminating; 2,5-dioxopentanoate-forming)	R09253	R09253	1	1	1.000	-5.32	1	kegg_id_is_modelseed_alias
rxn16114	L-tyrosine:pyruvate aminotransferase	R09254	R09254	5	1	0.750	-0.14	1	kegg_id_is_modelseed_alias
rxn16115	feruloyl-CoA:agmatine feruloyltransferase	R09255	R09255	1	1	1.000	-3.75	1	kegg_id_is_modelseed_alias
rxn16116	4-coumaroyl-CoA:putrescine N4-coumaroyltransferase	R09256	R09256	1	1	0.667	-3.9	1	kegg_id_is_modelseed_alias
rxn16117	feruloyl-CoA:putrescine feruloyltransferase	R09257	R09257	1	1	0.667	-3.76	1	kegg_id_is_modelseed_alias
rxn16130	syringate:tetrahydrofolate N-methyltransferase	R09270	R09270	1	1	1.000	30.54	1	kegg_id_is_modelseed_alias
rxn16131	3-O-methylgallate:tetrahydrofolate N-methyltransferase	R09271	R09271	1	1	1.000	30.53	1	kegg_id_is_modelseed_alias
rxn16132	3-O-methylgallate:oxygen 3,4-oxidoreductase (decyclizing)	R09272	R09272	1	1	1.000	-114.92	1	kegg_id_is_modelseed_alias
rxn16133	4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate acylhydrolase	R09273	R09273	2	1	0.667	17.62	1	kegg_id_is_modelseed_alias
rxn16134	R09274	R09274	R09274	1	1		57.91	1	kegg_id_is_modelseed_alias
rxn16135	5,5'-dehydrodivanillate,NADPH:oxygen oxidoreductase (demethylating)	R09275	R09275	1	1	1.000	-64.43	1	kegg_id_is_modelseed_alias
rxn16136	2,2',3-trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl:oxygen 1,2-oxidoreductase (decyclizing)	R09276	R09276	1	1	1.000	-85.9	1	kegg_id_is_modelseed_alias
rxn16137	4-[2-(5-carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate 5-carboxy-2-hydroxy-3-methoxybenzoylhydrolase	R09277	R09277	1	1	1.000	-8.23	1	kegg_id_is_modelseed_alias
rxn16138	5-carboxyvanillate 5-carboxy-lyase (vanillate-forming)	R09278	R09278	1	1	1.000	2.47	1	kegg_id_is_modelseed_alias
rxn16139	4-hydroxybutyrate:CoA ligase (AMP-forming)	R09279	R09279	1	1	0.500	-0.97	1	kegg_id_is_modelseed_alias
rxn16140	succinate-semialdehyde:NADP+ oxidoreductase (CoA-acylating)	R09280	R09280	1	1	0.500	-0.31	1	kegg_id_is_modelseed_alias
rxn16141	R09281	R09281	R09281	2	1	0.000	2.3	1	kegg_id_is_modelseed_alias
rxn16142	(3S)-citramalyl-CoA hydro-lyase (mesaconyl-C4-CoA-forming)	R09282	R09282	1	1	0.000	3.35	1	kegg_id_is_modelseed_alias
rxn16143	mesaconyl-CoA C1,C4-CoA-mutase	R09283	R09283	1	1	0.000	0.81	1	kegg_id_is_modelseed_alias
rxn16144	3-(hydroxyamino)phenol hydroxymutase	R09284	R09284	1	1	1.000	-19.23	1	kegg_id_is_modelseed_alias
rxn16145	R09285	R09285	R09285	1	1		9.99	1	kegg_id_is_modelseed_alias
rxn16146	3-hydroxypropionate:CoA ligase (AMP-forming)	R09286	R09286	1	1	0.000	-0.94	1	kegg_id_is_modelseed_alias
rxn16147	R09287	R09287	R09287	1	1		15.68	1	kegg_id_is_modelseed_alias
rxn16148	3-hydroxyaminophenol:NAD+ oxidoreductase	R09288	R09288	1	1	1.000	-47.39	1	kegg_id_is_modelseed_alias
rxn16149	3-hydroxypropionate:NADP+ oxidoreductase	R09289	R09289	1	1	0.500	5.13	1	kegg_id_is_modelseed_alias
rxn16150	ethylmalonyl-CoA:NADP+ oxidoreductase (decarboxylating)	R09291	R09291	1	1	0.500	8.48	1	kegg_id_is_modelseed_alias
rxn16151	(2R)-ethylmalonyl-CoA CoA-carbonylmutase	R09292	R09292	1	1	1.000	3.8	1	kegg_id_is_modelseed_alias
rxn16156	R09307	R09307	R09307	1	1		9.84	1	kegg_id_is_modelseed_alias
rxn16157	R09308	R09308	R09308	1	1		-16.7	1	kegg_id_is_modelseed_alias
rxn16161	R09312	R09312	R09312	1	1		25.69	1	kegg_id_is_modelseed_alias
rxn16162	dihydrokalafungin-dihydroquinone,FMNH2:oxygen oxidoreductase (hydroxylating)	R09313	R09313	1	1	0.500	-84.37	1	kegg_id_is_modelseed_alias
rxn16163	R09314	R09314	R09314	1	1		-97.13	1	kegg_id_is_modelseed_alias
rxn16168	12-deoxynogalonic acid:oxygen 12-oxidoreductase	R09327	R09327	1	1	0.000	-92.4	1	kegg_id_is_modelseed_alias
rxn16169	R09328	R09328	R09328	1	1	0.500	-2.31	1	kegg_id_is_modelseed_alias
rxn16170	nogalavinone:NADP+ 7-oxidoreductase	R09329	R09329	1	1	1.000	1.05	1	kegg_id_is_modelseed_alias
rxn16172	dTDP-L-rhodosamine:aklavinone L-rhodosaminyltransferase	R09331	R09331	1	1	0.750	-15.88	1	kegg_id_is_modelseed_alias
rxn16173	dTDP-L-2-deoxyfucose:aclacinomycin-T L-2-deoxyfucosyltransferase	R09332	R09332	1	1	0.750	-10.53	1	kegg_id_is_modelseed_alias
rxn16175	aclacinomycin N:oxygen oxidoreductase	R09334	R09334	1	1	0.667	-25.19	1	kegg_id_is_modelseed_alias
rxn16176	aclacinomycin A:oxygen oxidoreductase	R09335	R09335	1	1	0.667	-29.39	1	kegg_id_is_modelseed_alias
rxn16178	epsilon-rhodomycin-T acylhydrolase	R09337	R09337	1	1	1.000	14.08	1	kegg_id_is_modelseed_alias
rxn16179	R09338	R09338	R09338	1	1		-88.43	1	kegg_id_is_modelseed_alias
rxn16180	methylmercury mercuric-lyase (methane-forming)	R09339	R09339	1	1	0.667	-0.74	1	kegg_id_is_modelseed_alias
rxn16182	R09341	R09341	R09341	1	1		-21.11	1	kegg_id_is_modelseed_alias
rxn16183	R09342	R09342	R09342	1	1		-14.96	1	kegg_id_is_modelseed_alias
rxn16184	R09343	R09343	R09343	1	1		-23.01	1	kegg_id_is_modelseed_alias
rxn16186	dTDP-D-olivose:UWM6 9-C-beta-D-olivosyltransferase	R09345	R09345	1	1	1.000	-23.64	1	kegg_id_is_modelseed_alias
rxn16199	(2R)-2-Hydroxy-2-methylbutanenitrile butan-2-one-lyase (cyanide forming)	R09358	R09358	40	1	0.333	16.76	1	kegg_id_is_modelseed_alias
rxn16204	L-arginine,2-oxoglutarate:oxygen oxidoreductase ((3S)-hydroxylating)	R09363	R09363	1	1	1.000	-106.46	1	kegg_id_is_modelseed_alias
rxn16205	(2S,3S)-hydroxyarginine hydro-lyase (cyclizing, (2S,3R)-capreomycidine-forming)	R09364	R09364	1	1	1.000	-13.4	1	kegg_id_is_modelseed_alias
rxn16206	5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase	R09365	R09365	1	1	1.000	-7.69	1	kegg_id_is_modelseed_alias
rxn16207	Se-methyl-L-selenocysteine methaneselenol-lyase (deaminating; pyruvate-forming)	R09366	R09366	1	1	0.667	8.94	1	kegg_id_is_modelseed_alias
rxn16208	R09367	R09367	R09367	1	1		-137.16	1	kegg_id_is_modelseed_alias
rxn16209	R09368	R09368	R09368	1	1		5.52	1	kegg_id_is_modelseed_alias
rxn16210	S-adenosyl-L-methionine:methaneselenol Se-methyltransferase	R09369	R09369	1	1	0.750	-0.92	1	kegg_id_is_modelseed_alias
rxn16211	S-adenosyl-L-methionine:dimethyl-selenide Se-methyltransferase	R09370	R09370	1	1	0.750	8.62	1	kegg_id_is_modelseed_alias
rxn16212	S-adenosyl-L-methionine:hydrogen-selenide Se-methyltransferase	R09371	R09371	1	1	0.750	8.92	1	kegg_id_is_modelseed_alias
rxn16213	methaneselenol:NADP+ oxidoreductase	R09372	R09372	1	1	1.000	-96.03	1	kegg_id_is_modelseed_alias
rxn16214	L-methionine:methylselenopyruvate aminotransferase	R09373	R09373	1	1	0.500	2.17	1	kegg_id_is_modelseed_alias
rxn16215	2-amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one amidohydrolase	R09374	R09374	1	1	0.333	1.48	1	kegg_id_is_modelseed_alias
rxn16216	2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one 2-aminohydrolase	R09377	R09377	29	1	0.000	-2.55	1	kegg_id_is_modelseed_alias
