rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff
rxn02945	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	OK	0	0	=	(1) cpd02168[0] <=> (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd03211[0]	(1) Prephytoene diphosphate[0] <=> (1) PPi[0] + (1) H+[0] + (1) 15-cis-Phytoene[0]	2.5.1.32	2	1	-13.19	11.76	-7.01	3	1	R04218	R04218	1	8	1	0	0.0	1	3	4	4.0	1.0	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	40	720.0	49	1	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	-24.95	-6.18	18.77	24.95	-2.813333333333333	24.95
rxn02946	cis-4-Hydroxy-D-proline:oxygen oxidoreductase (deaminating)	OK	0	0	>	(1) cpd00007[0] + (1) cpd02175[0] => (1) cpd00025[0] + (1) cpd00067[0] + (1) cpd02626[0]	(1) O2[0] + (1) cis-4-Hydroxy-D-proline[0] => (1) H2O2[0] + (1) H+[0] + (1) 1-Pyrroline-4-hydroxy-2-carboxylate[0]	1.4.3.3	1	1	-43.67	-25.92	-41.58	3	1	R04221	R04221	1	1	1	0	0.0	2	3	5	5.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	5	130.0	9	2	0	h;h2o2;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-17.75	-2.0900000000000034	15.659999999999997	17.75	-37.056666666666665	17.75
rxn02947	dTDP-L-dihydrostreptose:streptidine-6-phosphate dihydrostreptosyltransferase	OK	0	0	=	(1) cpd00825[0] + (1) cpd02177[0] <=> (1) cpd00297[0] + (1) cpd02899[0]	(1) Streptidine 6-phosphate[0] + (1) dTDP-L-dihydrostreptose[0] <=> (1) dTDP[0] + (1) O-1,4-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate[0]	2.4.2.27	2	1	-1.7		-8.49	2	1	R04222	R04222	1	1	1	0	0.0	2	2	4	4.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	16	546.0	35	8	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	13.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2		6.79				
rxn02948	R04223	OK	0	0	>	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd02183[0] => (1) cpd00011[0] + (1) cpd02258[0]	(1) H2O[0] + (1) H+[0] + (1) 4-Oxalocrotonate[0] => (1) CO2[0] + (1) 4-Hydroxy-2-oxovalerate[0]	4.1.1.-	4	1	-7.06	-3.6	7.86	3	1	R04223	R04223	1	1	1	0	0.0	3	2	5	5.0	1.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	156.0	11	0	0	co2;h;h2o	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	-3.4599999999999995	-14.92	-11.46	14.92	-0.9333333333333332	14.92
rxn02949	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase	OK	0	0	=	(1) cpd00001[0] + (1) cpd02187[0] <=> (1) cpd03572[0]	(1) H2O[0] + (1) Methacrylyl-CoA[0] <=> (1) (S)-3-Hydroxyisobutyryl-CoA[0]	4.2.1.17	4	1	0.87	1.52	4.36	3	1	R04224	R04224	1	2	1	0	0.0	2	1	3	3.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	25	850.0	54	6	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	4.0	0.0	10.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2	-0.65	-3.49	-2.8400000000000003	3.49	2.25	3.49
rxn02950	3-Methyl-2-oxopentanoate:lipoamide oxidoreductase(decarboxylating and acceptor-2-methylpropanoylating)	OK	0	0	>	(1) cpd00067[0] + (1) cpd00213[0] + (1) cpd00508[0] => (1) cpd00011[0] + (1) cpd03045[0]	(1) H+[0] + (1) Lipoamide[0] + (1) 3MOP[0] => (1) CO2[0] + (1) S-(2-Methylbutanoyl)-dihydrolipoamide[0]		none	0	-9.68	-6.04		2	0	R04224		0	2	1	0	0.0	3	2	5	5.0	1.0	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	13	291.0	18	1	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	5	-3.6399999999999997					
rxn02953	(R)-4'-Phosphopantothenate:L-cysteine ligase	MI:C:-2/H:-6/N:-1/O:1/S:-1|CI:-1	0	0	>	(1) cpd00002[0] + (1) cpd00084[0] + (1) cpd00834[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02666[0]	(1) ATP[0] + (1) L-Cysteine[0] + (1) Phosphopantetheine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine[0]	6.3.2.5	6	1	-59.75	-118.06		2	0	R04229		0	4	1	0	0.0	3	4	7	7.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	12	504.0	31	6	4	adp;atp;h;pi	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	-1.0	2.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	3	58.31					
rxn02954	(R)-4'-Phosphopantothenate:L-cysteine ligase	MI:C:-2/H:-8/N:-1/O:1/S:-1|CI:-3	0	0	>	(1) cpd00052[0] + (1) cpd00084[0] + (1) cpd00834[0] => (1) cpd00012[0] + (1) cpd00046[0] + (1) cpd02666[0]	(1) CTP[0] + (1) L-Cysteine[0] + (1) Phosphopantetheine[0] => (1) PPi[0] + (1) CMP[0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine[0]	6.3.2.5	6	1	-61.18	-119.9		2	0	R04229		0	4	1	0	0.0	3	3	6	6.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	12	480.0	29	4	2	ppi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	-1.0	2.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	3	58.720000000000006					
rxn02955	(R)-4'-Phosphopantothenate:L-cysteine ligase	MI:C:-2/H:-6/N:-1/O:1/S:-1|CI:-1	0	0	>	(1) cpd00052[0] + (1) cpd00084[0] + (1) cpd00834[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00096[0] + (1) cpd02666[0]	(1) CTP[0] + (1) L-Cysteine[0] + (1) Phosphopantetheine[0] => (1) Phosphate[0] + (1) H+[0] + (1) CDP[0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine[0]	6.3.2.5	6	1	-59.75	-117.79		2	0	R04229		0	4	1	0	0.0	3	4	7	7.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	12	480.0	29	4	2	h;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	-1.0	2.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	3	58.040000000000006					
rxn02956	D-4-Hydroxyphenylglycine:2-oxoglutarate aminotransferase	OK	0	0	=	(1) cpd00024[0] + (1) cpd02202[0] <=> (1) cpd00023[0] + (1) cpd02259[0]	(1) 2-Oxoglutarate[0] + (1) D-4-Hydroxyphenylglycine[0] <=> (1) L-Glutamate[0] + (1) 4-Hydroxybenzoylformate[0]	2.6.1.72	2	1	-1.55	-1.36	2.86	3	1	R04234	R04234	1	1	1	0	0.0	2	2	4	4.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	8	167.0	12	2	2	glu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	-0.18999999999999995	-4.41	-4.22	4.41	-0.016666666666666757	4.41
rxn02957	ATP:5-methyldeoxycytidine-5'-phosphate phosphotransferase	OK	0	0	=	(1) cpd00002[0] + (1) cpd00067[0] + (1) cpd02204[0] <=> (1) cpd00008[0] + (1) cpd02573[0]	(1) ATP[0] + (1) H+[0] + (1) Deoxy-5-methylcytidylate[0] <=> (1) ADP[0] + (1) 5-Methyldeoxycytidine diphosphate[0]	2.7.4.19	2	1	9.53	0.23	-0.61	3	1	R04235	R04235	1	1	1	0	0.0	3	2	5	5.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0	31	10	6	adp;atp;h	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	9.299999999999999	10.139999999999999	0.84	10.139999999999999	3.0500000000000003	10.139999999999999
rxn02958	Propane-1,2-diol-1-phosphate:NAD+ oxidoreductase	OK	0	0	=	(1) cpd00003[0] + (1) cpd02423[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02209[0]	(1) NAD[0] + (1) Propane-1,2-diol 1-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetol phosphate[0]	1.1.1.7	1	1	3.76	4.47	7.14	3	1	R04236	R04236	1	1	1	0	0.0	2	3	5	5.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0	44	10	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	15.0	-5.0	9.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	-1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	-0.71	-3.38	-2.67	3.38	5.123333333333334	3.38
rxn02960	rxn02960	OK	0	0	<	(1) cpd00011[0] + (1) cpd02233[0] <= (1) cpd00067[0] + (1) cpd03378[0]	(1) CO2[0] + (1) Ciliatine[0] <= (1) H+[0] + (1) Phosphonoalanine[0]		none	0	3.09	5.02		2	0	R04237		0	27	1	0	0.0	2	2	4	4.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	3	167.0	10	0	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	-1.9299999999999997					
rxn02962	R04248	OK	0	0	>	(1) cpd00025[0] + (1) cpd02233[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00162[0]	(1) H2O2[0] + (1) Ciliatine[0] => (1) Phosphate[0] + (1) H+[0] + (1) Aminoethanol[0]	4.99.1.-	4	1	-75.95	-77.71	-91.8	3	1	R04248	R04248	1	1	1	0	0.0	2	3	5	5.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	2	124.0	7	0	0	h;h2o2;pi	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1.759999999999991	15.849999999999994	14.090000000000003	15.849999999999994	-81.82	15.849999999999994
rxn02963	R04249	MI:O:1	0	0	>	(1) cpd02233[0] => (1) cpd03381[0]	(1) Ciliatine[0] => (1) 1-Hydroxy-2-aminoethylphosphonate[0]	1.1.99.-	1	1	-38.04	-38.13		2	1		R04249	1	0	0	0		1	1	2	2.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	2	140.0	8	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.09000000000000341					
rxn02964	R04250	MI:C:1/H:2	0	0	<	(1) cpd02233[0] <= (1) cpd03382[0]	(1) Ciliatine[0] <= (1) 2-Methylaminoethylphosphonate[0]		none	0	8.55	27.39		2	1		R04250	1	0	0	0		1	1	2	2.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	3	138.0	8	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	-18.84					
rxn02965	R04251	MI:H:-1/O:1|CI:-1	0	0	>	(1) cpd02024[0] => (1) cpd03385[0]	(1) Phosphonoacetaldehyde[0] => (1) Fosfonet[0]		none	0	-52.7	-62.22		2	1		R04251	1	0	0	0		1	1	2	2.0	1.0	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	2	137.0	8	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9.519999999999996					
rxn02967	(7E,9E,11Z,14Z)-(5S,6R)-6-(cystein-S-yl)-5-hydroxyicosa-7,9,11,14-tetraenoate,NADPH:oxygen oxidoreductase (20-hydroxylating)	OK	0	0	>	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03541[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd02247[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) LTE4[0] => (1) H2O[0] + (1) NADP[0] + (1) 20-OH-LTE4[0]	1.14.13.34	1	1	-92.58	-94.13	-95.79	3	1	R04256	R04256	1	1	1	0	0.0	4	3	7	7.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	23	742.0	48	10	5	h;h2o;nadp;nadph;o2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	10.0	-2.0	0.0	0.0	2.0	0.0	15.0	5.0	9.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	1.5499999999999972	3.210000000000008	1.6600000000000108	3.210000000000008	-94.16666666666667	3.210000000000008
rxn02968	R04257	MI:O:1	0	0	>	(1) cpd02252[0] => (1) cpd03498[0]	(1) Resveratrol[0] => (1) Piceatannol[0]	1.14.-.-	1	1	-39.48	-49.25		2	1		R04257	1	0	0	0		1	1	2	2.0	1.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	14	244.0	18	4	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	9.770000000000003					
rxn02969	R04258	OK	0	0	>	(1) cpd00007[0] + (1) cpd01586[0] => (2) cpd00067[0] + (1) cpd02254[0]	(1) O2[0] + (1) 4-Chlorocatechol[0] => (2) H+[0] + (1) 3-Chloro-cis,cis-muconate[0]	1.13.11.1	1	1	-95.64	-74.0	-128.56	3	1	R04258	R04258	1	1	1	0	0.0	2	2	4	5.0	2.0	4	C;Cl;H;O	0	0	0	1	0	0	0	0	0	1	6	174.0	11	1	1	h;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	6.0	-6.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	-21.64	32.92	54.56	54.56	-99.39999999999999	54.56
rxn02970	2-Chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)	OK	0	0	=	(1) cpd02753[0] <=> (1) cpd00067[0] + (1) cpd02254[0]	(1) 2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate[0] <=> (1) H+[0] + (1) 3-Chloro-cis,cis-muconate[0]	5.5.1.7	5	1	0.39	-3.4	-14.1	3	1	R04259	R04259	1	1	1	0	0.0	1	2	3	3.0	1.0	4	C;Cl;H;O	0	0	0	1	0	0	0	0	0	1	6	175.0	11	1	0	h	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	-1.0	1.0	-1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	3.79	14.49	10.7	14.49	-5.703333333333333	14.49
