rxn	name	ec	status	equation	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	dg_range3	n_participants	sum_abs_coeff	max_mass	max_carbon	elements	cofactors	n_kegg_with_dg	kegg_spread_kcal	all_have_smiles	n_generic_formula	total_rings	total_arom_rings	n_groups_changed	is_transport
rxn05016	malonyl-CoA:N-methylanthraniloyl-CoA malonyltransferase (cyclizing)	2.3.1.159	OK	(3) cpd00067[0] + (3) cpd00070[0] + (1) cpd08876[0] => (1) cpd00001[0] + (4) cpd00010[0] + (3) cpd00011[0] + (1) cpd08877[0]	(3) H+[0] + (3) Malonyl-CoA[0] + (1) N-Methylanthraniloyl-CoA[0] => (1) H2O[0] + (4) CoA[0] + (3) CO2[0] + (1) 1,3-Dihydroxy-N-methylacridone[0]	-5.790	-37.110	-1.700	35.410	35.410	7	16.000	897.000	29	C;H;N;O;P;S	co2;coa;h;h2o	1	0.000	1	0	13	10	6	0
rxn07165	R06766		MI:Cl:1/H:-1|CI:-1	(1) cpd09212[0] => (1) cpd09213[0]	(1) 3-Amino-4,7-dihydroxycoumarin[0] => (1) 3-Amino-4,7-dihydroxy-8-chlorocoumarin[0]	3.340	-31.430	3.920	35.350	35.350	2	2.000	226.000	9	C;Cl;H;N;O		1	0.000	1	0	4	4	1	0
rxn07548	R07734	1.4.-.-	CI:-2	(2) cpd00067[0] + (1) cpd14952[0] <=> (1) cpd00001[0] + (1) cpd00093[0]	(2) H+[0] + (1) o-Hydroxylaminobenzoate[0] <=> (1) H2O[0] + (1) Anthranilate[0]	-4.590	-39.940	-28.350	35.350	35.350	4	5.000	152.000	7	C;H;N;O	h;h2o	1	0.000	1	0	2	2	1	0
rxn25722	CYP79D3		OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00322[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd22624[0]	(1) NADPH[0] + (1) O2[0] + (1) L-Isoleucine[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-(hydroxyamino)-3-methylpentanoate[0]	-90.630	-55.290	-57.800	35.340	35.340	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	10	5	4	0
rxn15993	R09131	1.14.12.-	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd19502[0] => (1) cpd00006[0] + (1) cpd19504[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 1,2,3,4-Tetrachlorobenzene[0] => (1) NADP[0] + (1) cis-Chlorobenzene dihydrodiol[0]	-68.660	-104.000	-96.490	35.340	35.340	6	6.000	742.000	21	C;Cl;H;N;O;P	h;nadp;nadph;o2	1	0.000	1	0	12	6	3	0
rxn25721	CYP79D3		OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00322[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd22624[0]	(1) NADPH[0] + (1) O2[0] + (1) L-Isoleucine[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-(hydroxyamino)-3-methylpentanoate[0]	-90.630	-55.290	-57.800	35.340	35.340	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	10	5	4	0
rxn15992	R09130	1.14.12.-	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd19502[0] => (1) cpd00003[0] + (1) cpd19504[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 1,2,3,4-Tetrachlorobenzene[0] => (1) NAD[0] + (1) cis-Chlorobenzene dihydrodiol[0]	-68.660	-104.000	-97.080	35.340	35.340	6	6.000	663.000	21	C;Cl;H;N;O;P	h;nad;nadh;o2	1	0.000	1	0	12	6	3	0
rxn15815	R08837		OK	(1) cpd02914[0] => (1) cpd00001[0] + (1) cpd05445[0]	(1) 4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde[0] => (1) H2O[0] + (1) Betalamic acid[0]	6.620	-28.690	-5.700	35.310	35.310	3	3.000	228.000	9	C;H;N;O	h2o	1	0.000	1	0	1	0	2	0
rxn01000	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)	4.2.1.51;4.2.1.91	OK	(1) cpd00067[0] + (1) cpd00219[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00143[0]	(1) H+[0] + (1) Prephenate[0] => (1) H2O[0] + (1) CO2[0] + (1) Phenylpyruvate[0]	-29.070	-20.310	6.230	35.300	35.300	5	5.000	224.000	10	C;H;O	co2;h;h2o	1	0.000	1	0	2	1	4	0
rxn28085	PREPHENATEDEHYDRAT-RXN.d	4.2.1.51;4.2.1.91	OK	(1) cpd00067[0] + (1) cpd00219[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00143[0]	(1) H+[0] + (1) Prephenate[0] => (1) H2O[0] + (1) CO2[0] + (1) Phenylpyruvate[0]	-29.070	-20.310	6.230	35.300	35.300	5	5.000	224.000	10	C;H;O	co2;h;h2o	1	0.000	1	0	2	1	4	0
rxn33346	Prephenate dehydratase	4.2.1.51;4.2.1.91	OK	(1) cpd00067[0] + (1) cpd00219[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00143[0]	(1) H+[0] + (1) Prephenate[0] => (1) H2O[0] + (1) CO2[0] + (1) Phenylpyruvate[0]	-29.070	-20.310	6.230	35.300	35.300	5	5.000	224.000	10	C;H;O	co2;h;h2o	1	0.000	1	0	2	1	4	0
rxn24109	arogenic dehydrogenase (ambiguous)	1.3.1.78;1.3.1.79	OK	(1) cpd00006[0] + (1) cpd00616[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00069[0]	(1) NADP[0] + (1) Pretyrosine[0] => (1) NADPH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	-16.120	-5.360	19.170	35.290	35.290	5	5.000	742.000	21	C;H;N;O;P	co2;nadp;nadph	1	0.000	1	0	12	6	3	0
rxn00526	L-arogenate:NADP+ oxidoreductase	1.3.1.78;1.3.1.79	OK	(1) cpd00006[0] + (1) cpd00616[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00069[0]	(1) NADP[0] + (1) Pretyrosine[0] => (1) NADPH[0] + (1) CO2[0] + (1) L-Tyrosine[0]	-16.120	-5.360	19.170	35.290	35.290	5	5.000	742.000	21	C;H;N;O;P	co2;nadp;nadph	1	0.000	1	0	12	6	3	0
rxn16578	geranylgeranyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 7 isopentenyl units)	2.5.1.89	OK	(7) cpd00113[0] + (1) cpd00289[0] => (7) cpd00012[0] + (7) cpd00067[0] + (1) cpd21094[0]	(7) Isopentenyldiphosphate[0] + (1) Geranylgeranyl diphosphate[0] => (7) PPi[0] + (7) H+[0] + (1) tritrans,heptacis-Undecaprenyl diphosphate[0]	-157.710	-126.880	-162.120	35.240	35.240	5	23.000	926.000	55	C;H;O;P	h;ppi	1	0.000	1	0	0	0	0	0
rxn31860	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1.14.13.-	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00318[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd17394[0]	(1) NADPH[0] + (1) O2[0] + (1) Tryptamine[0] => (1) H2O[0] + (1) NADP[0] + (1) N-Hydroxyl-tryptamine[0]	-90.630	-55.430	-57.710	35.200	35.200	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	14	9	4	0
rxn30789	RXN-1405	1.14.13.-	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00318[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd17394[0]	(1) NADPH[0] + (1) O2[0] + (1) Tryptamine[0] => (1) H2O[0] + (1) NADP[0] + (1) N-Hydroxyl-tryptamine[0]	-90.630	-55.430	-57.710	35.200	35.200	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	14	9	4	0
rxn31864	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1.14.13.-	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00318[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd17394[0]	(1) NADPH[0] + (1) O2[0] + (1) Tryptamine[0] => (1) H2O[0] + (1) NADP[0] + (1) N-Hydroxyl-tryptamine[0]	-90.630	-55.430	-57.710	35.200	35.200	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	14	9	4	0
rxn14082	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1.14.13.-	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00318[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd17394[0]	(1) NADPH[0] + (1) O2[0] + (1) Tryptamine[0] => (1) H2O[0] + (1) NADP[0] + (1) N-Hydroxyl-tryptamine[0]	-90.630	-55.430	-57.710	35.200	35.200	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	14	9	4	0
rxn16106	(2Z,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesylcistransferase (adding 7 isopentenyl units)	2.5.1.86	OK	(7) cpd00113[0] + (1) cpd17150[0] => (7) cpd00012[0] + (7) cpd00067[0] + (1) cpd19587[0]	(7) Isopentenyldiphosphate[0] + (1) (2Z,6E)-Farnesyl diphosphate[0] => (7) PPi[0] + (7) H+[0] + (1) (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate[0]	-157.710	-126.880	-162.050	35.170	35.170	5	23.000	858.000	50	C;H;O;P	h;ppi	1	0.000	1	0	0	0	0	0
rxn32365	KDO-8PSYNTH-RXN.d	2.5.1.55;4.1.2.16	OK	(1) cpd00001[0] + (1) cpd00061[0] + (1) cpd00817[0] => (1) cpd00009[0] + (1) cpd02730[0]	(1) H2O[0] + (1) Phosphoenolpyruvate[0] + (1) D-Arabinose5-phosphate[0] => (1) Phosphate[0] + (1) 3-Deoxy-D-manno-octulosonate8-phosphate[0]	-5.290	-15.720	19.370	35.090	35.090	5	5.000	316.000	8	C;H;O;P	h2o;pi	1	0.000	1	0	1	0	4	0
rxn30718	KDO-8PSYNTH-RXN	2.5.1.55;4.1.2.16	OK	(1) cpd00001[0] + (1) cpd00061[0] + (1) cpd00817[0] => (1) cpd00009[0] + (1) cpd02730[0]	(1) H2O[0] + (1) Phosphoenolpyruvate[0] + (1) D-Arabinose5-phosphate[0] => (1) Phosphate[0] + (1) 3-Deoxy-D-manno-octulosonate8-phosphate[0]	-5.290	-15.720	19.370	35.090	35.090	5	5.000	316.000	8	C;H;O;P	h2o;pi	1	0.000	1	0	1	0	4	0
rxn03592	R05280	1.14.12.-	CI:2	(1) cpd00013[0] + (1) cpd00197[0] <= (1) cpd00007[0] + (3) cpd00067[0] + (1) cpd00443[0]	(1) NH3[0] + (1) Protocatechuate[0] <= (1) O2[0] + (3) H+[0] + (1) ABEE[0]	77.320	95.680	60.610	35.070	35.070	5	7.000	153.000	7	C;H;N;O	h;nh3;o2	1	0.000	1	0	2	2	3	0
rxn02463	kynurenate:oxygen oxidoreductase (hydroxylating)	1.14.99.2	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd01182[0] => (1) cpd00003[0] + (1) cpd00917[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Kynurenate[0] => (1) NAD[0] + (1) 7,8-Dihydro-7,8-dihydroxykynurenate[0]	-60.740	-82.170	-95.800	35.060	35.060	6	6.000	663.000	21	C;H;N;O;P	h;nad;nadh;o2	1	0.000	1	0	14	8	4	0
rxn01724	Bilirubin:oxygen oxidoreductase	1.3.3.5	OK	(1) cpd00007[0] + (2) cpd00376[0] => (2) cpd00001[0] + (2) cpd00389[0]	(1) O2[0] + (2) Bilirubin[0] => (2) H2O[0] + (2) Biliverdin[0]	-85.060	-120.110	-95.960	35.050	35.050	4	7.000	582.000	33	C;H;N;O	h2o;o2	1	0.000	1	0	8	3	4	0
rxn04989	L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating)	1.14.16.1	OK	(1) cpd00007[0] + (1) cpd00066[0] + (1) cpd00233[0] => (1) cpd00069[0] + (1) cpd03897[0]	(1) O2[0] + (1) L-Phenylalanine[0] + (1) Tetrahydrobiopterin[0] => (1) L-Tyrosine[0] + (1) 4a-Hydroxytetrahydrobiopterin[0]	-91.650	-58.800	-93.800	35.000	35.000	5	5.000	257.000	9	C;H;N;O	o2	1	0.000	1	0	6	3	4	0
rxn03699	1,2,4-trihydroxybenzene:NAD oxidoreductase	1.6.5.7	OK	(1) cpd00004[0] + (2) cpd00067[0] + (1) cpd04378[0] <=> (1) cpd00003[0] + (1) cpd01822[0]	(1) NADH[0] + (2) H+[0] + (1) Hydroxybenzoquinone[0] <=> (1) NAD[0] + (1) Hydroxyquinol[0]	-12.950	-8.410	21.930	34.880	34.880	5	6.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	5	0
rxn16673	8-oxo-dGTP diphosphohydrolase	3.6.1.55	OK	(1) cpd00001[0] + (1) cpd21206[0] => (1) cpd00012[0] + (2) cpd00067[0] + (1) cpd21207[0]	(1) H2O[0] + (1) 8-Oxo-dGTP[0] => (1) PPi[0] + (2) H+[0] + (1) 8-Oxo-dGMP[0]	-41.600	-10.380	-6.780	34.820	34.820	5	6.000	523.000	10	C;H;N;O;P	h;h2o;ppi	1	0.000	1	0	6	4	1	0
rxn00311	L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)	1.14.13.59	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00039[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00757[0]	(1) NADPH[0] + (1) O2[0] + (1) L-Lysine[0] => (1) H2O[0] + (1) NADP[0] + (1) N6-Hydroxy-L-lysine[0]	-90.630	-55.930	-56.200	34.700	34.700	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	10	5	4	0
rxn17089	L-lysine 6-monooxygenase (NADPH)	1.14.13.59	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00039[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00757[0]	(1) NADPH[0] + (1) O2[0] + (1) L-Lysine[0] => (1) H2O[0] + (1) NADP[0] + (1) N6-Hydroxy-L-lysine[0]	-90.630	-55.930	-56.200	34.700	34.700	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	10	5	4	0
rxn23024	pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	4.3.3.6	OK	(1) cpd00013[0] + (1) cpd00101[0] + (1) cpd00102[0] => (4) cpd00001[0] + (1) cpd00009[0] + (1) cpd00016[0] + (1) cpd00067[0]	(1) NH3[0] + (1) ribose-5-phosphate[0] + (1) Glyceraldehyde3-phosphate[0] => (4) H2O[0] + (1) Phosphate[0] + (1) Pyridoxal phosphate[0] + (1) H+[0]	-37.970	-68.260	-72.600	34.630	34.630	7	10.000	246.000	8	C;H;N;O;P	h;h2o;nh3;pi;pydx5p	1	0.000	1	0	2	1	6	0
rxn38073	DHBDEHYD-RXN.e	1.3.1.28	OK	(1) cpd00003[0] + (1) cpd02566[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00168[0]	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	-10.560	-14.110	20.470	34.580	34.580	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	2	0
rxn01094	2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase	1.3.1.28	OK	(1) cpd00003[0] + (1) cpd02566[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00168[0]	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	-10.560	-14.110	20.470	34.580	34.580	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	2	0
rxn38075	DHBDEHYD-RXN.n	1.3.1.28	OK	(1) cpd00003[0] + (1) cpd02566[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00168[0]	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	-10.560	-14.110	20.470	34.580	34.580	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	2	0
rxn38076	DHBDEHYD-RXN.w	1.3.1.28	OK	(1) cpd00003[0] + (1) cpd02566[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00168[0]	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	-10.560	-14.110	20.470	34.580	34.580	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	2	0
rxn38072	DHBDEHYD-RXN.d	1.3.1.28	OK	(1) cpd00003[0] + (1) cpd02566[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00168[0]	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	-10.560	-14.110	20.470	34.580	34.580	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	2	0
rxn38074	DHBDEHYD-RXN.m	1.3.1.28	OK	(1) cpd00003[0] + (1) cpd02566[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00168[0]	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	-10.560	-14.110	20.470	34.580	34.580	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	6	2	0
rxn07769	7-methylxanthine:oxygen oxidoreductase	1.17.3.2	CI:1	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd15069[0] => (1) cpd00025[0] + (1) cpd00067[0] + (1) cpd15071[0]	(1) H2O[0] + (1) O2[0] + (1) 7-Methylxanthine[0] => (1) H2O2[0] + (1) H+[0] + (1) 7-Methyluric acid[0]	-52.010	-28.170	-17.510	34.500	34.500	6	6.000	182.000	6	C;H;N;O	h;h2o;h2o2;o2	1	0.000	1	0	4	4	1	0
rxn02464	kynurenate:oxygen oxidoreductase (hydroxylating)	1.14.99.2	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd01182[0] => (1) cpd00006[0] + (1) cpd00917[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Kynurenate[0] => (1) NADP[0] + (1) 7,8-Dihydro-7,8-dihydroxykynurenate[0]	-60.740	-82.180	-95.210	34.470	34.470	6	6.000	742.000	21	C;H;N;O;P	h;nadp;nadph;o2	1	0.000	1	0	14	8	4	0
rxn07708	7-methylxanthosine ribohydrolase	3.2.2.25	CI:-2	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd15068[0] <=> (1) cpd00105[0] + (1) cpd15069[0]	(1) H2O[0] + (1) H+[0] + (1) 7-Methylxanthosine[0] <=> (1) D-Ribose[0] + (1) 7-Methylxanthine[0]	15.390	1.470	35.910	34.440	34.440	5	5.000	299.000	11	C;H;N;O	h;h2o	1	0.000	1	0	6	4	2	0
rxn02902	Tetrahydroxypteridine lyase (isomerizing)	5.5.1.3	CI:-1	(1) cpd02033[0] <=> (1) cpd02112[0]	(1) Tetrahydroxypteridine[0] <=> (1) Xanthine-8-carboxylate[0]	-37.590	-3.180	-3.800	34.410	34.410	2	2.000	196.000	6	C;H;N;O		1	0.000	1	0	4	4	2	0
rxn19253	L-arogenate hydro-lyase (decarboxylating)	4.2.1.51;4.2.1.91	OK	(1) cpd00067[0] + (1) cpd00616[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00066[0]	(1) H+[0] + (1) Pretyrosine[0] => (1) H2O[0] + (1) CO2[0] + (1) L-Phenylalanine[0]	-29.070	-19.050	5.280	34.350	34.350	5	5.000	226.000	10	C;H;N;O	co2;h;h2o	1	0.000	1	0	2	1	4	0
rxn00490	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	4.2.1.51;4.2.1.91	OK	(1) cpd00067[0] + (1) cpd00616[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00066[0]	(1) H+[0] + (1) Pretyrosine[0] => (1) H2O[0] + (1) CO2[0] + (1) L-Phenylalanine[0]	-29.070	-19.050	5.280	34.350	34.350	5	5.000	226.000	10	C;H;N;O	co2;h;h2o	1	0.000	1	0	2	1	4	0
rxn03565	R05251		CI:4	(1) cpd00001[0] + (1) cpd04043[0] => (5) cpd00067[0] + (1) cpd04044[0]	(1) H2O[0] + (1) DDOH[0] => (5) H+[0] + (1) DDA[0]	-34.180	-34.300	0.000	34.300	34.300	4	8.000	279.000	14	C;Cl;H;O	h;h2o	2	58.699	1	0	4	4	2	0
rxn40406	dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1.14.13.187	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd31332[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd31333[0]	(1) NADPH[0] + (1) O2[0] + (1) dTDP-beta-L-evernosamine[0] => (1) H2O[0] + (1) NADP[0] + (1) dTDP-N-hydroxy-beta-L-evernosamine[0]	-90.630	-56.410	-64.960	34.220	34.220	6	6.000	742.000	21	C;H;N;O;P	h2o;nadp;nadph;o2	1	0.000	1	0	16	7	4	0
rxn03712	R05412	1.13.11.-	OK	(1) cpd00007[0] + (1) cpd04859[0] => (1) cpd00067[0] + (1) cpd04860[0]	(1) O2[0] + (1) 1,2-Dihydroxyfluorene[0] => (1) H+[0] + (1) 2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid[0]	-58.520	-75.170	-92.460	33.940	33.940	4	4.000	229.000	13	C;H;O	h;o2	1	0.000	1	0	5	3	5	0
rxn23831	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase	1.21.3.6	CI:2	(1) cpd00007[0] + (2) cpd11204[0] => (2) cpd00001[0] + (2) cpd05483[0]	(1) O2[0] + (2) Eriodictyol chalcone[0] => (2) H2O[0] + (2) Aureusidin[0]	-90.420	-117.730	-124.350	33.930	33.930	4	7.000	288.000	15	C;H;O	h2o;o2	1	0.000	1	0	5	4	2	0
rxn05001	2',3,4,4',6'-pentahydroxychalcone:oxygen oxidoreductase	1.21.3.6	CI:2	(1) cpd00007[0] + (2) cpd11204[0] => (2) cpd00001[0] + (2) cpd05483[0]	(1) O2[0] + (2) Eriodictyol chalcone[0] => (2) H2O[0] + (2) Aureusidin[0]	-90.420	-117.730	-124.350	33.930	33.930	4	7.000	288.000	15	C;H;O	h2o;o2	1	0.000	1	0	5	4	2	0
rxn00051	D-urobilinogen:oxygen oxidoreductase		OK	(1) cpd00007[0] + (2) cpd03431[0] => (2) cpd00001[0] + (2) cpd03434[0]	(1) O2[0] + (2) D-Urobilinogen[0] => (2) H2O[0] + (2) D-Urobilin[0]	-84.120	-118.040	-106.660	33.920	33.920	4	7.000	588.000	33	C;H;N;O	h2o;o2	1	0.000	1	0	8	3	4	0
rxn04459	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.89	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03971[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08916[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Genistein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxygenistein[0]	-95.830	-105.980	-72.180	33.800	33.800	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	16	11	4	0
rxn28333	RXN-7141.v	1.14.13.89	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03971[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08916[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Genistein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxygenistein[0]	-95.830	-105.980	-72.180	33.800	33.800	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	16	11	4	0
rxn07800	2',3,4,4',6'-peptahydroxychalcone 4'-O-glucoside:oxygen oxidoreductase	1.21.3.6	CI:2	(1) cpd00007[0] + (2) cpd15114[0] => (2) cpd00001[0] + (2) cpd15115[0]	(1) O2[0] + (2) PHC 4'-O-glucoside[0] => (2) H2O[0] + (2) Aureusidin 6-O-glucoside[0]	-90.420	-117.490	-124.160	33.740	33.740	4	7.000	450.000	21	C;H;O	h2o;o2	1	0.000	1	0	7	4	2	0
rxn04133	R06064		OK	(1) cpd00001[0] + (1) cpd08625[0] => (1) cpd00011[0] + (1) cpd01092[0]	(1) H2O[0] + (1) 5-Hydroxyisourate[0] => (1) CO2[0] + (1) Allantoin[0]	-12.450	21.260	-12.090	33.710	33.710	4	4.000	184.000	5	C;H;N;O	co2;h2o	1	0.000	1	0	3	0	3	0
rxn04132	R06063		OK	(1) cpd00001[0] + (1) cpd08625[0] => (1) cpd00011[0] + (1) cpd01567[0]	(1) H2O[0] + (1) 5-Hydroxyisourate[0] => (1) CO2[0] + (1) (R)-Allantoin[0]	-12.450	21.260	-12.090	33.710	33.710	4	4.000	184.000	5	C;H;N;O	co2;h2o	1	0.000	1	0	3	0	3	0
rxn39598			OK	(1) cpd00001[0] + (1) cpd08625[0] => (1) cpd00011[0] + (1) cpd19020[0]	(1) H2O[0] + (1) 5-Hydroxyisourate[0] => (1) CO2[0] + (1) (S)(+)-Allantoin[0]	-12.450	21.260	-12.090	33.710	33.710	4	4.000	184.000	5	C;H;N;O	co2;h2o	1	0.000	1	0	3	0	3	0
rxn24915	beta-chamigrene synthase	4.2.3.78	OK	(1) cpd00350[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd21147[0]	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (+)-beta-Chamigrene[0]	-33.240	-59.040	-25.440	33.600	33.600	4	4.000	380.000	15	C;H;O;P	h;ppi	1	0.000	1	0	2	0	1	0
rxn03327	R04872	1.21.3.1	CI:-1	(1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03295[0] => (2) cpd00001[0] + (1) cpd03296[0]	(1) O2[0] + (1) H+[0] + (1) ACV[0] => (2) H2O[0] + (1) Isopenicillin N[0]	-89.220	-122.500	-110.810	33.280	33.280	5	6.000	362.000	14	C;H;N;O;S	h;h2o;o2	1	0.000	1	0	2	0	0	0
