rxn	name	ec	status	equation	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	dg_range3	n_participants	sum_abs_coeff	max_mass	max_carbon	elements	cofactors	n_kegg_with_dg	kegg_spread_kcal	all_have_smiles	n_generic_formula	total_rings	total_arom_rings	n_groups_changed	is_transport
rxn01703	all-trans-Retinol 11-cis-trans-isomerase	5.2.1.7	OK	(1) cpd00365[0] <=> (1) cpd00667[0]	(1) Retinol[0] <=> (1) 11-cis-Retinol[0]	0.000	-2.890	1.760	4.650	4.650	2	2.000	286.000	20	C;H;O		1	0.000	1	0	2	0	0	0
rxn16767	(6E)-8-hydroxygeranial:NADP+ oxidoreductase	1.1.1.-;1.1.1.324	OK	(1) cpd00006[0] + (1) cpd21455[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd17741[0]	(1) NADP[0] + (1) (6E)-8-Hydroxygeranial[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 8-Oxogeranial[0]	3.670	4.890	8.320	4.650	4.650	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	10	5	5	0
rxn01224	5,10-Methylenetetrahydrofolate:dCMP C-methyltransferase	2.1.1.54	OK	(1) cpd00125[0] + (1) cpd00206[0] => (1) cpd00330[0] + (1) cpd02204[0]	(1) 5-10-Methylenetetrahydrofolate[0] + (1) dCMP[0] => (1) Dihydrofolate[0] + (1) Deoxy-5-methylcytidylate[0]	-15.880	-11.220	-12.820	4.660	4.660	4	4.000	455.000	20	C;H;N;O;P		1	0.000	1	0	11	6	1	0
rxn15437	beta-Alanyl-L-arginine hydrolase	3.4.13.4	OK	(1) cpd00001[0] + (1) cpd03167[0] <=> (1) cpd00085[0] + (1) cpd00586[0]	(1) H2O[0] + (1) beta-Alanyl-L-arginine[0] <=> (1) beta-Alanine[0] + (1) D-Arginine[0]	-0.460	-0.630	4.040	4.670	4.670	4	4.000	246.000	9	C;H;N;O	h2o	1	0.000	1	0	0	0	3	0
rxn40286	3-benzylmalate:NAD+ oxidoreductase (decarboxylating)		OK	(1) cpd00003[0] + (1) cpd31258[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd31035[0]	(1) NAD[0] + (1) 3-Benzylmalic acid[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Oxo-4-phenylbutyric acid[0]	3.130	0.130	-1.540	4.670	4.670	5	5.000	663.000	21	C;H;N;O;P	co2;nad;nadh	1	0.000	1	0	12	7	6	0
rxn15743	D-Galactose:NAD+ 1-oxidoreductase	1.1.1.121	OK	(1) cpd00003[0] + (1) cpd00724[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01734[0]	(1) NAD[0] + (1) alpha-D-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]	-2.000	-4.880	-0.200	4.680	4.680	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	12	5	6	0
rxn12045	glutathione:glutathionylaminopropylcadaverine ligase (ADP-forming)	6.3.1.9	OK	(1) cpd00002[0] + (1) cpd00042[0] + (1) cpd16380[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd16381[0]	(1) ATP[0] + (1) GSH[0] + (1) Glutathionylaminopropylcadaverine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Homotrypanothione[0]	-6.360	-5.680	-1.680	4.680	4.680	7	7.000	738.000	28	C;H;N;O;P;S	adp;atp;gsh;h;pi	1	0.000	1	0	6	4	4	0
rxn04860	R07054	1.14.14.1	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00188[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd10475[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Arachidonate[0] => (1) H2O[0] + (1) NADP[0] + (1) 16(R)-HETE[0]	-94.390	-94.960	-99.080	4.690	4.690	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	4	0
rxn00316	acetyl-CoA:L-lysine N6-acetyltransferase	2.3.1.-	OK	(1) cpd00022[0] + (1) cpd00039[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd01770[0]	(1) Acetyl-CoA[0] + (1) L-Lysine[0] => (1) CoA[0] + (1) H+[0] + (1) N6-Acetyl-L-lysine[0]	-5.290	-5.700	-1.010	4.690	4.690	5	5.000	806.000	23	C;H;N;O;P;S	coa;h	1	0.000	1	0	6	4	4	0
rxn38135	GPPSYN-RXN.e	2.5.1.1	OK	(1) cpd00113[0] + (1) cpd00202[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00283[0]	(1) Isopentenyldiphosphate[0] + (1) DMAPP[0] => (1) PPi[0] + (1) H+[0] + (1) Geranyldiphosphate[0]	-22.530	-17.840	-21.240	4.690	4.690	5	5.000	312.000	10	C;H;O;P	h;ppi	1	0.000	1	0	0	0	0	0
rxn19872	dimethylallyltranstransferase	2.5.1.1	OK	(1) cpd00113[0] + (1) cpd00202[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00283[0]	(1) Isopentenyldiphosphate[0] + (1) DMAPP[0] => (1) PPi[0] + (1) H+[0] + (1) Geranyldiphosphate[0]	-22.530	-17.840	-21.240	4.690	4.690	5	5.000	312.000	10	C;H;O;P	h;ppi	1	0.000	1	0	0	0	0	0
rxn01214	Dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallylcistransferase	2.5.1.28	OK	(1) cpd00113[0] + (1) cpd00202[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd01681[0]	(1) Isopentenyldiphosphate[0] + (1) DMAPP[0] => (1) PPi[0] + (1) H+[0] + (1) Neryl diphosphate[0]	-22.530	-17.840	-22.020	4.690	4.690	5	5.000	312.000	10	C;H;O;P	h;ppi	1	0.000	1	0	0	0	0	0
rxn01213	GPPSYN-RXN	2.5.1.1	OK	(1) cpd00113[0] + (1) cpd00202[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00283[0]	(1) Isopentenyldiphosphate[0] + (1) DMAPP[0] => (1) PPi[0] + (1) H+[0] + (1) Geranyldiphosphate[0]	-22.530	-17.840	-21.240	4.690	4.690	5	5.000	312.000	10	C;H;O;P	h;ppi	1	0.000	1	0	0	0	0	0
rxn19030	2-aceto-2-hydroxy-butyrate synthase	2.2.1.6	OK	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00094[0] => (1) cpd00011[0] + (1) cpd00498[0]	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	4.700	5	5.000	145.000	6	C;H;O	co2;h	1	0.000	1	0	0	0	3	0
rxn30333	2-aceto-2-hydroxybutanoate synthase, mitochondrial	2.2.1.6	OK	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00094[0] => (1) cpd00011[0] + (1) cpd00498[0]	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	4.700	5	5.000	145.000	6	C;H;O	co2;h	1	0.000	1	0	0	0	3	0
rxn08043	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)	2.2.1.6	OK	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00094[0] => (1) cpd00011[0] + (1) cpd00498[0]	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	4.700	5	5.000	145.000	6	C;H;O	co2;h	1	0.000	1	0	0	0	3	0
rxn27667	Acetolactate synthase	2.2.1.6	OK	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00094[0] => (1) cpd00011[0] + (1) cpd00498[0]	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	4.700	5	5.000	145.000	6	C;H;O	co2;h	1	0.000	1	0	0	0	3	0
rxn03880	R05601	4.2.1.-	OK	(1) cpd00001[0] + (1) cpd04111[0] <=> (1) cpd04103[0]	(1) H2O[0] + (1) 6-Carboxyhex-2-enoyl-CoA[0] <=> (1) 3-Hydroxypimelyl-CoA[0]	-2.160	0.180	2.540	4.700	4.700	3	3.000	921.000	28	C;H;N;O;P;S	h2o	1	0.000	1	0	6	4	2	0
rxn40050	propanoyl-CoA:NAD+ oxidoreductase	1.3.1.95	OK	(1) cpd00003[0] + (1) cpd00086[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00663[0]	(1) NAD[0] + (1) Propionyl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) Acrylyl-CoA[0]	15.890	14.130	11.190	4.700	4.700	5	5.000	820.000	24	C;H;N;O;P;S	h;nad;nadh	1	0.000	1	0	16	9	3	0
rxn01826	R02520	1.13.12.-	OK	(1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00426[0] => (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd03315[0]	(1) O2[0] + (1) H+[0] + (1) Homogentisate[0] => (1) H2O[0] + (1) CO2[0] + (1) Gentisate aldehyde[0]	-93.810	-93.420	-98.120	4.700	4.700	6	6.000	167.000	8	C;H;O	co2;h;h2o;o2	1	0.000	1	0	2	2	2	0
rxn03202	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	2.4.1.17	OK	(1) cpd00144[0] + (1) cpd03061[0] <=> (1) cpd00014[0] + (1) cpd03278[0]	(1) UDPglucuronate[0] + (1) Estriol[0] <=> (1) UDP[0] + (1) 16-Glucuronide-estriol[0]	-1.700	-3.380	-6.410	4.710	4.710	4	4.000	577.000	24	C;H;N;O;P		1	0.000	1	0	14	4	2	0
rxn07574	R07760	4.2.1.-	OK	(1) cpd14936[0] <=> (1) cpd00001[0] + (1) cpd14937[0]	(1) 3-Hydroxystearoyl-CoA[0] <=> (1) H2O[0] + (1) (2E)-Octadecenoyl-CoA[0]	2.160	-0.180	-2.550	4.710	4.710	3	3.000	1046.000	39	C;H;N;O;P;S	h2o	1	0.000	1	0	6	4	2	0
rxn00991	(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)	4.1.3.4	OK	(1) cpd00292[0] => (1) cpd00022[0] + (1) cpd00142[0]	(1) HMG-CoA[0] => (1) Acetyl-CoA[0] + (1) Acetoacetate[0]	0.710	-4.000	-0.660	4.710	4.710	3	3.000	907.000	27	C;H;N;O;P;S		1	0.000	1	0	6	4	2	0
rxn27937	hydroxymethylglutaryl coenzyme A lyase	4.1.3.4	OK	(1) cpd00292[0] => (1) cpd00022[0] + (1) cpd00142[0]	(1) HMG-CoA[0] => (1) Acetyl-CoA[0] + (1) Acetoacetate[0]	0.710	-4.000	-0.660	4.710	4.710	3	3.000	907.000	27	C;H;N;O;P;S		1	0.000	1	0	6	4	2	0
rxn04362	R06501		OK	(1) cpd00007[0] + (1) cpd05523[0] => (1) cpd05876[0]	(1) O2[0] + (1) beta-Amyrin[0] => (1) Soyasapogenol B[0]	-79.990	-81.810	-77.100	4.710	4.710	3	3.000	458.000	30	C;H;O	o2	1	0.000	1	0	10	0	1	0
rxn17440	tetrahydromethanopterin methyltransferase	2.1.1.86	OK	(1) cpd02246[0] + (1) cpd02737[0] => (1) cpd00895[0] + (1) cpd02438[0]	(1) CoM[0] + (1) 5-Methyl-H4MPT[0] => (1) H4MPT[0] + (1) Methyl CoM[0]	-6.400	-11.120	-9.660	4.720	4.720	4	4.000	787.000	31	C;H;N;O;P;S		1	0.000	1	0	8	4	1	0
rxn03020	5-Methyl-5,6,7,8-tetrahydromethanopterin:2-mercaptoethanesulfonate 2-methyltransferas	2.1.1.86	OK	(1) cpd02246[0] + (1) cpd02737[0] => (1) cpd00895[0] + (1) cpd02438[0]	(1) CoM[0] + (1) 5-Methyl-H4MPT[0] => (1) H4MPT[0] + (1) Methyl CoM[0]	-6.400	-11.120	-9.660	4.720	4.720	4	4.000	787.000	31	C;H;N;O;P;S		1	0.000	1	0	8	4	1	0
rxn15660	lactaldehyde:NADP+ oxidoreductase	1.1.1.283	OK	(1) cpd00006[0] + (1) cpd00693[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00428[0]	(1) NADP[0] + (1) D-Lactaldehyde[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-Oxopropanal[0]	6.220	3.960	1.500	4.720	4.720	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	10	5	5	0
rxn04937	lactaldehyde:NADP+ oxidoreductase	1.1.1.283	OK	(1) cpd00006[0] + (1) cpd03571[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00428[0]	(1) NADP[0] + (1) Lactaldehyde[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-Oxopropanal[0]	6.220	3.960	1.500	4.720	4.720	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	10	5	5	0
rxn01894	4-Oxalocrotonate carboxy-lyase	4.1.1.77	OK	(1) cpd00067[0] + (1) cpd02183[0] => (1) cpd00011[0] + (1) cpd00461[0]	(1) H+[0] + (1) 4-Oxalocrotonate[0] => (1) CO2[0] + (1) Oxopent-4-enoate[0]	0.940	-3.780	-2.500	4.720	4.720	4	4.000	156.000	6	C;H;O	co2;h	1	0.000	1	0	0	0	1	0
rxn03413	leucodelphinidin:NADP+ 4-oxidoreductase	1.1.1.219	OK	(1) cpd00006[0] + (1) cpd03506[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01858[0]	(1) NADP[0] + (1) Leucodelphinidin[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Ampelopsin[0]	0.750	-0.450	-3.970	4.720	4.720	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	16	9	5	0
rxn02598	leucocyanidin:NADP+ 4-oxidoreductase	1.1.1.219	OK	(1) cpd00006[0] + (1) cpd03503[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01135[0]	(1) NADP[0] + (1) Resivit[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Taxifolin[0]	0.750	-0.450	-3.970	4.720	4.720	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	16	9	5	0
rxn02283	5-Formyltetrahydrofolate:L-glutamate N-formiminotransferase	2.1.2.5	OK	(1) cpd00023[0] + (1) cpd02197[0] <=> (1) cpd00067[0] + (1) cpd00087[0] + (1) cpd00770[0]	(1) L-Glutamate[0] + (1) 5-Formyltetrahydrofolate[0] <=> (1) H+[0] + (1) Tetrahydrofolate[0] + (1) N-Formyl-L-glutamate[0]	-8.700	-10.130	-5.410	4.720	4.720	5	5.000	471.000	20	C;H;N;O	glu;h;thf	1	0.000	1	0	6	4	1	0
rxn02238	cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase	1.1.1.219	OK	(1) cpd00006[0] + (1) cpd02289[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00717[0]	(1) NADP[0] + (1) cis-3,4-Leucopelargonidin[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Aromadendrin[0]	0.750	-0.450	-3.970	4.720	4.720	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	16	9	5	0
rxn01753	D-Xylonate hydro-lyase	4.2.1.82	OK	(1) cpd00391[0] => (1) cpd00001[0] + (1) cpd00520[0]	(1) D-Xylonate[0] => (1) H2O[0] + (1) 2-Dehydro-3-deoxy-D-pentonate[0]	-8.170	-10.010	-12.890	4.720	4.720	3	3.000	165.000	5	C;H;O	h2o	1	0.000	1	0	0	0	2	0
rxn00245	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	4.2.1.32	OK	(1) cpd00666[0] => (1) cpd00001[0] + (1) cpd00032[0]	(1) Tartrate[0] => (1) H2O[0] + (1) Oxaloacetate[0]	-8.170	-8.310	-12.890	4.720	4.720	3	3.000	148.000	4	C;H;O	h2o	1	0.000	1	0	0	0	2	0
rxn28377	RXN-7933.d	3.5.1.16	OK	(1) cpd00001[0] + (1) cpd11209[0] => (1) cpd00029[0] + (1) cpd00274[0]	(1) H2O[0] + (1) N-Acetyl-L-citrulline[0] => (1) Acetate[0] + (1) Citrulline[0]	-2.000	-6.730	-4.560	4.730	4.730	4	4.000	216.000	8	C;H;N;O	h2o	1	0.000	1	0	0	0	3	0
rxn15661	D-arabinitol:NADP+ oxidoreductase	1.1.1.287	OK	(1) cpd00006[0] + (1) cpd01307[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd05268[0]	(1) NADP[0] + (1) D-Lyxitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) alpha-D-Ribulose[0]	3.810	-0.890	3.840	4.730	4.730	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	11	5	5	0
rxn15972	N-acetyl-L-citrulline amidohydrolase	3.5.1.16	OK	(1) cpd00001[0] + (1) cpd11209[0] => (1) cpd00029[0] + (1) cpd00274[0]	(1) H2O[0] + (1) N-Acetyl-L-citrulline[0] => (1) Acetate[0] + (1) Citrulline[0]	-2.000	-6.730	-4.560	4.730	4.730	4	4.000	216.000	8	C;H;N;O	h2o	1	0.000	1	0	0	0	3	0
rxn32064	RXN-6383.x	4.2.1.116;4.2.1.17	OK	(1) cpd03375[0] <=> (1) cpd00001[0] + (1) cpd00663[0]	(1) 3-Hydroxypropanoyl-CoA[0] <=> (1) H2O[0] + (1) Acrylyl-CoA[0]	-0.310	-0.520	-5.040	4.730	4.730	3	3.000	836.000	24	C;H;N;O;P;S	h2o	1	0.000	1	0	6	4	2	0
rxn02181	3-Hydroxypropionyl-CoA hydro-lyase	4.2.1.116;4.2.1.17	OK	(1) cpd03375[0] <=> (1) cpd00001[0] + (1) cpd00663[0]	(1) 3-Hydroxypropanoyl-CoA[0] <=> (1) H2O[0] + (1) Acrylyl-CoA[0]	-0.310	-0.520	-5.040	4.730	4.730	3	3.000	836.000	24	C;H;N;O;P;S	h2o	1	0.000	1	0	6	4	2	0
rxn02332	Lactose 6-phosphate 6-phosphogalactohydrolase	3.2.1.85	OK	(1) cpd00001[0] + (1) cpd03194[0] <=> (1) cpd00190[0] + (1) cpd00818[0]	(1) H2O[0] + (1) Lactose-6-phosphate[0] <=> (1) beta-D-Glucose[0] + (1) 6-Phospho-D-galactose[0]	-3.110	-2.370	1.630	4.740	4.740	4	4.000	421.000	12	C;H;O;P	h2o	1	0.000	1	0	4	0	2	0
rxn14370	UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase	1.1.1.-;5.1.3.-	OK	(1) cpd02528[0] <=> (1) cpd17473[0]	(1) UDP-4-oxo-6-deoxy-D-glucose[0] <=> (1) UDP-4-keto-rhamnose[0]	0.000	0.000	-4.740	4.740	4.740	2	2.000	546.000	15	C;H;N;O;P		1	0.000	1	0	6	2	0	0
rxn01176	2-Deoxy-5-keto-D-gluconic acid 6-phosphate Dihydroxyacetone phosphate-lyase	4.1.2.29	OK	(1) cpd02721[0] <=> (1) cpd00095[0] + (1) cpd00191[0]	(1) DKHP[0] <=> (1) Glycerone-phosphate[0] + (1) 3-Oxopropanoate[0]	2.560	0.420	5.160	4.740	4.740	3	3.000	256.000	6	C;H;O;P		1	0.000	1	0	0	0	2	0
rxn16775	(+)-sabinene,NADPH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.153	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd21463[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd01491[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Sabinene[0] => (1) H2O[0] + (1) NADP[0] + (1) (+)-cis-Sabinol[0]	-99.870	-97.200	-95.130	4.740	4.740	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	14	5	4	0
rxn00669	Propanoate:CoA ligase (ADP-forming)	6.2.1.13	OK	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00141[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00086[0]	(1) ATP[0] + (1) CoA[0] + (1) Propionate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Propionyl-CoA[0]	-1.060	3.690	3.430	4.750	4.750	6	6.000	820.000	24	C;H;N;O;P;S	adp;atp;coa;pi	1	0.000	1	0	12	8	4	0
rxn16138	5-carboxyvanillate 5-carboxy-lyase (vanillate-forming)		OK	(1) cpd00067[0] + (1) cpd19603[0] => (1) cpd00011[0] + (1) cpd04073[0]	(1) H+[0] + (1) 5-Carboxyvanillic acid[0] => (1) CO2[0] + (1) Vanillate[0]	-0.100	-2.280	2.470	4.750	4.750	4	4.000	212.000	9	C;H;O	co2;h	1	0.000	1	0	2	2	1	0
rxn02913	R04172	4.1.1.-	OK	(1) cpd00067[0] + (1) cpd02065[0] => (1) cpd00011[0] + (1) cpd03347[0]	(1) H+[0] + (1) 3-Hydroxy-L-kynurenine[0] => (1) CO2[0] + (1) 3-Hydroxykynurenamine[0]	-3.090	-5.070	-7.850	4.760	4.760	4	4.000	224.000	10	C;H;N;O	co2;h	1	0.000	1	0	2	2	1	0
rxn03360	5-Hydroxykynurenamine decarboxy-lyase	4.1.1.28	OK	(1) cpd00011[0] + (1) cpd03349[0] <= (1) cpd00067[0] + (1) cpd03362[0]	(1) CO2[0] + (1) 5-Hydroxykynurenamine[0] <= (1) H+[0] + (1) 5-Hydroxykynurenine[0]	3.090	5.070	7.850	4.760	4.760	4	4.000	224.000	10	C;H;N;O	co2;h	1	0.000	1	0	2	2	1	0
rxn16285	D-glucuronate:NAD+ 1-oxidoreductase	1.1.1.-;1.1.1.203	OK	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd05264[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00571[0]	(1) H2O[0] + (1) NAD[0] + (1) beta-D-Glucuronic acid[0] <=> (1) NADH[0] + (2) H+[0] + (1) Glucarate[0]	-7.480	-8.120	-12.240	4.760	4.760	6	7.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh	1	0.000	1	0	11	5	6	0
rxn16284	D-glucuronate:NAD+ 1-oxidoreductase	1.1.1.203	OK	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00164[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00571[0]	(1) H2O[0] + (1) NAD[0] + (1) Glucuronate[0] <=> (1) NADH[0] + (2) H+[0] + (1) Glucarate[0]	-7.480	-7.950	-12.240	4.760	4.760	6	7.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh	1	0.000	1	0	11	5	6	0
rxn02007	2,4,6/3,5-Pentahydroxycyclohexanone hydro-lyase	4.2.1.44	OK	(1) cpd00524[0] => (1) cpd00001[0] + (1) cpd02631[0]	(1) 2-Inosose[0] => (1) H2O[0] + (1) DKDI[0]	-7.830	-12.590	-9.650	4.760	4.760	3	3.000	178.000	6	C;H;O	h2o	1	0.000	1	0	2	0	2	0
rxn23373	pesudooxynicotine oxidase	1.4.3.-;1.4.3.24	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd24173[0] => (1) cpd00025[0] + (1) cpd00187[0] + (1) cpd20821[0]	(1) H2O[0] + (1) O2[0] + (1) 1-butanone, 4-(methylamino)-1-(3-pyridinyl)-[0] => (1) H2O2[0] + (1) Methanamine[0] + (1) 4-Oxo-1-(3-pyridyl)-1-butanone[0]	-23.150	-20.000	-18.380	4.770	4.770	6	6.000	178.000	10	C;H;N;O	h2o;h2o2;o2	1	0.000	1	0	2	2	1	0
rxn03886	D-sorbitol-6-phosphate:NAD 2-oxidoreductase	1.1.1.140	OK	(1) cpd00003[0] + (1) cpd00491[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00072[0]	(1) NAD[0] + (1) D-glucitol 6-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]	2.010	4.410	6.780	4.770	4.770	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	2	7.253	1	0	11	5	5	0
rxn15656	D-sorbitol-6-phosphate:NAD+ 2-oxidoreductase	1.1.1.140	OK	(1) cpd00003[0] + (1) cpd00491[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00072[0]	(1) NAD[0] + (1) D-glucitol 6-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]	2.010	4.410	6.780	4.770	4.770	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	2	7.253	1	0	11	5	5	0
rxn27014	RXNQT-4165.d	1.1.1.-	CI:2	(1) cpd17405[0] => (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd17406[0]	(1) 3-(3'-Methylthio)propylmalate[0] => (1) CO2[0] + (1) H+[0] + (1) 2-Oxo-6-methylthiohexanoic acid[0]	-11.670	-15.120	-16.450	4.780	4.780	4	4.000	44.000	8	C;H;O;S	co2;h	1	0.000	1	0	0	0	3	0
rxn27018	RXNQT-4178.d	1.1.1.-	CI:2	(1) cpd17421[0] => (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd17422[0]	(1) 3-(7'-Methylthio)heptylmalate[0] => (1) CO2[0] + (1) H+[0] + (1) 10-Methylthio-2-decanoic acid[0]	-11.670	-15.120	-16.450	4.780	4.780	4	4.000	44.000	12	C;H;O;S	co2;h	1	0.000	1	0	0	0	3	0
rxn27017	RXNQT-4174.d	1.1.1.-	CI:2	(1) cpd17417[0] => (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd17418[0]	(1) 3-(6'-Methylthio)hexylmalate[0] => (1) CO2[0] + (1) H+[0] + (1) 9-Methylthio-2-nonanoic acid[0]	-11.670	-15.120	-16.450	4.780	4.780	4	4.000	44.000	11	C;H;O;S	co2;h	1	0.000	1	0	0	0	3	0
rxn13983	3-(7'-methylthio)heptylmalate oxidoreductase (decarboxylating)	1.1.1.-	CI:2	(1) cpd17421[0] => (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd17422[0]	(1) 3-(7'-Methylthio)heptylmalate[0] => (1) CO2[0] + (1) H+[0] + (1) 10-Methylthio-2-decanoic acid[0]	-11.670	-15.120	-16.450	4.780	4.780	4	4.000	44.000	12	C;H;O;S	co2;h	1	0.000	1	0	0	0	3	0
rxn14244	3-(6'-methylthio)hexylmalate oxidoreductase (decarboxylating)	1.1.1.-	CI:2	(1) cpd17417[0] => (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd17418[0]	(1) 3-(6'-Methylthio)hexylmalate[0] => (1) CO2[0] + (1) H+[0] + (1) 9-Methylthio-2-nonanoic acid[0]	-11.670	-15.120	-16.450	4.780	4.780	4	4.000	44.000	11	C;H;O;S	co2;h	1	0.000	1	0	0	0	3	0
rxn14182	3-(3'-methylthio)propylmalate oxidoreductase (decarboxylating)	1.1.1.-	CI:2	(1) cpd17405[0] => (1) cpd00011[0] + (1) cpd00067[0] + (1) cpd17406[0]	(1) 3-(3'-Methylthio)propylmalate[0] => (1) CO2[0] + (1) H+[0] + (1) 2-Oxo-6-methylthiohexanoic acid[0]	-11.670	-15.120	-16.450	4.780	4.780	4	4.000	44.000	8	C;H;O;S	co2;h	1	0.000	1	0	0	0	3	0
