rxn	name	ec_class	dg_gc	dg_eq	dg_dgp	cluster
rxn16380	CDP-choline phosphohydrolase	3	-28.370	-8.800	-8.050	30
rxn16381	salicylate carboxy-lyase	4	-0.100	-2.660	0.440	-1
rxn16386	D-arabitol-phosphate:NAD+ oxidoreductase	1	3.760	4.830	3.140	22
rxn16387	(R)-2,3-dihydroxypropane-1-sulfonate:NAD+ 3-oxidoreductase	1	-4.580	-4.180	-0.230	-1
rxn16392	D-glucose-6-phosphate:F420 1-oxidoreductase	1	-19.500	0.770	1.030	0
rxn16393	D-glucose-6-phosphate:F420 1-oxidoreductase	1	-19.500	-0.990	1.030	-1
rxn16394	D-glucose-6-phosphate:F420 1-oxidoreductase	1	-19.500	-0.680	1.030	-1
rxn16398	3,4-didehydroadipyl-CoA semialdehyde:NADP+ oxidoreductase	1	-9.800	-10.220	-8.810	-1
rxn16399	benzoyl-CoA,NADPH:oxygen oxidoreductase (2,3-hydroxylating)	1	-72.690	-177.800	-95.240	-1
rxn16400	2,3-dihydro-2,3-dihydroxybenzoyl-CoA 3,4-didehydroadipyl-CoA semialdehyde-lyase (formate-forming)	4	4.680	104.660	4.190	-1
rxn16401	2-sulfoacetaldehyde:NADP+ oxidoreductase (CoA-acetylating)	1	-4.050	-4.400	-2.450	-1
rxn16403	(2S)-2-amino-4-deoxychorismate:FMN oxidoreductase	1	-30.650	-21.220	-0.110	-1
rxn16404	7-chloro-L-tryptophan:oxygen oxidoreductase	1	-44.720	-23.750	-39.870	-1
rxn16405	glutathione amide:NAD+ oxidoreductase	1	21.970	3.800	4.960	-1
rxn16406	S-(2E,6E)-farnesyl-L-cysteine oxidase	1	-31.890	-16.820	-13.350	-1
rxn16407	glutathione amide:hydrogen-peroxide oxidoreductase	1	-55.100	-73.980	-73.780	-1
rxn16409	gallate:oxygen oxidoreductase	1	-99.710	-74.560	-134.770	-1
rxn16410	2-imino-3-(7-chloroindol-3-yl)propanoate ammonia-lyase (dichlorochromopyrrolate-forming)	1;4	-45.240	-144.450	-265.510	-1
rxn16411	dichlorochromopyrrolate,NADH:oxygen 2,5-oxidoreductase (dichloroarcyriaflavin A-forming)	1	-457.090	-452.970	-383.360	-1
rxn16412	4'-demethylrebeccamycin D-glucose-lyase	4	-0.730	-2.740	11.260	-1
rxn16413	S-adenosyl-L-methionine:demethylrebeccamycin-D-glucose O-methyltransferase	2	-4.360	7.490	-7.760	-1
rxn16416	L-proline,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	1	-110.080	-116.990	-102.440	-1
rxn16417	5-epiaristolochene,NADPH:oxygen oxidoreductase (1- and 3-hydroxylating)	1	-196.060	-194.400	-191.030	15
rxn16418	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-5-epiaristolochene-forming]	4	-45.310	-89.930	-25.090	5
rxn16420	(-)-vetispiradiene,NADPH:oxygen 2alpha-oxidoreductase	1	-99.870	-97.200	-92.280	-1
rxn16421	solavetivol,NADPH:oxygen 2-oxidoreductase	1	-108.030	-109.790	-102.890	24
rxn16422	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1	-189.980	-237.580	-181.040	15
rxn16423	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1	-90.630	-57.450	-59.480	-1
rxn16424	N-hydroxy-L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1	-83.950	-57.170	-58.320	-1
rxn16425	R09581	1	-15.400	-122.950	-63.250	-1
rxn16426	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating)	1	-90.630	-59.560	-59.480	-1
rxn16427	N-hydroxy-L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating)	1	-83.950	-57.170	-58.320	-1
rxn16428	R09585	1	-15.400	-122.950	-74.210	-1
rxn16429	pyrrole-2-carboxylate,NADH:oxygen oxidoreductase (5-hydroxylating)	1	-94.610	-116.040	-68.560	-1
rxn16431	D-alanine:(R)-lactate ligase (ADP-forming)	6	-4.670	-1.300	1.310	-1
rxn16432	3-hydroxybenzoate:CoA ligase (AMP-forming)	6	-21.550	-2.680	2.730	-1
rxn16434	L-cysteine:1-O-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol ligase (AMP-forming)	6	-26.840	-11.310	-12.960	-1
rxn16437	D-alanine:D-serine ligase (ADP-forming)	6	-6.350	-6.280	-7.100	-1
rxn16438	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:D-lysine alpha-ligase (ADP-forming)	6	-6.350	-4.710	-3.980	-1
rxn16442	2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate 2-epimerase	5	0.000	0.000	-0.240	16
rxn16443	all-trans-8'-apo-beta-carotenal:oxygen 15,15'-oxidoreductase (bond-cleaving)	1	-83.780	-87.040	-72.680	23
rxn16444	pratensein,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1	-115.070	-131.190	-69.050	-1
rxn16445	zeaxanthin:oxygen oxidoreductase (7,8-cleaving)	1	-167.560	-175.240	-145.500	-1
rxn16448	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(-)-alpha-gurjunene-forming]	4	-43.050	-247.280	-34.350	-1
rxn16452	(2Z,6E)-farnesyl-diphosphate diphosphate-lyase [(-)-gamma-cadinene-forming]	4	-27.760	-148.780	-24.080	5
rxn16453	S-adenosyl-L-methionine:tricetin 3',5'-O-dimethyltransferase	2	-8.720	-3.620	-46.200	-1
rxn16454	S-adenosyl-L-methionine:tricetin 3'-O-methyltransferase	2	-4.360	-1.750	-23.060	6
rxn16455	S-adenosyl-L-methionine:3'O-tricetin 5'-O-methyltransferase	2	-4.360	-1.870	-23.140	6
rxn16457	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-cubenene-forming]	4	-46.160	-148.920	-30.430	5
rxn16458	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-delta-selinene-forming]	4	-57.550	-109.930	-21.160	5
rxn16459	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-epicubenol-forming]	4	-60.520	-99.840	-8.070	-1
rxn16460	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(3R,6E)-nerolidol-forming]	4	-16.600	-7.150	1.810	-1
rxn16461	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(E)-gamma-bisabolene-forming]	4	-9.140	-46.990	-30.180	-1
rxn16462	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(Z)-gamma-bisabolene-forming]	4	-9.140	-46.990	-30.180	-1
rxn16463	malonyl-CoA:benzoyl-CoA malonyltransferase (cyclizing)	2	-21.060	-40.690	-49.080	-1
rxn16464	acetyl-CoA:desacetylmycothiol N-acetyltransferase	2	-5.290	-4.920	-8.030	-1
rxn16465	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(S)-beta-bisabolene-forming]	4	-25.880	-36.190	-23.530	-1
rxn16467	(S)-beta-macrocarpene lyase (decyclizing)	5	-17.440	-28.060	-10.790	-1
rxn16468	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cis-muuroladiene-forming)	4	-50.980	-148.920	-20.660	5
rxn16469	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cis-muuroladiene-forming)	4	-25.340	-144.260	-14.960	-1
rxn16470	(2E,6E)-farnesyl-diphosphate diphosphohydrolase (drimenol-forming)	3;4	-61.650	-92.900	-13.630	-1
rxn16473	acetyl-CoA:(3Z)-hex-3-en-1-ol acetyltransferase	2	-3.610	-0.280	-3.750	-1
rxn16474	beta-D-galactosyl-(1->4)-L-rhamnose:phosphate 1-alpha-D-galactosyltransferase	2	-10.330	1.420	8.550	0
rxn16475	beta-D-galactosyl-(1->4)-L-rhamnose:phosphate 1-alpha-D-galactosyltransferase	2	-10.330	1.830	8.550	0
rxn16476	beta-D-galactosyl-(1->4)-L-rhamnose:phosphate 1-alpha-D-galactosyltransferase	2	-10.330	1.830	8.550	0
rxn16477	dimethylallyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 2 isopentenyl units)	2	-45.060	-35.960	-45.170	32
rxn16478	UDP-N-acetyl-D-glucosamine:1D-myo-inositol 3-phosphate alpha-D-glycosyltransferase	2	-1.700	-4.080	-5.880	25
rxn16480	UDP-D-glucuronate:soyasapogenol 3-O-D-glucuronosyltransferase	2	-1.700	-3.380	-8.450	25
rxn16482	dimethylallyl-diphosphate:L-tryptophan 7-dimethylallyltransferase	2	-26.440	-22.200	-36.330	-1
rxn16485	UDP-glucose:ditrans,octacis-undecaprenyl-phosphate glucose phosphotransferase	2	-0.000	0.910	0.120	17
rxn16486	UDP-D-xylose:3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase	2	-14.030	53.000	-3.180	-1
rxn16490	(R)-piperazine-2-carboxamide amidohydrolase	3	-4.720	-2.460	-1.010	-1
rxn16491	beta-Alaninamide amidohydrolase	3	-4.720	-3.910	-3.880	-1
rxn16492	(S)-piperazine-2-carboxamide amidohydrolase	3	-4.720	-2.460	-3.470	31
rxn16493	L-prolinamide amidohydrolase	3	-4.720	4.750	-2.330	-1
rxn16494	1-(2-acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol acetylhydrolase	3	-2.000	-2.430	-2.730	25
rxn16498	9,15,9'-tricis-zeta-carotene cis-trans-isomerase	5	0.000	0.000	-2.900	-1
rxn16500	streptothricin-F hydrolase	3	8.720	93.550	2.520	-1
rxn16503	S-methyl-5'-thioadenosine amidohydrolase	3	-8.480	-4.680	-5.650	37
rxn16507	alpha-D-glucosyl-3-phospho-D-glycerate phosphohydrolase	3	7.220	-2.600	-2.630	2
rxn16508	ADP-glucose:D-glycerate 2-alpha-D-glucosyltransferase	2	-1.700	-2.170	-7.880	-1
rxn16509	GDP-mannose:D-glycerate 2-alpha-D-mannosyltransferase	2	-1.700	-2.500	-7.650	-1
rxn16510	GDP-mannose:2-O-(alpha-D-glucosyl)-3-phospho-D-glycerate 2-O-alpha-D-mannosyltransferase	2	-1.700	-2.080	-5.460	25
rxn16511	S-methyl-5'-thioinosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase	2	-7.950	2.080	3.380	0
rxn16512	CTP:1L-myo-inositol 1-phosphate cytidylyltransferase	2	1.070	-1.520	8.190	-1
rxn16513	CDP-1L-myo-inositol:1L-myo-inositol 1-phosphate myo-inositolphosphotransferase	2	-14.030	53.870	7.180	-1
rxn16519	fumonisin B1 acylhydrolase	3	-4.280	-11.640	-12.210	-1
rxn16522	S-adenosyl-L-methionine:tricin 4'-O-methyltransferase	2	-4.360	-1.790	-24.880	6
rxn16523	S-adenosyl-L-methionine:tricetin 3',4',5'-O-trimethyltransferase	2	-13.080	-5.420	-71.090	-1
rxn16524	(S)-piperidine-2-carboxamide amidohydrolase	3	-4.720	-2.310	-2.210	31
rxn16525	ent-copalyl-diphosphate diphosphate-lyase [ent-pimara-9(11),15-diene-forming]	4	-40.990	-106.930	-23.210	5
rxn16527	threo-3-hydroxy-D-aspartate ammonia-lyase (oxaloacetate-forming)	4	-5.700	-6.280	-9.510	-1
rxn16528	terpentedienyl-diphosphate diphosphate-lyase (terpentetriene-forming)	4	-13.830	-6.170	-3.520	36
rxn16529	geranylgeranyl-diphosphate diphosphate-lyase (elisabethatriene-forming)	4	-25.340	-144.260	-21.190	5
rxn16531	neryl-diphosphate diphosphate-lyase [cyclizing; beta-phellandrene-forming]	4	-15.640	-39.250	-8.560	-1
rxn16532	neryl-diphosphate diphosphate-lyase [cyclizing; beta-phellandrene-forming]	4	-15.640	-39.250	-8.560	-1
rxn16533	neryl-diphosphate diphosphate-lyase [cyclizing; beta-phellandrene-forming]	4	-15.640	-39.250	-8.560	-1
rxn16534	(S)-2,3-epoxysqualene mutase (cyclizing, cucurbitadienol-forming)	5	-95.390	-196.480	-27.990	5
rxn16536	4,4'-diapophytoene:FAD oxidoreductase	1	-41.560	42.650	25.160	-1
rxn16540	1,5-anhydro-D-fructose hydro-lyase (ascopyrone-M-forming)	4	-6.260	-12.650	-13.050	-1
rxn16541	R09695	4	-0.910	5.630	4.620	-1
rxn16542	1,5-anhydro-D-fructose hydro-lyase (microthecin-forming)	4	-7.170	-7.020	-8.430	-1
rxn16543	UDP-N-acetylglucosamine hydro-lyase (inverting; UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose-forming)	4	-13.900	-15.900	-12.360	-1
rxn16546	(S)-squalene-2,3-epoxide hydro-lyase (arabidiol forming)	4	70.870	129.860	1.900	-1
rxn16547	(S)-squalene-2,3-epoxide hydro-lyase (dammarenediol-II forming)	4	97.540	188.110	11.680	-1
rxn16548	linalool hydro-lyase (myrcene-forming)	4	2.770	0.980	2.060	-1
rxn16551	1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose Delta3-Delta1-isomerase	5	0.000	-0.030	-0.020	16
rxn16552	4-oxalomesaconate keto-enol-isomerase	5	4.950	-0.000	-0.000	-1
rxn16553	(5S,6S)-6-amino-5-hydroxycyclohexane-1,3-diene-1-carboxyate isomerase	5	0.790	-0.340	-8.100	-1
rxn16554	geraniol hydroxymutase	5	-3.330	-0.900	-0.050	-1
rxn16555	(S)-2,3-epoxysqualene mutase (cyclizing, thalianol-forming)	5	-51.080	-182.550	-22.980	5
rxn16556	(S)-2,3-epoxysqualene mutase (cyclizing, germanicol-forming)	5	-121.630	-252.260	-31.620	5
rxn16557	(S)-2,3-epoxysqualene mutase (cyclizing, isomultiflorenol-forming)	5	-112.810	-253.890	-30.890	5
rxn16558	squalene mutase (cyclizing, dammara-20,24-diene-forming)	5	-92.480	-189.340	-11.470	-1
rxn16559	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, camelliol-C-forming)	5	-22.860	-26.190	-16.060	-1
rxn16560	terpentedienyl-diphosphate lyase (decyclizing)	5	-48.380	-86.650	-12.810	-1
rxn16561	halima-5(6),13-dien-15-yl-diphosphate lyase (cyclizing)	5	-32.320	-124.840	-9.660	-1
rxn16563	threo-3-hydroxy-D-aspartate glyoxylate-lyase (glycine-forming)	4	5.020	0.600	-1.890	-1
rxn16564	D-erythro-3-hydroxyaspartate glyoxylate-lyase (glycine-forming)	4	5.020	-0.900	-3.690	-1
rxn16565	4,4'-diapophytoene:FAD oxidoreductase	1	-10.390	10.660	3.780	0
rxn16566	(R)-2-hydroxybutane-1,2,4-tricarboxylate hydro-lyase [(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate-forming]	4	1.420	1.560	1.550	20
rxn16569	beta-D-glucopyranosyl abscisate glucohydrolase	3	-2.140	-6.130	-10.640	-1
rxn16570	beta-D-glucopyranosyl abscisate glucohydrolase	3	-2.140	-5.730	-10.640	-1
rxn16571	beta-D-glucopyranosyl abscisate glucohydrolase	3	-2.140	-5.730	-10.640	-1
rxn16572	trans-Permethrin acylhydrolase	3	-2.140	-3.580	-5.280	25
rxn16578	geranylgeranyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 7 isopentenyl units)	2	-157.710	-126.880	-162.120	-1
rxn16580	UDP-glucuronate:D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol beta-1,2-glucuronyltransferase	2	-1.700	-4.160	-7.670	25
rxn16581	GDP-mannose:D-Glc-beta-(1->4)-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase	2	-1.700	-2.080	-7.150	-1
rxn16582	GDP-mannose:GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase	2	-1.700	-2.080	-6.570	-1
rxn16586	butanoyl-CoA:NADP+ 2,3-oxidoreductase	1	16.550	13.110	11.990	-1
rxn16591	(3S)-2,3-epoxy-2,3-dihydrosqualene hydro-lyase (lupan-3beta,20-diol forming)	4	124.210	246.360	11.510	-1
rxn16592	4,4'-diapophytoene:FAD oxidoreductase	1	-10.390	10.660	5.980	0
rxn16593	4,4'-diapophytoene:FAD oxidoreductase	1	-10.390	10.660	7.700	0
rxn16594	4,4'-diapophytoene:FAD oxidoreductase	1	-10.390	10.660	7.700	0
rxn16595	beta-carotene,NADH:oxygen oxidoreductase (3,3'-hydroxylating)	1	-196.060	-194.400	-193.520	15
rxn16596	reduced coenzyme F420:NADP+ oxidoreductase	1	17.500	-1.730	-1.820	-1
rxn16598	GDP:alpha-D-glucose 1-phosphate guanylyltransferase	2	-12.030	-1.700	-3.090	-1
rxn16599	UDP-galactose:soyasapogenol B 3-O-glucuronide beta-D-galactosyltransferase	2	-1.700	-3.880	-7.520	25
rxn16600	UDP-rhamnose:soyasaponin III rhamnosyltransferase	2	-1.700	-3.830	-3.210	25
rxn16601	UDP-glucose:crocetin 8-O-D-glucosyltransferase	2	-2.670	-0.400	4.750	-1
rxn16602	UDP-glucose:beta-D-glucosylcrocetin 8'-O-D-glucosyltransferase	2	-2.670	-0.780	4.460	-1
rxn16603	UDP-glucose:beta-D-gentiobiosylcrocetin 8'-O-D-glucosyltransferase	2	-2.670	-0.780	4.460	-1
rxn16604	phosphoenolpyruvate:D-Man-beta-(1->4)-GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 4,6-O-(1-carboxyethan-1,1-diyl)transferase	2	-18.590	-88.130	-10.620	4
rxn16607	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)2-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [(2->8) glycosidic bond-forming]	2	-11.230	-62.170	-22.900	4
rxn16608	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)3-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [(2->4) glycosidic bond-forming]	2	-11.230	-60.420	-16.380	-1
rxn16609	ATP:(KDO)-lipid IVA 3-deoxy-alpha-D-manno-oct-2-ulopyranose 4-phosphotransferase	2	-14.030	-4.510	-8.450	-1
rxn16611	D-glycero-alpha-D-manno-heptose 7-phosphate aldose-ketose-isomerase	5	-0.860	0.310	7.020	-1
rxn16612	ATP:D-glycero-alpha-D-manno-heptose 7-phosphate 1-phosphotransferase	2	-14.030	-2.160	-10.310	-1
rxn16613	D-glycero-alpha-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase	3	7.220	-1.840	-1.830	2
rxn16614	GTP:D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	2	1.070	-1.090	-1.050	-1
rxn16616	4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate:KDO2-lipid IVA 4-amino-4-deoxy-beta-L-arabinopyranosyltransferase	2	0.000	2.810	-5.670	-1
rxn16622	D-arabino-hex-3-ulose-6-phosphate isomerase	5	-1.750	-2.580	3.610	9
rxn16623	4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate:KDO2-lipid A 4-amino-4-deoxy-alpha-L-arabinopyranosyltransferase	2	0.000	2.810	-3.600	-1
rxn16624	torulene:oxygen 4',5'-oxidoreductase (bond-cleaving)	1	-87.460	-87.620	-73.180	23
rxn16625	4'-apo-beta,psi-carotenal:NAD+ oxidoreductase	1	-9.800	-8.680	-0.320	-1
rxn16626	2-oxoglutarate:oxygen oxidoreductase (decarboxylating, ethylene-forming)	1	-112.010	-109.010	-109.470	24
rxn16627	L-arginine,2-oxoglutarate:oxygen oxidoreductase (succinate-forming)	1	-124.780	-116.310	-104.970	-1
rxn16628	dimethyl sulfide,NADH:oxygen oxidoreductase	1	-93.410	-91.160	-76.010	-1
rxn16630	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (alpha-eudesmol-forming)	4	-60.140	-95.430	-14.360	-1
rxn16631	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (10-epi-gamma-eudesmol-forming)	4	-51.320	-97.050	-10.800	-1
rxn16632	1,1'-dihydroxy-1,1',2,2'-tetrahydrolycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)	4	4.570	0.380	-19.620	-1
rxn16633	S-adenosyl-L-methionine:(2S)-5,7,4'-trihydroxyflavanone 7-O-methyltransferase	2	-4.360	-1.720	-22.380	6
rxn16636	pyrrole-2-carboxylate carboxy-lyase	4	-1.320	-2.660	6.040	-1
rxn16637	pyrrole-2-carboxylate carboxy-lyase	4	-2.160	-3.920	4.870	9
rxn16638	N-acetyl-alpha-neuraminate 2-epimerase	5	0.000	-0.060	0.000	16
rxn16639	nitrilotriacetate,FMNH2:oxygen oxidoreductase (glyoxylate-forming)	1	-67.080	-88.910	-83.280	-1
rxn16641	R09800	3	-6.890	-4.900	10.080	9
rxn16642	N2-acetyl-L-2,4-diaminobutanoate amidohydrolase	3	-2.000	-2.390	-3.610	25
rxn16644	UDP-L-rhamnose:quercetin 3-O-rhamnosyltransferase	2	-20.760	25.410	-8.250	-1
rxn16646	L-Aspartate-4-semialdehyde:NAD+ oxidoreductase	1	-9.800	-15.620	-13.550	-1
rxn16648	prosolanapyrone-II:oxygen 3'-oxidoreductase	1	-28.040	-26.840	-27.860	34
rxn16656	beta-amyrin,NADPH:oxygen 11-oxidoreductase (hydroxylating)	1	-96.190	-97.200	-93.360	28
rxn16657	11alpha-hydroxy-beta-amyrin,NADPH:oxygen 11-oxidoreductase	1	-108.030	-109.790	-102.960	24
rxn16658	beta-amyrin,NADPH:oxygen oxidoreductase	1	-204.220	-207.000	-196.320	15
rxn16659	1-hydroxy-2-naphthoate,NADPH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)	1	-95.930	-108.630	-85.550	26
rxn16662	S-adenosyl-L-methionine:dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N,N-dimethyltransferase	2	-23.570	-1.510	6.830	-1
rxn16665	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose:2-oxoglutarate aminotransferase	2	-3.920	-7.830	-0.400	-1
rxn16666	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine:2-oxoglutarate aminotransferase	2	-3.920	-7.850	-2.410	-1
rxn16669	tuberculosinyl diphosphate diphosphohydrolase (tuberculosinol forming)	3	-13.270	-6.240	-3.060	36
rxn16670	tuberculosinyl diphosphate diphosphohydrolase (isotuberculosinol forming)	3	-16.600	-7.150	1.230	-1
rxn16671	L-Tyrosine:NAD+ oxidoreductase (deaminating)	1	8.690	8.810	9.240	18
rxn16672	beta-D-4-deoxy-Delta4-GlcAp-(1->4)-beta-D-Glcp-(1->4)-alpha-L-Rhap-(1->3)-beta-D-Glcp beta-D-4-deoxy-Delta4-GlcAp hydrolase	3	-3.110	-2.630	-13.660	-1
rxn16673	8-oxo-dGTP diphosphohydrolase	3	-41.600	-10.380	-6.780	-1
rxn16674	2-hydroxy-dATP diphosphohydrolase	3	-43.230	-10.380	-7.410	-1
rxn16675	UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose hydrolase	3	-4.810	-6.580	-4.760	-1
rxn16678	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	5	31.800	53.610	16.040	-1
rxn16679	phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)	1	-82.420	-126.530	-106.620	-1
rxn16681	R09840	3	-5.750	-5.590	-2.760	-1
rxn16682	phosphoenolpyruvate:2,4-bis(acetylamino)-2,4,6-trideoxy-beta-L-altropyranose transferase (phosphate-hydrolysing, 2,7-acetylamino-transfering, 2-carboxy-2-oxoethyl-forming)	2	-2.970	-14.500	-9.070	13
rxn16683	acetyl-CoA:UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine 4-N-acetyltransferase	2	-5.290	-5.860	-5.770	41
rxn16684	CTP:pseudaminate cytidylyltransferase	2	-12.960	55.640	-0.680	-1
rxn16689	farnesal reductase	none	11.130	10.370	11.960	18
rxn16690	CTP:2-trans,6-trans-farnesol O-phosphotransferase	2	-14.030	-2.600	-5.350	36
rxn16691	CTP:farnesyl-phosphate phosphotransferase	2	9.530	0.530	-0.550	3
rxn16700	cholest-4-en-3-one,NADH:oxygen oxidoreductase (26-hydroxylating)	1	-92.580	-94.120	-96.530	29
rxn16701	androsta-1,4-diene-3,17-dione,NADH:oxygen oxidoreductase (9alpha-hydroxylating)	1	-104.340	-55.910	-92.270	-1
rxn16703	9beta-pimara-7,15-diene,NADPH:oxygen 19-oxidoreductase	1	-96.260	-94.130	-96.460	-1
rxn16704	9beta-pimara-7,15-dien-19-ol,NADPH:oxygen 19-oxidoreductase	1	-103.560	-104.630	-106.340	24
rxn16705	9beta-pimara-7,15-dien-19-al,NADPH:oxygen 19-oxidoreductase	1	-118.580	-118.190	-112.870	-1
rxn16706	9beta-pimara-7,15-diene,NADPH:oxygen 19-oxidoreductase	1	-318.400	-316.940	-315.670	-1
rxn16707	ent-cassa-12,15-diene,NADPH:oxygen 11-oxidoreductase	1	-99.870	-97.200	-93.230	-1
rxn16708	10beta-hydroxytaxa-4(20),11-dien-5alpha-yl-acetate,NADPH:oxygen 14-oxidoreductase	1	-96.190	-97.200	-94.780	28
rxn16709	taxusin,NADPH:oxygen 7-oxidoreductase	1	-96.190	-97.200	-94.700	28
rxn16710	S-adenosyl-L-methionine:trans-resveratrol 3-O-methyltransferase	2	-4.360	-1.830	-22.490	6
rxn16711	S-adenosyl-L-methionine:3-Methoxy-4',5-dihydroxy-trans-stilbene 5-O-methyltransferase	2	-4.360	-1.830	-25.240	6
rxn16712	S-adenosyl-L-methionine:trans-resveratrol 3,5-O-dimethyltransferase	2	-8.720	-3.650	-47.730	-1
rxn16713	acetyl-CoA:dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase	2	-5.290	-5.860	-6.190	41
rxn16714	geranylgeranyl-diphosphate diphosphohydrolase [(13E)-labda-7,13-dien-15-ol-forming]	3	-61.650	-92.900	-10.910	-1
rxn16715	8-oxoguanine aminohydrolase	3	-18.410	56.400	-4.170	-1
rxn16716	8-oxo-dGDP phosphohydrolase	3	-16.340	-7.490	-4.780	-1
rxn16717	R09878	3	-16.340	-6.710	-26.510	-1
rxn16721	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase ( (2Z,4Z)-2-hydroxyhexa-2,4-dienoate-forming)	3	-8.890	-11.200	-0.460	-1
rxn16724	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (7-epi-alpha-selinene-forming)	4	-52.550	-94.450	-28.240	5
rxn16725	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, alpha-guaiene-forming)	4	-28.340	-136.690	-27.920	5
rxn16726	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (viridiflorene-forming)	4	-43.050	-247.280	-34.040	-1
rxn16728	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 5-epi-alpha-selinene-forming)	4	-52.550	-94.450	-28.250	5
rxn16730	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-gamma-cadinene-forming]	4	-27.760	-148.780	-24.360	5
rxn16731	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, delta-guaiene-forming)	4	-35.580	-141.200	-27.910	5
rxn16732	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, gamma-curcumene-forming)	4	-39.700	-50.050	-20.460	-1
rxn16733	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-cuprenene-forming]	4	-52.640	-64.270	-18.620	-1
rxn16734	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, avermitilol-forming)	4	-58.990	-188.210	-14.770	-1
