rxn_id	Beber_2022	ln_RI
rxn01207	=	-3.174
rxn01208	<	8.360
rxn01209	<	15.618
rxn01210	=	-5.090
rxn01211	=	-2.166
rxn01212	>	-19.740
rxn01213	>	-16.115
rxn01214	>	-16.115
rxn01216	>	-15.892
rxn01217	>	-10.994
rxn01218	>	-9.015
rxn01219	=	0.308
rxn01220	=	-2.675
rxn01221	>	-12.992
rxn01222	>	-17.633
rxn01223	=	-1.577
rxn01224	>	-9.413
rxn01225	<	68.137
rxn01226	=	-5.299
rxn01228	>	-7.801
rxn01229	=	-4.611
rxn01230	>	-107.278
rxn01231	>	-9.042
rxn01232	=	3.048
rxn01233	=	0.178
rxn01236	=	6.460
rxn01237	<	13.343
rxn01238	>	-335.728
rxn01239	=	2.904
rxn01240	>	-23.205
rxn01241	=	0.319
rxn01242	=	-5.354
rxn01243	=	-4.424
rxn01244	=	-4.225
rxn01245	=	-4.483
rxn01246	>	-90.210
rxn01247	>	-9.400
rxn01248	=	-2.660
rxn01249	=	4.555
rxn01251	>	-18.176
rxn01252	>	-21.554
rxn01253	=	0.068
rxn01254	=	-0.473
rxn01255	>	-16.864
rxn01256	>	-19.644
rxn01257	=	-3.645
rxn01258	=	0.391
rxn01259	=	-6.873
rxn01261	=	4.725
rxn01262	<	7.897
rxn01263	=	-0.854
rxn01264	=	6.697
rxn01265	=	1.494
rxn01267	<	9.593
rxn01268	=	-4.504
rxn01269	=	-4.504
rxn01270	=	-2.500
rxn01271	>	-7.763
rxn01273	>	-8.773
rxn01274	>	-13.749
rxn01275	=	-2.522
rxn01276	=	3.527
rxn01277	=	2.948
rxn01278	=	3.527
rxn01279	=	-0.181
rxn01280	=	6.005
rxn01281	=	6.006
rxn01282	>	-9.653
rxn01283	<	8.123
rxn01284	<	8.123
rxn01285	>	-6.917
rxn01286	>	-11.538
rxn01287	=	-0.812
rxn01288	=	-3.436
rxn01289	=	-2.861
rxn01290	=	2.425
rxn01291	=	2.426
rxn01292	=	1.977
rxn01293	=	3.534
rxn01294	=	-6.791
rxn01295	=	-4.652
rxn01296	<	41.395
rxn01297	=	2.711
rxn01298	>	-23.397
rxn01299	=	-6.338
rxn01300	>	-7.953
rxn01301	=	3.923
rxn01302	=	3.923
rxn01303	=	-5.751
rxn01304	=	-6.041
rxn01305	=	4.166
rxn01306	=	0.666
rxn01307	=	0.666
rxn01308	=	-1.152
rxn01310	=	1.749
rxn01313	<	9.887
rxn01314	<	10.608
rxn01315	=	2.247
rxn01316	<	12.585
rxn01317	>	-8.039
rxn01318	=	1.264
rxn01319	=	0.759
rxn01320	=	-0.598
rxn01322	=	-2.535
rxn01323	=	-0.134
rxn01324	=	3.157
rxn01325	=	2.250
rxn01326	=	2.250
rxn01327	=	2.253
rxn01328	=	1.648
rxn01329	=	1.796
rxn01331	>	-10.503
rxn01332	>	-15.005
rxn01333	=	-0.189
rxn01334	=	1.042
rxn01336	=	-0.155
rxn01337	=	-0.495
rxn01338	=	-0.155
rxn01339	=	-0.495
rxn01340	>	-60.411
rxn01341	=	-5.784
rxn01343	=	-3.345
rxn01344	=	-3.828
rxn01345	>	-8.122
rxn01346	=	-3.396
rxn01347	=	-3.260
rxn01348	=	-3.608
rxn01349	=	0.086
rxn01350	>	-11.898
rxn01351	>	-17.983
rxn01352	>	-19.790
rxn01353	=	0.357
rxn01354	=	4.694
rxn01355	=	-0.676
rxn01356	=	-6.701
rxn01357	>	-56.562
rxn01358	=	1.552
rxn01359	=	1.334
rxn01360	>	-24.775
rxn01361	=	1.333
rxn01362	=	-0.751
rxn01363	=	2.633
rxn01364	>	-10.640
rxn01365	=	-6.558
rxn01366	=	0.237
rxn01367	>	-8.238
rxn01368	>	-8.438
rxn01369	>	-60.743
rxn01370	=	-4.677
rxn01371	=	2.453
rxn01372	>	-15.851
rxn01373	=	5.048
rxn01374	=	0.907
rxn01375	>	-9.109
rxn01376	>	-7.803
rxn01377	<	13.528
rxn01378	=	1.365
rxn01379	=	-3.924
rxn01380	=	0.868
rxn01383	=	3.241
rxn01385	=	3.315
rxn01386	=	-1.170
rxn01387	=	3.170
rxn01388	=	0.655
rxn01389	=	-5.256
rxn01390	=	-5.250
rxn01391	=	5.465
rxn01392	=	3.234
rxn01393	=	-4.245
rxn01394	=	-5.557
rxn01395	>	-9.922
rxn01396	=	-2.043
rxn01397	>	-21.628
rxn01398	<	9.857
rxn01399	=	-4.011
rxn01401	>	-16.616
rxn01402	>	-7.604
rxn01403	=	-3.541
rxn01404	=	-5.498
rxn01405	=	0.235
rxn01406	=	0.104
rxn01407	=	4.675
rxn01408	>	-8.045
rxn01409	=	0.449
rxn01410	=	-0.422
rxn01411	=	-2.305
rxn01412	=	2.798
rxn01413	=	-5.538
rxn01414	<	41.804
rxn01415	>	-16.861
rxn01417	=	-4.280
rxn01418	=	-4.408
rxn01419	=	-1.136
rxn01420	=	-6.764
rxn01421	<	15.465
rxn01422	<	15.465
rxn01423	=	-0.144
rxn01424	=	-5.029
rxn01425	=	0.333
rxn01426	=	-1.972
rxn01427	=	-1.905
rxn01428	=	-5.960
rxn01429	=	6.346
rxn01430	=	-0.455
rxn01431	=	-1.455
rxn01434	=	-0.581
rxn01435	=	-1.573
rxn01436	=	-3.298
rxn01437	>	-14.330
rxn01438	>	-68.228
rxn01439	=	-2.279
rxn01440	>	-34.384
rxn01441	<	47.331
rxn01442	=	-2.542
rxn01443	=	-2.760
rxn01444	=	-3.119
rxn01445	>	-8.422
rxn01446	=	3.340
rxn01447	=	-3.565
rxn01448	=	0.011
rxn01449	=	0.011
rxn01450	=	-2.309
rxn01451	=	2.793
rxn01452	=	2.793
rxn01453	=	2.883
rxn01454	=	3.998
rxn01455	=	-1.806
rxn01456	>	-8.460
rxn01457	=	0.542
rxn01458	<	11.312
rxn01459	>	-10.744
rxn01460	<	9.649
rxn01461	<	7.163
rxn01462	>	-23.282
rxn01463	=	-5.468
rxn01464	=	-5.283
rxn01465	=	-2.942
rxn01466	>	-16.396
rxn01467	>	-106.400
rxn01468	>	-106.204
rxn01469	<	129.412
rxn01471	>	-13.377
rxn01472	>	-59.336
rxn01473	>	-47.237
rxn01474	=	2.457
rxn01475	=	2.457
rxn01476	>	-10.243
rxn01477	>	-17.292
rxn01478	=	1.429
rxn01479	=	-0.835
rxn01480	=	3.633
rxn01481	=	0.204
rxn01482	=	0.172
rxn01483	=	-5.294
rxn01484	>	-6.953
rxn01485	=	-1.266
rxn01486	>	-16.396
rxn01487	>	-16.028
rxn01488	>	-187.744
rxn01489	>	-32.099
rxn01490	>	-139.981
rxn01491	>	-7.540
rxn01492	=	-3.781
rxn01494	>	-64.468
rxn01495	>	-64.503
rxn01496	=	-1.601
rxn01497	>	-112.566
rxn01498	=	-2.067
rxn01499	>	-9.551
rxn01500	=	1.622
rxn01501	=	1.623
rxn01502	>	-11.334
rxn01503	=	-0.691
rxn01504	=	0.161
rxn01505	=	1.865
rxn01506	=	0.866
rxn01507	>	-8.951
rxn01508	=	-2.723
rxn01509	=	1.034
rxn01510	=	-3.526
rxn01511	>	-12.134
rxn01512	=	0.022
rxn01513	=	-0.335
rxn01514	>	-12.610
rxn01515	=	-3.191
rxn01516	=	-4.342
rxn01517	=	0.178
rxn01518	=	-3.333
rxn01519	>	-15.949
rxn01520	>	-9.137
rxn01521	>	-8.137
rxn01522	=	-5.223
rxn01523	>	-37.071
rxn01524	>	-31.332
rxn01525	=	-3.084
rxn01527	=	-4.946
rxn01528	=	-5.190
rxn01529	>	-9.494
rxn01530	=	1.588
rxn01531	>	-35.602
rxn01532	=	3.106
rxn01536	>	-38.150
rxn01537	<	9.207
rxn01538	<	8.893
rxn01539	<	24.438
rxn01540	=	-5.175
rxn01541	=	-4.108
rxn01542	=	-3.152
rxn01543	=	2.280
rxn01544	=	5.555
rxn01545	=	-5.530
rxn01546	=	5.597
rxn01547	<	68.368
rxn01548	=	2.331
rxn01549	>	-8.262
rxn01550	>	-17.441
rxn01551	=	-4.615
rxn01552	=	-2.960
rxn01553	=	-4.779
rxn01554	=	6.123
rxn01555	>	-45.664
rxn01556	<	31.172
rxn01557	<	22.412
rxn01558	>	-25.961
rxn01559	>	-83.765
rxn01560	>	-7.803
rxn01561	=	-3.073
rxn01562	>	-7.060
rxn01563	=	-2.852
rxn01564	>	-17.860
rxn01565	=	0.906
rxn01566	=	-0.834
rxn01567	>	-61.508
rxn01568	=	-3.084
rxn01570	=	1.288
rxn01571	=	-1.819
rxn01572	=	6.221
rxn01573	=	1.675
rxn01574	>	-19.212
rxn01575	=	-1.196
rxn01577	=	1.544
rxn01578	=	3.809
rxn01579	=	3.810
rxn01580	>	-17.226
rxn01581	=	5.753
rxn01583	=	2.886
rxn01585	>	-65.639
rxn01586	=	-0.835
rxn01587	=	-0.834
rxn01588	=	-2.886
rxn01589	=	-0.365
rxn01590	=	-1.664
rxn01593	=	0.779
rxn01594	<	43.648
rxn01595	=	0.845
rxn01596	>	-13.620
rxn01597	=	-1.019
rxn01598	>	-53.490
rxn01599	>	-8.466
rxn01600	>	-22.123
rxn01601	=	2.053
rxn01602	=	2.054
rxn01603	=	-2.735
rxn01604	=	-1.644
rxn01605	>	-8.172
rxn01606	=	1.818
rxn01607	=	-3.470
rxn01608	=	3.556
rxn01609	=	3.556
rxn01610	>	-10.027
rxn01611	>	-67.186
rxn01612	>	-67.192
rxn01613	=	-0.913
rxn01614	=	1.784
rxn01615	=	5.895
rxn01617	=	5.895
rxn01618	=	1.652
rxn01619	=	0.061
rxn01620	=	0.711
rxn01621	=	-2.892
rxn01622	<	124.102
rxn01623	<	124.102
rxn01624	>	-18.256
rxn01625	<	17.901
rxn01626	=	-4.507
rxn01627	>	-8.197
rxn01628	=	0.448
rxn01629	=	3.759
rxn01630	>	-7.852
rxn01631	=	0.167
rxn01632	=	-6.730
rxn01633	>	-13.721
rxn01634	>	-17.391
rxn01635	=	6.051
rxn01636	=	0.423
rxn01637	=	-0.650
rxn01638	=	-2.040
rxn01639	>	-13.518
rxn01640	>	-12.592
rxn01641	=	2.178
rxn01642	=	-5.351
rxn01643	=	-1.145
rxn01644	>	-29.891
rxn01645	=	5.929
rxn01646	=	-4.092
rxn01647	=	1.324
rxn01648	=	3.224
rxn01649	=	2.158
rxn01650	=	4.166
rxn01652	<	18.009
rxn01653	>	-14.752
rxn01654	>	-9.680
rxn01655	=	1.198
rxn01656	>	-19.432
rxn01657	>	-74.239
rxn01658	>	-108.482
rxn01660	=	3.517
rxn01661	>	-181.955
rxn01662	=	2.718
rxn01663	=	2.718
rxn01664	<	12.272
rxn01665	=	0.000
rxn01669	=	-3.986
rxn01670	=	-3.110
rxn01671	>	-7.103
rxn01672	>	-12.678
rxn01673	=	0.820
rxn01674	=	-5.139
rxn01675	=	0.369
rxn01676	=	0.051
rxn01677	>	-12.163
rxn01678	=	-0.313
rxn01679	=	-4.007
rxn01680	>	-87.107
rxn01682	=	0.556
rxn01683	=	-3.513
rxn01684	=	3.671
rxn01685	=	3.152
rxn01686	=	3.152
rxn01687	=	-0.149
rxn01688	=	-0.266
rxn01689	=	-0.266
rxn01690	>	-59.113
rxn01691	<	45.907
rxn01692	=	0.302
rxn01693	=	0.303
rxn01694	>	-68.683
rxn01695	>	-68.683
rxn01696	>	-62.769
rxn01697	>	-11.024
rxn01698	>	-78.111
rxn01699	>	-45.477
rxn01700	>	-18.659
rxn01701	>	-9.406
rxn01702	=	-0.039
rxn01703	=	-5.142
rxn01704	>	-10.622
rxn01705	=	-3.989
rxn01706	=	-2.856
rxn01707	>	-26.943
rxn01708	=	0.358
rxn01709	>	-13.406
rxn01710	=	-4.393
rxn01711	=	4.595
rxn01712	=	-2.460
rxn01713	=	1.141
rxn01714	>	-9.548
rxn01715	>	-17.867
rxn01716	>	-68.228
rxn01717	=	0.904
rxn01718	=	-6.361
rxn01719	=	-3.697
rxn01720	>	-8.892
rxn01721	=	1.184
rxn01722	=	-4.810
rxn01723	=	-4.809
rxn01724	>	-77.686
rxn01725	=	4.144
rxn01726	=	-0.154
rxn01727	>	-60.727
rxn01728	>	-8.751
rxn01729	>	-9.222
rxn01730	=	-0.621
rxn01731	=	-0.624
rxn01732	=	-0.265
rxn01733	=	-0.799
rxn01734	=	-0.691
rxn01735	=	0.227
rxn01737	>	-7.758
rxn01738	=	-1.057
rxn01739	=	-5.290
rxn01740	=	1.318
rxn01741	=	-4.398
rxn01742	>	-11.956
rxn01743	=	-3.649
rxn01744	>	-73.983
rxn01745	<	7.628
rxn01746	=	-3.724
rxn01747	=	-4.336
rxn01748	>	-24.307
rxn01750	>	-24.058
rxn01751	>	-8.647
rxn01752	>	-9.798
rxn01753	>	-18.579
rxn01754	=	-2.944
rxn01755	=	3.080
rxn01757	=	-1.837
rxn01758	<	107.312
rxn01760	>	-41.364
rxn01761	=	0.054
rxn01762	=	0.682
rxn01763	=	-2.770
rxn01764	=	3.414
rxn01765	>	-68.234
rxn01767	>	-61.896
rxn01768	>	-46.874
rxn01769	<	10.936
rxn01770	>	-16.116
rxn01771	>	-68.360
rxn01772	=	-3.002
rxn01773	=	-6.108
rxn01774	=	-4.973
rxn01775	=	2.729
rxn01776	=	3.556
rxn01777	=	3.556
rxn01778	>	-18.800
rxn01779	>	-21.146
rxn01780	=	2.593
rxn01781	=	3.556
rxn01782	<	11.342
rxn01783	=	-4.325
rxn01784	>	-9.088
rxn01785	>	-18.340
rxn01786	>	-62.314
rxn01787	>	-62.314
rxn01788	>	-60.140
rxn01789	=	2.980
rxn01790	=	3.221
rxn01791	=	-6.736
rxn01792	=	-2.748
rxn01793	=	-0.835
rxn01794	=	-0.834
rxn01795	=	-2.665
rxn01797	=	-5.422
rxn01798	=	-5.328
rxn01799	=	0.739
rxn01800	>	-10.116
rxn01801	>	-64.832
rxn01802	=	1.535
rxn01803	=	-6.702
rxn01804	=	1.180
rxn01805	=	1.180
rxn01806	>	-43.398
rxn01807	=	-3.219
rxn01808	<	8.289
rxn01809	=	1.174
rxn01810	=	1.174
rxn01811	>	-59.868
rxn01812	=	-2.325
rxn01813	>	-27.438
rxn01814	>	-15.345
rxn01815	=	0.472
rxn01816	<	13.019
rxn01817	=	-4.163
rxn01818	>	-54.786
rxn01819	>	-11.115
rxn01820	>	-68.222
rxn01821	>	-68.221
rxn01822	>	-68.222
rxn01823	>	-68.221
rxn01825	>	-66.402
rxn01826	>	-78.036
rxn01827	>	-110.879
rxn01828	>	-18.579
rxn01829	>	-8.647
rxn01830	>	-9.798
rxn01831	=	2.821
rxn01832	=	-3.225
rxn01833	>	-17.977
rxn01834	=	1.709
rxn01835	=	2.821
rxn01836	>	-17.859
rxn01837	=	0.906
rxn01838	=	-2.115
rxn01839	>	-61.796
rxn01840	>	-8.750
rxn01841	>	-8.749
rxn01842	=	-1.883
rxn01843	>	-8.098
rxn01846	=	4.867
rxn01847	<	7.387
rxn01848	=	-4.843
rxn01849	=	5.584
rxn01850	=	-0.834
rxn01851	>	-10.745
rxn01852	>	-60.121
rxn01853	>	-78.458
rxn01854	>	-79.059
rxn01855	=	-0.835
rxn01856	>	-52.749
rxn01857	=	3.070
rxn01858	>	-9.739
rxn01859	=	1.979
rxn01860	>	-7.411
rxn01861	<	48.308
rxn01862	<	45.179
rxn01863	>	-60.207
rxn01864	>	-60.207
rxn01865	<	42.605
rxn01866	<	47.331
rxn01867	>	-8.564
rxn01868	>	-8.563
rxn01869	>	-11.693
rxn01870	=	3.179
rxn01871	=	1.872
rxn01872	=	1.588
rxn01873	=	1.901
rxn01874	=	0.380
rxn01875	=	-0.088
rxn01876	=	0.839
rxn01877	=	-1.410
rxn01878	=	-5.430
rxn01879	=	4.727
rxn01880	=	3.152
rxn01881	=	-0.834
rxn01882	>	-10.677
rxn01883	>	-8.665
rxn01884	>	-68.214
rxn01885	>	-9.248
rxn01886	>	-75.039
rxn01887	=	1.428
rxn01888	>	-11.934
rxn01889	=	3.715
rxn01893	=	0.174
rxn01894	>	-8.075
rxn01895	<	19.563
rxn01896	<	16.486
rxn01898	>	-19.061
rxn01900	=	2.886
rxn01901	=	2.886
rxn01902	=	3.556
rxn01903	>	-17.860
rxn01904	=	-5.259
rxn01905	=	1.129
rxn01906	=	-1.878
rxn01907	>	-59.277
rxn01908	>	-59.160
rxn01909	=	2.120
rxn01910	=	-6.143
rxn01911	=	3.152
rxn01912	=	3.153
rxn01913	=	3.152
rxn01914	=	0.000
rxn01916	>	-160.827
rxn01917	=	4.978
rxn01918	>	-8.846
rxn01919	>	-66.419
rxn01920	<	34.954
rxn01921	=	-3.013
rxn01922	=	1.893
rxn01923	>	-52.080
rxn01924	<	8.066
rxn01925	=	0.597
rxn01926	=	-4.904
rxn01927	>	-62.048
rxn01928	>	-29.671
rxn01929	=	-5.178
rxn01930	>	-19.680
rxn01931	=	-6.699
rxn01932	>	-17.074
rxn01933	>	-7.078
rxn01934	>	-22.970
rxn01935	<	40.500
rxn01936	>	-15.103
rxn01937	>	-8.891
rxn01938	=	3.556
rxn01939	=	3.556
rxn01941	=	3.152
rxn01942	=	-0.834
rxn01943	>	-8.899
rxn01944	>	-8.898
rxn01945	>	-68.233
rxn01946	=	-1.855
rxn01947	=	-1.593
rxn01948	>	-9.559
rxn01949	>	-83.446
rxn01951	=	-2.759
rxn01952	<	8.903
rxn01953	<	11.263
rxn01954	>	-60.849
rxn01955	=	-3.589
rxn01956	=	-3.961
rxn01957	>	-8.298
rxn01959	>	-9.798
rxn01960	>	-26.944
rxn01961	>	-7.688
rxn01962	>	-18.950
rxn01964	=	-6.355
rxn01965	>	-60.848
rxn01966	=	2.929
rxn01967	=	-3.995
rxn01968	=	0.560
rxn01969	>	-6.932
rxn01971	=	1.139
rxn01972	=	-6.553
rxn01973	=	-2.447
rxn01974	=	-0.667
rxn01975	=	-2.756
rxn01977	=	2.758
rxn01979	=	-3.719
rxn01980	=	4.609
rxn01981	>	-9.251
rxn01985	=	1.645
rxn01986	>	-10.793
rxn01987	=	5.170
rxn01989	>	-16.554
rxn01990	=	2.180
rxn01991	=	1.488
rxn01993	>	-9.217
rxn01994	<	8.703
rxn01995	>	-13.338
rxn01996	=	-0.063
rxn01997	>	-19.186
rxn01998	=	1.618
rxn01999	=	-0.337
rxn02000	=	-6.214
rxn02002	=	-0.835
rxn02003	=	-0.835
rxn02004	=	-6.573
rxn02005	>	-9.557
rxn02006	=	3.454
rxn02007	>	-20.862
rxn02008	=	-4.432
rxn02009	=	-2.820
rxn02010	=	-2.820
rxn02011	=	-3.282
rxn02012	=	-0.835
rxn02013	=	-0.834
rxn02014	=	-1.789
rxn02015	=	-3.721
rxn02016	>	-10.678
rxn02018	=	-5.412
rxn02019	>	-27.807
rxn02020	>	-16.860
rxn02021	<	6.908
rxn02022	<	24.831
rxn02023	=	-0.175
rxn02024	<	71.391
rxn02026	>	-72.379
rxn02028	=	1.758
rxn02029	=	-0.499
rxn02031	>	-68.221
rxn02032	=	-6.708
rxn02033	=	-0.851
rxn02034	=	-0.835
rxn02035	=	-0.834
rxn02036	=	-0.785
rxn02037	>	-52.617
rxn02038	=	0.835
rxn02039	=	2.886
rxn02040	=	0.834
rxn02041	>	-38.598
rxn02042	=	-2.938
rxn02043	=	-3.201
rxn02044	=	-3.419
rxn02045	=	0.101
rxn02046	>	-8.916
rxn02049	=	3.153
rxn02050	<	16.561
rxn02051	=	5.668
rxn02052	=	5.668
rxn02053	>	-13.142
rxn02054	=	5.057
rxn02055	=	0.003
rxn02057	=	-4.146
rxn02058	>	-7.053
rxn02059	=	-4.410
rxn02060	=	-4.628
rxn02061	=	-0.197
rxn02062	=	-4.796
rxn02063	>	-63.923
rxn02064	>	-420.958
rxn02065	>	-22.881
rxn02066	=	4.361
rxn02067	>	-36.980
rxn02068	<	12.303
rxn02069	=	2.886
rxn02070	=	-4.895
rxn02071	>	-16.157
rxn02073	=	2.045
rxn02074	>	-10.630
rxn02075	<	38.259
rxn02077	>	-16.946
rxn02078	=	0.888
rxn02079	>	-10.151
rxn02080	>	-24.665
rxn02081	>	-17.863
rxn02082	>	-83.422
rxn02083	=	0.905
rxn02084	=	-5.153
rxn02085	=	4.070
rxn02086	<	86.527
rxn02087	>	-15.989
rxn02088	=	-2.114
rxn02089	=	-1.888
rxn02090	=	-0.757
rxn02091	>	-19.262
rxn02092	=	-0.932
rxn02093	=	-0.374
rxn02094	=	-2.683
rxn02095	=	1.572
rxn02096	=	-3.333
rxn02097	=	-5.915
rxn02098	=	-2.087
rxn02099	>	-11.393
rxn02100	>	-9.798
rxn02101	=	0.000
rxn02102	=	-2.345
rxn02103	=	-2.345
rxn02104	=	-1.899
rxn02105	>	-8.287
rxn02106	>	-8.890
rxn02107	>	-8.782
rxn02108	>	-24.629
rxn02109	>	-19.740
rxn02110	=	-0.835
rxn02111	=	-0.835
rxn02112	=	2.813
rxn02113	>	-8.040
rxn02117	>	-10.858
rxn02118	>	-7.819
rxn02119	<	32.115
rxn02120	=	-2.008
rxn02121	=	-0.690
rxn02122	>	-14.116
rxn02123	=	0.845
rxn02124	>	-52.243
rxn02125	>	-52.243
rxn02126	=	3.152
rxn02127	=	-1.798
rxn02128	=	-4.446
rxn02129	>	-9.184
rxn02130	=	-5.727
rxn02131	>	-22.384
rxn02132	=	1.964
rxn02133	=	-2.306
rxn02134	=	2.836
rxn02135	<	8.212
rxn02136	=	-1.959
rxn02137	=	-3.883
rxn02138	=	0.901
rxn02139	=	5.601
rxn02140	=	-1.789
rxn02141	<	11.342
rxn02142	<	11.342
rxn02143	=	-0.691
rxn02144	>	-9.948
rxn02145	>	-12.551
rxn02147	=	-0.835
rxn02148	>	-52.749
rxn02149	>	-20.870
rxn02150	>	-6.910
rxn02153	=	-1.619
rxn02154	>	-9.498
rxn02155	=	-5.041
rxn02156	>	-68.251
rxn02157	=	-0.001
rxn02158	=	-0.001
rxn02159	=	3.869
rxn02160	>	-10.066
rxn02161	=	-0.869
rxn02163	=	3.152
rxn02164	=	3.152
rxn02165	<	10.263
rxn02166	=	-5.988
rxn02167	=	1.321
rxn02168	=	1.502
rxn02169	>	-8.392
rxn02170	=	-4.916
rxn02171	=	-3.454
rxn02172	>	-18.579
rxn02173	>	-16.554
rxn02174	>	-10.710
rxn02175	=	-3.640
rxn02176	>	-11.366
rxn02177	>	-15.675
rxn02178	<	7.840
rxn02179	=	3.556
rxn02180	=	-3.556
rxn02181	=	-0.927
rxn02182	=	-1.940
rxn02183	=	-5.712
rxn02184	>	-10.574
rxn02185	=	0.125
rxn02186	=	-3.153
rxn02187	=	0.000
rxn02188	=	-1.587
rxn02189	=	-3.556
rxn02190	=	-3.431
rxn02191	=	-3.955
rxn02192	<	10.426
rxn02193	=	0.000
rxn02194	=	4.694
rxn02196	>	-12.965
rxn02197	=	-1.793
rxn02198	=	0.785
rxn02199	=	-0.785
rxn02200	=	-2.587
rxn02201	>	-12.596
rxn02202	=	1.658
rxn02204	=	-1.265
rxn02206	=	0.000
rxn02207	=	3.128
rxn02208	=	-1.852
rxn02209	=	3.556
rxn02210	=	-0.134
rxn02211	=	1.231
rxn02212	>	-45.054
rxn02213	=	-2.135
rxn02214	>	-67.773
rxn02215	>	-61.860
rxn02216	>	-67.773
rxn02217	>	-9.887
rxn02218	>	-87.915
rxn02219	<	15.294
rxn02220	=	0.470
rxn02221	=	-4.536
rxn02222	>	-8.287
rxn02223	>	-83.420
rxn02224	<	235.985
rxn02225	<	183.368
rxn02226	>	-9.533
rxn02227	>	-9.532
rxn02228	=	3.144
rxn02229	=	0.709
rxn02232	=	-1.947
rxn02233	=	-0.834
rxn02234	=	-0.834
rxn02235	=	3.556
rxn02238	=	-1.198
rxn02239	>	-68.236
rxn02241	>	-51.754
rxn02242	=	-2.172
rxn02243	=	5.039
rxn02244	=	-2.115
rxn02245	=	-3.792
rxn02246	>	-8.718
rxn02247	=	-5.550
rxn02248	>	-8.934
rxn02249	>	-58.553
rxn02250	>	-17.956
rxn02251	>	-105.297
rxn02257	=	-0.953
rxn02258	=	0.365
rxn02259	=	-0.834
rxn02260	=	-1.707
rxn02261	<	15.995
rxn02262	=	-0.740
rxn02263	=	2.203
rxn02264	>	-126.716
rxn02265	>	-126.716
rxn02266	=	-6.096
rxn02267	<	10.685
rxn02268	>	-52.895
rxn02269	=	-3.003
rxn02270	<	7.556
rxn02271	=	0.597
rxn02272	=	-0.835
rxn02273	>	-8.564
rxn02274	>	-7.226
rxn02275	>	-7.850
rxn02276	=	-0.000
rxn02277	=	0.689
rxn02278	=	3.556
rxn02279	>	-26.943
rxn02280	<	9.524
rxn02281	>	-16.908
rxn02282	>	-12.029
rxn02283	>	-9.010
rxn02284	<	11.184
rxn02285	<	11.185
rxn02286	=	-4.100
rxn02287	>	-36.177
rxn02288	>	-12.228
rxn02289	>	-9.218
rxn02290	>	-337.762
rxn02291	=	0.000
rxn02292	=	-5.628
rxn02293	>	-78.066
rxn02294	=	-0.572
rxn02295	>	-38.114
rxn02296	=	-2.441
rxn02297	=	0.026
rxn02298	<	8.180
rxn02299	=	4.197
rxn02300	>	-82.395
rxn02301	<	40.720
rxn02302	>	-14.627
rxn02303	>	-59.934
rxn02304	=	5.921
rxn02305	=	-5.232
rxn02306	=	-6.339
rxn02307	=	-0.835
rxn02308	=	-0.834
rxn02309	=	0.000
rxn02310	>	-8.635
rxn02311	=	0.106
rxn02312	=	-0.245
rxn02313	=	-3.727
rxn02314	=	-4.248
rxn02315	=	-4.300
rxn02316	=	-4.163
rxn02317	=	-4.511
rxn02318	=	-0.614
rxn02319	=	-4.109
rxn02320	=	-1.782
rxn02321	=	-0.870
rxn02322	=	0.127
rxn02323	>	-81.227
rxn02324	=	-6.673
rxn02325	=	-2.604
rxn02326	>	-9.246
rxn02327	<	20.377
rxn02328	>	-18.309
rxn02329	>	-75.467
rxn02331	<	14.133
rxn02332	>	-7.367
rxn02336	>	-9.909
rxn02337	=	3.556
rxn02338	=	0.000
rxn02339	=	-2.080
rxn02340	>	-10.860
rxn02341	>	-10.303
rxn02342	=	-0.026
rxn02343	=	-0.529
rxn02344	=	4.417
rxn02345	=	-0.181
rxn02346	=	-2.180
rxn02347	=	-0.835
rxn02348	=	-0.835
rxn02349	>	-52.749
rxn02350	>	-8.564
rxn02351	=	4.682
rxn02352	=	-5.539
rxn02353	=	-5.140
rxn02354	>	-58.661
rxn02355	=	-0.922
rxn02356	<	8.925
rxn02357	=	-0.922
rxn02358	<	8.925
rxn02359	=	5.796
rxn02360	=	0.010
rxn02361	=	0.319
rxn02362	<	290.917
rxn02363	>	-68.232
rxn02364	>	-8.904
rxn02365	>	-8.903
rxn02366	>	-64.871
rxn02367	=	-2.101
rxn02369	>	-7.005
rxn02370	<	16.989
rxn02371	>	-67.683
rxn02372	<	229.430
rxn02373	=	3.994
rxn02374	=	-2.994
rxn02375	=	-2.937
rxn02376	=	0.578
rxn02377	=	-4.185
rxn02378	=	-1.455
rxn02379	=	-3.728
rxn02380	=	-1.693
rxn02381	>	-10.433
rxn02382	=	-0.447
rxn02383	=	3.152
rxn02384	=	3.152
rxn02385	=	-0.835
rxn02386	=	-0.834
rxn02387	>	-62.314
rxn02388	>	-9.419
rxn02389	>	-73.629
rxn02390	>	-13.303
rxn02391	=	0.000
rxn02392	<	14.770
rxn02393	<	14.770
rxn02394	<	14.771
rxn02395	<	14.771
rxn02396	>	-22.270
rxn02397	>	-23.255
rxn02398	<	10.742
rxn02399	=	-4.605
rxn02400	>	-11.991
rxn02401	=	0.442
rxn02402	<	6.951
rxn02403	=	-0.370
rxn02404	>	-7.794
rxn02405	<	46.366
rxn02406	>	-12.691
rxn02407	=	-2.745
rxn02410	=	3.160
rxn02411	>	-10.188
rxn02412	>	-7.075
rxn02413	>	-81.914
rxn02414	=	-2.100
rxn02415	>	-7.811
