rxn_id	Beber_2022	ln_RI
rxn18796	>	-12.581
rxn18797	>	-12.581
rxn18798	>	-12.581
rxn18799	>	-12.581
rxn18800	>	-12.581
rxn18801	>	-12.581
rxn18802	>	-12.581
rxn18806	>	-12.581
rxn18807	>	-12.581
rxn18808	>	-12.581
rxn18809	>	-12.581
rxn18810	>	-12.581
rxn18811	>	-12.581
rxn18812	>	-12.581
rxn18813	>	-12.581
rxn18818	>	-12.581
rxn18819	>	-12.581
rxn18820	>	-12.581
rxn18821	>	-12.581
rxn18822	>	-12.581
rxn18823	>	-12.581
rxn18825	>	-12.581
rxn18826	>	-12.581
rxn18827	>	-12.581
rxn18829	>	-12.581
rxn18830	>	-12.581
rxn18831	>	-12.581
rxn18832	>	-12.581
rxn18835	>	-12.581
rxn18836	>	-12.581
rxn18837	>	-12.581
rxn18838	>	-12.581
rxn18840	>	-12.581
rxn18841	>	-12.581
rxn18843	>	-12.581
rxn18844	>	-12.581
rxn18845	>	-12.581
rxn18850	>	-12.581
rxn18851	>	-12.581
rxn18852	>	-12.581
rxn18853	>	-12.581
rxn18854	>	-12.581
rxn18855	>	-12.581
rxn18856	>	-12.581
rxn18857	>	-12.581
rxn18858	>	-12.581
rxn18859	>	-12.581
rxn18860	>	-12.581
rxn18861	>	-12.581
rxn18863	>	-12.581
rxn18865	>	-12.581
rxn18866	>	-12.581
rxn18867	>	-12.581
rxn18869	>	-12.581
rxn18870	>	-12.581
rxn18872	>	-12.581
rxn18873	>	-12.581
rxn18875	>	-12.581
rxn18876	>	-12.581
rxn18879	>	-12.581
rxn18882	>	-12.581
rxn18884	>	-12.581
rxn18885	>	-12.581
rxn18887	>	-12.581
rxn18888	>	-12.581
rxn18889	>	-12.581
rxn18890	>	-12.581
rxn18891	>	-12.581
rxn18894	>	-12.581
rxn18895	>	-12.581
rxn18896	>	-12.581
rxn18897	>	-12.581
rxn18898	>	-12.581
rxn18900	>	-12.581
rxn18901	>	-12.581
rxn18902	>	-12.581
rxn18903	>	-12.581
rxn18904	>	-12.581
rxn18905	>	-12.581
rxn18906	>	-12.581
rxn18908	>	-12.581
rxn18909	>	-12.581
rxn18910	>	-12.581
rxn18911	>	-11.863
rxn18912	>	-19.061
rxn18913	>	-16.486
rxn18917	=	1.806
rxn18921	=	-2.080
rxn18924	=	-6.791
rxn18925	=	-2.309
rxn18926	>	-8.075
rxn18927	=	0.666
rxn18928	=	-1.497
rxn18929	=	-0.805
rxn18932	=	-1.488
rxn18933	=	-1.488
rxn18934	>	-13.721
rxn18956	>	-19.432
rxn18959	=	-4.916
rxn18960	=	-6.133
rxn18962	>	-16.207
rxn18964	=	0.207
rxn18965	>	-17.064
rxn18967	>	-14.752
rxn18970	>	-8.526
rxn18972	>	-8.355
rxn18973	=	-6.667
rxn18974	=	-6.061
rxn18975	=	-6.821
rxn18977	=	-0.570
rxn18982	=	0.000
rxn18988	<	12.402
rxn18989	>	-139.981
rxn18999	=	-1.789
rxn19000	=	-1.789
rxn19001	=	-5.477
rxn19004	>	-9.285
rxn19010	=	-0.882
rxn19011	>	-9.359
rxn19015	=	-4.248
rxn19017	>	-10.243
rxn19018	>	-10.243
rxn19024	=	-1.517
rxn19025	=	3.153
rxn19027	=	3.153
rxn19028	<	34.590
rxn19029	=	3.153
rxn19030	=	-3.693
rxn19031	=	5.038
rxn19038	=	-2.535
rxn19039	=	3.418
rxn19040	=	-0.331
rxn19041	>	-10.349
rxn19042	>	-10.349
rxn19044	<	11.342
rxn19045	<	11.342
rxn19046	<	11.342
rxn19047	<	11.342
rxn19050	>	-14.767
rxn19071	>	-29.096
rxn19072	>	-9.797
rxn19073	>	-28.736
rxn19075	=	-3.514
rxn19077	<	8.620
rxn19080	=	-6.781
rxn19085	=	-0.017
rxn19089	=	-4.573
rxn19090	=	4.573
rxn19092	=	3.556
rxn19093	=	3.556
rxn19100	>	-22.553
rxn19106	>	-22.553
rxn19111	>	-8.891
rxn19112	>	-8.891
rxn19113	>	-8.891
rxn19114	>	-8.891
rxn19115	>	-10.562
rxn19118	>	-37.337
rxn19119	>	-35.000
rxn19123	>	-11.228
rxn19124	>	-9.294
rxn19126	=	3.158
rxn19127	=	3.158
rxn19128	=	2.179
rxn19129	=	2.179
rxn19130	>	-10.663
rxn19140	>	-24.307
rxn19141	>	-24.307
rxn19142	>	-43.308
rxn19144	=	3.556
rxn19149	>	-17.977
rxn19157	>	-17.860
rxn19159	=	0.102
rxn19161	>	-10.745
rxn19164	=	2.968
rxn19167	=	0.071
rxn19168	=	0.071
rxn19170	>	-10.936
rxn19171	=	3.556
rxn19174	>	-18.579
rxn19175	=	-0.285
rxn19176	=	4.606
rxn19180	=	-5.144
rxn19181	>	-13.731
rxn19191	>	-34.455
rxn19192	>	-36.315
rxn19193	>	-34.999
rxn19198	>	-17.806
rxn19199	>	-17.806
rxn19202	>	-14.330
rxn19208	>	-9.310
rxn19210	=	-3.027
rxn19213	<	10.499
rxn19214	>	-10.678
rxn19217	>	-8.564
rxn19218	>	-8.564
rxn19219	>	-8.564
rxn19224	>	-8.892
rxn19225	>	-68.233
rxn19226	=	-1.283
rxn19227	=	1.148
rxn19233	=	4.417
rxn19238	>	-65.919
rxn19239	>	-9.939
rxn19240	=	-1.196
rxn19241	=	0.065
rxn19242	=	0.348
rxn19243	>	-23.423
rxn19246	=	-1.789
rxn19253	>	-24.571
rxn19259	=	-0.154
rxn19260	=	-0.154
rxn19261	=	-4.387
rxn19262	=	1.061
rxn19263	=	-0.834
rxn19264	>	-47.029
rxn19266	=	-2.112
rxn19272	=	-1.892
rxn19276	=	0.052
rxn19277	<	8.002
rxn19294	>	-7.283
rxn19296	>	-7.283
rxn19309	>	-19.644
rxn19310	=	1.527
rxn19316	>	-7.822
rxn19319	>	-17.548
rxn19320	>	-17.548
rxn19321	>	-18.323
rxn19322	>	-18.323
rxn19324	=	-6.234
rxn19327	=	2.453
rxn19330	<	14.306
rxn19338	>	-13.336
rxn19339	>	-13.298
rxn19340	>	-13.302
rxn19341	>	-13.749
rxn19343	>	-11.353
rxn19344	>	-11.353
rxn19345	>	-7.760
rxn19346	<	13.160
rxn19347	=	-6.800
rxn19350	=	-0.699
rxn19351	=	1.917
rxn19366	=	-2.821
rxn19367	=	-3.992
rxn19368	>	-18.636
rxn19369	>	-18.599
rxn19370	=	-2.491
rxn19371	=	3.152
rxn19378	=	-3.250
rxn19384	=	0.482
rxn19443	=	-1.152
rxn19444	=	6.452
rxn19445	=	-6.567
rxn19447	<	14.848
rxn19448	>	-14.912
rxn19449	=	0.820
rxn19453	=	1.979
rxn19455	=	3.340
rxn19457	=	1.645
rxn19461	=	-4.180
rxn19465	=	0.357
rxn19466	<	235.331
rxn19474	>	-77.099
rxn19475	>	-77.099
rxn19476	=	-2.440
rxn19477	<	8.521
rxn19480	>	-9.066
rxn19485	=	1.872
rxn19486	=	-0.834
rxn19487	>	-29.891
rxn19488	=	-2.735
rxn19544	>	-14.906
rxn19545	>	-14.905
rxn19568	=	0.839
rxn19630	>	-17.672
rxn19641	=	-6.214
rxn19642	=	-0.835
rxn19643	=	0.022
rxn19644	=	-2.272
rxn19645	=	-0.313
rxn19646	=	2.620
rxn19648	=	0.000
rxn19661	=	-0.174
rxn19662	=	-0.174
rxn19663	=	-0.174
rxn19664	=	-0.174
rxn19666	=	0.276
rxn19668	=	-0.174
rxn19669	=	-1.321
rxn19672	=	-3.032
rxn19673	=	-4.154
rxn19682	>	-37.153
rxn19683	=	1.327
rxn19684	>	-6.917
rxn19685	>	-6.917
rxn19689	>	-16.396
rxn19690	>	-16.396
rxn19691	>	-16.396
rxn19696	=	0.834
rxn19702	>	-33.673
rxn19703	>	-33.673
rxn19706	>	-11.637
rxn19708	>	-11.118
rxn19714	=	-3.627
rxn19715	=	-1.644
rxn19728	>	-12.592
rxn19730	>	-16.396
rxn19731	=	-2.941
rxn19732	=	3.376
rxn19738	=	2.203
rxn19739	=	-0.740
rxn19740	=	1.382
rxn19742	=	1.314
rxn19753	=	-0.437
rxn19756	=	0.061
rxn19762	=	2.951
rxn19763	=	0.559
rxn19769	=	-0.538
rxn19770	>	-8.298
rxn19771	<	7.863
rxn19772	=	-1.823
rxn19773	=	-1.437
rxn19774	=	1.079
rxn19775	=	-2.756
rxn19776	=	-1.699
rxn19777	=	0.024
rxn19794	=	-0.713
rxn19800	=	-2.279
rxn19801	=	-5.132
rxn19804	=	-5.294
rxn19806	=	-5.294
rxn19808	=	-5.294
rxn19811	>	-7.512
rxn19812	>	-7.512
rxn19813	=	-0.867
rxn19814	>	-8.486
rxn19818	=	-3.341
rxn19825	>	-8.392
rxn19827	=	2.632
rxn19830	<	34.943
rxn19831	>	-8.465
rxn19834	=	-5.430
rxn19835	=	-2.058
rxn19836	=	-2.058
rxn19841	=	4.797
rxn19842	=	4.797
rxn19849	=	5.687
rxn19850	>	-10.120
rxn19855	=	-0.078
rxn19858	=	-5.896
rxn19870	=	-1.358
rxn19871	>	-13.043
rxn19872	>	-16.115
rxn19877	>	-8.953
rxn19878	=	-4.436
rxn19879	>	-13.575
rxn19880	>	-13.575
rxn19884	=	4.605
rxn19887	>	-11.120
rxn19892	>	-7.342
rxn19893	=	-0.005
rxn19895	=	-6.384
rxn19896	=	3.869
rxn19898	>	-28.880
rxn19900	>	-7.850
rxn19903	>	-21.612
rxn19905	>	-7.953
rxn19907	>	-8.557
rxn19911	=	-4.605
rxn19912	=	-4.605
rxn19914	=	-3.847
rxn19917	<	40.500
rxn19918	>	-55.712
rxn19924	>	-16.680
rxn19930	=	3.325
rxn19932	>	-9.918
rxn19933	=	-4.890
rxn19935	=	-1.955
rxn19936	=	-1.955
rxn19940	=	0.391
rxn19941	=	-2.255
rxn19942	=	-2.020
rxn19943	=	-2.020
rxn19944	>	-68.325
rxn19945	>	-68.325
rxn19949	=	-2.262
rxn19950	>	-9.909
rxn19951	=	0.000
rxn19953	=	-3.341
rxn19956	<	11.619
rxn19957	<	11.619
rxn19967	=	6.089
rxn19968	=	6.141
rxn19970	=	6.089
rxn19974	=	6.089
rxn19976	=	6.089
rxn19977	=	6.089
rxn19979	=	-6.089
rxn19980	=	6.141
rxn19981	=	-6.644
rxn19982	=	-6.089
rxn19986	=	-6.089
rxn19988	=	-6.089
rxn19989	=	6.089
rxn19990	=	-0.834
rxn19991	=	-3.634
rxn19993	>	-19.684
rxn19994	>	-68.228
rxn19995	>	-68.228
rxn19997	>	-38.598
rxn20000	=	-1.943
rxn20001	>	-18.579
rxn20002	=	-3.992
rxn20003	>	-14.360
rxn20004	>	-16.554
rxn20013	=	-6.811
rxn20015	>	-17.226
rxn20016	>	-17.226
rxn20017	=	2.972
rxn20018	=	-2.861
rxn20020	=	-2.571
rxn20023	=	0.845
rxn20024	>	-337.762
rxn20025	>	-337.762
rxn20027	=	-1.039
rxn20032	=	0.613
rxn20035	=	0.613
rxn20036	>	-16.554
rxn20037	>	-16.554
rxn20038	>	-60.139
rxn20039	=	-2.901
rxn20040	>	-16.554
rxn20041	>	-16.554
rxn20042	>	-10.025
rxn20043	=	-5.860
rxn20045	=	1.789
rxn20046	>	-13.372
rxn20049	=	0.761
rxn20056	=	-5.613
rxn20057	>	-10.566
rxn20059	=	-2.225
rxn20060	>	-7.363
rxn20067	>	-68.230
rxn20068	=	5.348
rxn20158	=	5.349
rxn20161	>	-20.760
rxn20162	>	-7.800
rxn20163	>	-7.547
rxn20164	>	-7.641
rxn20165	=	-0.262
rxn20166	=	2.702
rxn20167	>	-65.416
rxn20170	<	41.395
rxn20171	<	15.450
rxn20172	>	-7.803
rxn20173	=	1.388
rxn20174	=	1.388
rxn20176	=	-4.519
rxn20177	=	-4.519
rxn20178	=	3.152
rxn20179	=	1.648
rxn20180	=	-2.391
rxn20181	=	2.289
rxn20190	>	-19.949
rxn20196	=	4.622
rxn20197	=	-6.314
rxn20198	=	-2.241
rxn20199	=	-2.241
rxn20202	=	-3.373
rxn20204	=	-3.470
rxn20208	>	-15.922
rxn20209	>	-48.024
rxn20216	<	8.685
rxn20217	<	8.685
rxn20219	>	-24.037
rxn20220	=	-1.125
rxn20222	>	-20.862
rxn20227	>	-7.169
rxn20228	>	-8.554
rxn20230	>	-12.585
rxn20235	>	-13.450
rxn20237	<	47.331
rxn20238	=	-3.033
rxn20239	=	-3.033
rxn20249	>	-26.590
rxn20262	>	-9.331
rxn20263	>	-14.835
rxn20269	>	-15.378
rxn20272	=	-2.759
rxn20275	=	-1.112
rxn20285	<	26.380
rxn20461	=	-0.085
rxn20470	>	-68.229
rxn20471	>	-15.576
rxn20474	=	-3.152
rxn20475	=	2.793
rxn20476	=	-3.152
rxn20478	=	-3.152
rxn20479	=	3.152
rxn20480	=	-3.152
rxn20481	=	3.374
rxn20490	>	-13.395
rxn20491	>	-13.226
rxn20493	=	-6.116
rxn20495	>	-10.728
rxn20496	=	-0.861
rxn20498	=	-3.645
rxn20499	=	-3.645
rxn20502	>	-12.579
rxn20503	>	-12.579
rxn20504	>	-9.184
rxn20506	=	-5.890
rxn20508	=	6.503
rxn20509	=	5.051
rxn20517	=	0.000
rxn20519	=	3.556
rxn20522	=	0.065
rxn20523	=	6.224
rxn20533	>	-8.750
rxn20536	=	4.734
rxn20538	>	-36.439
rxn20539	>	-10.688
rxn20540	=	-4.652
rxn20541	=	1.750
rxn20544	=	3.945
rxn20546	=	-0.185
rxn20572	>	-8.662
rxn20583	=	0.313
rxn20592	=	0.127
rxn20599	>	-16.852
rxn20600	>	-16.852
rxn20606	=	-0.004
rxn20607	>	-13.063
rxn20608	=	-3.946
rxn20617	=	0.475
rxn20619	=	-0.676
rxn20627	=	-0.000
rxn20628	>	-6.968
rxn20629	>	-8.535
rxn20630	=	2.199
rxn20631	=	2.126
rxn20632	=	4.603
rxn20633	=	4.603
rxn20637	>	-17.602
rxn20638	>	-17.602
rxn20640	>	-8.279
rxn20643	>	-27.574
rxn20644	>	-27.574
rxn20645	>	-81.227
rxn20649	>	-8.771
rxn20655	=	1.548
rxn20656	=	-4.605
rxn20658	>	-45.664
rxn20659	>	-41.364
rxn20661	>	-44.344
rxn20662	>	-39.136
rxn20663	<	6.951
rxn20664	=	-0.161
rxn20665	=	-1.130
rxn20678	=	5.215
rxn20685	=	3.008
rxn20688	=	-1.789
rxn20690	=	0.174
rxn20691	=	0.174
rxn20692	=	3.152
rxn20702	=	-5.405
rxn20708	>	-68.220
rxn20710	=	-4.070
rxn20711	>	-60.139
rxn20713	>	-18.213
rxn20718	=	-1.270
rxn20720	<	10.164
rxn20721	>	-52.749
rxn20722	<	10.164
rxn20723	<	10.164
rxn20727	>	-28.651
rxn20738	=	-0.835
rxn20739	>	-52.749
rxn20740	<	29.539
rxn20741	=	-1.789
rxn20742	>	-52.749
rxn20768	>	-17.642
rxn20770	<	10.226
rxn20772	>	-26.336
rxn20774	=	1.588
rxn20776	=	-0.039
rxn20777	=	0.054
rxn20779	=	-2.883
rxn20780	=	-2.761
rxn20784	>	-8.890
rxn20785	=	6.452
rxn20788	=	6.455
rxn20797	=	-5.943
rxn20798	>	-12.161
rxn20799	>	-12.256
rxn20800	>	-12.596
rxn20806	>	-9.097
rxn20808	=	-0.039
rxn20818	>	-13.660
rxn20825	=	-4.755
rxn20827	=	2.801
rxn20834	<	44.926
rxn20837	>	-9.145
rxn20838	>	-7.033
rxn20839	=	1.122
rxn20846	<	16.554
rxn20872	<	16.554
rxn20873	>	-68.175
rxn20874	>	-68.338
rxn20875	>	-68.235
rxn20881	>	-7.942
rxn20892	>	-8.075
rxn20909	=	-5.991
rxn20910	=	-5.991
rxn20915	>	-14.164
rxn20916	=	3.305
rxn20918	=	3.305
rxn20920	>	-15.454
rxn20921	>	-16.578
rxn20927	=	0.000
rxn20933	>	-17.318
rxn20936	>	-15.679
rxn20937	>	-15.679
rxn20938	>	-16.346
rxn20939	>	-16.346
rxn20952	>	-165.644
rxn20954	>	-63.182
rxn20955	>	-19.432
rxn20968	>	-59.732
rxn20985	>	-17.662
rxn20986	<	16.028
rxn20990	>	-19.432
rxn20993	=	3.778
rxn21003	<	10.427
rxn21016	>	-12.641
rxn21042	>	-15.330
rxn21043	<	17.283
rxn21044	<	12.929
rxn21057	=	-1.789
rxn21076	>	-7.006
rxn21079	=	-1.583
rxn21080	>	-61.306
rxn21092	=	-3.556
rxn21093	=	-3.556
rxn21095	>	-74.888
rxn21097	>	-16.616
rxn21102	=	1.714
rxn21103	>	-8.287
rxn21109	=	2.298
rxn21111	=	-5.666
rxn21112	>	-7.160
rxn21114	>	-17.863
rxn21116	>	-8.898
rxn21117	=	-3.556
rxn21119	=	2.628
rxn21123	<	22.155
rxn21132	>	-18.002
rxn21134	=	-0.015
rxn21140	>	-84.180
rxn21141	=	0.199
rxn21143	=	0.000
rxn21152	=	1.588
rxn21153	=	1.588
rxn21157	>	-12.646
rxn21161	=	-3.397
rxn21162	=	0.000
rxn21163	=	-2.680
rxn21200	>	-50.324
rxn21210	=	-2.115
rxn21211	>	-17.859
rxn21212	>	-15.989
rxn21213	=	-2.114
rxn21214	>	-17.854
rxn21215	>	-8.906
rxn21216	>	-15.986
rxn21217	=	3.556
rxn21218	>	-22.865
rxn21234	>	-9.112
rxn21235	=	-1.898
rxn21239	=	-2.444
rxn21240	=	-2.444
rxn21241	=	-2.444
rxn21242	=	-2.444
rxn21243	=	-2.444
rxn21244	=	-2.444
rxn21245	=	-2.444
rxn21246	=	-4.187
rxn21247	=	-4.187
rxn21248	=	-5.931
rxn21249	=	-5.931
rxn21251	=	-3.680
rxn21253	>	-10.763
rxn21254	>	-10.763
rxn21255	>	-10.763
rxn21256	=	-4.187
rxn21257	=	-0.000
rxn21261	>	-7.676
rxn21268	>	-11.969
rxn21269	>	-15.951
rxn21273	=	-0.459
rxn21274	=	-0.459
rxn21275	>	-11.969
rxn21277	>	-15.301
rxn21280	=	1.171
rxn21285	<	12.640
rxn21286	>	-15.377
rxn21287	<	30.253
rxn21296	=	-3.813
rxn21297	<	40.937
rxn21299	>	-7.391
rxn21300	=	-2.254
rxn21308	=	-6.274
rxn21309	<	18.909
rxn21315	>	-11.155
rxn21321	>	-13.833
rxn21324	>	-68.234
rxn21325	>	-68.234
rxn21328	=	3.152
rxn21329	=	2.813
rxn21343	>	-17.672
rxn21344	>	-17.672
rxn21345	>	-17.672
rxn21346	>	-17.672
rxn21347	>	-17.672
rxn21348	>	-17.672
rxn21349	>	-17.672
rxn21353	>	-60.848
rxn21354	>	-10.196
rxn21355	<	112.559
rxn21356	=	0.000
rxn21362	>	-8.637
rxn21367	>	-7.146
rxn21371	=	-4.244
rxn21373	=	-3.343
rxn21375	=	-3.848
rxn21378	<	43.408
rxn21379	<	43.408
rxn21380	>	-7.798
rxn21400	>	-60.848
rxn21401	=	-6.043
rxn21406	<	235.338
rxn21407	=	2.182
rxn21423	=	-5.158
rxn21429	>	-8.228
rxn21430	>	-17.479
rxn21431	>	-7.641
rxn21438	>	-10.173
rxn21471	<	15.922
rxn21497	>	-68.234
rxn21501	=	-3.649
rxn21583	>	-10.456
rxn21584	>	-10.704
rxn21586	=	-3.207
rxn21589	<	17.631
rxn21591	=	0.323
rxn21592	=	0.323
rxn21593	=	2.805
rxn21594	=	-6.074
rxn21595	>	-9.866
rxn21596	>	-82.559
rxn21603	=	-4.702
rxn21604	>	-63.182
rxn21608	>	-171.046
rxn21609	>	-56.486
rxn21610	>	-47.237
rxn21613	>	-72.438
rxn21635	>	-41.404
rxn21636	>	-60.139
rxn21637	<	12.316
rxn21638	>	-51.729
rxn21639	=	-4.334
rxn21647	>	-60.139
rxn21650	<	9.157
rxn21651	>	-60.848
rxn21665	=	0.000
rxn21666	<	12.780
rxn21726	=	0.324
rxn21733	>	-17.064
rxn21734	>	-17.064
rxn21744	=	-2.308
rxn21749	>	-16.554
rxn21750	=	-1.497
rxn21751	=	-2.799
rxn21759	=	0.915
rxn21773	>	-205.901
rxn21782	=	-6.193
rxn21808	>	-67.379
rxn21829	>	-69.079
rxn21842	>	-24.594
rxn21843	>	-17.014
rxn21848	>	-11.177
rxn21852	>	-12.378
rxn21853	=	0.834
rxn21854	=	-0.835
rxn21855	=	0.835
rxn21865	>	-27.327
rxn21866	>	-27.327
rxn21868	>	-28.693
rxn21869	=	0.065
rxn21872	>	-60.139
rxn21890	=	-0.001
rxn21891	=	-2.682
rxn21893	>	-61.401
rxn21902	>	-23.900
rxn21914	>	-60.848
rxn21915	>	-60.848
rxn21916	>	-60.848
rxn21919	>	-52.749
rxn21920	>	-52.749
rxn21929	>	-73.693
rxn21936	=	-1.126
rxn21970	<	9.221
rxn22000	>	-14.119
rxn22001	>	-124.378
rxn22015	<	47.439
rxn22017	<	15.632
rxn22040	=	0.000
rxn22042	=	-2.443
rxn22043	=	-6.430
rxn22044	=	-6.430
rxn22068	=	-0.480
rxn22087	<	40.146
rxn22090	>	-238.062
rxn22091	>	-68.247
rxn22092	>	-12.556
rxn22098	=	-0.174
rxn22099	=	-0.174
rxn22100	=	-0.174
rxn22102	=	-0.174
rxn22103	=	-0.174
rxn22104	=	-0.174
rxn22108	=	-5.176
rxn22109	=	-5.176
rxn22110	=	-5.176
rxn22111	=	-5.176
rxn22112	=	-3.092
rxn22114	=	-2.101
rxn22115	=	-2.101
rxn22116	=	-2.101
rxn22117	=	-2.101
rxn22119	=	-2.122
rxn22120	=	-2.122
rxn22125	>	-63.923
rxn22126	<	128.705
rxn22130	>	-13.833
rxn22131	>	-8.639
rxn22132	>	-19.432
rxn22133	>	-19.432
rxn22149	=	-6.193
rxn22171	=	3.152
rxn22172	=	3.372
rxn22187	=	-5.171
rxn22189	>	-68.224
rxn22190	>	-14.051
rxn22219	=	5.381
rxn22221	>	-74.935
rxn22223	>	-174.722
rxn22224	>	-162.903
rxn22225	>	-52.551
rxn22279	=	3.556
rxn22280	=	-4.314
rxn22281	=	-4.314
rxn22282	>	-16.396
rxn22285	>	-58.962
rxn22287	>	-7.547
rxn22316	<	8.936
rxn22324	=	-1.331
rxn22339	=	-3.360
rxn22340	>	-7.799
rxn22341	=	-1.331
rxn22342	=	-4.316
rxn22343	=	-2.812
rxn22367	>	-37.100
rxn22368	>	-35.196
rxn22369	>	-141.671
rxn22370	=	0.000
rxn22371	>	-48.717
rxn22372	>	-109.194
rxn22376	=	1.928
rxn22377	=	2.362
rxn22381	=	-5.601
rxn22384	>	-16.970
rxn22385	=	3.096
rxn22386	>	-18.150
rxn22394	=	-4.142
rxn22400	>	-19.432
rxn22404	>	-47.029
rxn22405	<	64.447
rxn22407	=	3.225
rxn22412	=	-3.341
rxn22414	=	-3.341
rxn22416	=	-3.341
rxn22418	=	-3.341
rxn22420	=	-3.341
rxn22422	=	-3.341
rxn22467	=	0.682
rxn22476	=	3.556
rxn22477	>	-9.217
rxn22478	=	-3.698
rxn22481	=	-2.111
rxn22482	=	-2.111
rxn22483	=	-2.111
rxn22497	=	-0.207
rxn22501	=	-3.744
rxn22504	=	-3.309
rxn22505	=	-3.751
rxn22518	>	-12.650
rxn22519	>	-19.289
rxn22531	=	0.000
rxn22532	=	5.377
rxn22637	>	-79.456
rxn22638	=	-4.455
rxn22639	=	-4.455
rxn22646	>	-12.069
rxn22647	>	-12.256
rxn22648	<	45.616
rxn22651	>	-10.136
rxn22681	<	9.585
rxn22683	<	9.585
rxn22685	>	-8.647
rxn22722	=	-3.863
rxn22724	>	-32.099
rxn22728	=	-1.297
rxn22732	=	-3.744
rxn22745	>	-11.852
rxn22746	>	-11.852
rxn22752	>	-11.852
rxn22753	>	-11.852
rxn22755	>	-11.852
rxn22756	>	-11.852
rxn22757	>	-11.342
rxn22758	>	-11.342
rxn22761	=	-4.573
rxn22765	=	-2.957
rxn22766	>	-8.603
rxn22767	=	-2.957
rxn22772	>	-77.104
rxn22774	=	-3.673
rxn22781	>	-9.397
rxn22782	=	1.180
rxn22783	=	-1.088
rxn22784	<	420.958
rxn22787	>	-8.866
rxn22791	>	-8.499
rxn22815	>	-157.803
rxn22816	>	-155.066
rxn22817	>	-8.804
rxn22818	=	-2.672
rxn22822	=	0.647
rxn22823	=	-3.795
rxn22826	=	1.172
rxn22827	=	2.208
rxn22830	=	-5.204
rxn22858	=	-6.700
rxn22862	>	-74.888
rxn22863	>	-99.850
rxn22873	=	-3.216
rxn22874	=	0.917
rxn22887	>	-60.137
rxn22908	>	-68.394
rxn22913	=	0.335
rxn22914	<	65.314
rxn22946	>	-19.432
rxn22947	>	-165.644
rxn22959	>	-9.462
rxn22960	=	0.093
rxn22961	>	-20.356
rxn22962	>	-48.024
rxn22966	=	0.000
rxn22967	=	0.000
rxn22970	<	10.741
rxn22972	>	-41.636
rxn22973	>	-41.636
rxn22979	>	-61.413
rxn22980	=	-5.022
rxn22981	=	-5.765
rxn22984	=	-0.986
rxn22988	=	-2.346
rxn23000	<	10.218
rxn23001	<	11.303
rxn23009	=	-1.789
rxn23010	<	8.213
rxn23011	>	-16.447
rxn23014	=	3.556
rxn23019	=	-5.546
rxn23024	>	-44.606
rxn23042	>	-8.295
rxn23043	>	-11.210
rxn23044	>	-26.218
rxn23045	>	-18.452
rxn23048	=	-5.124
rxn23055	>	-7.959
rxn23058	=	2.515
rxn23064	>	-7.491
rxn23065	>	-7.608
rxn23070	=	2.836
rxn23071	=	2.836
rxn23076	>	-13.789
rxn23078	<	11.599
rxn23079	=	-0.001
rxn23080	=	3.572
rxn23081	<	10.741
rxn23082	<	10.741
rxn23083	=	-0.001
rxn23086	>	-9.251
rxn23088	=	-0.001
rxn23094	>	-8.401
rxn23095	=	3.239
rxn23098	<	12.379
rxn23104	=	-0.834
rxn23106	=	-0.834
rxn23108	=	-0.835
rxn23109	=	0.000
rxn23111	>	-11.128
rxn23117	>	-60.139
rxn23118	=	-1.789
rxn23126	=	-6.022
rxn23129	=	-0.309
rxn23130	<	12.398
rxn23132	=	-0.040
rxn23134	=	-0.070
rxn23135	=	-0.070
rxn23136	=	0.002
rxn23140	>	-34.524
rxn23141	>	-34.252
rxn23142	>	-34.252
rxn23143	>	-34.252
rxn23149	=	-1.789
rxn23150	=	-0.834
rxn23155	=	0.000
rxn23156	<	10.463
rxn23157	<	10.463
rxn23159	=	0.000
rxn23160	=	4.606
rxn23163	>	-62.169
rxn23164	=	-5.259
rxn23167	=	-1.549
rxn23168	=	-6.649
rxn23170	=	-1.586
rxn23174	>	-26.943
rxn23191	=	-6.600
rxn23192	=	-6.631
rxn23196	>	-127.790
rxn23197	>	-60.139
rxn23198	>	-8.891
rxn23199	=	3.556
rxn23213	=	5.426
rxn23215	=	-1.944
rxn23232	>	-112.161
rxn23233	>	-9.238
rxn23235	>	-52.978
rxn23236	=	-4.892
rxn23238	>	-7.391
rxn23244	=	-5.463
rxn23248	>	-62.851
rxn23252	=	-0.834
rxn23255	=	-0.834
rxn23260	<	17.224
rxn23266	=	1.992
rxn23269	<	12.965
rxn23275	=	3.470
rxn23279	>	-79.553
rxn23285	=	1.760
rxn23286	=	-1.789
rxn23288	>	-14.056
rxn23289	>	-13.438
rxn23290	>	-14.164
rxn23291	>	-14.164
rxn23292	>	-34.732
rxn23293	>	-35.196
rxn23294	>	-141.670
rxn23298	>	-13.438
rxn23299	>	-14.164
rxn23302	>	-13.438
rxn23303	>	-14.164
rxn23305	>	-34.732
rxn23306	>	-35.196
rxn23307	>	-141.670
rxn23319	>	-34.732
rxn23320	>	-35.195
rxn23321	>	-141.670
rxn23322	>	-34.732
rxn23323	>	-35.195
rxn23324	>	-141.670
rxn23325	>	-35.196
rxn23326	>	-141.670
rxn23327	>	-34.732
rxn23329	=	4.206
rxn23343	>	-52.749
rxn23346	>	-6.997
rxn23347	>	-7.385
rxn23348	<	9.425
rxn23355	>	-15.254
rxn23360	<	21.269
